Year,Géographie,GeoCode,Type de famille économique,Value
2017,"Montréal, Québec",,Hommes non âgés hors famille économique,34000.0
2018,"Montréal, Québec",,Hommes non âgés hors famille économique,31700.0
2019,"Montréal, Québec",,Hommes non âgés hors famille économique,31300.0
2020,"Montréal, Québec",,Hommes non âgés hors famille économique,38600.0
2015,"Montréal, Québec",,Femmes non âgées hors famille économique,27300.0
2016,"Montréal, Québec",,Femmes non âgées hors famille économique,34200.0
2017,"Montréal, Québec",,Femmes non âgées hors famille économique,32400.0
2018,"Montréal, Québec",,Femmes non âgées hors famille économique,31400.0
2019,"Montréal, Québec",,Femmes non âgées hors famille économique,30800.0
2020,"Montréal, Québec",,Femmes non âgées hors famille économique,32400.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Familles économiques et personnes hors famille économique,64300.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Familles économiques et personnes hors famille économique,69800.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Familles économiques et personnes hors famille économique,66300.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Familles économiques et personnes hors famille économique,68300.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Familles économiques et personnes hors famille économique,65900.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Familles économiques et personnes hors famille économique,72500.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Familles économiques,98200.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Familles économiques,98400.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Familles économiques,98900.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Familles économiques,100700.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Familles économiques,97800.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Familles économiques,105400.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Familles de personnes âgées,84100.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Familles de personnes âgées,80400.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Familles de personnes âgées,81900.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Familles de personnes âgées,79000.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Familles de personnes âgées,78600.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Familles de personnes âgées,80100.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Couples de personnes âgées,79300.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Couples de personnes âgées,78800.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Couples de personnes âgées,81800.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Couples de personnes âgées,79400.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Couples de personnes âgées,80000.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Couples de personnes âgées,78300.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Autres familles de personnes âgées,
2016,"Ottawa-Gatineau, Ontario/Québec",,Autres familles de personnes âgées,111000.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Autres familles de personnes âgées,84300.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Autres familles de personnes âgées,69200.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Autres familles de personnes âgées,78600.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Autres familles de personnes âgées,
2015,"Ottawa-Gatineau, Ontario/Québec",,Familles de personnes non âgées,103900.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Familles de personnes non âgées,104000.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Familles de personnes non âgées,101200.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Familles de personnes non âgées,109600.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Familles de personnes non âgées,104600.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Familles de personnes non âgées,110300.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Couples,94700.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Couples,95200.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Couples,99500.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Couples,101600.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Couples,84300.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Couples,94400.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Couples avec des enfants,122300.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Couples avec des enfants,111000.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Couples avec des enfants,112100.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Couples avec des enfants,119300.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Couples avec des enfants,123200.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Couples avec des enfants,131300.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Couples avec d'autres personnes apparentées,152200.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Couples avec d'autres personnes apparentées,136600.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Couples avec d'autres personnes apparentées,156600.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Couples avec d'autres personnes apparentées,164900.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Couples avec d'autres personnes apparentées,145300.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Couples avec d'autres personnes apparentées,174800.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales,52600.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales,50400.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales,59200.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales,50600.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales,73600.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales,71800.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales ayant un homme à leur tête,
2016,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales ayant un homme à leur tête,
2017,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales ayant un homme à leur tête,
2018,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales ayant un homme à leur tête,
2019,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales ayant un homme à leur tête,
2020,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales ayant un homme à leur tête,
2015,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales ayant une femme à leur tête,39200.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales ayant une femme à leur tête,49400.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales ayant une femme à leur tête,50000.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales ayant une femme à leur tête,49200.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales ayant une femme à leur tête,84300.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Familles monoparentales ayant une femme à leur tête,65500.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Autres familles de personnes non âgées,57500.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Autres familles de personnes non âgées,73900.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Autres familles de personnes non âgées,77300.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Autres familles de personnes non âgées,76000.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Autres familles de personnes non âgées,70400.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Autres familles de personnes non âgées,99900.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Personnes hors famille économique,33600.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Personnes hors famille économique,36700.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Personnes hors famille économique,38200.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Personnes hors famille économique,39600.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Personnes hors famille économique,40600.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Personnes hors famille économique,38700.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Personnes âgées hors famille économique,33700.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Personnes âgées hors famille économique,38100.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Personnes âgées hors famille économique,34900.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Personnes âgées hors famille économique,37300.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Personnes âgées hors famille économique,37300.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Personnes âgées hors famille économique,42100.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Hommes âgés hors famille économique,
2016,"Ottawa-Gatineau, Ontario/Québec",,Hommes âgés hors famille économique,42200.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Hommes âgés hors famille économique,27900.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Hommes âgés hors famille économique,39800.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Hommes âgés hors famille économique,37300.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Hommes âgés hors famille économique,42800.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Femmes âgées hors famille économique,37400.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Femmes âgées hors famille économique,33300.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Femmes âgées hors famille économique,36900.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Femmes âgées hors famille économique,35800.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Femmes âgées hors famille économique,37800.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Femmes âgées hors famille économique,40500.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Personnes non âgées hors famille économique,33000.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Personnes non âgées hors famille économique,36000.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Personnes non âgées hors famille économique,38800.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Personnes non âgées hors famille économique,41100.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Personnes non âgées hors famille économique,41100.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Personnes non âgées hors famille économique,37500.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Hommes non âgés hors famille économique,36800.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Hommes non âgés hors famille économique,36100.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Hommes non âgés hors famille économique,39800.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Hommes non âgés hors famille économique,39600.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Hommes non âgés hors famille économique,43800.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Hommes non âgés hors famille économique,36700.0
2015,"Ottawa-Gatineau, Ontario/Québec",,Femmes non âgées hors famille économique,27500.0
2016,"Ottawa-Gatineau, Ontario/Québec",,Femmes non âgées hors famille économique,34900.0
2017,"Ottawa-Gatineau, Ontario/Québec",,Femmes non âgées hors famille économique,38300.0
2018,"Ottawa-Gatineau, Ontario/Québec",,Femmes non âgées hors famille économique,42000.0
2019,"Ottawa-Gatineau, Ontario/Québec",,Femmes non âgées hors famille économique,36100.0
2020,"Ottawa-Gatineau, Ontario/Québec",,Femmes non âgées hors famille économique,40400.0
2015,"Toronto, Ontario",,Familles économiques et personnes hors famille économique,63000.0
2016,"Toronto, Ontario",,Familles économiques et personnes hors famille économique,62800.0
2017,"Toronto, Ontario",,Familles économiques et personnes hors famille économique,70400.0
2018,"Toronto, Ontario",,Familles économiques et personnes hors famille économique,68900.0
2019,"Toronto, Ontario",,Familles économiques et personnes hors famille économique,69200.0
2020,"Toronto, Ontario",,Familles économiques et personnes hors famille économique,72600.0
2015,"Toronto, Ontario",,Familles économiques,89600.0
2016,"Toronto, Ontario",,Familles économiques,88400.0
2017,"Toronto, Ontario",,Familles économiques,93100.0
2018,"Toronto, Ontario",,Familles économiques,95200.0
2019,"Toronto, Ontario",,Familles économiques,94600.0
2020,"Toronto, Ontario",,Familles économiques,99300.0
2015,"Toronto, Ontario",,Familles de personnes âgées,69000.0
2016,"Toronto, Ontario",,Familles de personnes âgées,61100.0
2017,"Toronto, Ontario",,Familles de personnes âgées,72700.0
2018,"Toronto, Ontario",,Familles de personnes âgées,74900.0
2019,"Toronto, Ontario",,Familles de personnes âgées,67600.0
2020,"Toronto, Ontario",,Familles de personnes âgées,69700.0
2015,"Toronto, Ontario",,Couples de personnes âgées,66300.0
2016,"Toronto, Ontario",,Couples de personnes âgées,58700.0
2017,"Toronto, Ontario",,Couples de personnes âgées,65900.0
2018,"Toronto, Ontario",,Couples de personnes âgées,71100.0
2019,"Toronto, Ontario",,Couples de personnes âgées,64300.0
2020,"Toronto, Ontario",,Couples de personnes âgées,66000.0
2015,"Toronto, Ontario",,Autres familles de personnes âgées,87800.0
2016,"Toronto, Ontario",,Autres familles de personnes âgées,65600.0
2017,"Toronto, Ontario",,Autres familles de personnes âgées,94800.0
2018,"Toronto, Ontario",,Autres familles de personnes âgées,83200.0
2019,"Toronto, Ontario",,Autres familles de personnes âgées,83700.0
2020,"Toronto, Ontario",,Autres familles de personnes âgées,76200.0
2015,"Toronto, Ontario",,Familles de personnes non âgées,92800.0
2016,"Toronto, Ontario",,Familles de personnes non âgées,96300.0
2017,"Toronto, Ontario",,Familles de personnes non âgées,96900.0
2018,"Toronto, Ontario",,Familles de personnes non âgées,98000.0
2019,"Toronto, Ontario",,Familles de personnes non âgées,101500.0
2020,"Toronto, Ontario",,Familles de personnes non âgées,103900.0
2015,"Toronto, Ontario",,Couples,77400.0
2016,"Toronto, Ontario",,Couples,88500.0
2017,"Toronto, Ontario",,Couples,93300.0
2018,"Toronto, Ontario",,Couples,88600.0
2019,"Toronto, Ontario",,Couples,87800.0
2020,"Toronto, Ontario",,Couples,95300.0
2015,"Toronto, Ontario",,Couples avec des enfants,101000.0
2016,"Toronto, Ontario",,Couples avec des enfants,98300.0
2017,"Toronto, Ontario",,Couples avec des enfants,102900.0
2018,"Toronto, Ontario",,Couples avec des enfants,106000.0
2019,"Toronto, Ontario",,Couples avec des enfants,111400.0
2020,"Toronto, Ontario",,Couples avec des enfants,112900.0
2015,"Toronto, Ontario",,Couples avec d'autres personnes apparentées,136600.0
2016,"Toronto, Ontario",,Couples avec d'autres personnes apparentées,123700.0
2017,"Toronto, Ontario",,Couples avec d'autres personnes apparentées,125900.0
2018,"Toronto, Ontario",,Couples avec d'autres personnes apparentées,130200.0
2019,"Toronto, Ontario",,Couples avec d'autres personnes apparentées,146900.0
2020,"Toronto, Ontario",,Couples avec d'autres personnes apparentées,133700.0
2015,"Toronto, Ontario",,Familles monoparentales,46500.0
2016,"Toronto, Ontario",,Familles monoparentales,40400.0
2017,"Toronto, Ontario",,Familles monoparentales,57700.0
2018,"Toronto, Ontario",,Familles monoparentales,53400.0
2019,"Toronto, Ontario",,Familles monoparentales,54700.0
2020,"Toronto, Ontario",,Familles monoparentales,58500.0
2015,"Toronto, Ontario",,Familles monoparentales ayant un homme à leur tête,
2016,"Toronto, Ontario",,Familles monoparentales ayant un homme à leur tête,
2017,"Toronto, Ontario",,Familles monoparentales ayant un homme à leur tête,
2018,"Toronto, Ontario",,Familles monoparentales ayant un homme à leur tête,
2019,"Toronto, Ontario",,Familles monoparentales ayant un homme à leur tête,
2020,"Toronto, Ontario",,Familles monoparentales ayant un homme à leur tête,
2015,"Toronto, Ontario",,Familles monoparentales ayant une femme à leur tête,45300.0
2016,"Toronto, Ontario",,Familles monoparentales ayant une femme à leur tête,40400.0
2017,"Toronto, Ontario",,Familles monoparentales ayant une femme à leur tête,57100.0
2018,"Toronto, Ontario",,Familles monoparentales ayant une femme à leur tête,51300.0
2019,"Toronto, Ontario",,Familles monoparentales ayant une femme à leur tête,43100.0
2020,"Toronto, Ontario",,Familles monoparentales ayant une femme à leur tête,58500.0
2015,"Toronto, Ontario",,Autres familles de personnes non âgées,76200.0
2016,"Toronto, Ontario",,Autres familles de personnes non âgées,92600.0
2017,"Toronto, Ontario",,Autres familles de personnes non âgées,80200.0
2018,"Toronto, Ontario",,Autres familles de personnes non âgées,84700.0
2019,"Toronto, Ontario",,Autres familles de personnes non âgées,80600.0
2020,"Toronto, Ontario",,Autres familles de personnes non âgées,92800.0
2015,"Toronto, Ontario",,Personnes hors famille économique,29400.0
2016,"Toronto, Ontario",,Personnes hors famille économique,30900.0
2017,"Toronto, Ontario",,Personnes hors famille économique,34400.0
2018,"Toronto, Ontario",,Personnes hors famille économique,30400.0
2019,"Toronto, Ontario",,Personnes hors famille économique,34500.0
2020,"Toronto, Ontario",,Personnes hors famille économique,35100.0
2015,"Toronto, Ontario",,Personnes âgées hors famille économique,29600.0
2016,"Toronto, Ontario",,Personnes âgées hors famille économique,29300.0
2017,"Toronto, Ontario",,Personnes âgées hors famille économique,31200.0
2018,"Toronto, Ontario",,Personnes âgées hors famille économique,30700.0
2019,"Toronto, Ontario",,Personnes âgées hors famille économique,30600.0
2020,"Toronto, Ontario",,Personnes âgées hors famille économique,33000.0
2015,"Toronto, Ontario",,Hommes âgés hors famille économique,33700.0
2016,"Toronto, Ontario",,Hommes âgés hors famille économique,27900.0
2017,"Toronto, Ontario",,Hommes âgés hors famille économique,30300.0
2018,"Toronto, Ontario",,Hommes âgés hors famille économique,28800.0
2019,"Toronto, Ontario",,Hommes âgés hors famille économique,31400.0
2020,"Toronto, Ontario",,Hommes âgés hors famille économique,33200.0
2015,"Toronto, Ontario",,Femmes âgées hors famille économique,29400.0
2016,"Toronto, Ontario",,Femmes âgées hors famille économique,30500.0
2017,"Toronto, Ontario",,Femmes âgées hors famille économique,32400.0
2018,"Toronto, Ontario",,Femmes âgées hors famille économique,31100.0
2019,"Toronto, Ontario",,Femmes âgées hors famille économique,30600.0
2020,"Toronto, Ontario",,Femmes âgées hors famille économique,33000.0
2015,"Toronto, Ontario",,Personnes non âgées hors famille économique,28300.0
2016,"Toronto, Ontario",,Personnes non âgées hors famille économique,31500.0
2017,"Toronto, Ontario",,Personnes non âgées hors famille économique,34600.0
2018,"Toronto, Ontario",,Personnes non âgées hors famille économique,30300.0
2019,"Toronto, Ontario",,Personnes non âgées hors famille économique,36900.0
2020,"Toronto, Ontario",,Personnes non âgées hors famille économique,36000.0
2015,"Toronto, Ontario",,Hommes non âgés hors famille économique,36800.0
2016,"Toronto, Ontario",,Hommes non âgés hors famille économique,33900.0
2017,"Toronto, Ontario",,Hommes non âgés hors famille économique,34400.0
2018,"Toronto, Ontario",,Hommes non âgés hors famille économique,27400.0
2019,"Toronto, Ontario",,Hommes non âgés hors famille économique,41200.0
2020,"Toronto, Ontario",,Hommes non âgés hors famille économique,37900.0
2015,"Toronto, Ontario",,Femmes non âgées hors famille économique,27000.0
2016,"Toronto, Ontario",,Femmes non âgées hors famille économique,28400.0
2017,"Toronto, Ontario",,Femmes non âgées hors famille économique,34800.0
2018,"Toronto, Ontario",,Femmes non âgées hors famille économique,33200.0
2019,"Toronto, Ontario",,Femmes non âgées hors famille économique,33800.0
2020,"Toronto, Ontario",,Femmes non âgées hors famille économique,31700.0
2015,"Winnipeg, Manitoba",,Familles économiques et personnes hors famille économique,60200.0
2016,"Winnipeg, Manitoba",,Familles économiques et personnes hors famille économique,61000.0
2017,"Winnipeg, Manitoba",,Familles économiques et personnes hors famille économique,59700.0
2018,"Winnipeg, Manitoba",,Familles économiques et personnes hors famille économique,60400.0
2019,"Winnipeg, Manitoba",,Familles économiques et personnes hors famille économique,62200.0
2020,"Winnipeg, Manitoba",,Familles économiques et personnes hors famille économique,63600.0
2015,"Winnipeg, Manitoba",,Familles économiques,82700.0
2016,"Winnipeg, Manitoba",,Familles économiques,82500.0
2017,"Winnipeg, Manitoba",,Familles économiques,85100.0
2018,"Winnipeg, Manitoba",,Familles économiques,83700.0
2019,"Winnipeg, Manitoba",,Familles économiques,82100.0
2020,"Winnipeg, Manitoba",,Familles économiques,89300.0
2015,"Winnipeg, Manitoba",,Familles de personnes âgées,71200.0
2016,"Winnipeg, Manitoba",,Familles de personnes âgées,71100.0
2017,"Winnipeg, Manitoba",,Familles de personnes âgées,64500.0
2018,"Winnipeg, Manitoba",,Familles de personnes âgées,69000.0
2019,"Winnipeg, Manitoba",,Familles de personnes âgées,67000.0
2020,"Winnipeg, Manitoba",,Familles de personnes âgées,71800.0
2015,"Winnipeg, Manitoba",,Couples de personnes âgées,67400.0
2016,"Winnipeg, Manitoba",,Couples de personnes âgées,69900.0
2017,"Winnipeg, Manitoba",,Couples de personnes âgées,62800.0
2018,"Winnipeg, Manitoba",,Couples de personnes âgées,65300.0
2019,"Winnipeg, Manitoba",,Couples de personnes âgées,65600.0
2020,"Winnipeg, Manitoba",,Couples de personnes âgées,67500.0
2015,"Winnipeg, Manitoba",,Autres familles de personnes âgées,82900.0
2016,"Winnipeg, Manitoba",,Autres familles de personnes âgées,76300.0
2017,"Winnipeg, Manitoba",,Autres familles de personnes âgées,75700.0
2018,"Winnipeg, Manitoba",,Autres familles de personnes âgées,79400.0
2019,"Winnipeg, Manitoba",,Autres familles de personnes âgées,74900.0
2020,"Winnipeg, Manitoba",,Autres familles de personnes âgées,85100.0
2015,"Winnipeg, Manitoba",,Familles de personnes non âgées,87000.0
2016,"Winnipeg, Manitoba",,Familles de personnes non âgées,85600.0
2017,"Winnipeg, Manitoba",,Familles de personnes non âgées,90500.0
2018,"Winnipeg, Manitoba",,Familles de personnes non âgées,87600.0
2019,"Winnipeg, Manitoba",,Familles de personnes non âgées,85600.0
2020,"Winnipeg, Manitoba",,Familles de personnes non âgées,96000.0
2015,"Winnipeg, Manitoba",,Couples,79700.0
2016,"Winnipeg, Manitoba",,Couples,75600.0
2017,"Winnipeg, Manitoba",,Couples,83000.0
2018,"Winnipeg, Manitoba",,Couples,79000.0
2019,"Winnipeg, Manitoba",,Couples,79900.0
2020,"Winnipeg, Manitoba",,Couples,84400.0
2015,"Winnipeg, Manitoba",,Couples avec des enfants,93800.0
2016,"Winnipeg, Manitoba",,Couples avec des enfants,94900.0
2017,"Winnipeg, Manitoba",,Couples avec des enfants,94900.0
2018,"Winnipeg, Manitoba",,Couples avec des enfants,97100.0
2019,"Winnipeg, Manitoba",,Couples avec des enfants,85900.0
2020,"Winnipeg, Manitoba",,Couples avec des enfants,109200.0
2015,"Winnipeg, Manitoba",,Couples avec d'autres personnes apparentées,127700.0
2016,"Winnipeg, Manitoba",,Couples avec d'autres personnes apparentées,124600.0
2017,"Winnipeg, Manitoba",,Couples avec d'autres personnes apparentées,133600.0
2018,"Winnipeg, Manitoba",,Couples avec d'autres personnes apparentées,121300.0
2019,"Winnipeg, Manitoba",,Couples avec d'autres personnes apparentées,142700.0
2020,"Winnipeg, Manitoba",,Couples avec d'autres personnes apparentées,135500.0
2015,"Winnipeg, Manitoba",,Familles monoparentales,43000.0
2016,"Winnipeg, Manitoba",,Familles monoparentales,46700.0
2017,"Winnipeg, Manitoba",,Familles monoparentales,50900.0
2018,"Winnipeg, Manitoba",,Familles monoparentales,45400.0
2019,"Winnipeg, Manitoba",,Familles monoparentales,45300.0
2020,"Winnipeg, Manitoba",,Familles monoparentales,58600.0
2015,"Winnipeg, Manitoba",,Familles monoparentales ayant un homme à leur tête,
2016,"Winnipeg, Manitoba",,Familles monoparentales ayant un homme à leur tête,
2017,"Winnipeg, Manitoba",,Familles monoparentales ayant un homme à leur tête,66700.0
2018,"Winnipeg, Manitoba",,Familles monoparentales ayant un homme à leur tête,
2019,"Winnipeg, Manitoba",,Familles monoparentales ayant un homme à leur tête,
2020,"Winnipeg, Manitoba",,Familles monoparentales ayant un homme à leur tête,58600.0
2015,"Winnipeg, Manitoba",,Familles monoparentales ayant une femme à leur tête,40600.0
2016,"Winnipeg, Manitoba",,Familles monoparentales ayant une femme à leur tête,42700.0
2017,"Winnipeg, Manitoba",,Familles monoparentales ayant une femme à leur tête,45500.0
2018,"Winnipeg, Manitoba",,Familles monoparentales ayant une femme à leur tête,44300.0
2019,"Winnipeg, Manitoba",,Familles monoparentales ayant une femme à leur tête,38900.0
2020,"Winnipeg, Manitoba",,Familles monoparentales ayant une femme à leur tête,57800.0
2015,"Winnipeg, Manitoba",,Autres familles de personnes non âgées,70100.0
2016,"Winnipeg, Manitoba",,Autres familles de personnes non âgées,70100.0
2017,"Winnipeg, Manitoba",,Autres familles de personnes non âgées,75300.0
2018,"Winnipeg, Manitoba",,Autres familles de personnes non âgées,73400.0
2019,"Winnipeg, Manitoba",,Autres familles de personnes non âgées,68800.0
2020,"Winnipeg, Manitoba",,Autres familles de personnes non âgées,71400.0
2015,"Winnipeg, Manitoba",,Personnes hors famille économique,33300.0
2016,"Winnipeg, Manitoba",,Personnes hors famille économique,33600.0
2017,"Winnipeg, Manitoba",,Personnes hors famille économique,30900.0
2018,"Winnipeg, Manitoba",,Personnes hors famille économique,34800.0
2019,"Winnipeg, Manitoba",,Personnes hors famille économique,31800.0
2020,"Winnipeg, Manitoba",,Personnes hors famille économique,34100.0
2015,"Winnipeg, Manitoba",,Personnes âgées hors famille économique,31600.0
2016,"Winnipeg, Manitoba",,Personnes âgées hors famille économique,35400.0
2017,"Winnipeg, Manitoba",,Personnes âgées hors famille économique,31000.0
2018,"Winnipeg, Manitoba",,Personnes âgées hors famille économique,35100.0
2019,"Winnipeg, Manitoba",,Personnes âgées hors famille économique,29300.0
2020,"Winnipeg, Manitoba",,Personnes âgées hors famille économique,36200.0
2015,"Winnipeg, Manitoba",,Hommes âgés hors famille économique,37500.0
2016,"Winnipeg, Manitoba",,Hommes âgés hors famille économique,39200.0
2017,"Winnipeg, Manitoba",,Hommes âgés hors famille économique,33200.0
2018,"Winnipeg, Manitoba",,Hommes âgés hors famille économique,35400.0
2019,"Winnipeg, Manitoba",,Hommes âgés hors famille économique,26200.0
2020,"Winnipeg, Manitoba",,Hommes âgés hors famille économique,38900.0
2015,"Winnipeg, Manitoba",,Femmes âgées hors famille économique,28400.0
2016,"Winnipeg, Manitoba",,Femmes âgées hors famille économique,32300.0
2017,"Winnipeg, Manitoba",,Femmes âgées hors famille économique,31000.0
2018,"Winnipeg, Manitoba",,Femmes âgées hors famille économique,33400.0
2019,"Winnipeg, Manitoba",,Femmes âgées hors famille économique,32200.0
2020,"Winnipeg, Manitoba",,Femmes âgées hors famille économique,34400.0
2015,"Winnipeg, Manitoba",,Personnes non âgées hors famille économique,33900.0
2016,"Winnipeg, Manitoba",,Personnes non âgées hors famille économique,33100.0
2017,"Winnipeg, Manitoba",,Personnes non âgées hors famille économique,30900.0
2018,"Winnipeg, Manitoba",,Personnes non âgées hors famille économique,33900.0
2019,"Winnipeg, Manitoba",,Personnes non âgées hors famille économique,32500.0
2020,"Winnipeg, Manitoba",,Personnes non âgées hors famille économique,33300.0
2015,"Winnipeg, Manitoba",,Hommes non âgés hors famille économique,35500.0
2016,"Winnipeg, Manitoba",,Hommes non âgés hors famille économique,31800.0
2017,"Winnipeg, Manitoba",,Hommes non âgés hors famille économique,31800.0
2018,"Winnipeg, Manitoba",,Hommes non âgés hors famille économique,35300.0
2019,"Winnipeg, Manitoba",,Hommes non âgés hors famille économique,32800.0
2020,"Winnipeg, Manitoba",,Hommes non âgés hors famille économique,32900.0
2015,"Winnipeg, Manitoba",,Femmes non âgées hors famille économique,32700.0
2016,"Winnipeg, Manitoba",,Femmes non âgées hors famille économique,34900.0
2017,"Winnipeg, Manitoba",,Femmes non âgées hors famille économique,29800.0
2018,"Winnipeg, Manitoba",,Femmes non âgées hors famille économique,33200.0
2019,"Winnipeg, Manitoba",,Femmes non âgées hors famille économique,31000.0
2020,"Winnipeg, Manitoba",,Femmes non âgées hors famille économique,33500.0
2015,"Calgary, Alberta",,Familles économiques et personnes hors famille économique,77400.0
2016,"Calgary, Alberta",,Familles économiques et personnes hors famille économique,72500.0
