Year,Âge au décès,Sexe,Principales causes de décès,Value
2016,25 à 34 ans,Hommes,Maladies cérébrovasculaires,1.0
2016,25 à 34 ans,Hommes,Grippe et pneumopathie,0.8
2016,25 à 34 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.4
2016,25 à 34 ans,Hommes,Maladie chronique et cirrhose du foie,0.8
2016,25 à 34 ans,Hommes,Accidents (blessures involontaires),42.9
2016,25 à 34 ans,Hommes,Lésions auto-infligées,19.4
2016,25 à 34 ans,Femmes,Tumeurs malignes,7.7
2016,25 à 34 ans,Femmes,Diabète sucré,0.5
2016,25 à 34 ans,Femmes,Maladie d'Alzheimer,0.0
2016,25 à 34 ans,Femmes,Maladies du coeur,2.2
2016,25 à 34 ans,Femmes,Maladies cérébrovasculaires,0.5
2016,25 à 34 ans,Femmes,Grippe et pneumopathie,0.5
2016,25 à 34 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2016,25 à 34 ans,Femmes,Maladie chronique et cirrhose du foie,0.8
2016,25 à 34 ans,Femmes,Accidents (blessures involontaires),12.9
2016,25 à 34 ans,Femmes,Lésions auto-infligées,7.2
2016,35 à 44 ans,Les deux sexes,Tumeurs malignes,24.6
2016,35 à 44 ans,Les deux sexes,Diabète sucré,1.9
2016,35 à 44 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2016,35 à 44 ans,Les deux sexes,Maladies du coeur,10.3
2016,35 à 44 ans,Les deux sexes,Maladies cérébrovasculaires,2.2
2016,35 à 44 ans,Les deux sexes,Grippe et pneumopathie,1.6
2016,35 à 44 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.5
2016,35 à 44 ans,Les deux sexes,Maladie chronique et cirrhose du foie,3.1
2016,35 à 44 ans,Les deux sexes,Accidents (blessures involontaires),24.8
2016,35 à 44 ans,Les deux sexes,Lésions auto-infligées,15.2
2016,35 à 44 ans,Hommes,Tumeurs malignes,20.7
2016,35 à 44 ans,Hommes,Diabète sucré,2.3
2016,35 à 44 ans,Hommes,Maladie d'Alzheimer,0.1
2016,35 à 44 ans,Hommes,Maladies du coeur,14.9
2016,35 à 44 ans,Hommes,Maladies cérébrovasculaires,1.9
2016,35 à 44 ans,Hommes,Grippe et pneumopathie,1.6
2016,35 à 44 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.4
2016,35 à 44 ans,Hommes,Maladie chronique et cirrhose du foie,3.5
2016,35 à 44 ans,Hommes,Accidents (blessures involontaires),37.9
2016,35 à 44 ans,Hommes,Lésions auto-infligées,23.5
2016,35 à 44 ans,Femmes,Tumeurs malignes,28.5
2016,35 à 44 ans,Femmes,Diabète sucré,1.6
2016,35 à 44 ans,Femmes,Maladie d'Alzheimer,0.0
2016,35 à 44 ans,Femmes,Maladies du coeur,5.8
2016,35 à 44 ans,Femmes,Maladies cérébrovasculaires,2.4
2016,35 à 44 ans,Femmes,Grippe et pneumopathie,1.6
2016,35 à 44 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.6
2016,35 à 44 ans,Femmes,Maladie chronique et cirrhose du foie,2.8
2016,35 à 44 ans,Femmes,Accidents (blessures involontaires),12.0
2016,35 à 44 ans,Femmes,Lésions auto-infligées,7.0
2016,45 à 54 ans,Les deux sexes,Tumeurs malignes,84.8
2016,45 à 54 ans,Les deux sexes,Diabète sucré,6.4
2016,45 à 54 ans,Les deux sexes,Maladie d'Alzheimer,0.2
2016,45 à 54 ans,Les deux sexes,Maladies du coeur,37.7
2016,45 à 54 ans,Les deux sexes,Maladies cérébrovasculaires,5.9
2016,45 à 54 ans,Les deux sexes,Grippe et pneumopathie,3.5
2016,45 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,3.2
2016,45 à 54 ans,Les deux sexes,Maladie chronique et cirrhose du foie,10.8
2016,45 à 54 ans,Les deux sexes,Accidents (blessures involontaires),29.3
2016,45 à 54 ans,Les deux sexes,Lésions auto-infligées,18.1
2016,45 à 54 ans,Hommes,Tumeurs malignes,76.8
2016,45 à 54 ans,Hommes,Diabète sucré,8.6
2016,45 à 54 ans,Hommes,Maladie d'Alzheimer,0.1
2016,45 à 54 ans,Hommes,Maladies du coeur,57.4
2016,45 à 54 ans,Hommes,Maladies cérébrovasculaires,6.2
2016,45 à 54 ans,Hommes,Grippe et pneumopathie,4.1
2016,45 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,3.1
2016,45 à 54 ans,Hommes,Maladie chronique et cirrhose du foie,13.8
2016,45 à 54 ans,Hommes,Accidents (blessures involontaires),42.7
2016,45 à 54 ans,Hommes,Lésions auto-infligées,26.5
2016,45 à 54 ans,Femmes,Tumeurs malignes,92.7
2016,45 à 54 ans,Femmes,Diabète sucré,4.1
2016,45 à 54 ans,Femmes,Maladie d'Alzheimer,0.3
2016,45 à 54 ans,Femmes,Maladies du coeur,18.1
2016,45 à 54 ans,Femmes,Maladies cérébrovasculaires,5.7
2016,45 à 54 ans,Femmes,Grippe et pneumopathie,3.0
2016,45 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,3.2
2016,45 à 54 ans,Femmes,Maladie chronique et cirrhose du foie,7.8
2016,45 à 54 ans,Femmes,Accidents (blessures involontaires),16.0
2016,45 à 54 ans,Femmes,Lésions auto-infligées,9.7
2016,55 à 64 ans,Les deux sexes,Tumeurs malignes,261.5
2016,55 à 64 ans,Les deux sexes,Diabète sucré,15.7
2016,55 à 64 ans,Les deux sexes,Maladie d'Alzheimer,1.3
2016,55 à 64 ans,Les deux sexes,Maladies du coeur,101.9
2016,55 à 64 ans,Les deux sexes,Maladies cérébrovasculaires,16.8
2016,55 à 64 ans,Les deux sexes,Grippe et pneumopathie,8.4
2016,55 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,19.4
2016,55 à 64 ans,Les deux sexes,Maladie chronique et cirrhose du foie,19.6
2016,55 à 64 ans,Les deux sexes,Accidents (blessures involontaires),29.5
2016,55 à 64 ans,Les deux sexes,Lésions auto-infligées,16.8
2016,55 à 64 ans,Hommes,Tumeurs malignes,278.5
2016,55 à 64 ans,Hommes,Diabète sucré,20.7
2016,55 à 64 ans,Hommes,Maladie d'Alzheimer,0.9
2016,55 à 64 ans,Hommes,Maladies du coeur,154.7
2016,55 à 64 ans,Hommes,Maladies cérébrovasculaires,20.7
2016,55 à 64 ans,Hommes,Grippe et pneumopathie,10.1
2016,55 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,21.8
2016,55 à 64 ans,Hommes,Maladie chronique et cirrhose du foie,27.0
2016,55 à 64 ans,Hommes,Accidents (blessures involontaires),43.2
2016,55 à 64 ans,Hommes,Lésions auto-infligées,25.2
2016,55 à 64 ans,Femmes,Tumeurs malignes,244.9
2016,55 à 64 ans,Femmes,Diabète sucré,10.8
2016,55 à 64 ans,Femmes,Maladie d'Alzheimer,1.7
2016,55 à 64 ans,Femmes,Maladies du coeur,50.3
2016,55 à 64 ans,Femmes,Maladies cérébrovasculaires,13.0
2016,55 à 64 ans,Femmes,Grippe et pneumopathie,6.7
2016,55 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,17.0
2016,55 à 64 ans,Femmes,Maladie chronique et cirrhose du foie,12.3
2016,55 à 64 ans,Femmes,Accidents (blessures involontaires),16.2
2016,55 à 64 ans,Femmes,Lésions auto-infligées,8.6
2016,65 à 74 ans,Les deux sexes,Tumeurs malignes,627.0
2016,65 à 74 ans,Les deux sexes,Diabète sucré,43.4
2016,65 à 74 ans,Les deux sexes,Maladie d'Alzheimer,11.2
2016,65 à 74 ans,Les deux sexes,Maladies du coeur,244.7
2016,65 à 74 ans,Les deux sexes,Maladies cérébrovasculaires,51.9
2016,65 à 74 ans,Les deux sexes,Grippe et pneumopathie,19.6
2016,65 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,77.8
2016,65 à 74 ans,Les deux sexes,Maladie chronique et cirrhose du foie,28.4
2016,65 à 74 ans,Les deux sexes,Accidents (blessures involontaires),36.5
2016,65 à 74 ans,Les deux sexes,Lésions auto-infligées,11.8
2016,65 à 74 ans,Hommes,Tumeurs malignes,712.9
2016,65 à 74 ans,Hommes,Diabète sucré,57.2
2016,65 à 74 ans,Hommes,Maladie d'Alzheimer,10.2
2016,65 à 74 ans,Hommes,Maladies du coeur,341.0
2016,65 à 74 ans,Hommes,Maladies cérébrovasculaires,61.4
2016,65 à 74 ans,Hommes,Grippe et pneumopathie,24.3
2016,65 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,86.4
2016,65 à 74 ans,Hommes,Maladie chronique et cirrhose du foie,40.7
2016,65 à 74 ans,Hommes,Accidents (blessures involontaires),47.9
2016,65 à 74 ans,Hommes,Lésions auto-infligées,18.2
2016,65 à 74 ans,Femmes,Tumeurs malignes,546.4
2016,65 à 74 ans,Femmes,Diabète sucré,30.4
2016,65 à 74 ans,Femmes,Maladie d'Alzheimer,12.1
2016,65 à 74 ans,Femmes,Maladies du coeur,154.6
2016,65 à 74 ans,Femmes,Maladies cérébrovasculaires,42.9
2016,65 à 74 ans,Femmes,Grippe et pneumopathie,15.3
2016,65 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,69.8
2016,65 à 74 ans,Femmes,Maladie chronique et cirrhose du foie,16.8
2016,65 à 74 ans,Femmes,Accidents (blessures involontaires),25.9
2016,65 à 74 ans,Femmes,Lésions auto-infligées,5.8
2016,75 à 84 ans,Les deux sexes,Tumeurs malignes,1277.9
2016,75 à 84 ans,Les deux sexes,Diabète sucré,110.9
2016,75 à 84 ans,Les deux sexes,Maladie d'Alzheimer,94.3
2016,75 à 84 ans,Les deux sexes,Maladies du coeur,741.3
2016,75 à 84 ans,Les deux sexes,Maladies cérébrovasculaires,210.2
2016,75 à 84 ans,Les deux sexes,Grippe et pneumopathie,76.8
2016,75 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,234.3
2016,75 à 84 ans,Les deux sexes,Maladie chronique et cirrhose du foie,29.7
2016,75 à 84 ans,Les deux sexes,Accidents (blessures involontaires),111.6
2016,75 à 84 ans,Les deux sexes,Lésions auto-infligées,12.9
2016,75 à 84 ans,Hommes,Tumeurs malignes,1559.2
2016,75 à 84 ans,Hommes,Diabète sucré,134.8
2016,75 à 84 ans,Hommes,Maladie d'Alzheimer,85.5
2016,75 à 84 ans,Hommes,Maladies du coeur,947.4
2016,75 à 84 ans,Hommes,Maladies cérébrovasculaires,223.4
2016,75 à 84 ans,Hommes,Grippe et pneumopathie,90.1
2016,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,262.0
2016,75 à 84 ans,Hommes,Maladie chronique et cirrhose du foie,39.3
2016,75 à 84 ans,Hommes,Accidents (blessures involontaires),137.0
2016,75 à 84 ans,Hommes,Lésions auto-infligées,22.7
2016,75 à 84 ans,Femmes,Tumeurs malignes,1047.3
2016,75 à 84 ans,Femmes,Diabète sucré,91.3
2016,75 à 84 ans,Femmes,Maladie d'Alzheimer,101.5
2016,75 à 84 ans,Femmes,Maladies du coeur,572.4
2016,75 à 84 ans,Femmes,Maladies cérébrovasculaires,199.5
2016,75 à 84 ans,Femmes,Grippe et pneumopathie,65.9
2016,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,211.6
2016,75 à 84 ans,Femmes,Maladie chronique et cirrhose du foie,21.8
2016,75 à 84 ans,Femmes,Accidents (blessures involontaires),90.9
2016,75 à 84 ans,Femmes,Lésions auto-infligées,4.8
2016,85 ans et plus,Les deux sexes,Tumeurs malignes,2106.1
2016,85 ans et plus,Les deux sexes,Diabète sucré,283.4
2016,85 ans et plus,Les deux sexes,Maladie d'Alzheimer,572.4
2016,85 ans et plus,Les deux sexes,Maladies du coeur,2950.4
2016,85 ans et plus,Les deux sexes,Maladies cérébrovasculaires,886.5
2016,85 ans et plus,Les deux sexes,Grippe et pneumopathie,451.2
2016,85 ans et plus,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,568.4
2016,85 ans et plus,Les deux sexes,Maladie chronique et cirrhose du foie,25.7
2016,85 ans et plus,Les deux sexes,Accidents (blessures involontaires),495.8
2016,85 ans et plus,Les deux sexes,Lésions auto-infligées,11.4
2016,85 ans et plus,Hommes,Tumeurs malignes,2899.3
2016,85 ans et plus,Hommes,Diabète sucré,324.9
2016,85 ans et plus,Hommes,Maladie d'Alzheimer,447.8
2016,85 ans et plus,Hommes,Maladies du coeur,3317.8
2016,85 ans et plus,Hommes,Maladies cérébrovasculaires,806.9
2016,85 ans et plus,Hommes,Grippe et pneumopathie,526.5
2016,85 ans et plus,Hommes,Maladies chroniques des voies respiratoires inférieures,761.6
2016,85 ans et plus,Hommes,Maladie chronique et cirrhose du foie,40.1
2016,85 ans et plus,Hommes,Accidents (blessures involontaires),535.1
2016,85 ans et plus,Hommes,Lésions auto-infligées,24.1
2016,85 ans et plus,Femmes,Tumeurs malignes,1680.6
2016,85 ans et plus,Femmes,Diabète sucré,261.1
2016,85 ans et plus,Femmes,Maladie d'Alzheimer,639.2
2016,85 ans et plus,Femmes,Maladies du coeur,2753.3
2016,85 ans et plus,Femmes,Maladies cérébrovasculaires,929.3
2016,85 ans et plus,Femmes,Grippe et pneumopathie,410.7
2016,85 ans et plus,Femmes,Maladies chroniques des voies respiratoires inférieures,464.7
2016,85 ans et plus,Femmes,Maladie chronique et cirrhose du foie,17.9
2016,85 ans et plus,Femmes,Accidents (blessures involontaires),474.7
2016,85 ans et plus,Femmes,Lésions auto-infligées,4.6
2017,Tous les âges,Les deux sexes,Tumeurs malignes,219.1
2017,Tous les âges,Les deux sexes,Diabète sucré,19.0
2017,Tous les âges,Les deux sexes,Maladie d'Alzheimer,18.3
2017,Tous les âges,Les deux sexes,Maladies du coeur,146.4
2017,Tous les âges,Les deux sexes,Maladies cérébrovasculaires,38.2
2017,Tous les âges,Les deux sexes,Grippe et pneumopathie,20.4
2017,Tous les âges,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,35.3
2017,Tous les âges,Les deux sexes,Maladie chronique et cirrhose du foie,9.5
2017,Tous les âges,Les deux sexes,Accidents (blessures involontaires),41.3
2017,Tous les âges,Les deux sexes,Lésions auto-infligées,12.3
2017,Tous les âges,Hommes,Tumeurs malignes,233.2
2017,Tous les âges,Hommes,Diabète sucré,21.7
2017,Tous les âges,Hommes,Maladie d'Alzheimer,11.9
2017,Tous les âges,Hommes,Maladies du coeur,159.5
2017,Tous les âges,Hommes,Maladies cérébrovasculaires,33.3
2017,Tous les âges,Hommes,Grippe et pneumopathie,18.4
2017,Tous les âges,Hommes,Maladies chroniques des voies respiratoires inférieures,34.9
2017,Tous les âges,Hommes,Maladie chronique et cirrhose du foie,12.2
2017,Tous les âges,Hommes,Accidents (blessures involontaires),51.3
2017,Tous les âges,Hommes,Lésions auto-infligées,18.4
2017,Tous les âges,Femmes,Tumeurs malignes,205.3
2017,Tous les âges,Femmes,Diabète sucré,16.4
2017,Tous les âges,Femmes,Maladie d'Alzheimer,24.6
2017,Tous les âges,Femmes,Maladies du coeur,133.6
2017,Tous les âges,Femmes,Maladies cérébrovasculaires,42.9
2017,Tous les âges,Femmes,Grippe et pneumopathie,22.3
2017,Tous les âges,Femmes,Maladies chroniques des voies respiratoires inférieures,35.8
2017,Tous les âges,Femmes,Maladie chronique et cirrhose du foie,6.9
2017,Tous les âges,Femmes,Accidents (blessures involontaires),31.5
2017,Tous les âges,Femmes,Lésions auto-infligées,6.2
2017,1 à 14 ans,Les deux sexes,Tumeurs malignes,1.9
2017,1 à 14 ans,Les deux sexes,Diabète sucré,0.0
2017,1 à 14 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2017,1 à 14 ans,Les deux sexes,Maladies du coeur,0.4
2017,1 à 14 ans,Les deux sexes,Maladies cérébrovasculaires,0.1
2017,1 à 14 ans,Les deux sexes,Grippe et pneumopathie,0.4
2017,1 à 14 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.1
2017,1 à 14 ans,Les deux sexes,Maladie chronique et cirrhose du foie,0.0
2017,1 à 14 ans,Les deux sexes,Accidents (blessures involontaires),2.9
2017,1 à 14 ans,Les deux sexes,Lésions auto-infligées,1.9
2017,1 à 14 ans,Hommes,Tumeurs malignes,2.4
2017,1 à 14 ans,Hommes,Diabète sucré,0.0
2017,1 à 14 ans,Hommes,Maladie d'Alzheimer,0.0
2017,1 à 14 ans,Hommes,Maladies du coeur,0.5
2017,1 à 14 ans,Hommes,Maladies cérébrovasculaires,0.2
2017,1 à 14 ans,Hommes,Grippe et pneumopathie,0.4
2017,1 à 14 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.1
2017,1 à 14 ans,Hommes,Maladie chronique et cirrhose du foie,0.0
2017,1 à 14 ans,Hommes,Accidents (blessures involontaires),3.5
2017,1 à 14 ans,Hommes,Lésions auto-infligées,1.1
2017,1 à 14 ans,Femmes,Tumeurs malignes,1.4
2017,1 à 14 ans,Femmes,Diabète sucré,0.0
2017,1 à 14 ans,Femmes,Maladie d'Alzheimer,0.0
2017,1 à 14 ans,Femmes,Maladies du coeur,0.3
2017,1 à 14 ans,Femmes,Maladies cérébrovasculaires,0.1
2017,1 à 14 ans,Femmes,Grippe et pneumopathie,0.5
2017,1 à 14 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.2
2017,1 à 14 ans,Femmes,Maladie chronique et cirrhose du foie,0.0
2017,1 à 14 ans,Femmes,Accidents (blessures involontaires),2.2
2017,1 à 14 ans,Femmes,Lésions auto-infligées,2.7
2017,15 à 24 ans,Les deux sexes,Tumeurs malignes,3.2
2017,15 à 24 ans,Les deux sexes,Diabète sucré,0.3
2017,15 à 24 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2017,15 à 24 ans,Les deux sexes,Maladies du coeur,1.2
2017,15 à 24 ans,Les deux sexes,Maladies cérébrovasculaires,0.3
2017,15 à 24 ans,Les deux sexes,Grippe et pneumopathie,0.2
2017,15 à 24 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.3
2017,15 à 24 ans,Les deux sexes,Maladie chronique et cirrhose du foie,0.1
2017,15 à 24 ans,Les deux sexes,Accidents (blessures involontaires),19.8
2017,15 à 24 ans,Les deux sexes,Lésions auto-infligées,12.8
2017,15 à 24 ans,Hommes,Tumeurs malignes,4.0
2017,15 à 24 ans,Hommes,Diabète sucré,0.3
2017,15 à 24 ans,Hommes,Maladie d'Alzheimer,0.0
2017,15 à 24 ans,Hommes,Maladies du coeur,1.6
2017,15 à 24 ans,Hommes,Maladies cérébrovasculaires,0.3
2017,15 à 24 ans,Hommes,Grippe et pneumopathie,0.2
2017,15 à 24 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.2
2017,15 à 24 ans,Hommes,Maladie chronique et cirrhose du foie,0.0
2017,15 à 24 ans,Hommes,Accidents (blessures involontaires),27.9
2017,15 à 24 ans,Hommes,Lésions auto-infligées,17.3
2017,15 à 24 ans,Femmes,Tumeurs malignes,2.3
2017,15 à 24 ans,Femmes,Diabète sucré,0.4
2017,15 à 24 ans,Femmes,Maladie d'Alzheimer,0.0
2017,15 à 24 ans,Femmes,Maladies du coeur,0.8
2017,15 à 24 ans,Femmes,Maladies cérébrovasculaires,0.5
2017,15 à 24 ans,Femmes,Grippe et pneumopathie,0.3
2017,15 à 24 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.3
2017,15 à 24 ans,Femmes,Maladie chronique et cirrhose du foie,0.2
2017,15 à 24 ans,Femmes,Accidents (blessures involontaires),11.1
2017,15 à 24 ans,Femmes,Lésions auto-infligées,7.9
2017,25 à 34 ans,Les deux sexes,Tumeurs malignes,7.4
2017,25 à 34 ans,Les deux sexes,Diabète sucré,1.0
2017,25 à 34 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2017,25 à 34 ans,Les deux sexes,Maladies du coeur,3.4
2017,25 à 34 ans,Les deux sexes,Maladies cérébrovasculaires,0.6
2017,25 à 34 ans,Les deux sexes,Grippe et pneumopathie,0.5
2017,25 à 34 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.2
2017,25 à 34 ans,Les deux sexes,Maladie chronique et cirrhose du foie,1.1
2017,25 à 34 ans,Les deux sexes,Accidents (blessures involontaires),34.4
2017,25 à 34 ans,Les deux sexes,Lésions auto-infligées,14.3
2017,25 à 34 ans,Hommes,Tumeurs malignes,7.4
2017,25 à 34 ans,Hommes,Diabète sucré,1.1
2017,25 à 34 ans,Hommes,Maladie d'Alzheimer,0.0
2017,25 à 34 ans,Hommes,Maladies du coeur,4.3
2017,25 à 34 ans,Hommes,Maladies cérébrovasculaires,0.7
2017,25 à 34 ans,Hommes,Grippe et pneumopathie,0.5
2017,25 à 34 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.3
2017,25 à 34 ans,Hommes,Maladie chronique et cirrhose du foie,1.1
2017,25 à 34 ans,Hommes,Accidents (blessures involontaires),53.4
2017,25 à 34 ans,Hommes,Lésions auto-infligées,21.6
2017,25 à 34 ans,Femmes,Tumeurs malignes,7.3
2017,25 à 34 ans,Femmes,Diabète sucré,0.8
2017,25 à 34 ans,Femmes,Maladie d'Alzheimer,0.0
2017,25 à 34 ans,Femmes,Maladies du coeur,2.5
2017,25 à 34 ans,Femmes,Maladies cérébrovasculaires,0.6
2017,25 à 34 ans,Femmes,Grippe et pneumopathie,0.4
2017,25 à 34 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.3
2017,25 à 34 ans,Femmes,Maladie chronique et cirrhose du foie,1.1
2017,25 à 34 ans,Femmes,Accidents (blessures involontaires),14.8
2017,25 à 34 ans,Femmes,Lésions auto-infligées,6.8
2017,35 à 44 ans,Les deux sexes,Tumeurs malignes,23.3
2017,35 à 44 ans,Les deux sexes,Diabète sucré,2.1
2017,35 à 44 ans,Les deux sexes,Maladie d'Alzheimer,0.0
2017,35 à 44 ans,Les deux sexes,Maladies du coeur,10.1
2017,35 à 44 ans,Les deux sexes,Maladies cérébrovasculaires,2.1
2017,35 à 44 ans,Les deux sexes,Grippe et pneumopathie,0.9
2017,35 à 44 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.4
2017,35 à 44 ans,Les deux sexes,Maladie chronique et cirrhose du foie,3.5
2017,35 à 44 ans,Les deux sexes,Accidents (blessures involontaires),32.3
2017,35 à 44 ans,Les deux sexes,Lésions auto-infligées,14.5
2017,35 à 44 ans,Hommes,Tumeurs malignes,19.7
2017,35 à 44 ans,Hommes,Diabète sucré,2.7
2017,35 à 44 ans,Hommes,Maladie d'Alzheimer,0.0
2017,35 à 44 ans,Hommes,Maladies du coeur,15.0
2017,35 à 44 ans,Hommes,Maladies cérébrovasculaires,2.5
2017,35 à 44 ans,Hommes,Grippe et pneumopathie,1.0
2017,35 à 44 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.4
2017,35 à 44 ans,Hommes,Maladie chronique et cirrhose du foie,3.9
2017,35 à 44 ans,Hommes,Accidents (blessures involontaires),50.4
2017,35 à 44 ans,Hommes,Lésions auto-infligées,22.3
2017,35 à 44 ans,Femmes,Tumeurs malignes,26.9
