Year,Geography,Age group,Sex,Economic family type,GeoCode,Value
2019,Atlantic provinces,Total,Male,Persons not in an economic family,,25.0
2019,Atlantic provinces,Total,Female,Persons not in an economic family,,31.0
2019,Atlantic provinces,65 years and over,Both sexes,Seniors not in an economic family,,15.9
2019,Atlantic provinces,65 years and over,Male,Seniors not in an economic family,,11.3
2019,Atlantic provinces,65 years and over,Female,Seniors not in an economic family,,18.3
2019,Atlantic provinces,,Both sexes,Non-seniors not in an economic family,,35.2
2019,Atlantic provinces,,Male,Non-seniors not in an economic family,,30.0
2019,Atlantic provinces,,Female,Non-seniors not in an economic family,,40.9
2020,Atlantic provinces,Total,Both sexes,Total,,7.5
2020,Atlantic provinces,Under 18 years,Both sexes,Total,,6.3
2020,Atlantic provinces,18 to 64 years,Both sexes,Total,,9.0
2020,Atlantic provinces,65 years and over,Both sexes,Total,,4.4
2020,Atlantic provinces,Total,Male,Total,,6.9
2020,Atlantic provinces,Under 18 years,Male,Total,,5.4
2020,Atlantic provinces,18 to 64 years,Male,Total,,8.4
2020,Atlantic provinces,65 years and over,Male,Total,,3.8
2020,Atlantic provinces,Total,Female,Total,,8.1
2020,Atlantic provinces,Under 18 years,Female,Total,,7.3
2020,Atlantic provinces,18 to 64 years,Female,Total,,9.5
2020,Atlantic provinces,65 years and over,Female,Total,,5.0
2020,Atlantic provinces,Total,Both sexes,Persons in economic families,,4.5
2020,Atlantic provinces,Total,Male,Persons in economic families,,4.0
2020,Atlantic provinces,Total,Female,Persons in economic families,,5.1
2020,Atlantic provinces,65 years and over,Both sexes,Seniors in economic families,,1.1
2020,Atlantic provinces,65 years and over,Male,Seniors in economic families,,1.4
2020,Atlantic provinces,65 years and over,Female,Seniors in economic families,,0.9
2020,Atlantic provinces,Under 18 years,Both sexes,Persons in economic families,,6.2
2020,Atlantic provinces,Under 18 years,Both sexes,Persons in couple families with children,,3.1
2020,Atlantic provinces,Under 18 years,Both sexes,Persons in female lone-parent families,,20.5
2020,Atlantic provinces,18 to 64 years,Both sexes,Persons in economic families,,5.0
2020,Atlantic provinces,18 to 64 years,Male,Persons in economic families,,4.4
2020,Atlantic provinces,18 to 64 years,Female,Persons in economic families,,5.5
2020,Atlantic provinces,Total,Both sexes,Persons not in an economic family,,21.6
2020,Atlantic provinces,Total,Male,Persons not in an economic family,,21.6
2020,Atlantic provinces,Total,Female,Persons not in an economic family,,21.7
2020,Atlantic provinces,65 years and over,Both sexes,Seniors not in an economic family,,12.3
2020,Atlantic provinces,65 years and over,Male,Seniors not in an economic family,,12.2
2020,Atlantic provinces,65 years and over,Female,Seniors not in an economic family,,12.3
2020,Atlantic provinces,,Both sexes,Non-seniors not in an economic family,,27.1
2020,Atlantic provinces,,Male,Non-seniors not in an economic family,,25.3
2020,Atlantic provinces,,Female,Non-seniors not in an economic family,,29.1
2021,Atlantic provinces,Total,Both sexes,Total,,7.8
2021,Atlantic provinces,Under 18 years,Both sexes,Total,,7.1
2021,Atlantic provinces,18 to 64 years,Both sexes,Total,,8.4
2021,Atlantic provinces,65 years and over,Both sexes,Total,,6.8
2021,Atlantic provinces,Total,Male,Total,,6.7
2021,Atlantic provinces,Under 18 years,Male,Total,,6.0
2021,Atlantic provinces,18 to 64 years,Male,Total,,7.3
2021,Atlantic provinces,65 years and over,Male,Total,,5.8
2021,Atlantic provinces,Total,Female,Total,,8.8
2021,Atlantic provinces,Under 18 years,Female,Total,,8.3
2021,Atlantic provinces,18 to 64 years,Female,Total,,9.4
2021,Atlantic provinces,65 years and over,Female,Total,,7.6
2021,Atlantic provinces,Total,Both sexes,Persons in economic families,,4.5
2021,Atlantic provinces,Total,Male,Persons in economic families,,3.8
2021,Atlantic provinces,Total,Female,Persons in economic families,,5.2
2021,Atlantic provinces,65 years and over,Both sexes,Seniors in economic families,,2.1
2021,Atlantic provinces,65 years and over,Male,Seniors in economic families,,2.3
2021,Atlantic provinces,65 years and over,Female,Seniors in economic families,,1.9
2021,Atlantic provinces,Under 18 years,Both sexes,Persons in economic families,,6.8
2021,Atlantic provinces,Under 18 years,Both sexes,Persons in couple families with children,,2.4
2021,Atlantic provinces,Under 18 years,Both sexes,Persons in female lone-parent families,,33.3
2021,Atlantic provinces,18 to 64 years,Both sexes,Persons in economic families,,4.5
2021,Atlantic provinces,18 to 64 years,Male,Persons in economic families,,3.6
2021,Atlantic provinces,18 to 64 years,Female,Persons in economic families,,5.5
2021,Atlantic provinces,Total,Both sexes,Persons not in an economic family,,23.0
2021,Atlantic provinces,Total,Male,Persons not in an economic family,,21.2
2021,Atlantic provinces,Total,Female,Persons not in an economic family,,24.5
2021,Atlantic provinces,65 years and over,Both sexes,Seniors not in an economic family,,18.6
2021,Atlantic provinces,65 years and over,Male,Seniors not in an economic family,,18.9
2021,Atlantic provinces,65 years and over,Female,Seniors not in an economic family,,18.4
2021,Atlantic provinces,,Both sexes,Non-seniors not in an economic family,,25.4
2021,Atlantic provinces,,Male,Non-seniors not in an economic family,,22.0
2021,Atlantic provinces,,Female,Non-seniors not in an economic family,,29.2
2022,Atlantic provinces,Total,Both sexes,Total,,11.5
2022,Atlantic provinces,Under 18 years,Both sexes,Total,,12.1
2022,Atlantic provinces,18 to 64 years,Both sexes,Total,,12.4
2022,Atlantic provinces,65 years and over,Both sexes,Total,,8.5
2022,Atlantic provinces,Total,Male,Total,,11.1
2022,Atlantic provinces,Under 18 years,Male,Total,,12.4
2022,Atlantic provinces,18 to 64 years,Male,Total,,12.1
2022,Atlantic provinces,65 years and over,Male,Total,,7.2
2022,Atlantic provinces,Total,Female,Total,,11.8
2022,Atlantic provinces,Under 18 years,Female,Total,,11.8
2022,Atlantic provinces,18 to 64 years,Female,Total,,12.7
2022,Atlantic provinces,65 years and over,Female,Total,,9.7
2022,Atlantic provinces,Total,Both sexes,Persons in economic families,,7.4
2022,Atlantic provinces,Total,Male,Persons in economic families,,7.0
2022,Atlantic provinces,Total,Female,Persons in economic families,,7.8
2022,Atlantic provinces,65 years and over,Both sexes,Seniors in economic families,,3.9
2022,Atlantic provinces,65 years and over,Male,Seniors in economic families,,4.1
2022,Atlantic provinces,65 years and over,Female,Seniors in economic families,,3.7
2022,Atlantic provinces,Under 18 years,Both sexes,Persons in economic families,,11.8
2022,Atlantic provinces,Under 18 years,Both sexes,Persons in couple families with children,,6.6
2022,Atlantic provinces,Under 18 years,Both sexes,Persons in female lone-parent families,,33.9
2022,Atlantic provinces,Under 18 years,Both sexes,Persons in all other economic families,,15.4
2022,Atlantic provinces,18 to 64 years,Both sexes,Persons in economic families,,7.0
2022,Atlantic provinces,18 to 64 years,Male,Persons in economic families,,6.1
2022,Atlantic provinces,18 to 64 years,Female,Persons in economic families,,7.9
2022,Atlantic provinces,Total,Both sexes,Persons not in an economic family,,30.1
2022,Atlantic provinces,Total,Male,Persons not in an economic family,,30.8
2022,Atlantic provinces,Total,Female,Persons not in an economic family,,29.4
2022,Atlantic provinces,65 years and over,Both sexes,Seniors not in an economic family,,21.5
2022,Atlantic provinces,65 years and over,Male,Seniors not in an economic family,,21.1
2022,Atlantic provinces,65 years and over,Female,Seniors not in an economic family,,21.8
2022,Atlantic provinces,,Both sexes,Non-seniors not in an economic family,,34.2
2022,Atlantic provinces,,Male,Non-seniors not in an economic family,,33.7
2022,Atlantic provinces,,Female,Non-seniors not in an economic family,,34.8
2023,Atlantic provinces,Total,Both sexes,Total,,12.1
2023,Atlantic provinces,Under 18 years,Both sexes,Total,,14.9
2023,Atlantic provinces,18 to 64 years,Both sexes,Total,,13.1
2023,Atlantic provinces,65 years and over,Both sexes,Total,,7.2
2023,Atlantic provinces,Total,Male,Total,,11.8
2023,Atlantic provinces,Under 18 years,Male,Total,,15.5
2023,Atlantic provinces,18 to 64 years,Male,Total,,12.7
2023,Atlantic provinces,65 years and over,Male,Total,,6.3
2023,Atlantic provinces,Total,Female,Total,,12.3
2023,Atlantic provinces,Under 18 years,Female,Total,,14.2
2023,Atlantic provinces,18 to 64 years,Female,Total,,13.6
2023,Atlantic provinces,65 years and over,Female,Total,,8.0
2023,Atlantic provinces,Total,Both sexes,Persons in economic families,,8.5
2023,Atlantic provinces,Total,Male,Persons in economic families,,8.3
2023,Atlantic provinces,Total,Female,Persons in economic families,,8.8
2023,Atlantic provinces,65 years and over,Both sexes,Seniors in economic families,,3.2
2023,Atlantic provinces,65 years and over,Male,Seniors in economic families,,3.3
2023,Atlantic provinces,65 years and over,Female,Seniors in economic families,,3.0
2023,Atlantic provinces,Under 18 years,Both sexes,Persons in economic families,,14.8
2023,Atlantic provinces,Under 18 years,Both sexes,Persons in couple families with children,,9.6
2023,Atlantic provinces,Under 18 years,Both sexes,Persons in female lone-parent families,,37.0
2023,Atlantic provinces,Under 18 years,Both sexes,Persons in all other economic families,,19.2
2023,Atlantic provinces,18 to 64 years,Both sexes,Persons in economic families,,8.1
2023,Atlantic provinces,18 to 64 years,Male,Persons in economic families,,7.4
2023,Atlantic provinces,18 to 64 years,Female,Persons in economic families,,8.9
2023,Atlantic provinces,Total,Both sexes,Persons not in an economic family,,28.2
2023,Atlantic provinces,Total,Male,Persons not in an economic family,,29.1
2023,Atlantic provinces,Total,Female,Persons not in an economic family,,27.5
2023,Atlantic provinces,65 years and over,Both sexes,Seniors not in an economic family,,18.5
2023,Atlantic provinces,65 years and over,Male,Seniors not in an economic family,,19.9
2023,Atlantic provinces,65 years and over,Female,Seniors not in an economic family,,17.8
2023,Atlantic provinces,,Both sexes,Non-seniors not in an economic family,,33.0
2023,Atlantic provinces,,Male,Non-seniors not in an economic family,,31.8
2023,Atlantic provinces,,Female,Non-seniors not in an economic family,,34.4
2015,British Columbia,Total,Both sexes,Total,59,18.6
2015,British Columbia,Under 18 years,Both sexes,Total,59,16.8
2015,British Columbia,18 to 64 years,Both sexes,Total,59,20.8
2015,British Columbia,65 years and over,Both sexes,Total,59,11.7
2015,British Columbia,Total,Male,Total,59,18.5
2015,British Columbia,Under 18 years,Male,Total,59,14.9
2015,British Columbia,18 to 64 years,Male,Total,59,21.2
2015,British Columbia,65 years and over,Male,Total,59,11.3
2015,British Columbia,Total,Female,Total,59,18.7
2015,British Columbia,Under 18 years,Female,Total,59,18.8
2015,British Columbia,18 to 64 years,Female,Total,59,20.4
2015,British Columbia,65 years and over,Female,Total,59,12.0
2015,British Columbia,Total,Both sexes,Persons in economic families,59,13.1
2015,British Columbia,Total,Male,Persons in economic families,59,12.0
2015,British Columbia,Total,Female,Persons in economic families,59,14.2
2015,British Columbia,65 years and over,Both sexes,Seniors in economic families,59,6.5
2015,British Columbia,65 years and over,Male,Seniors in economic families,59,6.3
2015,British Columbia,65 years and over,Female,Seniors in economic families,59,6.7
2015,British Columbia,Under 18 years,Both sexes,Persons in economic families,59,15.9
2015,British Columbia,Under 18 years,Both sexes,Persons in couple families with children,59,14.7
2015,British Columbia,Under 18 years,Both sexes,Persons in female lone-parent families,59,36.8
2015,British Columbia,18 to 64 years,Both sexes,Persons in economic families,59,13.8
2015,British Columbia,18 to 64 years,Male,Persons in economic families,59,12.5
2015,British Columbia,18 to 64 years,Female,Persons in economic families,59,14.8
2015,British Columbia,Total,Both sexes,Persons not in an economic family,59,43.5
2015,British Columbia,Total,Male,Persons not in an economic family,59,46.1
2015,British Columbia,Total,Female,Persons not in an economic family,59,40.7
2015,British Columbia,65 years and over,Both sexes,Seniors not in an economic family,59,25.4
2015,British Columbia,65 years and over,Male,Seniors not in an economic family,59,32.9
2015,British Columbia,65 years and over,Female,Seniors not in an economic family,59,21.8
2015,British Columbia,,Both sexes,Non-seniors not in an economic family,59,49.8
2015,British Columbia,,Male,Non-seniors not in an economic family,59,48.6
2015,British Columbia,,Female,Non-seniors not in an economic family,59,51.5
2016,British Columbia,Total,Both sexes,Total,59,16.0
2016,British Columbia,Under 18 years,Both sexes,Total,59,17.4
2016,British Columbia,18 to 64 years,Both sexes,Total,59,17.4
2016,British Columbia,65 years and over,Both sexes,Total,59,9.1
2016,British Columbia,Total,Male,Total,59,16.1
2016,British Columbia,Under 18 years,Male,Total,59,17.5
2016,British Columbia,18 to 64 years,Male,Total,59,17.8
2016,British Columbia,65 years and over,Male,Total,59,7.9
2016,British Columbia,Total,Female,Total,59,15.9
2016,British Columbia,Under 18 years,Female,Total,59,17.3
2016,British Columbia,18 to 64 years,Female,Total,59,17.1
2016,British Columbia,65 years and over,Female,Total,59,10.3
2016,British Columbia,Total,Both sexes,Persons in economic families,59,11.0
2016,British Columbia,Total,Male,Persons in economic families,59,10.7
2016,British Columbia,Total,Female,Persons in economic families,59,11.4
2016,British Columbia,65 years and over,Both sexes,Seniors in economic families,59,4.3
2016,British Columbia,65 years and over,Male,Seniors in economic families,59,3.3
2016,British Columbia,65 years and over,Female,Seniors in economic families,59,5.4
2016,British Columbia,Under 18 years,Both sexes,Persons in economic families,59,17.2
2016,British Columbia,Under 18 years,Both sexes,Persons in couple families with children,59,12.3
2016,British Columbia,Under 18 years,Both sexes,Persons in female lone-parent families,59,58.2
2016,British Columbia,18 to 64 years,Both sexes,Persons in economic families,59,10.6
2016,British Columbia,18 to 64 years,Male,Persons in economic families,59,10.2
2016,British Columbia,18 to 64 years,Female,Persons in economic families,59,10.9
2016,British Columbia,Total,Both sexes,Persons not in an economic family,59,38.5
2016,British Columbia,Total,Male,Persons not in an economic family,59,40.5
2016,British Columbia,Total,Female,Persons not in an economic family,59,36.5
2016,British Columbia,65 years and over,Both sexes,Seniors not in an economic family,59,22.9
2016,British Columbia,65 years and over,Male,Seniors not in an economic family,59,29.0
2016,British Columbia,65 years and over,Female,Seniors not in an economic family,59,19.9
2016,British Columbia,,Both sexes,Non-seniors not in an economic family,59,43.7
2016,British Columbia,,Male,Non-seniors not in an economic family,59,42.8
2016,British Columbia,,Female,Non-seniors not in an economic family,59,44.9
2017,British Columbia,Total,Both sexes,Total,59,14.6
2017,British Columbia,Under 18 years,Both sexes,Total,59,13.4
2017,British Columbia,18 to 64 years,Both sexes,Total,59,16.3
2017,British Columbia,65 years and over,Both sexes,Total,59,9.7
2017,British Columbia,Total,Male,Total,59,14.5
2017,British Columbia,Under 18 years,Male,Total,59,14.8
2017,British Columbia,18 to 64 years,Male,Total,59,15.8
2017,British Columbia,65 years and over,Male,Total,59,9.1
2017,British Columbia,Total,Female,Total,59,14.8
2017,British Columbia,Under 18 years,Female,Total,59,12.0
2017,British Columbia,18 to 64 years,Female,Total,59,16.8
2017,British Columbia,65 years and over,Female,Total,59,10.1
2017,British Columbia,Total,Both sexes,Persons in economic families,59,10.0
