Year,Geography,Economic family type,Value
2010,Newfoundland and Labrador,Elderly females not in an economic family,21900.0
2011,Newfoundland and Labrador,Elderly females not in an economic family,22700.0
2012,Newfoundland and Labrador,Elderly females not in an economic family,22500.0
2013,Newfoundland and Labrador,Elderly females not in an economic family,24300.0
2014,Newfoundland and Labrador,Elderly females not in an economic family,21800.0
2015,Newfoundland and Labrador,Elderly females not in an economic family,22200.0
2016,Newfoundland and Labrador,Elderly females not in an economic family,24300.0
2017,Newfoundland and Labrador,Elderly females not in an economic family,25100.0
2018,Newfoundland and Labrador,Elderly females not in an economic family,23500.0
2019,Newfoundland and Labrador,Elderly females not in an economic family,25700.0
2010,Newfoundland and Labrador,Non-elderly persons not in an economic family,22500.0
2011,Newfoundland and Labrador,Non-elderly persons not in an economic family,28800.0
2012,Newfoundland and Labrador,Non-elderly persons not in an economic family,28900.0
2013,Newfoundland and Labrador,Non-elderly persons not in an economic family,36100.0
2014,Newfoundland and Labrador,Non-elderly persons not in an economic family,30700.0
2015,Newfoundland and Labrador,Non-elderly persons not in an economic family,25300.0
2016,Newfoundland and Labrador,Non-elderly persons not in an economic family,31800.0
2017,Newfoundland and Labrador,Non-elderly persons not in an economic family,25000.0
2018,Newfoundland and Labrador,Non-elderly persons not in an economic family,29400.0
2019,Newfoundland and Labrador,Non-elderly persons not in an economic family,34200.0
2010,Newfoundland and Labrador,Non-elderly males not in an economic family,27400.0
2011,Newfoundland and Labrador,Non-elderly males not in an economic family,28800.0
2012,Newfoundland and Labrador,Non-elderly males not in an economic family,28200.0
2013,Newfoundland and Labrador,Non-elderly males not in an economic family,36900.0
2014,Newfoundland and Labrador,Non-elderly males not in an economic family,34300.0
2015,Newfoundland and Labrador,Non-elderly males not in an economic family,27900.0
2016,Newfoundland and Labrador,Non-elderly males not in an economic family,35600.0
2017,Newfoundland and Labrador,Non-elderly males not in an economic family,27600.0
2018,Newfoundland and Labrador,Non-elderly males not in an economic family,32100.0
2019,Newfoundland and Labrador,Non-elderly males not in an economic family,36700.0
2010,Newfoundland and Labrador,Non-elderly females not in an economic family,21800.0
2011,Newfoundland and Labrador,Non-elderly females not in an economic family,27500.0
2012,Newfoundland and Labrador,Non-elderly females not in an economic family,31100.0
2013,Newfoundland and Labrador,Non-elderly females not in an economic family,34400.0
2014,Newfoundland and Labrador,Non-elderly females not in an economic family,26200.0
2015,Newfoundland and Labrador,Non-elderly females not in an economic family,22600.0
2016,Newfoundland and Labrador,Non-elderly females not in an economic family,26000.0
2017,Newfoundland and Labrador,Non-elderly females not in an economic family,18900.0
2018,Newfoundland and Labrador,Non-elderly females not in an economic family,27600.0
2019,Newfoundland and Labrador,Non-elderly females not in an economic family,31700.0
2010,Prince Edward Island,Economic families and persons not in an economic family,52400.0
2011,Prince Edward Island,Economic families and persons not in an economic family,51800.0
2012,Prince Edward Island,Economic families and persons not in an economic family,53600.0
2013,Prince Edward Island,Economic families and persons not in an economic family,54000.0
2014,Prince Edward Island,Economic families and persons not in an economic family,54700.0
2015,Prince Edward Island,Economic families and persons not in an economic family,56000.0
2016,Prince Edward Island,Economic families and persons not in an economic family,54600.0
2017,Prince Edward Island,Economic families and persons not in an economic family,55700.0
2018,Prince Edward Island,Economic families and persons not in an economic family,58200.0
2019,Prince Edward Island,Economic families and persons not in an economic family,60300.0
2010,Prince Edward Island,Economic families,66300.0
2011,Prince Edward Island,Economic families,68000.0
2012,Prince Edward Island,Economic families,67400.0
2013,Prince Edward Island,Economic families,71800.0
2014,Prince Edward Island,Economic families,71200.0
2015,Prince Edward Island,Economic families,72300.0
2016,Prince Edward Island,Economic families,74400.0
2017,Prince Edward Island,Economic families,74900.0
2018,Prince Edward Island,Economic families,74400.0
2019,Prince Edward Island,Economic families,79000.0
2010,Prince Edward Island,Elderly families,52300.0
2011,Prince Edward Island,Elderly families,50200.0
2012,Prince Edward Island,Elderly families,47400.0
2013,Prince Edward Island,Elderly families,53700.0
2014,Prince Edward Island,Elderly families,55200.0
2015,Prince Edward Island,Elderly families,57700.0
2016,Prince Edward Island,Elderly families,60500.0
2017,Prince Edward Island,Elderly families,63600.0
2018,Prince Edward Island,Elderly families,62100.0
2019,Prince Edward Island,Elderly families,58200.0
2010,Prince Edward Island,Elderly couples,50900.0
2011,Prince Edward Island,Elderly couples,48600.0
2012,Prince Edward Island,Elderly couples,47900.0
2013,Prince Edward Island,Elderly couples,53000.0
2014,Prince Edward Island,Elderly couples,53000.0
2015,Prince Edward Island,Elderly couples,57100.0
2016,Prince Edward Island,Elderly couples,56100.0
2017,Prince Edward Island,Elderly couples,59800.0
2018,Prince Edward Island,Elderly couples,60800.0
2019,Prince Edward Island,Elderly couples,57200.0
2010,Prince Edward Island,Other elderly families,
2011,Prince Edward Island,Other elderly families,
2012,Prince Edward Island,Other elderly families,
2013,Prince Edward Island,Other elderly families,68400.0
2014,Prince Edward Island,Other elderly families,
2015,Prince Edward Island,Other elderly families,61800.0
2016,Prince Edward Island,Other elderly families,86000.0
2017,Prince Edward Island,Other elderly families,
2018,Prince Edward Island,Other elderly families,66500.0
2019,Prince Edward Island,Other elderly families,78200.0
2010,Prince Edward Island,Non-elderly families,68600.0
2011,Prince Edward Island,Non-elderly families,75100.0
2012,Prince Edward Island,Non-elderly families,72400.0
2013,Prince Edward Island,Non-elderly families,76400.0
2014,Prince Edward Island,Non-elderly families,74600.0
2015,Prince Edward Island,Non-elderly families,78800.0
2016,Prince Edward Island,Non-elderly families,78600.0
2017,Prince Edward Island,Non-elderly families,80400.0
2018,Prince Edward Island,Non-elderly families,80300.0
2019,Prince Edward Island,Non-elderly families,84500.0
2010,Prince Edward Island,Couples,65800.0
2011,Prince Edward Island,Couples,62800.0
2012,Prince Edward Island,Couples,66900.0
2013,Prince Edward Island,Couples,71000.0
2014,Prince Edward Island,Couples,67800.0
2015,Prince Edward Island,Couples,67500.0
2016,Prince Edward Island,Couples,65800.0
2017,Prince Edward Island,Couples,66700.0
2018,Prince Edward Island,Couples,71600.0
2019,Prince Edward Island,Couples,79300.0
2010,Prince Edward Island,Couples with children,76600.0
2011,Prince Edward Island,Couples with children,84800.0
2012,Prince Edward Island,Couples with children,88400.0
2013,Prince Edward Island,Couples with children,83100.0
2014,Prince Edward Island,Couples with children,92400.0
2015,Prince Edward Island,Couples with children,92100.0
2016,Prince Edward Island,Couples with children,93200.0
2017,Prince Edward Island,Couples with children,89100.0
2018,Prince Edward Island,Couples with children,88300.0
2019,Prince Edward Island,Couples with children,93800.0
2010,Prince Edward Island,Couples with other relatives,99300.0
2011,Prince Edward Island,Couples with other relatives,111800.0
2012,Prince Edward Island,Couples with other relatives,96200.0
2013,Prince Edward Island,Couples with other relatives,124700.0
2014,Prince Edward Island,Couples with other relatives,102100.0
2015,Prince Edward Island,Couples with other relatives,107100.0
2016,Prince Edward Island,Couples with other relatives,94300.0
2017,Prince Edward Island,Couples with other relatives,127500.0
2018,Prince Edward Island,Couples with other relatives,129600.0
2019,Prince Edward Island,Couples with other relatives,120300.0
2010,Prince Edward Island,Lone-parent families,34300.0
2011,Prince Edward Island,Lone-parent families,37000.0
2012,Prince Edward Island,Lone-parent families,41900.0
2013,Prince Edward Island,Lone-parent families,42300.0
2014,Prince Edward Island,Lone-parent families,49100.0
2015,Prince Edward Island,Lone-parent families,42400.0
2016,Prince Edward Island,Lone-parent families,45100.0
2017,Prince Edward Island,Lone-parent families,51600.0
2018,Prince Edward Island,Lone-parent families,61300.0
2019,Prince Edward Island,Lone-parent families,53400.0
2010,Prince Edward Island,Male lone-parent families,
2011,Prince Edward Island,Male lone-parent families,
2012,Prince Edward Island,Male lone-parent families,
2013,Prince Edward Island,Male lone-parent families,
2014,Prince Edward Island,Male lone-parent families,
2015,Prince Edward Island,Male lone-parent families,
2016,Prince Edward Island,Male lone-parent families,
2017,Prince Edward Island,Male lone-parent families,
2018,Prince Edward Island,Male lone-parent families,
2019,Prince Edward Island,Male lone-parent families,
2010,Prince Edward Island,Female lone-parent families,35000.0
2011,Prince Edward Island,Female lone-parent families,37000.0
2012,Prince Edward Island,Female lone-parent families,40300.0
2013,Prince Edward Island,Female lone-parent families,42600.0
2014,Prince Edward Island,Female lone-parent families,
2015,Prince Edward Island,Female lone-parent families,42400.0
2016,Prince Edward Island,Female lone-parent families,45100.0
2017,Prince Edward Island,Female lone-parent families,49100.0
2018,Prince Edward Island,Female lone-parent families,61300.0
2019,Prince Edward Island,Female lone-parent families,55500.0
2010,Prince Edward Island,Other non-elderly families,62200.0
2011,Prince Edward Island,Other non-elderly families,48800.0
2012,Prince Edward Island,Other non-elderly families,54600.0
2013,Prince Edward Island,Other non-elderly families,59200.0
2014,Prince Edward Island,Other non-elderly families,
2015,Prince Edward Island,Other non-elderly families,
2016,Prince Edward Island,Other non-elderly families,67900.0
2017,Prince Edward Island,Other non-elderly families,66400.0
2018,Prince Edward Island,Other non-elderly families,63400.0
2019,Prince Edward Island,Other non-elderly families,70600.0
2010,Prince Edward Island,Persons not in an economic family,30600.0
2011,Prince Edward Island,Persons not in an economic family,26900.0
2012,Prince Edward Island,Persons not in an economic family,26300.0
2013,Prince Edward Island,Persons not in an economic family,28500.0
2014,Prince Edward Island,Persons not in an economic family,28100.0
2015,Prince Edward Island,Persons not in an economic family,26100.0
2016,Prince Edward Island,Persons not in an economic family,27200.0
2017,Prince Edward Island,Persons not in an economic family,26600.0
2018,Prince Edward Island,Persons not in an economic family,25800.0
2019,Prince Edward Island,Persons not in an economic family,29000.0
2010,Prince Edward Island,Elderly persons not in an economic family,28800.0
2011,Prince Edward Island,Elderly persons not in an economic family,23000.0
2012,Prince Edward Island,Elderly persons not in an economic family,25600.0
2013,Prince Edward Island,Elderly persons not in an economic family,24100.0
2014,Prince Edward Island,Elderly persons not in an economic family,25000.0
2015,Prince Edward Island,Elderly persons not in an economic family,25600.0
2016,Prince Edward Island,Elderly persons not in an economic family,26600.0
2017,Prince Edward Island,Elderly persons not in an economic family,25200.0
2018,Prince Edward Island,Elderly persons not in an economic family,24100.0
2019,Prince Edward Island,Elderly persons not in an economic family,33100.0
2010,Prince Edward Island,Elderly males not in an economic family,
2011,Prince Edward Island,Elderly males not in an economic family,
2012,Prince Edward Island,Elderly males not in an economic family,26300.0
2013,Prince Edward Island,Elderly males not in an economic family,
2014,Prince Edward Island,Elderly males not in an economic family,
2015,Prince Edward Island,Elderly males not in an economic family,27300.0
