Year,Géographie,Industrie,Taille de l'entreprise,Innovations offrant des avantages pour l'environnement,GeoCode,Value
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,58.3
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,33.8
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,33.0
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,21.0
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),"Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,37.5
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),"Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,4.8
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,51.6
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,40.2
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Réduction des émissions de gaz à effet de serre,,40.0
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,35.8
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,22.3
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,21.1
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,22.9
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,17.9
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Entreprises moyennes (100 à 249 employés),Innovations soutenant d'autres avantages environnementaux,,18.7
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Innovations offrant des avantages quelconques pour l'environnement,,68.4
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,62.0
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,38.9
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,46.5
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,33.0
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),"Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,44.4
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),"Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,19.6
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,52.3
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,47.0
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Réduction des émissions de gaz à effet de serre,,39.3
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,34.8
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,21.1
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,23.0
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),"Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,20.3
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,15.2
2017/2019,Canada,Extraction minière et de pétrole et de gaz,Grandes entreprises (250 employés et plus),Innovations soutenant d'autres avantages environnementaux,,17.5
2017/2019,Canada,Services utilitaires,"Total, toutes les entreprises",Innovations offrant des avantages quelconques pour l'environnement,,62.1
2017/2019,Canada,Services utilitaires,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,52.5
2017/2019,Canada,Services utilitaires,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,26.0
2017/2019,Canada,Services utilitaires,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,39.2
2017/2019,Canada,Services utilitaires,"Total, toutes les entreprises",Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,20.7
2017/2019,Canada,Services utilitaires,"Total, toutes les entreprises","Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,28.8
2017/2019,Canada,Services utilitaires,"Total, toutes les entreprises","Carburants renouvelables (éthanol, biodiesel, biogaz, biocharbon, hydrogène)",,14.8
2017/2019,Canada,Services utilitaires,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'augmentation des activités de protection de l'environnement,,48.0
2017/2019,Canada,Services utilitaires,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit",,39.0
2017/2019,Canada,Services utilitaires,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre,,39.6
2017/2019,Canada,Services utilitaires,"Total, toutes les entreprises",Innovations présentant des avantages environnementaux découlant de l'utilisateur final ou du consommateur,,42.0
2017/2019,Canada,Services utilitaires,"Total, toutes les entreprises",Réduction de la consommation d'énergie ou augmentation de l'efficacité énergétique de l'utilisateur final ou du consommateur,,35.0
2017/2019,Canada,Services utilitaires,"Total, toutes les entreprises",Réduction de l'utilisation de matériaux ou augmentation du recyclage de l'utilisateur final ou du consommateur,,11.4
2017/2019,Canada,Services utilitaires,"Total, toutes les entreprises","Réduction de la pollution atmosphérique, de l'eau, du sol ou de la pollution par le bruit de l'utilisateur final ou du consommateur",,22.9
2017/2019,Canada,Services utilitaires,"Total, toutes les entreprises",Réduction des émissions de gaz à effet de serre de l'utilisateur final ou du consommateur,,22.4
2017/2019,Canada,Services utilitaires,"Total, toutes les entreprises",Innovations soutenant d'autres avantages environnementaux,,19.8
2017/2019,Canada,Services utilitaires,Petites entreprises (20 à 99 employés),Innovations offrant des avantages quelconques pour l'environnement,,56.2
2017/2019,Canada,Services utilitaires,Petites entreprises (20 à 99 employés),Innovations présentant des avantages environnementaux découlant de la production fondée sur une utilisation efficace des ressources,,48.3
2017/2019,Canada,Services utilitaires,Petites entreprises (20 à 99 employés),Amélioration de l'efficacité environnementale par la réduction de l'utilisation de matériaux par unité de production,,21.2
2017/2019,Canada,Services utilitaires,Petites entreprises (20 à 99 employés),Amélioration de l'efficacité environnementale par la réduction de la consommation d'énergie par unité de production,,36.1
2017/2019,Canada,Services utilitaires,Petites entreprises (20 à 99 employés),Amélioration de l'efficacité environnementale par le remplacement de matériaux par des matériaux moins polluants sur le plan des émissions de gaz à effet de serre,,12.2
2017/2019,Canada,Services utilitaires,Petites entreprises (20 à 99 employés),"Réduction de la consommation de ressources (eau, déchets ou matériaux) au moyen du recyclage",,22.8
