Year,data.Geography,data.Persons in low income,Value
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly persons not in an economic family,30.9
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly persons not in an economic family,33.5
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly persons not in an economic family,25.7
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly males not in an economic family,36.1
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly males not in an economic family,32.4
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly males not in an economic family,31.5
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly males not in an economic family,35.9
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly males not in an economic family,23.5
2015,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly females not in an economic family,44.5
2016,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly females not in an economic family,35.1
2017,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly females not in an economic family,30.3
2018,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly females not in an economic family,30.5
2019,"data.Ottawa-Gatineau, Ontario/Quebec",data.Non-elderly females not in an economic family,29.9
2015,"data.Toronto, Ontario",data.All persons,19.2
2016,"data.Toronto, Ontario",data.All persons,17.4
2017,"data.Toronto, Ontario",data.All persons,14.2
2018,"data.Toronto, Ontario",data.All persons,13.9
2019,"data.Toronto, Ontario",data.All persons,13.4
2015,"data.Toronto, Ontario",data.Persons under 18 years,24.1
2016,"data.Toronto, Ontario",data.Persons under 18 years,21.1
2017,"data.Toronto, Ontario",data.Persons under 18 years,15.4
2018,"data.Toronto, Ontario",data.Persons under 18 years,15.2
2019,"data.Toronto, Ontario",data.Persons under 18 years,17.9
2015,"data.Toronto, Ontario",data.Persons 18 to 64 years,19.8
2016,"data.Toronto, Ontario",data.Persons 18 to 64 years,18.0
2017,"data.Toronto, Ontario",data.Persons 18 to 64 years,15.3
2018,"data.Toronto, Ontario",data.Persons 18 to 64 years,14.9
2019,"data.Toronto, Ontario",data.Persons 18 to 64 years,13.3
2015,"data.Toronto, Ontario",data.Persons 65 years and over,8.5
2016,"data.Toronto, Ontario",data.Persons 65 years and over,9.6
2017,"data.Toronto, Ontario",data.Persons 65 years and over,7.0
2018,"data.Toronto, Ontario",data.Persons 65 years and over,7.5
2019,"data.Toronto, Ontario",data.Persons 65 years and over,7.8
2015,"data.Toronto, Ontario",data.Males,18.6
2016,"data.Toronto, Ontario",data.Males,15.8
2017,"data.Toronto, Ontario",data.Males,14.1
2018,"data.Toronto, Ontario",data.Males,14.6
2019,"data.Toronto, Ontario",data.Males,12.3
2015,"data.Toronto, Ontario","data.Males, under 18 years",23.1
2016,"data.Toronto, Ontario","data.Males, under 18 years",16.8
2017,"data.Toronto, Ontario","data.Males, under 18 years",14.0
2018,"data.Toronto, Ontario","data.Males, under 18 years",16.1
2019,"data.Toronto, Ontario","data.Males, under 18 years",16.6
2015,"data.Toronto, Ontario","data.Males, 18 to 64 years",19.3
2016,"data.Toronto, Ontario","data.Males, 18 to 64 years",16.5
2017,"data.Toronto, Ontario","data.Males, 18 to 64 years",15.4
2018,"data.Toronto, Ontario","data.Males, 18 to 64 years",15.6
2019,"data.Toronto, Ontario","data.Males, 18 to 64 years",12.0
2015,"data.Toronto, Ontario","data.Males, 65 years and over",6.5
2016,"data.Toronto, Ontario","data.Males, 65 years and over",10.7
2017,"data.Toronto, Ontario","data.Males, 65 years and over",7.5
2018,"data.Toronto, Ontario","data.Males, 65 years and over",8.2
2019,"data.Toronto, Ontario","data.Males, 65 years and over",7.8
2015,"data.Toronto, Ontario",data.Females,19.8
2016,"data.Toronto, Ontario",data.Females,18.9
2017,"data.Toronto, Ontario",data.Females,14.3
2018,"data.Toronto, Ontario",data.Females,13.1
2019,"data.Toronto, Ontario",data.Females,14.4
2015,"data.Toronto, Ontario","data.Females, under 18 years",25.1
2016,"data.Toronto, Ontario","data.Females, under 18 years",25.2
2017,"data.Toronto, Ontario","data.Females, under 18 years",16.9
2018,"data.Toronto, Ontario","data.Females, under 18 years",14.3
2019,"data.Toronto, Ontario","data.Females, under 18 years",19.1
2015,"data.Toronto, Ontario","data.Females, 18 to 64 years",20.3
2016,"data.Toronto, Ontario","data.Females, 18 to 64 years",19.5
2017,"data.Toronto, Ontario","data.Females, 18 to 64 years",15.3
2018,"data.Toronto, Ontario","data.Females, 18 to 64 years",14.3
2019,"data.Toronto, Ontario","data.Females, 18 to 64 years",14.6
2015,"data.Toronto, Ontario","data.Females, 65 years and over",10.1
2016,"data.Toronto, Ontario","data.Females, 65 years and over",8.7
2017,"data.Toronto, Ontario","data.Females, 65 years and over",6.6
2018,"data.Toronto, Ontario","data.Females, 65 years and over",6.9
2019,"data.Toronto, Ontario","data.Females, 65 years and over",7.8
2015,"data.Toronto, Ontario",data.Persons in economic families,16.1
2016,"data.Toronto, Ontario",data.Persons in economic families,14.7
2017,"data.Toronto, Ontario",data.Persons in economic families,11.3
2018,"data.Toronto, Ontario",data.Persons in economic families,10.4
2019,"data.Toronto, Ontario",data.Persons in economic families,11.6
2015,"data.Toronto, Ontario",data.Males in economic families,15.6
2016,"data.Toronto, Ontario",data.Males in economic families,13.0
2017,"data.Toronto, Ontario",data.Males in economic families,10.8
2018,"data.Toronto, Ontario",data.Males in economic families,9.9
2019,"data.Toronto, Ontario",data.Males in economic families,10.6
2015,"data.Toronto, Ontario",data.Females in economic families,16.6
2016,"data.Toronto, Ontario",data.Females in economic families,16.3
2017,"data.Toronto, Ontario",data.Females in economic families,11.9
2018,"data.Toronto, Ontario",data.Females in economic families,10.8
2019,"data.Toronto, Ontario",data.Females in economic families,12.6
2015,"data.Toronto, Ontario",data.Elderly persons in economic families,6.0
2016,"data.Toronto, Ontario",data.Elderly persons in economic families,6.9
2017,"data.Toronto, Ontario",data.Elderly persons in economic families,4.2
2018,"data.Toronto, Ontario",data.Elderly persons in economic families,4.2
2019,"data.Toronto, Ontario",data.Elderly persons in economic families,6.0
2015,"data.Toronto, Ontario",data.Persons under 18 years in economic families,24.1
2016,"data.Toronto, Ontario",data.Persons under 18 years in economic families,21.1
2017,"data.Toronto, Ontario",data.Persons under 18 years in economic families,15.2
2018,"data.Toronto, Ontario",data.Persons under 18 years in economic families,14.8
2019,"data.Toronto, Ontario",data.Persons under 18 years in economic families,17.9
2015,"data.Toronto, Ontario",data.Persons under 18 years in couple families with children,23.4
2016,"data.Toronto, Ontario",data.Persons under 18 years in couple families with children,16.6
2017,"data.Toronto, Ontario",data.Persons under 18 years in couple families with children,12.7
2018,"data.Toronto, Ontario",data.Persons under 18 years in couple families with children,10.7
2019,"data.Toronto, Ontario",data.Persons under 18 years in couple families with children,13.5
2015,"data.Toronto, Ontario",data.Persons under 18 years in female lone-parent families,35.5
2016,"data.Toronto, Ontario",data.Persons under 18 years in female lone-parent families,47.9
2017,"data.Toronto, Ontario",data.Persons under 18 years in female lone-parent families,37.4
2018,"data.Toronto, Ontario",data.Persons under 18 years in female lone-parent families,37.3
2019,"data.Toronto, Ontario",data.Persons under 18 years in female lone-parent families,56.4
2015,"data.Toronto, Ontario",data.Persons 18 to 64 years in economic families,15.1
2016,"data.Toronto, Ontario",data.Persons 18 to 64 years in economic families,14.0
2017,"data.Toronto, Ontario",data.Persons 18 to 64 years in economic families,11.4
2018,"data.Toronto, Ontario",data.Persons 18 to 64 years in economic families,10.1
2019,"data.Toronto, Ontario",data.Persons 18 to 64 years in economic families,10.7
2015,"data.Toronto, Ontario",data.Persons not in an economic family,39.8
2016,"data.Toronto, Ontario",data.Persons not in an economic family,37.0
2017,"data.Toronto, Ontario",data.Persons not in an economic family,35.8
2018,"data.Toronto, Ontario",data.Persons not in an economic family,37.1
2019,"data.Toronto, Ontario",data.Persons not in an economic family,26.2
2015,"data.Toronto, Ontario",data.Males not in an economic family,39.2
2016,"data.Toronto, Ontario",data.Males not in an economic family,37.0
2017,"data.Toronto, Ontario",data.Males not in an economic family,40.2
2018,"data.Toronto, Ontario",data.Males not in an economic family,43.9
2019,"data.Toronto, Ontario",data.Males not in an economic family,26.6
2015,"data.Toronto, Ontario",data.Females not in an economic family,40.4
2016,"data.Toronto, Ontario",data.Females not in an economic family,37.1
2017,"data.Toronto, Ontario",data.Females not in an economic family,31.8
2018,"data.Toronto, Ontario",data.Females not in an economic family,29.8
2019,"data.Toronto, Ontario",data.Females not in an economic family,25.9
2015,"data.Toronto, Ontario",data.Elderly persons not in an economic family,18.2
2016,"data.Toronto, Ontario",data.Elderly persons not in an economic family,20.4
2017,"data.Toronto, Ontario",data.Elderly persons not in an economic family,17.6
2018,"data.Toronto, Ontario",data.Elderly persons not in an economic family,18.6
2019,"data.Toronto, Ontario",data.Elderly persons not in an economic family,12.9
2015,"data.Toronto, Ontario",data.Non-elderly persons not in an economic family,45.4
2016,"data.Toronto, Ontario",data.Non-elderly persons not in an economic family,42.2
2017,"data.Toronto, Ontario",data.Non-elderly persons not in an economic family,41.7
2018,"data.Toronto, Ontario",data.Non-elderly persons not in an economic family,43.6
2019,"data.Toronto, Ontario",data.Non-elderly persons not in an economic family,32.3
2015,"data.Toronto, Ontario",data.Non-elderly males not in an economic family,43.0
2016,"data.Toronto, Ontario",data.Non-elderly males not in an economic family,37.8
2017,"data.Toronto, Ontario",data.Non-elderly males not in an economic family,43.1
2018,"data.Toronto, Ontario",data.Non-elderly males not in an economic family,48.1
2019,"data.Toronto, Ontario",data.Non-elderly males not in an economic family,30.2
2015,"data.Toronto, Ontario",data.Non-elderly females not in an economic family,48.0
2016,"data.Toronto, Ontario",data.Non-elderly females not in an economic family,47.1
2017,"data.Toronto, Ontario",data.Non-elderly females not in an economic family,40.2
2018,"data.Toronto, Ontario",data.Non-elderly females not in an economic family,37.5
2019,"data.Toronto, Ontario",data.Non-elderly females not in an economic family,34.3
2015,"data.Winnipeg, Manitoba",data.All persons,15.5
2016,"data.Winnipeg, Manitoba",data.All persons,13.5
2017,"data.Winnipeg, Manitoba",data.All persons,12.3
2018,"data.Winnipeg, Manitoba",data.All persons,12.0
2019,"data.Winnipeg, Manitoba",data.All persons,11.2
2015,"data.Winnipeg, Manitoba",data.Persons under 18 years,20.8
2016,"data.Winnipeg, Manitoba",data.Persons under 18 years,17.7
2017,"data.Winnipeg, Manitoba",data.Persons under 18 years,13.8
2018,"data.Winnipeg, Manitoba",data.Persons under 18 years,14.4
2019,"data.Winnipeg, Manitoba",data.Persons under 18 years,12.4
2015,"data.Winnipeg, Manitoba",data.Persons 18 to 64 years,15.9
2016,"data.Winnipeg, Manitoba",data.Persons 18 to 64 years,13.9
2017,"data.Winnipeg, Manitoba",data.Persons 18 to 64 years,13.1
2018,"data.Winnipeg, Manitoba",data.Persons 18 to 64 years,12.7
2019,"data.Winnipeg, Manitoba",data.Persons 18 to 64 years,11.9
2015,"data.Winnipeg, Manitoba",data.Persons 65 years and over,5.9
2016,"data.Winnipeg, Manitoba",data.Persons 65 years and over,5.2
2017,"data.Winnipeg, Manitoba",data.Persons 65 years and over,6.4
2018,"data.Winnipeg, Manitoba",data.Persons 65 years and over,6.2
2019,"data.Winnipeg, Manitoba",data.Persons 65 years and over,6.6
2015,"data.Winnipeg, Manitoba",data.Males,15.8
2016,"data.Winnipeg, Manitoba",data.Males,13.6
2017,"data.Winnipeg, Manitoba",data.Males,12.0
2018,"data.Winnipeg, Manitoba",data.Males,11.8
2019,"data.Winnipeg, Manitoba",data.Males,11.9
2015,"data.Winnipeg, Manitoba","data.Males, under 18 years",24.5
2016,"data.Winnipeg, Manitoba","data.Males, under 18 years",18.4
2017,"data.Winnipeg, Manitoba","data.Males, under 18 years",12.0
2018,"data.Winnipeg, Manitoba","data.Males, under 18 years",14.5
2019,"data.Winnipeg, Manitoba","data.Males, under 18 years",13.9
2015,"data.Winnipeg, Manitoba","data.Males, 18 to 64 years",15.6
2016,"data.Winnipeg, Manitoba","data.Males, 18 to 64 years",14.0
2017,"data.Winnipeg, Manitoba","data.Males, 18 to 64 years",13.2
2018,"data.Winnipeg, Manitoba","data.Males, 18 to 64 years",12.6
2019,"data.Winnipeg, Manitoba","data.Males, 18 to 64 years",12.4
2015,"data.Winnipeg, Manitoba","data.Males, 65 years and over",
2016,"data.Winnipeg, Manitoba","data.Males, 65 years and over",3.7
2017,"data.Winnipeg, Manitoba","data.Males, 65 years and over",6.0
2018,"data.Winnipeg, Manitoba","data.Males, 65 years and over",4.9
2019,"data.Winnipeg, Manitoba","data.Males, 65 years and over",7.0
2015,"data.Winnipeg, Manitoba",data.Females,15.3
2016,"data.Winnipeg, Manitoba",data.Females,13.3
2017,"data.Winnipeg, Manitoba",data.Females,12.5
2018,"data.Winnipeg, Manitoba",data.Females,12.1
2019,"data.Winnipeg, Manitoba",data.Females,10.6
2015,"data.Winnipeg, Manitoba","data.Females, under 18 years",17.3
2016,"data.Winnipeg, Manitoba","data.Females, under 18 years",16.9
2017,"data.Winnipeg, Manitoba","data.Females, under 18 years",15.6
2018,"data.Winnipeg, Manitoba","data.Females, under 18 years",14.2
2019,"data.Winnipeg, Manitoba","data.Females, under 18 years",11.0
2015,"data.Winnipeg, Manitoba","data.Females, 18 to 64 years",16.3
2016,"data.Winnipeg, Manitoba","data.Females, 18 to 64 years",13.8
2017,"data.Winnipeg, Manitoba","data.Females, 18 to 64 years",13.0
2018,"data.Winnipeg, Manitoba","data.Females, 18 to 64 years",12.8
2019,"data.Winnipeg, Manitoba","data.Females, 18 to 64 years",11.5
2015,"data.Winnipeg, Manitoba","data.Females, 65 years and over",8.4
2016,"data.Winnipeg, Manitoba","data.Females, 65 years and over",6.4
2017,"data.Winnipeg, Manitoba","data.Females, 65 years and over",6.7
2018,"data.Winnipeg, Manitoba","data.Females, 65 years and over",7.3
2019,"data.Winnipeg, Manitoba","data.Females, 65 years and over",6.2
2015,"data.Winnipeg, Manitoba",data.Persons in economic families,12.9
2016,"data.Winnipeg, Manitoba",data.Persons in economic families,10.9
2017,"data.Winnipeg, Manitoba",data.Persons in economic families,8.8
2018,"data.Winnipeg, Manitoba",data.Persons in economic families,8.6
2019,"data.Winnipeg, Manitoba",data.Persons in economic families,7.6
2015,"data.Winnipeg, Manitoba",data.Males in economic families,13.1
2016,"data.Winnipeg, Manitoba",data.Males in economic families,10.5
2017,"data.Winnipeg, Manitoba",data.Males in economic families,7.8
2018,"data.Winnipeg, Manitoba",data.Males in economic families,8.0
2019,"data.Winnipeg, Manitoba",data.Males in economic families,7.6
2015,"data.Winnipeg, Manitoba",data.Females in economic families,12.7
2016,"data.Winnipeg, Manitoba",data.Females in economic families,11.3
2017,"data.Winnipeg, Manitoba",data.Females in economic families,9.8
2018,"data.Winnipeg, Manitoba",data.Females in economic families,9.2
2019,"data.Winnipeg, Manitoba",data.Females in economic families,7.7
2015,"data.Winnipeg, Manitoba",data.Elderly persons in economic families,
2016,"data.Winnipeg, Manitoba",data.Elderly persons in economic families,
2017,"data.Winnipeg, Manitoba",data.Elderly persons in economic families,3.8
2018,"data.Winnipeg, Manitoba",data.Elderly persons in economic families,3.0
2019,"data.Winnipeg, Manitoba",data.Elderly persons in economic families,
2015,"data.Winnipeg, Manitoba",data.Persons under 18 years in economic families,20.6
2016,"data.Winnipeg, Manitoba",data.Persons under 18 years in economic families,17.7
2017,"data.Winnipeg, Manitoba",data.Persons under 18 years in economic families,13.8
2018,"data.Winnipeg, Manitoba",data.Persons under 18 years in economic families,14.1
2019,"data.Winnipeg, Manitoba",data.Persons under 18 years in economic families,12.4
2015,"data.Winnipeg, Manitoba",data.Persons under 18 years in couple families with children,14.6
2016,"data.Winnipeg, Manitoba",data.Persons under 18 years in couple families with children,13.6
2017,"data.Winnipeg, Manitoba",data.Persons under 18 years in couple families with children,10.8
2018,"data.Winnipeg, Manitoba",data.Persons under 18 years in couple families with children,9.6
2019,"data.Winnipeg, Manitoba",data.Persons under 18 years in couple families with children,11.3
2015,"data.Winnipeg, Manitoba",data.Persons under 18 years in female lone-parent families,47.2
2016,"data.Winnipeg, Manitoba",data.Persons under 18 years in female lone-parent families,47.8
2017,"data.Winnipeg, Manitoba",data.Persons under 18 years in female lone-parent families,41.8
2018,"data.Winnipeg, Manitoba",data.Persons under 18 years in female lone-parent families,37.6
2019,"data.Winnipeg, Manitoba",data.Persons under 18 years in female lone-parent families,
2015,"data.Winnipeg, Manitoba",data.Persons 18 to 64 years in economic families,12.1
2016,"data.Winnipeg, Manitoba",data.Persons 18 to 64 years in economic families,9.9
2017,"data.Winnipeg, Manitoba",data.Persons 18 to 64 years in economic families,7.9
2018,"data.Winnipeg, Manitoba",data.Persons 18 to 64 years in economic families,7.8
2019,"data.Winnipeg, Manitoba",data.Persons 18 to 64 years in economic families,6.9
2015,"data.Winnipeg, Manitoba",data.Persons not in an economic family,30.0
2016,"data.Winnipeg, Manitoba",data.Persons not in an economic family,28.3
2017,"data.Winnipeg, Manitoba",data.Persons not in an economic family,30.1
2018,"data.Winnipeg, Manitoba",data.Persons not in an economic family,29.2
2019,"data.Winnipeg, Manitoba",data.Persons not in an economic family,31.1
2015,"data.Winnipeg, Manitoba",data.Males not in an economic family,30.7
2016,"data.Winnipeg, Manitoba",data.Males not in an economic family,31.1
2017,"data.Winnipeg, Manitoba",data.Males not in an economic family,33.2
2018,"data.Winnipeg, Manitoba",data.Males not in an economic family,30.1
2019,"data.Winnipeg, Manitoba",data.Males not in an economic family,36.0
2015,"data.Winnipeg, Manitoba",data.Females not in an economic family,29.4
2016,"data.Winnipeg, Manitoba",data.Females not in an economic family,25.4
2017,"data.Winnipeg, Manitoba",data.Females not in an economic family,27.0
2018,"data.Winnipeg, Manitoba",data.Females not in an economic family,28.1
2019,"data.Winnipeg, Manitoba",data.Females not in an economic family,26.4
2015,"data.Winnipeg, Manitoba",data.Elderly persons not in an economic family,17.6
2016,"data.Winnipeg, Manitoba",data.Elderly persons not in an economic family,11.2
2017,"data.Winnipeg, Manitoba",data.Elderly persons not in an economic family,12.3
2018,"data.Winnipeg, Manitoba",data.Elderly persons not in an economic family,14.1
2019,"data.Winnipeg, Manitoba",data.Elderly persons not in an economic family,16.6
2015,"data.Winnipeg, Manitoba",data.Non-elderly persons not in an economic family,34.2
2016,"data.Winnipeg, Manitoba",data.Non-elderly persons not in an economic family,35.3
2017,"data.Winnipeg, Manitoba",data.Non-elderly persons not in an economic family,37.1
2018,"data.Winnipeg, Manitoba",data.Non-elderly persons not in an economic family,35.0
2019,"data.Winnipeg, Manitoba",data.Non-elderly persons not in an economic family,36.9
2015,"data.Winnipeg, Manitoba",data.Non-elderly males not in an economic family,34.4
2016,"data.Winnipeg, Manitoba",data.Non-elderly males not in an economic family,36.9
2017,"data.Winnipeg, Manitoba",data.Non-elderly males not in an economic family,38.1
2018,"data.Winnipeg, Manitoba",data.Non-elderly males not in an economic family,33.3
2019,"data.Winnipeg, Manitoba",data.Non-elderly males not in an economic family,38.4
2015,"data.Winnipeg, Manitoba",data.Non-elderly females not in an economic family,33.9
2016,"data.Winnipeg, Manitoba",data.Non-elderly females not in an economic family,33.2
2017,"data.Winnipeg, Manitoba",data.Non-elderly females not in an economic family,35.8
2018,"data.Winnipeg, Manitoba",data.Non-elderly females not in an economic family,37.6
2019,"data.Winnipeg, Manitoba",data.Non-elderly females not in an economic family,35.2
2015,"data.Calgary, Alberta",data.All persons,12.4
2016,"data.Calgary, Alberta",data.All persons,11.5
2017,"data.Calgary, Alberta",data.All persons,8.4
2018,"data.Calgary, Alberta",data.All persons,12.3
2019,"data.Calgary, Alberta",data.All persons,5.7
2015,"data.Calgary, Alberta",data.Persons under 18 years,16.2
2016,"data.Calgary, Alberta",data.Persons under 18 years,11.7
2017,"data.Calgary, Alberta",data.Persons under 18 years,8.1
2018,"data.Calgary, Alberta",data.Persons under 18 years,12.6
2019,"data.Calgary, Alberta",data.Persons under 18 years,
2015,"data.Calgary, Alberta",data.Persons 18 to 64 years,12.5
2016,"data.Calgary, Alberta",data.Persons 18 to 64 years,12.6
2017,"data.Calgary, Alberta",data.Persons 18 to 64 years,9.6
2018,"data.Calgary, Alberta",data.Persons 18 to 64 years,13.8
2019,"data.Calgary, Alberta",data.Persons 18 to 64 years,6.5
2015,"data.Calgary, Alberta",data.Persons 65 years and over,
2016,"data.Calgary, Alberta",data.Persons 65 years and over,
2017,"data.Calgary, Alberta",data.Persons 65 years and over,
2018,"data.Calgary, Alberta",data.Persons 65 years and over,
2019,"data.Calgary, Alberta",data.Persons 65 years and over,
2015,"data.Calgary, Alberta",data.Males,11.9
2016,"data.Calgary, Alberta",data.Males,10.7
2017,"data.Calgary, Alberta",data.Males,8.6
2018,"data.Calgary, Alberta",data.Males,13.1
2019,"data.Calgary, Alberta",data.Males,5.6
2015,"data.Calgary, Alberta","data.Males, under 18 years",
2016,"data.Calgary, Alberta","data.Males, under 18 years",10.6
2017,"data.Calgary, Alberta","data.Males, under 18 years",6.5
2018,"data.Calgary, Alberta","data.Males, under 18 years",14.2
2019,"data.Calgary, Alberta","data.Males, under 18 years",
2015,"data.Calgary, Alberta","data.Males, 18 to 64 years",12.8
2016,"data.Calgary, Alberta","data.Males, 18 to 64 years",11.3
2017,"data.Calgary, Alberta","data.Males, 18 to 64 years",10.2
2018,"data.Calgary, Alberta","data.Males, 18 to 64 years",14.5
2019,"data.Calgary, Alberta","data.Males, 18 to 64 years",6.2
2015,"data.Calgary, Alberta","data.Males, 65 years and over",
2016,"data.Calgary, Alberta","data.Males, 65 years and over",
2017,"data.Calgary, Alberta","data.Males, 65 years and over",
2018,"data.Calgary, Alberta","data.Males, 65 years and over",
2019,"data.Calgary, Alberta","data.Males, 65 years and over",
2015,"data.Calgary, Alberta",data.Females,13.0
2016,"data.Calgary, Alberta",data.Females,12.4
2017,"data.Calgary, Alberta",data.Females,8.2
2018,"data.Calgary, Alberta",data.Females,11.5
2019,"data.Calgary, Alberta",data.Females,5.8
2015,"data.Calgary, Alberta","data.Females, under 18 years",20.4
2016,"data.Calgary, Alberta","data.Females, under 18 years",13.0
2017,"data.Calgary, Alberta","data.Females, under 18 years",9.3
2018,"data.Calgary, Alberta","data.Females, under 18 years",10.7
2019,"data.Calgary, Alberta","data.Females, under 18 years",
2015,"data.Calgary, Alberta","data.Females, 18 to 64 years",12.2
2016,"data.Calgary, Alberta","data.Females, 18 to 64 years",13.8
2017,"data.Calgary, Alberta","data.Females, 18 to 64 years",9.0
2018,"data.Calgary, Alberta","data.Females, 18 to 64 years",13.1
2019,"data.Calgary, Alberta","data.Females, 18 to 64 years",6.7
2015,"data.Calgary, Alberta","data.Females, 65 years and over",
2016,"data.Calgary, Alberta","data.Females, 65 years and over",
2017,"data.Calgary, Alberta","data.Females, 65 years and over",
2018,"data.Calgary, Alberta","data.Females, 65 years and over",
2019,"data.Calgary, Alberta","data.Females, 65 years and over",
2015,"data.Calgary, Alberta",data.Persons in economic families,10.6
2016,"data.Calgary, Alberta",data.Persons in economic families,8.7
2017,"data.Calgary, Alberta",data.Persons in economic families,6.9
2018,"data.Calgary, Alberta",data.Persons in economic families,8.9
2019,"data.Calgary, Alberta",data.Persons in economic families,4.2
2015,"data.Calgary, Alberta",data.Males in economic families,10.2
2016,"data.Calgary, Alberta",data.Males in economic families,8.5
2017,"data.Calgary, Alberta",data.Males in economic families,6.7
2018,"data.Calgary, Alberta",data.Males in economic families,9.3
2019,"data.Calgary, Alberta",data.Males in economic families,4.1
2015,"data.Calgary, Alberta",data.Females in economic families,10.9
2016,"data.Calgary, Alberta",data.Females in economic families,8.8
2017,"data.Calgary, Alberta",data.Females in economic families,7.1
2018,"data.Calgary, Alberta",data.Females in economic families,8.5
2019,"data.Calgary, Alberta",data.Females in economic families,4.4
2015,"data.Calgary, Alberta",data.Elderly persons in economic families,
2016,"data.Calgary, Alberta",data.Elderly persons in economic families,
2017,"data.Calgary, Alberta",data.Elderly persons in economic families,
2018,"data.Calgary, Alberta",data.Elderly persons in economic families,
2019,"data.Calgary, Alberta",data.Elderly persons in economic families,
2015,"data.Calgary, Alberta",data.Persons under 18 years in economic families,16.2
2016,"data.Calgary, Alberta",data.Persons under 18 years in economic families,11.7
2017,"data.Calgary, Alberta",data.Persons under 18 years in economic families,8.1
2018,"data.Calgary, Alberta",data.Persons under 18 years in economic families,12.6
2019,"data.Calgary, Alberta",data.Persons under 18 years in economic families,
2015,"data.Calgary, Alberta",data.Persons under 18 years in couple families with children,
2016,"data.Calgary, Alberta",data.Persons under 18 years in couple families with children,
2017,"data.Calgary, Alberta",data.Persons under 18 years in couple families with children,8.3
2018,"data.Calgary, Alberta",data.Persons under 18 years in couple families with children,
2019,"data.Calgary, Alberta",data.Persons under 18 years in couple families with children,
2015,"data.Calgary, Alberta",data.Persons under 18 years in female lone-parent families,
2016,"data.Calgary, Alberta",data.Persons under 18 years in female lone-parent families,
2017,"data.Calgary, Alberta",data.Persons under 18 years in female lone-parent families,
2018,"data.Calgary, Alberta",data.Persons under 18 years in female lone-parent families,
2019,"data.Calgary, Alberta",data.Persons under 18 years in female lone-parent families,
2015,"data.Calgary, Alberta",data.Persons 18 to 64 years in economic families,
2016,"data.Calgary, Alberta",data.Persons 18 to 64 years in economic families,8.3
2017,"data.Calgary, Alberta",data.Persons 18 to 64 years in economic families,7.5
2018,"data.Calgary, Alberta",data.Persons 18 to 64 years in economic families,8.5
2019,"data.Calgary, Alberta",data.Persons 18 to 64 years in economic families,4.4
2015,"data.Calgary, Alberta",data.Persons not in an economic family,22.8
2016,"data.Calgary, Alberta",data.Persons not in an economic family,25.5
2017,"data.Calgary, Alberta",data.Persons not in an economic family,17.2
2018,"data.Calgary, Alberta",data.Persons not in an economic family,30.0
2019,"data.Calgary, Alberta",data.Persons not in an economic family,14.4
2015,"data.Calgary, Alberta",data.Males not in an economic family,21.1
2016,"data.Calgary, Alberta",data.Males not in an economic family,22.8
2017,"data.Calgary, Alberta",data.Males not in an economic family,18.7
2018,"data.Calgary, Alberta",data.Males not in an economic family,30.0
2019,"data.Calgary, Alberta",data.Males not in an economic family,14.7
2015,"data.Calgary, Alberta",data.Females not in an economic family,24.7
2016,"data.Calgary, Alberta",data.Females not in an economic family,27.5
2017,"data.Calgary, Alberta",data.Females not in an economic family,15.4
2018,"data.Calgary, Alberta",data.Females not in an economic family,29.9
2019,"data.Calgary, Alberta",data.Females not in an economic family,
2015,"data.Calgary, Alberta",data.Elderly persons not in an economic family,
2016,"data.Calgary, Alberta",data.Elderly persons not in an economic family,
2017,"data.Calgary, Alberta",data.Elderly persons not in an economic family,
2018,"data.Calgary, Alberta",data.Elderly persons not in an economic family,
2019,"data.Calgary, Alberta",data.Elderly persons not in an economic family,
2015,"data.Calgary, Alberta",data.Non-elderly persons not in an economic family,25.8
2016,"data.Calgary, Alberta",data.Non-elderly persons not in an economic family,29.6
2017,"data.Calgary, Alberta",data.Non-elderly persons not in an economic family,19.7
2018,"data.Calgary, Alberta",data.Non-elderly persons not in an economic family,35.7
2019,"data.Calgary, Alberta",data.Non-elderly persons not in an economic family,17.0
2015,"data.Calgary, Alberta",data.Non-elderly males not in an economic family,22.6
2016,"data.Calgary, Alberta",data.Non-elderly males not in an economic family,24.0
2017,"data.Calgary, Alberta",data.Non-elderly males not in an economic family,19.1
2018,"data.Calgary, Alberta",data.Non-elderly males not in an economic family,33.3
2019,"data.Calgary, Alberta",data.Non-elderly males not in an economic family,
2015,"data.Calgary, Alberta",data.Non-elderly females not in an economic family,30.2
2016,"data.Calgary, Alberta",data.Non-elderly females not in an economic family,34.5
2017,"data.Calgary, Alberta",data.Non-elderly females not in an economic family,20.5
