Year,Geography,Core public infrastructure assets,Type of municipality by population size,GeoCode,Value
2016,New Brunswick,"Culture, recreation and sports facilities","Urban municipalities, population greater than 30,000",13,0.0
2016,New Brunswick,"Culture, recreation and sports facilities",All rural municipalities,13,19.44
2016,New Brunswick,"Culture, recreation and sports facilities","Rural municipalities, population less than 5000",13,18.75
2016,New Brunswick,"Culture, recreation and sports facilities","Rural municipalities, population greater than 5000",13,20.0
2016,Quebec,Public transit assets,All municipalities,24,12.73
2016,Quebec,Public transit assets,All urban municipalities,24,9.52
2016,Quebec,Public transit assets,"Urban municipalities, population less than 5000",24,0.0
2016,Quebec,Public transit assets,"Urban municipalities, population greater than 5000 to 30,000",24,5.88
2016,Quebec,Public transit assets,"Urban municipalities, population greater than 30,000",24,15.0
2016,Quebec,Public transit assets,All rural municipalities,24,15.38
2016,Quebec,Public transit assets,"Rural municipalities, population less than 5000",24,0.0
2016,Quebec,Public transit assets,"Rural municipalities, population greater than 5000",24,20.0
2016,Quebec,Potable water assets,All municipalities,24,26.7
2016,Quebec,Potable water assets,All urban municipalities,24,25.81
2016,Quebec,Potable water assets,"Urban municipalities, population less than 5000",24,18.92
2016,Quebec,Potable water assets,"Urban municipalities, population greater than 5000 to 30,000",24,32.89
2016,Quebec,Potable water assets,"Urban municipalities, population greater than 30,000",24,25.0
2016,Quebec,Potable water assets,All rural municipalities,24,27.13
2016,Quebec,Potable water assets,"Rural municipalities, population less than 5000",24,
2016,Quebec,Potable water assets,"Rural municipalities, population greater than 5000",24,42.86
2016,Quebec,Stormwater assets,All municipalities,24,45.7
2016,Quebec,Stormwater assets,All urban municipalities,24,55.96
2016,Quebec,Stormwater assets,"Urban municipalities, population less than 5000",24,31.94
2016,Quebec,Stormwater assets,"Urban municipalities, population greater than 5000 to 30,000",24,63.53
2016,Quebec,Stormwater assets,"Urban municipalities, population greater than 30,000",24,86.11
2016,Quebec,Stormwater assets,All rural municipalities,24,38.98
2016,Quebec,Stormwater assets,"Rural municipalities, population less than 5000",24,37.86
2016,Quebec,Stormwater assets,"Rural municipalities, population greater than 5000",24,44.23
2016,Quebec,Wastewater assets,All municipalities,24,31.79
2016,Quebec,Wastewater assets,All urban municipalities,24,33.5
2016,Quebec,Wastewater assets,"Urban municipalities, population less than 5000",24,21.52
2016,Quebec,Wastewater assets,"Urban municipalities, population greater than 5000 to 30,000",24,34.94
2016,Quebec,Wastewater assets,"Urban municipalities, population greater than 30,000",24,52.78
2016,Quebec,Wastewater assets,All rural municipalities,24,30.85
2016,Quebec,Wastewater assets,"Rural municipalities, population less than 5000",24,31.07
2016,Quebec,Wastewater assets,"Rural municipalities, population greater than 5000",24,30.19
2016,Quebec,Solid waste assets,All municipalities,24,
2016,Quebec,Solid waste assets,All urban municipalities,24,12.86
2016,Quebec,Solid waste assets,"Urban municipalities, population less than 5000",24,13.04
2016,Quebec,Solid waste assets,"Urban municipalities, population greater than 5000 to 30,000",24,14.29
2016,Quebec,Solid waste assets,"Urban municipalities, population greater than 30,000",24,5.26
2016,Quebec,Solid waste assets,All rural municipalities,24,
2016,Quebec,Solid waste assets,"Rural municipalities, population less than 5000",24,
2016,Quebec,Solid waste assets,"Rural municipalities, population greater than 5000",24,12.5
2016,Quebec,Roads,All municipalities,24,40.85
2016,Quebec,Roads,All urban municipalities,24,33.78
2016,Quebec,Roads,"Urban municipalities, population less than 5000",24,33.98
2016,Quebec,Roads,"Urban municipalities, population greater than 5000 to 30,000",24,33.72
2016,Quebec,Roads,"Urban municipalities, population greater than 30,000",24,30.56
2016,Quebec,Roads,All rural municipalities,24,44.93
2016,Quebec,Roads,"Rural municipalities, population less than 5000",24,45.81
2016,Quebec,Roads,"Rural municipalities, population greater than 5000",24,37.5
2016,Quebec,Bridges and tunnels,All municipalities,24,
2016,Quebec,Bridges and tunnels,All urban municipalities,24,14.66
2016,Quebec,Bridges and tunnels,"Urban municipalities, population less than 5000",24,19.15
2016,Quebec,Bridges and tunnels,"Urban municipalities, population greater than 5000 to 30,000",24,10.26
2016,Quebec,Bridges and tunnels,"Urban municipalities, population greater than 30,000",24,9.68
2016,Quebec,Bridges and tunnels,All rural municipalities,24,
2016,Quebec,Bridges and tunnels,"Rural municipalities, population less than 5000",24,
2016,Quebec,Bridges and tunnels,"Rural municipalities, population greater than 5000",24,17.86
2016,Quebec,Social and affordable housing,All municipalities,24,
2016,Quebec,Social and affordable housing,All urban municipalities,24,
2016,Quebec,Social and affordable housing,"Urban municipalities, population less than 5000",24,
2016,Quebec,Social and affordable housing,"Urban municipalities, population greater than 5000 to 30,000",24,
2016,Quebec,Social and affordable housing,"Urban municipalities, population greater than 30,000",24,
2016,Quebec,Social and affordable housing,All rural municipalities,24,
2016,Quebec,Social and affordable housing,"Rural municipalities, population less than 5000",24,
2016,Quebec,Social and affordable housing,"Rural municipalities, population greater than 5000",24,
2016,Quebec,"Culture, recreation and sports facilities",All municipalities,24,23.9
2016,Quebec,"Culture, recreation and sports facilities",All urban municipalities,24,15.6
2016,Quebec,"Culture, recreation and sports facilities","Urban municipalities, population less than 5000",24,17.53
2016,Quebec,"Culture, recreation and sports facilities","Urban municipalities, population greater than 5000 to 30,000",24,12.94
2016,Quebec,"Culture, recreation and sports facilities","Urban municipalities, population greater than 30,000",24,16.67
2016,Quebec,"Culture, recreation and sports facilities",All rural municipalities,24,28.23
2016,Quebec,"Culture, recreation and sports facilities","Rural municipalities, population less than 5000",24,28.37
2016,Quebec,"Culture, recreation and sports facilities","Rural municipalities, population greater than 5000",24,27.27
2016,Ontario,Public transit assets,All municipalities,35,23.68
2016,Ontario,Public transit assets,All urban municipalities,35,28.57
2016,Ontario,Public transit assets,"Urban municipalities, population less than 5000",35,100.0
2016,Ontario,Public transit assets,"Urban municipalities, population greater than 5000 to 30,000",35,15.79
2016,Ontario,Public transit assets,"Urban municipalities, population greater than 30,000",35,33.33
2016,Ontario,Public transit assets,All rural municipalities,35,5.0
2016,Ontario,Public transit assets,"Rural municipalities, population less than 5000",35,
2016,Ontario,Public transit assets,"Rural municipalities, population greater than 5000",35,7.69
2016,Ontario,Potable water assets,All municipalities,35,23.98
2016,Ontario,Potable water assets,All urban municipalities,35,28.7
2016,Ontario,Potable water assets,"Urban municipalities, population less than 5000",35,14.29
2016,Ontario,Potable water assets,"Urban municipalities, population greater than 5000 to 30,000",35,34.55
2016,Ontario,Potable water assets,"Urban municipalities, population greater than 30,000",35,21.74
2016,Ontario,Potable water assets,All rural municipalities,35,20.29
2016,Ontario,Potable water assets,"Rural municipalities, population less than 5000",35,
2016,Ontario,Potable water assets,"Rural municipalities, population greater than 5000",35,22.08
2016,Ontario,Stormwater assets,All municipalities,35,51.14
2016,Ontario,Stormwater assets,All urban municipalities,35,58.7
2016,Ontario,Stormwater assets,"Urban municipalities, population less than 5000",35,33.33
2016,Ontario,Stormwater assets,"Urban municipalities, population greater than 5000 to 30,000",35,54.69
2016,Ontario,Stormwater assets,"Urban municipalities, population greater than 30,000",35,71.19
2016,Ontario,Stormwater assets,All rural municipalities,35,44.97
2016,Ontario,Stormwater assets,"Rural municipalities, population less than 5000",35,54.55
2016,Ontario,Stormwater assets,"Rural municipalities, population greater than 5000",35,36.96
2016,Ontario,Wastewater assets,All municipalities,35,34.44
2016,Ontario,Wastewater assets,All urban municipalities,35,37.96
2016,Ontario,Wastewater assets,"Urban municipalities, population less than 5000",35,0.0
2016,Ontario,Wastewater assets,"Urban municipalities, population greater than 5000 to 30,000",35,42.31
2016,Ontario,Wastewater assets,"Urban municipalities, population greater than 30,000",35,39.58
2016,Ontario,Wastewater assets,All rural municipalities,35,30.83
2016,Ontario,Wastewater assets,"Rural municipalities, population less than 5000",35,30.65
2016,Ontario,Wastewater assets,"Rural municipalities, population greater than 5000",35,30.56
2016,Ontario,Solid waste assets,All municipalities,35,10.87
2016,Ontario,Solid waste assets,All urban municipalities,35,11.9
2016,Ontario,Solid waste assets,"Urban municipalities, population less than 5000",35,5.26
2016,Ontario,Solid waste assets,"Urban municipalities, population greater than 5000 to 30,000",35,12.9
2016,Ontario,Solid waste assets,"Urban municipalities, population greater than 30,000",35,14.29
2016,Ontario,Solid waste assets,All rural municipalities,35,10.27
2016,Ontario,Solid waste assets,"Rural municipalities, population less than 5000",35,16.05
2016,Ontario,Solid waste assets,"Rural municipalities, population greater than 5000",35,3.12
2016,Ontario,Roads,All municipalities,35,38.87
2016,Ontario,Roads,All urban municipalities,35,41.22
2016,Ontario,Roads,"Urban municipalities, population less than 5000",35,38.1
2016,Ontario,Roads,"Urban municipalities, population greater than 5000 to 30,000",35,41.18
2016,Ontario,Roads,"Urban municipalities, population greater than 30,000",35,40.68
2016,Ontario,Roads,All rural municipalities,35,37.04
2016,Ontario,Roads,"Rural municipalities, population less than 5000",35,37.23
2016,Ontario,Roads,"Rural municipalities, population greater than 5000",35,36.84
2016,Ontario,Bridges and tunnels,All municipalities,35,32.17
2016,Ontario,Bridges and tunnels,All urban municipalities,35,38.57
2016,Ontario,Bridges and tunnels,"Urban municipalities, population less than 5000",35,30.0
2016,Ontario,Bridges and tunnels,"Urban municipalities, population greater than 5000 to 30,000",35,32.79
2016,Ontario,Bridges and tunnels,"Urban municipalities, population greater than 30,000",35,45.76
2016,Ontario,Bridges and tunnels,All rural municipalities,35,27.59
2016,Ontario,Bridges and tunnels,"Rural municipalities, population less than 5000",35,31.33
2016,Ontario,Bridges and tunnels,"Rural municipalities, population greater than 5000",35,24.18
2016,Ontario,Social and affordable housing,All municipalities,35,10.71
2016,Ontario,Social and affordable housing,All urban municipalities,35,14.29
2016,Ontario,Social and affordable housing,"Urban municipalities, population less than 5000",35,
2016,Ontario,Social and affordable housing,"Urban municipalities, population greater than 5000 to 30,000",35,0.0
2016,Ontario,Social and affordable housing,"Urban municipalities, population greater than 30,000",35,15.79
2016,Ontario,Social and affordable housing,All rural municipalities,35,0.0
