Year,Geography,Population,Gender,Age group,GeoCode,Value
2015,Ontario,Total population,Men+,15 to 64 years,35,7.3
2015,Ontario,Total population,Men+,15 to 19 years,35,21.0
2015,Ontario,Total population,Men+,20 to 24 years,35,13.5
2015,Ontario,Total population,Men+,25 to 29 years,35,9.1
2015,Ontario,Total population,Men+,30 to 34 years,35,5.9
2015,Ontario,Total population,Men+,35 to 39 years,35,5.5
2015,Ontario,Total population,Men+,40 to 44 years,35,4.7
2015,Ontario,Total population,Men+,45 to 49 years,35,4.5
2015,Ontario,Total population,Men+,50 to 54 years,35,5.2
2015,Ontario,Total population,Men+,55 to 59 years,35,5.1
2015,Ontario,Total population,Men+,60 to 64 years,35,5.6
2015,Ontario,Total population,Men+,65 years and over,35,3.7
2015,Ontario,Total population,Men+,65 to 69 years,35,5.3
2015,Ontario,Total population,Men+,70 years and over,35,
2015,Ontario,Total population,Women+,15 years and over,35,6.5
2015,Ontario,Total population,Women+,15 to 24 years,35,12.6
2015,Ontario,Total population,Women+,25 years and over,35,5.4
2015,Ontario,Total population,Women+,25 to 44 years,35,5.8
2015,Ontario,Total population,Women+,45 to 64 years,35,5.1
2015,Ontario,Total population,Women+,45 years and over,35,4.9
2015,Ontario,Total population,Women+,25 to 54 years,35,5.5
2015,Ontario,Total population,Women+,55 years and over,35,5.2
2015,Ontario,Total population,Women+,15 to 64 years,35,6.6
2015,Ontario,Total population,Women+,15 to 19 years,35,18.2
2015,Ontario,Total population,Women+,20 to 24 years,35,9.3
2015,Ontario,Total population,Women+,25 to 29 years,35,6.6
2015,Ontario,Total population,Women+,30 to 34 years,35,5.9
2015,Ontario,Total population,Women+,35 to 39 years,35,5.7
2015,Ontario,Total population,Women+,40 to 44 years,35,5.2
2015,Ontario,Total population,Women+,45 to 49 years,35,4.5
2015,Ontario,Total population,Women+,50 to 54 years,35,5.0
2015,Ontario,Total population,Women+,55 to 59 years,35,5.4
2015,Ontario,Total population,Women+,60 to 64 years,35,5.6
2015,Ontario,Total population,Women+,65 years and over,35,3.6
2015,Ontario,Total population,Women+,65 to 69 years,35,3.8
2015,Ontario,Total population,Women+,70 years and over,35,
2015,Manitoba,Total population,Total - Gender,15 years and over,46,5.7
2015,Manitoba,Total population,Total - Gender,15 to 24 years,46,11.3
2015,Manitoba,Total population,Total - Gender,25 years and over,46,4.6
2015,Manitoba,Total population,Total - Gender,25 to 44 years,46,4.9
2015,Manitoba,Total population,Total - Gender,45 to 64 years,46,4.5
2015,Manitoba,Total population,Total - Gender,45 years and over,46,4.3
2015,Manitoba,Total population,Total - Gender,25 to 54 years,46,4.8
2015,Manitoba,Total population,Total - Gender,55 years and over,46,3.9
2015,Manitoba,Total population,Total - Gender,15 to 64 years,46,5.8
2015,Manitoba,Total population,Total - Gender,15 to 19 years,46,16.6
2015,Manitoba,Total population,Total - Gender,20 to 24 years,46,8.1
2015,Manitoba,Total population,Total - Gender,25 to 29 years,46,5.8
2015,Manitoba,Total population,Total - Gender,30 to 34 years,46,5.4
2015,Manitoba,Total population,Total - Gender,35 to 39 years,46,4.6
2015,Manitoba,Total population,Total - Gender,40 to 44 years,46,3.7
2015,Manitoba,Total population,Total - Gender,45 to 49 years,46,4.4
2015,Manitoba,Total population,Total - Gender,50 to 54 years,46,5.0
2015,Manitoba,Total population,Total - Gender,55 to 59 years,46,4.0
2015,Manitoba,Total population,Total - Gender,60 to 64 years,46,4.3
2015,Manitoba,Total population,Total - Gender,65 years and over,46,3.1
2015,Manitoba,Total population,Total - Gender,65 to 69 years,46,3.3
2015,Manitoba,Total population,Total - Gender,70 years and over,46,
2015,Manitoba,Total population,Men+,15 years and over,46,5.6
2015,Manitoba,Total population,Men+,15 to 24 years,46,11.6
2015,Manitoba,Total population,Men+,25 years and over,46,4.4
2015,Manitoba,Total population,Men+,25 to 44 years,46,4.9
2015,Manitoba,Total population,Men+,45 to 64 years,46,4.3
2015,Manitoba,Total population,Men+,45 years and over,46,4.1
2015,Manitoba,Total population,Men+,25 to 54 years,46,4.6
2015,Manitoba,Total population,Men+,55 years and over,46,4.0
2015,Manitoba,Total population,Men+,15 to 64 years,46,5.8
2015,Manitoba,Total population,Men+,15 to 19 years,46,15.3
2015,Manitoba,Total population,Men+,20 to 24 years,46,9.5
2015,Manitoba,Total population,Men+,25 to 29 years,46,5.9
2015,Manitoba,Total population,Men+,30 to 34 years,46,5.4
2015,Manitoba,Total population,Men+,35 to 39 years,46,4.6
2015,Manitoba,Total population,Men+,40 to 44 years,46,3.2
2015,Manitoba,Total population,Men+,45 to 49 years,46,3.8
2015,Manitoba,Total population,Men+,50 to 54 years,46,4.4
2015,Manitoba,Total population,Men+,55 to 59 years,46,4.0
2015,Manitoba,Total population,Men+,60 to 64 years,46,5.1
2015,Manitoba,Total population,Men+,65 years and over,46,
2015,Manitoba,Total population,Men+,65 to 69 years,46,
2015,Manitoba,Total population,Men+,70 years and over,46,
2015,Manitoba,Total population,Women+,15 years and over,46,5.8
2015,Manitoba,Total population,Women+,15 to 24 years,46,10.8
2015,Manitoba,Total population,Women+,25 years and over,46,4.8
2015,Manitoba,Total population,Women+,25 to 44 years,46,4.9
2015,Manitoba,Total population,Women+,45 to 64 years,46,4.7
2015,Manitoba,Total population,Women+,45 years and over,46,4.6
2015,Manitoba,Total population,Women+,25 to 54 years,46,5.1
2015,Manitoba,Total population,Women+,55 years and over,46,3.7
2015,Manitoba,Total population,Women+,15 to 64 years,46,5.9
2015,Manitoba,Total population,Women+,15 to 19 years,46,17.4
2015,Manitoba,Total population,Women+,20 to 24 years,46,6.5
2015,Manitoba,Total population,Women+,25 to 29 years,46,5.7
2015,Manitoba,Total population,Women+,30 to 34 years,46,5.1
2015,Manitoba,Total population,Women+,35 to 39 years,46,4.5
2015,Manitoba,Total population,Women+,40 to 44 years,46,4.0
2015,Manitoba,Total population,Women+,45 to 49 years,46,5.0
2015,Manitoba,Total population,Women+,50 to 54 years,46,5.6
2015,Manitoba,Total population,Women+,55 to 59 years,46,3.9
2015,Manitoba,Total population,Women+,60 to 64 years,46,3.2
2015,Manitoba,Total population,Women+,65 years and over,46,
2015,Manitoba,Total population,Women+,65 to 69 years,46,
2015,Manitoba,Total population,Women+,70 years and over,46,
2015,Saskatchewan,Total population,Total - Gender,15 years and over,47,5.2
2015,Saskatchewan,Total population,Total - Gender,15 to 24 years,47,9.9
2015,Saskatchewan,Total population,Total - Gender,25 years and over,47,4.3
2015,Saskatchewan,Total population,Total - Gender,25 to 44 years,47,5.0
2015,Saskatchewan,Total population,Total - Gender,45 to 64 years,47,3.8
2015,Saskatchewan,Total population,Total - Gender,45 years and over,47,3.7
2015,Saskatchewan,Total population,Total - Gender,25 to 54 years,47,4.6
2015,Saskatchewan,Total population,Total - Gender,55 years and over,47,3.7
2015,Saskatchewan,Total population,Total - Gender,15 to 64 years,47,5.3
2015,Saskatchewan,Total population,Total - Gender,15 to 19 years,47,13.1
2015,Saskatchewan,Total population,Total - Gender,20 to 24 years,47,7.8
2015,Saskatchewan,Total population,Total - Gender,25 to 29 years,47,6.7
2015,Saskatchewan,Total population,Total - Gender,30 to 34 years,47,4.8
2015,Saskatchewan,Total population,Total - Gender,35 to 39 years,47,3.9
2015,Saskatchewan,Total population,Total - Gender,40 to 44 years,47,4.4
2015,Saskatchewan,Total population,Total - Gender,45 to 49 years,47,4.2
2015,Saskatchewan,Total population,Total - Gender,50 to 54 years,47,3.2
2015,Saskatchewan,Total population,Total - Gender,55 to 59 years,47,4.1
2015,Saskatchewan,Total population,Total - Gender,60 to 64 years,47,3.9
2015,Saskatchewan,Total population,Total - Gender,65 years and over,47,2.8
2015,Saskatchewan,Total population,Total - Gender,65 to 69 years,47,3.4
2015,Saskatchewan,Total population,Total - Gender,70 years and over,47,
2015,Saskatchewan,Total population,Men+,15 years and over,47,5.6
2015,Saskatchewan,Total population,Men+,15 to 24 years,47,9.7
2015,Saskatchewan,Total population,Men+,25 years and over,47,4.9
2015,Saskatchewan,Total population,Men+,25 to 44 years,47,5.6
2015,Saskatchewan,Total population,Men+,45 to 64 years,47,4.4
2015,Saskatchewan,Total population,Men+,45 years and over,47,4.2
2015,Saskatchewan,Total population,Men+,25 to 54 years,47,5.1
2015,Saskatchewan,Total population,Men+,55 years and over,47,4.2
2015,Saskatchewan,Total population,Men+,15 to 64 years,47,5.8
2015,Saskatchewan,Total population,Men+,15 to 19 years,47,12.4
2015,Saskatchewan,Total population,Men+,20 to 24 years,47,8.1
2015,Saskatchewan,Total population,Men+,25 to 29 years,47,7.4
2015,Saskatchewan,Total population,Men+,30 to 34 years,47,5.2
2015,Saskatchewan,Total population,Men+,35 to 39 years,47,4.2
2015,Saskatchewan,Total population,Men+,40 to 44 years,47,4.9
2015,Saskatchewan,Total population,Men+,45 to 49 years,47,4.5
2015,Saskatchewan,Total population,Men+,50 to 54 years,47,3.9
2015,Saskatchewan,Total population,Men+,55 to 59 years,47,4.8
2015,Saskatchewan,Total population,Men+,60 to 64 years,47,
2015,Saskatchewan,Total population,Men+,65 years and over,47,
2015,Saskatchewan,Total population,Men+,65 to 69 years,47,
2015,Saskatchewan,Total population,Men+,70 years and over,47,
2015,Saskatchewan,Total population,Women+,15 years and over,47,4.7
2015,Saskatchewan,Total population,Women+,15 to 24 years,47,10.0
2015,Saskatchewan,Total population,Women+,25 years and over,47,3.8
2015,Saskatchewan,Total population,Women+,25 to 44 years,47,4.4
2015,Saskatchewan,Total population,Women+,45 to 64 years,47,3.1
2015,Saskatchewan,Total population,Women+,45 years and over,47,3.0
2015,Saskatchewan,Total population,Women+,25 to 54 years,47,4.0
2015,Saskatchewan,Total population,Women+,55 years and over,47,3.0
2015,Saskatchewan,Total population,Women+,15 to 64 years,47,4.8
2015,Saskatchewan,Total population,Women+,15 to 19 years,47,13.7
2015,Saskatchewan,Total population,Women+,20 to 24 years,47,7.4
2015,Saskatchewan,Total population,Women+,25 to 29 years,47,5.8
2015,Saskatchewan,Total population,Women+,30 to 34 years,47,4.2
2015,Saskatchewan,Total population,Women+,35 to 39 years,47,3.6
2015,Saskatchewan,Total population,Women+,40 to 44 years,47,3.9
2015,Saskatchewan,Total population,Women+,45 to 49 years,47,3.8
2015,Saskatchewan,Total population,Women+,50 to 54 years,47,2.5
2015,Saskatchewan,Total population,Women+,55 to 59 years,47,3.4
2015,Saskatchewan,Total population,Women+,60 to 64 years,47,
2015,Saskatchewan,Total population,Women+,65 years and over,47,
2015,Saskatchewan,Total population,Women+,65 to 69 years,47,
2015,Saskatchewan,Total population,Women+,70 years and over,47,
2015,Alberta,Total population,Total - Gender,15 years and over,48,6.1
2015,Alberta,Total population,Total - Gender,15 to 24 years,48,10.4
2015,Alberta,Total population,Total - Gender,25 years and over,48,5.3
2015,Alberta,Total population,Total - Gender,25 to 44 years,48,5.5
2015,Alberta,Total population,Total - Gender,45 to 64 years,48,5.3
2015,Alberta,Total population,Total - Gender,45 years and over,48,5.2
2015,Alberta,Total population,Total - Gender,25 to 54 years,48,5.5
2015,Alberta,Total population,Total - Gender,55 years and over,48,4.8
2015,Alberta,Total population,Total - Gender,15 to 64 years,48,6.2
2015,Alberta,Total population,Total - Gender,15 to 19 years,48,13.7
2015,Alberta,Total population,Total - Gender,20 to 24 years,48,8.5
2015,Alberta,Total population,Total - Gender,25 to 29 years,48,6.0
2015,Alberta,Total population,Total - Gender,30 to 34 years,48,4.7
2015,Alberta,Total population,Total - Gender,35 to 39 years,48,5.6
2015,Alberta,Total population,Total - Gender,40 to 44 years,48,5.7
2015,Alberta,Total population,Total - Gender,45 to 49 years,48,5.5
2015,Alberta,Total population,Total - Gender,50 to 54 years,48,5.4
2015,Alberta,Total population,Total - Gender,55 to 59 years,48,4.8
2015,Alberta,Total population,Total - Gender,60 to 64 years,48,5.5
2015,Alberta,Total population,Total - Gender,65 years and over,48,3.4
2015,Alberta,Total population,Total - Gender,65 to 69 years,48,3.8
2015,Alberta,Total population,Total - Gender,70 years and over,48,
2015,Alberta,Total population,Men+,15 years and over,48,6.5
2015,Alberta,Total population,Men+,15 to 24 years,48,11.9
2015,Alberta,Total population,Men+,25 years and over,48,5.6
2015,Alberta,Total population,Men+,25 to 44 years,48,5.6
2015,Alberta,Total population,Men+,45 to 64 years,48,5.9
2015,Alberta,Total population,Men+,45 years and over,48,5.7
2015,Alberta,Total population,Men+,25 to 54 years,48,5.7
2015,Alberta,Total population,Men+,55 years and over,48,5.2
2015,Alberta,Total population,Men+,15 to 64 years,48,6.7
2015,Alberta,Total population,Men+,15 to 19 years,48,15.5
2015,Alberta,Total population,Men+,20 to 24 years,48,9.9
2015,Alberta,Total population,Men+,25 to 29 years,48,6.6
2015,Alberta,Total population,Men+,30 to 34 years,48,4.7
2015,Alberta,Total population,Men+,35 to 39 years,48,5.2
2015,Alberta,Total population,Men+,40 to 44 years,48,5.8
2015,Alberta,Total population,Men+,45 to 49 years,48,6.4
2015,Alberta,Total population,Men+,50 to 54 years,48,5.8
2015,Alberta,Total population,Men+,55 to 59 years,48,4.9
2015,Alberta,Total population,Men+,60 to 64 years,48,6.7
2015,Alberta,Total population,Men+,65 years and over,48,
2015,Alberta,Total population,Men+,65 to 69 years,48,
2015,Alberta,Total population,Men+,70 years and over,48,
2015,Alberta,Total population,Women+,15 years and over,48,5.6
2015,Alberta,Total population,Women+,15 to 24 years,48,8.6
2015,Alberta,Total population,Women+,25 years and over,48,5.0
2015,Alberta,Total population,Women+,25 to 44 years,48,5.4
2015,Alberta,Total population,Women+,45 to 64 years,48,4.7
2015,Alberta,Total population,Women+,45 years and over,48,4.5
2015,Alberta,Total population,Women+,25 to 54 years,48,5.2
2015,Alberta,Total population,Women+,55 years and over,48,4.2
2015,Alberta,Total population,Women+,15 to 64 years,48,5.7
2015,Alberta,Total population,Women+,15 to 19 years,48,11.4
2015,Alberta,Total population,Women+,20 to 24 years,48,6.9
2015,Alberta,Total population,Women+,25 to 29 years,48,5.3
2015,Alberta,Total population,Women+,30 to 34 years,48,4.7
2015,Alberta,Total population,Women+,35 to 39 years,48,6.0
2015,Alberta,Total population,Women+,40 to 44 years,48,5.6
2015,Alberta,Total population,Women+,45 to 49 years,48,4.6
2015,Alberta,Total population,Women+,50 to 54 years,48,5.1
2015,Alberta,Total population,Women+,55 to 59 years,48,4.8
2015,Alberta,Total population,Women+,60 to 64 years,48,4.0
2015,Alberta,Total population,Women+,65 years and over,48,
2015,Alberta,Total population,Women+,65 to 69 years,48,
2015,Alberta,Total population,Women+,70 years and over,48,
2015,British Columbia,Total population,Total - Gender,15 years and over,59,6.2
2015,British Columbia,Total population,Total - Gender,15 to 24 years,59,11.1
2015,British Columbia,Total population,Total - Gender,25 years and over,59,5.3
2015,British Columbia,Total population,Total - Gender,25 to 44 years,59,5.1
2015,British Columbia,Total population,Total - Gender,45 to 64 years,59,5.6
2015,British Columbia,Total population,Total - Gender,45 years and over,59,5.6
2015,British Columbia,Total population,Total - Gender,25 to 54 years,59,5.2
2015,British Columbia,Total population,Total - Gender,55 years and over,59,5.8
2015,British Columbia,Total population,Total - Gender,15 to 64 years,59,6.2
2015,British Columbia,Total population,Total - Gender,15 to 19 years,59,15.5
2015,British Columbia,Total population,Total - Gender,20 to 24 years,59,8.7
2015,British Columbia,Total population,Total - Gender,25 to 29 years,59,5.9
2015,British Columbia,Total population,Total - Gender,30 to 34 years,59,4.4
2015,British Columbia,Total population,Total - Gender,35 to 39 years,59,5.4
2015,British Columbia,Total population,Total - Gender,40 to 44 years,59,4.9
2015,British Columbia,Total population,Total - Gender,45 to 49 years,59,5.3
2015,British Columbia,Total population,Total - Gender,50 to 54 years,59,5.4
