Year,Geography,Sex,Age group,Selected demographic characteristics,GeoCode,Value
2016,Alberta,Females,25 to 64 years,Not a visible minority,48,88.5
2016,Alberta,Females,25 to 64 years,Total Aboriginal identity,48,70.6
2016,Alberta,Females,25 to 64 years,First Nations (North American Indian),48,63.8
2016,Alberta,Females,25 to 64 years,Inuk (Inuit),48,74.0
2016,Alberta,Females,25 to 64 years,Non-Aboriginal identity,48,89.7
2016,Alberta,Females,65 to 74 years,"Total, all persons",48,75.7
2016,Alberta,Females,65 to 74 years,Non immigrants,48,76.8
2016,Alberta,Females,65 to 74 years,Immigrants,48,72.7
2016,Alberta,Females,65 to 74 years,Non-permanent residents,48,68.9
2016,Alberta,Females,65 to 74 years,Total visible minority population,48,65.1
2016,Alberta,Females,65 to 74 years,Not a visible minority,48,77.4
2016,Alberta,Females,65 to 74 years,Total Aboriginal identity,48,51.7
2016,Alberta,Females,65 to 74 years,First Nations (North American Indian),48,47.5
2016,Alberta,Females,65 to 74 years,Inuk (Inuit),48,33.3
2016,Alberta,Females,65 to 74 years,Non-Aboriginal identity,48,76.6
2016,Alberta,Females,75 years and over,"Total, all persons",48,56.9
2016,Alberta,Females,75 years and over,Non immigrants,48,59.8
2016,Alberta,Females,75 years and over,Immigrants,48,50.3
2016,Alberta,Females,75 years and over,Non-permanent residents,48,54.5
2016,Alberta,Females,75 years and over,Total visible minority population,48,39.4
2016,Alberta,Females,75 years and over,Not a visible minority,48,59.4
2016,Alberta,Females,75 years and over,Total Aboriginal identity,48,33.3
2016,Alberta,Females,75 years and over,First Nations (North American Indian),48,29.1
2016,Alberta,Females,75 years and over,Inuk (Inuit),48,0.0
2016,Alberta,Females,75 years and over,Non-Aboriginal identity,48,57.4
2016,British Columbia,Both sexes,"Total, persons aged 15 years and over","Total, all persons",59,82.0
2016,British Columbia,Both sexes,"Total, persons aged 15 years and over",Non immigrants,59,81.1
2016,British Columbia,Both sexes,"Total, persons aged 15 years and over",Immigrants,59,83.1
2016,British Columbia,Both sexes,"Total, persons aged 15 years and over",Non-permanent residents,59,89.0
2016,British Columbia,Both sexes,"Total, persons aged 15 years and over",Total visible minority population,59,82.4
2016,British Columbia,Both sexes,"Total, persons aged 15 years and over",Not a visible minority,59,81.8
2016,British Columbia,Both sexes,"Total, persons aged 15 years and over",Total Aboriginal identity,59,65.0
2016,British Columbia,Both sexes,"Total, persons aged 15 years and over",First Nations (North American Indian),59,60.8
2016,British Columbia,Both sexes,"Total, persons aged 15 years and over",Inuk (Inuit),59,66.0
2016,British Columbia,Both sexes,"Total, persons aged 15 years and over",Non-Aboriginal identity,59,82.9
2016,British Columbia,Both sexes,15 to 24 years,"Total, all persons",59,67.3
2016,British Columbia,Both sexes,15 to 24 years,Non immigrants,59,65.2
2016,British Columbia,Both sexes,15 to 24 years,Immigrants,59,72.4
2016,British Columbia,Both sexes,15 to 24 years,Non-permanent residents,59,80.9
2016,British Columbia,Both sexes,15 to 24 years,Total visible minority population,59,71.2
2016,British Columbia,Both sexes,15 to 24 years,Not a visible minority,59,65.0
2016,British Columbia,Both sexes,15 to 24 years,Total Aboriginal identity,59,54.1
2016,British Columbia,Both sexes,15 to 24 years,First Nations (North American Indian),59,51.0
2016,British Columbia,Both sexes,15 to 24 years,Inuk (Inuit),59,53.2
2016,British Columbia,Both sexes,15 to 24 years,Non-Aboriginal identity,59,68.5
2016,British Columbia,Both sexes,25 to 64 years,"Total, all persons",59,88.1
2016,British Columbia,Both sexes,25 to 64 years,Non immigrants,59,87.5
2016,British Columbia,Both sexes,25 to 64 years,Immigrants,59,88.9
2016,British Columbia,Both sexes,25 to 64 years,Non-permanent residents,59,95.1
2016,British Columbia,Both sexes,25 to 64 years,Total visible minority population,59,89.1
2016,British Columbia,Both sexes,25 to 64 years,Not a visible minority,59,87.7
2016,British Columbia,Both sexes,25 to 64 years,Total Aboriginal identity,59,70.8
2016,British Columbia,Both sexes,25 to 64 years,First Nations (North American Indian),59,66.3
2016,British Columbia,Both sexes,25 to 64 years,Inuk (Inuit),59,70.8
2016,British Columbia,Both sexes,25 to 64 years,Non-Aboriginal identity,59,89.1
2016,British Columbia,Both sexes,65 to 74 years,"Total, all persons",59,78.7
2016,British Columbia,Both sexes,65 to 74 years,Non immigrants,59,79.0
2016,British Columbia,Both sexes,65 to 74 years,Immigrants,59,78.4
2016,British Columbia,Both sexes,65 to 74 years,Non-permanent residents,59,69.7
2016,British Columbia,Both sexes,65 to 74 years,Total visible minority population,59,71.0
2016,British Columbia,Both sexes,65 to 74 years,Not a visible minority,59,80.6
2016,British Columbia,Both sexes,65 to 74 years,Total Aboriginal identity,59,57.4
2016,British Columbia,Both sexes,65 to 74 years,First Nations (North American Indian),59,52.5
2016,British Columbia,Both sexes,65 to 74 years,Inuk (Inuit),59,50.0
2016,British Columbia,Both sexes,65 to 74 years,Non-Aboriginal identity,59,79.4
2016,British Columbia,Both sexes,75 years and over,"Total, all persons",59,62.3
2016,British Columbia,Both sexes,75 years and over,Non immigrants,59,62.5
2016,British Columbia,Both sexes,75 years and over,Immigrants,59,62.1
2016,British Columbia,Both sexes,75 years and over,Non-permanent residents,59,60.6
2016,British Columbia,Both sexes,75 years and over,Total visible minority population,59,53.7
2016,British Columbia,Both sexes,75 years and over,Not a visible minority,59,64.5
2016,British Columbia,Both sexes,75 years and over,Total Aboriginal identity,59,34.8
2016,British Columbia,Both sexes,75 years and over,First Nations (North American Indian),59,29.2
2016,British Columbia,Both sexes,75 years and over,Inuk (Inuit),59,60.0
2016,British Columbia,Both sexes,75 years and over,Non-Aboriginal identity,59,62.9
2016,British Columbia,Males,"Total, persons aged 15 years and over","Total, all persons",59,80.5
2016,British Columbia,Males,"Total, persons aged 15 years and over",Non immigrants,59,78.8
2016,British Columbia,Males,"Total, persons aged 15 years and over",Immigrants,59,83.6
2016,British Columbia,Males,"Total, persons aged 15 years and over",Non-permanent residents,59,89.2
2016,British Columbia,Males,"Total, persons aged 15 years and over",Total visible minority population,59,82.8
2016,British Columbia,Males,"Total, persons aged 15 years and over",Not a visible minority,59,79.6
2016,British Columbia,Males,"Total, persons aged 15 years and over",Total Aboriginal identity,59,60.7
2016,British Columbia,Males,"Total, persons aged 15 years and over",First Nations (North American Indian),59,56.6
2016,British Columbia,Males,"Total, persons aged 15 years and over",Inuk (Inuit),59,66.0
2016,British Columbia,Males,"Total, persons aged 15 years and over",Non-Aboriginal identity,59,81.6
2016,British Columbia,Males,15 to 24 years,"Total, all persons",59,66.3
2016,British Columbia,Males,15 to 24 years,Non immigrants,59,64.0
2016,British Columbia,Males,15 to 24 years,Immigrants,59,71.3
2016,British Columbia,Males,15 to 24 years,Non-permanent residents,59,81.2
2016,British Columbia,Males,15 to 24 years,Total visible minority population,59,70.6
2016,British Columbia,Males,15 to 24 years,Not a visible minority,59,63.6
2016,British Columbia,Males,15 to 24 years,Total Aboriginal identity,59,52.1
2016,British Columbia,Males,15 to 24 years,First Nations (North American Indian),59,49.1
2016,British Columbia,Males,15 to 24 years,Inuk (Inuit),59,56.0
2016,British Columbia,Males,15 to 24 years,Non-Aboriginal identity,59,67.5
2016,British Columbia,Males,25 to 64 years,"Total, all persons",59,86.2
2016,British Columbia,Males,25 to 64 years,Non immigrants,59,84.8
2016,British Columbia,Males,25 to 64 years,Immigrants,59,88.5
2016,British Columbia,Males,25 to 64 years,Non-permanent residents,59,95.1
2016,British Columbia,Males,25 to 64 years,Total visible minority population,59,89.0
2016,British Columbia,Males,25 to 64 years,Not a visible minority,59,85.1
2016,British Columbia,Males,25 to 64 years,Total Aboriginal identity,59,65.7
2016,British Columbia,Males,25 to 64 years,First Nations (North American Indian),59,61.2
2016,British Columbia,Males,25 to 64 years,Inuk (Inuit),59,73.8
2016,British Columbia,Males,25 to 64 years,Non-Aboriginal identity,59,87.3
2016,British Columbia,Males,65 to 74 years,"Total, all persons",59,78.5
2016,British Columbia,Males,65 to 74 years,Non immigrants,59,76.9
2016,British Columbia,Males,65 to 74 years,Immigrants,59,81.1
2016,British Columbia,Males,65 to 74 years,Non-permanent residents,59,72.6
2016,British Columbia,Males,65 to 74 years,Total visible minority population,59,75.8
2016,British Columbia,Males,65 to 74 years,Not a visible minority,59,79.1
2016,British Columbia,Males,65 to 74 years,Total Aboriginal identity,59,55.0
2016,British Columbia,Males,65 to 74 years,First Nations (North American Indian),59,50.1
2016,British Columbia,Males,65 to 74 years,Inuk (Inuit),59,40.0
2016,British Columbia,Males,65 to 74 years,Non-Aboriginal identity,59,79.2
2016,British Columbia,Males,75 years and over,"Total, all persons",59,63.0
2016,British Columbia,Males,75 years and over,Non immigrants,59,59.5
2016,British Columbia,Males,75 years and over,Immigrants,59,67.0
2016,British Columbia,Males,75 years and over,Non-permanent residents,59,64.5
2016,British Columbia,Males,75 years and over,Total visible minority population,59,63.1
2016,British Columbia,Males,75 years and over,Not a visible minority,59,63.0
2016,British Columbia,Males,75 years and over,Total Aboriginal identity,59,31.4
2016,British Columbia,Males,75 years and over,First Nations (North American Indian),59,24.1
2016,British Columbia,Males,75 years and over,Inuk (Inuit),59,0.0
2016,British Columbia,Males,75 years and over,Non-Aboriginal identity,59,63.6
2016,British Columbia,Females,"Total, persons aged 15 years and over","Total, all persons",59,83.3
2016,British Columbia,Females,"Total, persons aged 15 years and over",Non immigrants,59,83.5
2016,British Columbia,Females,"Total, persons aged 15 years and over",Immigrants,59,82.7
2016,British Columbia,Females,"Total, persons aged 15 years and over",Non-permanent residents,59,88.9
2016,British Columbia,Females,"Total, persons aged 15 years and over",Total visible minority population,59,82.0
2016,British Columbia,Females,"Total, persons aged 15 years and over",Not a visible minority,59,83.9
2016,British Columbia,Females,"Total, persons aged 15 years and over",Total Aboriginal identity,59,68.8
2016,British Columbia,Females,"Total, persons aged 15 years and over",First Nations (North American Indian),59,64.6
2016,British Columbia,Females,"Total, persons aged 15 years and over",Inuk (Inuit),59,66.1
2016,British Columbia,Females,"Total, persons aged 15 years and over",Non-Aboriginal identity,59,84.2
2016,British Columbia,Females,15 to 24 years,"Total, all persons",59,68.5
2016,British Columbia,Females,15 to 24 years,Non immigrants,59,66.4
2016,British Columbia,Females,15 to 24 years,Immigrants,59,73.6
2016,British Columbia,Females,15 to 24 years,Non-permanent residents,59,80.5
2016,British Columbia,Females,15 to 24 years,Total visible minority population,59,71.8
2016,British Columbia,Females,15 to 24 years,Not a visible minority,59,66.4
2016,British Columbia,Females,15 to 24 years,Total Aboriginal identity,59,56.2
2016,British Columbia,Females,15 to 24 years,First Nations (North American Indian),59,53.1
2016,British Columbia,Females,15 to 24 years,Inuk (Inuit),59,50.0
2016,British Columbia,Females,15 to 24 years,Non-Aboriginal identity,59,69.6
2016,British Columbia,Females,25 to 64 years,"Total, all persons",59,90.0
2016,British Columbia,Females,25 to 64 years,Non immigrants,59,90.2
2016,British Columbia,Females,25 to 64 years,Immigrants,59,89.2
2016,British Columbia,Females,25 to 64 years,Non-permanent residents,59,95.1
2016,British Columbia,Females,25 to 64 years,Total visible minority population,59,89.2
2016,British Columbia,Females,25 to 64 years,Not a visible minority,59,90.3
2016,British Columbia,Females,25 to 64 years,Total Aboriginal identity,59,75.2
2016,British Columbia,Females,25 to 64 years,First Nations (North American Indian),59,70.8
2016,British Columbia,Females,25 to 64 years,Inuk (Inuit),59,69.3
2016,British Columbia,Females,25 to 64 years,Non-Aboriginal identity,59,90.9
2016,British Columbia,Females,65 to 74 years,"Total, all persons",59,79.0
2016,British Columbia,Females,65 to 74 years,Non immigrants,59,81.1
2016,British Columbia,Females,65 to 74 years,Immigrants,59,75.9
2016,British Columbia,Females,65 to 74 years,Non-permanent residents,59,67.2
2016,British Columbia,Females,65 to 74 years,Total visible minority population,59,66.8
2016,British Columbia,Females,65 to 74 years,Not a visible minority,59,82.1
2016,British Columbia,Females,65 to 74 years,Total Aboriginal identity,59,59.4
2016,British Columbia,Females,65 to 74 years,First Nations (North American Indian),59,54.6
2016,British Columbia,Females,65 to 74 years,Inuk (Inuit),59,60.0
2016,British Columbia,Females,65 to 74 years,Non-Aboriginal identity,59,79.6
2016,British Columbia,Females,75 years and over,"Total, all persons",59,61.8
2016,British Columbia,Females,75 years and over,Non immigrants,59,65.0
2016,British Columbia,Females,75 years and over,Immigrants,59,57.8
2016,British Columbia,Females,75 years and over,Non-permanent residents,59,57.1
2016,British Columbia,Females,75 years and over,Total visible minority population,59,45.8
2016,British Columbia,Females,75 years and over,Not a visible minority,59,65.9
2016,British Columbia,Females,75 years and over,Total Aboriginal identity,59,37.4
2016,British Columbia,Females,75 years and over,First Nations (North American Indian),59,33.1
2016,British Columbia,Females,75 years and over,Inuk (Inuit),59,150.0
2016,British Columbia,Females,75 years and over,Non-Aboriginal identity,59,62.3
2016,Yukon,Both sexes,"Total, persons aged 15 years and over","Total, all persons",60,79.2
2016,Yukon,Both sexes,"Total, persons aged 15 years and over",Non immigrants,60,77.1
2016,Yukon,Both sexes,"Total, persons aged 15 years and over",Immigrants,60,89.7
2016,Yukon,Both sexes,"Total, persons aged 15 years and over",Non-permanent residents,60,94.0
2016,Yukon,Both sexes,"Total, persons aged 15 years and over",Total visible minority population,60,86.0
2016,Yukon,Both sexes,"Total, persons aged 15 years and over",Not a visible minority,60,78.6
2016,Yukon,Both sexes,"Total, persons aged 15 years and over",Total Aboriginal identity,60,60.1
2016,Yukon,Both sexes,"Total, persons aged 15 years and over",First Nations (North American Indian),60,58.2
2016,Yukon,Both sexes,"Total, persons aged 15 years and over",Inuk (Inuit),60,55.9
2016,Yukon,Both sexes,"Total, persons aged 15 years and over",Non-Aboriginal identity,60,84.5
2016,Yukon,Both sexes,15 to 24 years,"Total, all persons",60,57.7
2016,Yukon,Both sexes,15 to 24 years,Non immigrants,60,57.0
2016,Yukon,Both sexes,15 to 24 years,Immigrants,60,58.7
2016,Yukon,Both sexes,15 to 24 years,Non-permanent residents,60,81.3
2016,Yukon,Both sexes,15 to 24 years,Total visible minority population,60,58.2
2016,Yukon,Both sexes,15 to 24 years,Not a visible minority,60,57.5
2016,Yukon,Both sexes,15 to 24 years,Total Aboriginal identity,60,44.8
2016,Yukon,Both sexes,15 to 24 years,First Nations (North American Indian),60,45.8
2016,Yukon,Both sexes,15 to 24 years,Inuk (Inuit),60,21.4
2016,Yukon,Both sexes,15 to 24 years,Non-Aboriginal identity,60,64.0
2016,Yukon,Both sexes,25 to 64 years,"Total, all persons",60,84.8
2016,Yukon,Both sexes,25 to 64 years,Non immigrants,60,83.1
2016,Yukon,Both sexes,25 to 64 years,Immigrants,60,94.2
2016,Yukon,Both sexes,25 to 64 years,Non-permanent residents,60,95.5
2016,Yukon,Both sexes,25 to 64 years,Total visible minority population,60,93.5
2016,Yukon,Both sexes,25 to 64 years,Not a visible minority,60,84.1
2016,Yukon,Both sexes,25 to 64 years,Total Aboriginal identity,60,66.6
2016,Yukon,Both sexes,25 to 64 years,First Nations (North American Indian),60,64.3
2016,Yukon,Both sexes,25 to 64 years,Inuk (Inuit),60,75.0
2016,Yukon,Both sexes,25 to 64 years,Non-Aboriginal identity,60,89.7
2016,Yukon,Both sexes,65 to 74 years,"Total, all persons",60,75.3
2016,Yukon,Both sexes,65 to 74 years,Non immigrants,60,71.9
2016,Yukon,Both sexes,65 to 74 years,Immigrants,60,87.5
2016,Yukon,Both sexes,65 to 74 years,Non-permanent residents,60,0.0
2016,Yukon,Both sexes,65 to 74 years,Total visible minority population,60,90.0
2016,Yukon,Both sexes,65 to 74 years,Not a visible minority,60,74.9
2016,Yukon,Both sexes,65 to 74 years,Total Aboriginal identity,60,57.0
2016,Yukon,Both sexes,65 to 74 years,First Nations (North American Indian),60,56.3
2016,Yukon,Both sexes,65 to 74 years,Inuk (Inuit),60,0.0
2016,Yukon,Both sexes,65 to 74 years,Non-Aboriginal identity,60,78.7
2016,Yukon,Both sexes,75 years and over,"Total, all persons",60,56.0
2016,Yukon,Both sexes,75 years and over,Non immigrants,60,48.3
2016,Yukon,Both sexes,75 years and over,Immigrants,60,82.7
2016,Yukon,Both sexes,75 years and over,Non-permanent residents,60,100.0
2016,Yukon,Both sexes,75 years and over,Total visible minority population,60,62.5
2016,Yukon,Both sexes,75 years and over,Not a visible minority,60,56.0
2016,Yukon,Both sexes,75 years and over,Total Aboriginal identity,60,20.9
2016,Yukon,Both sexes,75 years and over,First Nations (North American Indian),60,19.5
2016,Yukon,Both sexes,75 years and over,Inuk (Inuit),60,0.0
2016,Yukon,Both sexes,75 years and over,Non-Aboriginal identity,60,64.0
2016,Yukon,Males,"Total, persons aged 15 years and over","Total, all persons",60,75.8
2016,Yukon,Males,"Total, persons aged 15 years and over",Non immigrants,60,73.1
2016,Yukon,Males,"Total, persons aged 15 years and over",Immigrants,60,90.2
2016,Yukon,Males,"Total, persons aged 15 years and over",Non-permanent residents,60,95.9
2016,Yukon,Males,"Total, persons aged 15 years and over",Total visible minority population,60,86.7
2016,Yukon,Males,"Total, persons aged 15 years and over",Not a visible minority,60,75.0
2016,Yukon,Males,"Total, persons aged 15 years and over",Total Aboriginal identity,60,55.6
2016,Yukon,Males,"Total, persons aged 15 years and over",First Nations (North American Indian),60,53.3
2016,Yukon,Males,"Total, persons aged 15 years and over",Inuk (Inuit),60,77.8
2016,Yukon,Males,"Total, persons aged 15 years and over",Non-Aboriginal identity,60,81.0
2016,Yukon,Males,15 to 24 years,"Total, all persons",60,60.5
2016,Yukon,Males,15 to 24 years,Non immigrants,60,58.8
2016,Yukon,Males,15 to 24 years,Immigrants,60,66.7
2016,Yukon,Males,15 to 24 years,Non-permanent residents,60,92.3
2016,Yukon,Males,15 to 24 years,Total visible minority population,60,65.9
2016,Yukon,Males,15 to 24 years,Not a visible minority,60,59.9
2016,Yukon,Males,15 to 24 years,Total Aboriginal identity,60,49.2
2016,Yukon,Males,15 to 24 years,First Nations (North American Indian),60,50.0
2016,Yukon,Males,15 to 24 years,Inuk (Inuit),60,50.0
2016,Yukon,Males,15 to 24 years,Non-Aboriginal identity,60,65.7
2016,Yukon,Males,25 to 64 years,"Total, all persons",60,80.5
2016,Yukon,Males,25 to 64 years,Non immigrants,60,78.1
2016,Yukon,Males,25 to 64 years,Immigrants,60,93.9
2016,Yukon,Males,25 to 64 years,Non-permanent residents,60,97.1
2016,Yukon,Males,25 to 64 years,Total visible minority population,60,92.6
2016,Yukon,Males,25 to 64 years,Not a visible minority,60,79.6
2016,Yukon,Males,25 to 64 years,Total Aboriginal identity,60,60.0
2016,Yukon,Males,25 to 64 years,First Nations (North American Indian),60,57.8
2016,Yukon,Males,25 to 64 years,Inuk (Inuit),60,83.3
2016,Yukon,Males,25 to 64 years,Non-Aboriginal identity,60,85.6
2016,Yukon,Males,65 to 74 years,"Total, all persons",60,72.1
2016,Yukon,Males,65 to 74 years,Non immigrants,60,69.3
2016,Yukon,Males,65 to 74 years,Immigrants,60,85.2
2016,Yukon,Males,65 to 74 years,Non-permanent residents,60,0.0
2016,Yukon,Males,65 to 74 years,Total visible minority population,60,100.0
2016,Yukon,Males,65 to 74 years,Not a visible minority,60,71.8
2016,Yukon,Males,65 to 74 years,Total Aboriginal identity,60,43.6
2016,Yukon,Males,65 to 74 years,First Nations (North American Indian),60,42.4
2016,Yukon,Males,65 to 74 years,Inuk (Inuit),60,0.0
2016,Yukon,Males,65 to 74 years,Non-Aboriginal identity,60,76.3
2016,Yukon,Males,75 years and over,"Total, all persons",60,54.0
2016,Yukon,Males,75 years and over,Non immigrants,60,44.9
2016,Yukon,Males,75 years and over,Immigrants,60,83.3
2016,Yukon,Males,75 years and over,Non-permanent residents,60,0.0
2016,Yukon,Males,75 years and over,Total visible minority population,60,100.0
2016,Yukon,Males,75 years and over,Not a visible minority,60,52.7
2016,Yukon,Males,75 years and over,Total Aboriginal identity,60,13.3
2016,Yukon,Males,75 years and over,First Nations (North American Indian),60,13.3
2016,Yukon,Males,75 years and over,Inuk (Inuit),60,0.0
2016,Yukon,Males,75 years and over,Non-Aboriginal identity,60,59.6
2016,Yukon,Females,"Total, persons aged 15 years and over","Total, all persons",60,82.5
2016,Yukon,Females,"Total, persons aged 15 years and over",Non immigrants,60,81.1
2016,Yukon,Females,"Total, persons aged 15 years and over",Immigrants,60,89.5
2016,Yukon,Females,"Total, persons aged 15 years and over",Non-permanent residents,60,91.4
2016,Yukon,Females,"Total, persons aged 15 years and over",Total visible minority population,60,85.8
2016,Yukon,Females,"Total, persons aged 15 years and over",Not a visible minority,60,82.2
2016,Yukon,Females,"Total, persons aged 15 years and over",Total Aboriginal identity,60,64.1
2016,Yukon,Females,"Total, persons aged 15 years and over",First Nations (North American Indian),60,62.7
2016,Yukon,Females,"Total, persons aged 15 years and over",Inuk (Inuit),60,48.0
2016,Yukon,Females,"Total, persons aged 15 years and over",Non-Aboriginal identity,60,88.0
2016,Yukon,Females,15 to 24 years,"Total, all persons",60,54.9
2016,Yukon,Females,15 to 24 years,Non immigrants,60,54.8
2016,Yukon,Females,15 to 24 years,Immigrants,60,53.8
2016,Yukon,Females,15 to 24 years,Non-permanent residents,60,0.0
2016,Yukon,Females,15 to 24 years,Total visible minority population,60,52.2
2016,Yukon,Females,15 to 24 years,Not a visible minority,60,55.2
2016,Yukon,Females,15 to 24 years,Total Aboriginal identity,60,40.7
2016,Yukon,Females,15 to 24 years,First Nations (North American Indian),60,41.7
2016,Yukon,Females,15 to 24 years,Inuk (Inuit),60,20.0
2016,Yukon,Females,15 to 24 years,Non-Aboriginal identity,60,61.9
2016,Yukon,Females,25 to 64 years,"Total, all persons",60,88.8
2016,Yukon,Females,25 to 64 years,Non immigrants,60,87.8
2016,Yukon,Females,25 to 64 years,Immigrants,60,94.4
2016,Yukon,Females,25 to 64 years,Non-permanent residents,60,93.5
2016,Yukon,Females,25 to 64 years,Total visible minority population,60,94.2
2016,Yukon,Females,25 to 64 years,Not a visible minority,60,88.4
2016,Yukon,Females,25 to 64 years,Total Aboriginal identity,60,72.1
2016,Yukon,Females,25 to 64 years,First Nations (North American Indian),60,70.4
2016,Yukon,Females,25 to 64 years,Inuk (Inuit),60,71.4
2016,Yukon,Females,25 to 64 years,Non-Aboriginal identity,60,93.6
2016,Yukon,Females,65 to 74 years,"Total, all persons",60,79.3
2016,Yukon,Females,65 to 74 years,Non immigrants,60,76.5
2016,Yukon,Females,65 to 74 years,Immigrants,60,89.8
2016,Yukon,Females,65 to 74 years,Non-permanent residents,60,0.0
2016,Yukon,Females,65 to 74 years,Total visible minority population,60,78.6
2016,Yukon,Females,65 to 74 years,Not a visible minority,60,78.6
2016,Yukon,Females,65 to 74 years,Total Aboriginal identity,60,66.0
2016,Yukon,Females,65 to 74 years,First Nations (North American Indian),60,66.7
2016,Yukon,Females,65 to 74 years,Inuk (Inuit),60,0.0
2016,Yukon,Females,65 to 74 years,Non-Aboriginal identity,60,81.8
2016,Yukon,Females,75 years and over,"Total, all persons",60,58.5
2016,Yukon,Females,75 years and over,Non immigrants,60,51.7
2016,Yukon,Females,75 years and over,Immigrants,60,78.6
2016,Yukon,Females,75 years and over,Non-permanent residents,60,0.0
2016,Yukon,Females,75 years and over,Total visible minority population,60,50.0
2016,Yukon,Females,75 years and over,Not a visible minority,60,59.8
2016,Yukon,Females,75 years and over,Total Aboriginal identity,60,25.0
2016,Yukon,Females,75 years and over,First Nations (North American Indian),60,23.1
2016,Yukon,Females,75 years and over,Inuk (Inuit),60,0.0
2016,Yukon,Females,75 years and over,Non-Aboriginal identity,60,69.2
2016,Northwest Territories,Both sexes,"Total, persons aged 15 years and over","Total, all persons",61,67.0
2016,Northwest Territories,Both sexes,"Total, persons aged 15 years and over",Non immigrants,61,64.1
2016,Northwest Territories,Both sexes,"Total, persons aged 15 years and over",Immigrants,61,88.2
2016,Northwest Territories,Both sexes,"Total, persons aged 15 years and over",Non-permanent residents,61,96.5
2016,Northwest Territories,Both sexes,"Total, persons aged 15 years and over",Total visible minority population,61,86.7
2016,Northwest Territories,Both sexes,"Total, persons aged 15 years and over",Not a visible minority,61,64.9
2016,Northwest Territories,Both sexes,"Total, persons aged 15 years and over",Total Aboriginal identity,61,45.9
2016,Northwest Territories,Both sexes,"Total, persons aged 15 years and over",First Nations (North American Indian),61,41.9
2016,Northwest Territories,Both sexes,"Total, persons aged 15 years and over",Inuk (Inuit),61,42.8
2016,Northwest Territories,Both sexes,"Total, persons aged 15 years and over",Non-Aboriginal identity,61,86.6
2016,Northwest Territories,Both sexes,15 to 24 years,"Total, all persons",61,49.9
2016,Northwest Territories,Both sexes,15 to 24 years,Non immigrants,61,48.9
2016,Northwest Territories,Both sexes,15 to 24 years,Immigrants,61,64.5
2016,Northwest Territories,Both sexes,15 to 24 years,Non-permanent residents,61,100.0
2016,Northwest Territories,Both sexes,15 to 24 years,Total visible minority population,61,64.1
2016,Northwest Territories,Both sexes,15 to 24 years,Not a visible minority,61,48.8
2016,Northwest Territories,Both sexes,15 to 24 years,Total Aboriginal identity,61,40.0
2016,Northwest Territories,Both sexes,15 to 24 years,First Nations (North American Indian),61,39.4
2016,Northwest Territories,Both sexes,15 to 24 years,Inuk (Inuit),61,36.5
2016,Northwest Territories,Both sexes,15 to 24 years,Non-Aboriginal identity,61,66.5
2016,Northwest Territories,Both sexes,25 to 64 years,"Total, all persons",61,73.1
2016,Northwest Territories,Both sexes,25 to 64 years,Non immigrants,61,70.3
2016,Northwest Territories,Both sexes,25 to 64 years,Immigrants,61,92.3
2016,Northwest Territories,Both sexes,25 to 64 years,Non-permanent residents,61,97.9
2016,Northwest Territories,Both sexes,25 to 64 years,Total visible minority population,61,92.2
2016,Northwest Territories,Both sexes,25 to 64 years,Not a visible minority,61,71.0
2016,Northwest Territories,Both sexes,25 to 64 years,Total Aboriginal identity,61,50.6
2016,Northwest Territories,Both sexes,25 to 64 years,First Nations (North American Indian),61,46.1
2016,Northwest Territories,Both sexes,25 to 64 years,Inuk (Inuit),61,46.6
2016,Northwest Territories,Both sexes,25 to 64 years,Non-Aboriginal identity,61,90.7
2016,Northwest Territories,Both sexes,65 to 74 years,"Total, all persons",61,59.5
2016,Northwest Territories,Both sexes,65 to 74 years,Non immigrants,61,54.6
2016,Northwest Territories,Both sexes,65 to 74 years,Immigrants,61,81.9
2016,Northwest Territories,Both sexes,65 to 74 years,Non-permanent residents,61,100.0
2016,Northwest Territories,Both sexes,65 to 74 years,Total visible minority population,61,84.4
2016,Northwest Territories,Both sexes,65 to 74 years,Not a visible minority,61,57.6
2016,Northwest Territories,Both sexes,65 to 74 years,Total Aboriginal identity,61,37.9
2016,Northwest Territories,Both sexes,65 to 74 years,First Nations (North American Indian),61,31.7
2016,Northwest Territories,Both sexes,65 to 74 years,Inuk (Inuit),61,35.3
2016,Northwest Territories,Both sexes,65 to 74 years,Non-Aboriginal identity,61,81.0
2016,Northwest Territories,Both sexes,75 years and over,"Total, all persons",61,31.0
2016,Northwest Territories,Both sexes,75 years and over,Non immigrants,61,24.5
2016,Northwest Territories,Both sexes,75 years and over,Immigrants,61,78.3
2016,Northwest Territories,Both sexes,75 years and over,Non-permanent residents,61,0.0
2016,Northwest Territories,Both sexes,75 years and over,Total visible minority population,61,77.8
2016,Northwest Territories,Both sexes,75 years and over,Not a visible minority,61,29.1
2016,Northwest Territories,Both sexes,75 years and over,Total Aboriginal identity,61,13.2
2016,Northwest Territories,Both sexes,75 years and over,First Nations (North American Indian),61,9.4
2016,Northwest Territories,Both sexes,75 years and over,Inuk (Inuit),61,14.3
2016,Northwest Territories,Both sexes,75 years and over,Non-Aboriginal identity,61,66.7
2016,Northwest Territories,Males,"Total, persons aged 15 years and over","Total, all persons",61,64.2
2016,Northwest Territories,Males,"Total, persons aged 15 years and over",Non immigrants,61,60.8
2016,Northwest Territories,Males,"Total, persons aged 15 years and over",Immigrants,61,89.6
