Year,Geography,GeoCode,Economic family type,Value
2019,"Winnipeg, Manitoba",,Elderly couples,65600.0
2020,"Winnipeg, Manitoba",,Elderly couples,67500.0
2015,"Winnipeg, Manitoba",,Other elderly families,82900.0
2016,"Winnipeg, Manitoba",,Other elderly families,76300.0
2017,"Winnipeg, Manitoba",,Other elderly families,75700.0
2018,"Winnipeg, Manitoba",,Other elderly families,79400.0
2019,"Winnipeg, Manitoba",,Other elderly families,74900.0
2020,"Winnipeg, Manitoba",,Other elderly families,85100.0
2015,"Winnipeg, Manitoba",,Non-elderly families,87000.0
2016,"Winnipeg, Manitoba",,Non-elderly families,85600.0
2017,"Winnipeg, Manitoba",,Non-elderly families,90500.0
2018,"Winnipeg, Manitoba",,Non-elderly families,87600.0
2019,"Winnipeg, Manitoba",,Non-elderly families,85600.0
2020,"Winnipeg, Manitoba",,Non-elderly families,96000.0
2015,"Winnipeg, Manitoba",,Couples,79700.0
2016,"Winnipeg, Manitoba",,Couples,75600.0
2017,"Winnipeg, Manitoba",,Couples,83000.0
2018,"Winnipeg, Manitoba",,Couples,79000.0
2019,"Winnipeg, Manitoba",,Couples,79900.0
2020,"Winnipeg, Manitoba",,Couples,84400.0
2015,"Winnipeg, Manitoba",,Couples with children,93800.0
2016,"Winnipeg, Manitoba",,Couples with children,94900.0
2017,"Winnipeg, Manitoba",,Couples with children,94900.0
2018,"Winnipeg, Manitoba",,Couples with children,97100.0
2019,"Winnipeg, Manitoba",,Couples with children,85900.0
2020,"Winnipeg, Manitoba",,Couples with children,109200.0
2015,"Winnipeg, Manitoba",,Couples with other relatives,127700.0
2016,"Winnipeg, Manitoba",,Couples with other relatives,124600.0
2017,"Winnipeg, Manitoba",,Couples with other relatives,133600.0
2018,"Winnipeg, Manitoba",,Couples with other relatives,121300.0
2019,"Winnipeg, Manitoba",,Couples with other relatives,142700.0
2020,"Winnipeg, Manitoba",,Couples with other relatives,135500.0
2015,"Winnipeg, Manitoba",,Lone-parent families,43000.0
2016,"Winnipeg, Manitoba",,Lone-parent families,46700.0
2017,"Winnipeg, Manitoba",,Lone-parent families,50900.0
2018,"Winnipeg, Manitoba",,Lone-parent families,45400.0
2019,"Winnipeg, Manitoba",,Lone-parent families,45300.0
2020,"Winnipeg, Manitoba",,Lone-parent families,58600.0
2015,"Winnipeg, Manitoba",,Male lone-parent families,
2016,"Winnipeg, Manitoba",,Male lone-parent families,
2017,"Winnipeg, Manitoba",,Male lone-parent families,66700.0
2018,"Winnipeg, Manitoba",,Male lone-parent families,
2019,"Winnipeg, Manitoba",,Male lone-parent families,
2020,"Winnipeg, Manitoba",,Male lone-parent families,58600.0
2015,"Winnipeg, Manitoba",,Female lone-parent families,40600.0
2016,"Winnipeg, Manitoba",,Female lone-parent families,42700.0
2017,"Winnipeg, Manitoba",,Female lone-parent families,45500.0
2018,"Winnipeg, Manitoba",,Female lone-parent families,44300.0
2019,"Winnipeg, Manitoba",,Female lone-parent families,38900.0
2020,"Winnipeg, Manitoba",,Female lone-parent families,57800.0
2015,"Winnipeg, Manitoba",,Other non-elderly families,70100.0
2016,"Winnipeg, Manitoba",,Other non-elderly families,70100.0
2017,"Winnipeg, Manitoba",,Other non-elderly families,75300.0
2018,"Winnipeg, Manitoba",,Other non-elderly families,73400.0
2019,"Winnipeg, Manitoba",,Other non-elderly families,68800.0
2020,"Winnipeg, Manitoba",,Other non-elderly families,71400.0
2015,"Winnipeg, Manitoba",,Persons not in an economic family,33300.0
2016,"Winnipeg, Manitoba",,Persons not in an economic family,33600.0
2017,"Winnipeg, Manitoba",,Persons not in an economic family,30900.0
2018,"Winnipeg, Manitoba",,Persons not in an economic family,34800.0
2019,"Winnipeg, Manitoba",,Persons not in an economic family,31800.0
2020,"Winnipeg, Manitoba",,Persons not in an economic family,34100.0
2015,"Winnipeg, Manitoba",,Elderly persons not in an economic family,31600.0
2016,"Winnipeg, Manitoba",,Elderly persons not in an economic family,35400.0
2017,"Winnipeg, Manitoba",,Elderly persons not in an economic family,31000.0
2018,"Winnipeg, Manitoba",,Elderly persons not in an economic family,35100.0
2019,"Winnipeg, Manitoba",,Elderly persons not in an economic family,29300.0
2020,"Winnipeg, Manitoba",,Elderly persons not in an economic family,36200.0
2015,"Winnipeg, Manitoba",,Elderly males not in an economic family,37500.0
2016,"Winnipeg, Manitoba",,Elderly males not in an economic family,39200.0
2017,"Winnipeg, Manitoba",,Elderly males not in an economic family,33200.0
2018,"Winnipeg, Manitoba",,Elderly males not in an economic family,35400.0
2019,"Winnipeg, Manitoba",,Elderly males not in an economic family,26200.0
2020,"Winnipeg, Manitoba",,Elderly males not in an economic family,38900.0
2015,"Winnipeg, Manitoba",,Elderly females not in an economic family,28400.0
2016,"Winnipeg, Manitoba",,Elderly females not in an economic family,32300.0
2017,"Winnipeg, Manitoba",,Elderly females not in an economic family,31000.0
2018,"Winnipeg, Manitoba",,Elderly females not in an economic family,33400.0
2019,"Winnipeg, Manitoba",,Elderly females not in an economic family,32200.0
2020,"Winnipeg, Manitoba",,Elderly females not in an economic family,34400.0
2015,"Winnipeg, Manitoba",,Non-elderly persons not in an economic family,33900.0
2016,"Winnipeg, Manitoba",,Non-elderly persons not in an economic family,33100.0
2017,"Winnipeg, Manitoba",,Non-elderly persons not in an economic family,30900.0
2018,"Winnipeg, Manitoba",,Non-elderly persons not in an economic family,33900.0
2019,"Winnipeg, Manitoba",,Non-elderly persons not in an economic family,32500.0
2020,"Winnipeg, Manitoba",,Non-elderly persons not in an economic family,33300.0
2015,"Winnipeg, Manitoba",,Non-elderly males not in an economic family,35500.0
2016,"Winnipeg, Manitoba",,Non-elderly males not in an economic family,31800.0
2017,"Winnipeg, Manitoba",,Non-elderly males not in an economic family,31800.0
2018,"Winnipeg, Manitoba",,Non-elderly males not in an economic family,35300.0
2019,"Winnipeg, Manitoba",,Non-elderly males not in an economic family,32800.0
2020,"Winnipeg, Manitoba",,Non-elderly males not in an economic family,32900.0
2015,"Winnipeg, Manitoba",,Non-elderly females not in an economic family,32700.0
2016,"Winnipeg, Manitoba",,Non-elderly females not in an economic family,34900.0
2017,"Winnipeg, Manitoba",,Non-elderly females not in an economic family,29800.0
2018,"Winnipeg, Manitoba",,Non-elderly females not in an economic family,33200.0
2019,"Winnipeg, Manitoba",,Non-elderly females not in an economic family,31000.0
2020,"Winnipeg, Manitoba",,Non-elderly females not in an economic family,33500.0
2015,"Calgary, Alberta",,Economic families and persons not in an economic family,77400.0
2016,"Calgary, Alberta",,Economic families and persons not in an economic family,72500.0
2017,"Calgary, Alberta",,Economic families and persons not in an economic family,78500.0
2018,"Calgary, Alberta",,Economic families and persons not in an economic family,77300.0
2019,"Calgary, Alberta",,Economic families and persons not in an economic family,77400.0
2020,"Calgary, Alberta",,Economic families and persons not in an economic family,75800.0
2015,"Calgary, Alberta",,Economic families,106000.0
2016,"Calgary, Alberta",,Economic families,96800.0
2017,"Calgary, Alberta",,Economic families,105700.0
2018,"Calgary, Alberta",,Economic families,105100.0
2019,"Calgary, Alberta",,Economic families,109200.0
2020,"Calgary, Alberta",,Economic families,107400.0
2015,"Calgary, Alberta",,Elderly families,79900.0
2016,"Calgary, Alberta",,Elderly families,82800.0
2017,"Calgary, Alberta",,Elderly families,86800.0
2018,"Calgary, Alberta",,Elderly families,77600.0
2019,"Calgary, Alberta",,Elderly families,68100.0
2020,"Calgary, Alberta",,Elderly families,76400.0
2015,"Calgary, Alberta",,Elderly couples,79700.0
2016,"Calgary, Alberta",,Elderly couples,83300.0
2017,"Calgary, Alberta",,Elderly couples,75400.0
2018,"Calgary, Alberta",,Elderly couples,77500.0
2019,"Calgary, Alberta",,Elderly couples,70300.0
2020,"Calgary, Alberta",,Elderly couples,71300.0
2015,"Calgary, Alberta",,Other elderly families,
2016,"Calgary, Alberta",,Other elderly families,
2017,"Calgary, Alberta",,Other elderly families,
2018,"Calgary, Alberta",,Other elderly families,
2019,"Calgary, Alberta",,Other elderly families,
2020,"Calgary, Alberta",,Other elderly families,
2015,"Calgary, Alberta",,Non-elderly families,108200.0
2016,"Calgary, Alberta",,Non-elderly families,97700.0
2017,"Calgary, Alberta",,Non-elderly families,107900.0
2018,"Calgary, Alberta",,Non-elderly families,109600.0
2019,"Calgary, Alberta",,Non-elderly families,114800.0
2020,"Calgary, Alberta",,Non-elderly families,112200.0
2015,"Calgary, Alberta",,Couples,116900.0
2016,"Calgary, Alberta",,Couples,80700.0
2017,"Calgary, Alberta",,Couples,105700.0
2018,"Calgary, Alberta",,Couples,97400.0
2019,"Calgary, Alberta",,Couples,97900.0
2020,"Calgary, Alberta",,Couples,95100.0
2015,"Calgary, Alberta",,Couples with children,117800.0
2016,"Calgary, Alberta",,Couples with children,99300.0
2017,"Calgary, Alberta",,Couples with children,107900.0
2018,"Calgary, Alberta",,Couples with children,115700.0
2019,"Calgary, Alberta",,Couples with children,121400.0
2020,"Calgary, Alberta",,Couples with children,120400.0
2015,"Calgary, Alberta",,Couples with other relatives,142000.0
2016,"Calgary, Alberta",,Couples with other relatives,156300.0
2017,"Calgary, Alberta",,Couples with other relatives,143500.0
2018,"Calgary, Alberta",,Couples with other relatives,132700.0
2019,"Calgary, Alberta",,Couples with other relatives,157100.0
2020,"Calgary, Alberta",,Couples with other relatives,147000.0
2015,"Calgary, Alberta",,Lone-parent families,70500.0
2016,"Calgary, Alberta",,Lone-parent families,74300.0
2017,"Calgary, Alberta",,Lone-parent families,63600.0
2018,"Calgary, Alberta",,Lone-parent families,97200.0
2019,"Calgary, Alberta",,Lone-parent families,73900.0
2020,"Calgary, Alberta",,Lone-parent families,85100.0
2015,"Calgary, Alberta",,Male lone-parent families,
2016,"Calgary, Alberta",,Male lone-parent families,
2017,"Calgary, Alberta",,Male lone-parent families,
2018,"Calgary, Alberta",,Male lone-parent families,
2019,"Calgary, Alberta",,Male lone-parent families,
2020,"Calgary, Alberta",,Male lone-parent families,
2015,"Calgary, Alberta",,Female lone-parent families,70500.0
2016,"Calgary, Alberta",,Female lone-parent families,
2017,"Calgary, Alberta",,Female lone-parent families,55500.0
2018,"Calgary, Alberta",,Female lone-parent families,97200.0
2019,"Calgary, Alberta",,Female lone-parent families,69300.0
2020,"Calgary, Alberta",,Female lone-parent families,65100.0
2015,"Calgary, Alberta",,Other non-elderly families,72600.0
2016,"Calgary, Alberta",,Other non-elderly families,106200.0
2017,"Calgary, Alberta",,Other non-elderly families,91900.0
2018,"Calgary, Alberta",,Other non-elderly families,93000.0
2019,"Calgary, Alberta",,Other non-elderly families,87500.0
2020,"Calgary, Alberta",,Other non-elderly families,78500.0
2015,"Calgary, Alberta",,Persons not in an economic family,41700.0
2016,"Calgary, Alberta",,Persons not in an economic family,39100.0
2017,"Calgary, Alberta",,Persons not in an economic family,42000.0
2018,"Calgary, Alberta",,Persons not in an economic family,39300.0
2019,"Calgary, Alberta",,Persons not in an economic family,41400.0
2020,"Calgary, Alberta",,Persons not in an economic family,37800.0
2015,"Calgary, Alberta",,Elderly persons not in an economic family,35600.0
2016,"Calgary, Alberta",,Elderly persons not in an economic family,26900.0
2017,"Calgary, Alberta",,Elderly persons not in an economic family,33000.0
2018,"Calgary, Alberta",,Elderly persons not in an economic family,37700.0
2019,"Calgary, Alberta",,Elderly persons not in an economic family,31900.0
2020,"Calgary, Alberta",,Elderly persons not in an economic family,32900.0
2015,"Calgary, Alberta",,Elderly males not in an economic family,
2016,"Calgary, Alberta",,Elderly males not in an economic family,
2017,"Calgary, Alberta",,Elderly males not in an economic family,
2018,"Calgary, Alberta",,Elderly males not in an economic family,40700.0
2019,"Calgary, Alberta",,Elderly males not in an economic family,
2020,"Calgary, Alberta",,Elderly males not in an economic family,37400.0
2015,"Calgary, Alberta",,Elderly females not in an economic family,31000.0
2016,"Calgary, Alberta",,Elderly females not in an economic family,31300.0
2017,"Calgary, Alberta",,Elderly females not in an economic family,33100.0
2018,"Calgary, Alberta",,Elderly females not in an economic family,37700.0
2019,"Calgary, Alberta",,Elderly females not in an economic family,32000.0
2020,"Calgary, Alberta",,Elderly females not in an economic family,31600.0
2015,"Calgary, Alberta",,Non-elderly persons not in an economic family,42600.0
2016,"Calgary, Alberta",,Non-elderly persons not in an economic family,46600.0
2017,"Calgary, Alberta",,Non-elderly persons not in an economic family,44300.0
2018,"Calgary, Alberta",,Non-elderly persons not in an economic family,39300.0
2019,"Calgary, Alberta",,Non-elderly persons not in an economic family,46800.0
2020,"Calgary, Alberta",,Non-elderly persons not in an economic family,38700.0
2015,"Calgary, Alberta",,Non-elderly males not in an economic family,47000.0
2016,"Calgary, Alberta",,Non-elderly males not in an economic family,47500.0
2017,"Calgary, Alberta",,Non-elderly males not in an economic family,44300.0
2018,"Calgary, Alberta",,Non-elderly males not in an economic family,41000.0
2019,"Calgary, Alberta",,Non-elderly males not in an economic family,48900.0
2020,"Calgary, Alberta",,Non-elderly males not in an economic family,43200.0
2015,"Calgary, Alberta",,Non-elderly females not in an economic family,37600.0
2016,"Calgary, Alberta",,Non-elderly females not in an economic family,41700.0
2017,"Calgary, Alberta",,Non-elderly females not in an economic family,43100.0
2018,"Calgary, Alberta",,Non-elderly females not in an economic family,36200.0
2019,"Calgary, Alberta",,Non-elderly females not in an economic family,41400.0
2020,"Calgary, Alberta",,Non-elderly females not in an economic family,38500.0
2015,"Edmonton, Alberta",,Economic families and persons not in an economic family,82500.0
2016,"Edmonton, Alberta",,Economic families and persons not in an economic family,88700.0
2017,"Edmonton, Alberta",,Economic families and persons not in an economic family,74100.0
2018,"Edmonton, Alberta",,Economic families and persons not in an economic family,78900.0
2019,"Edmonton, Alberta",,Economic families and persons not in an economic family,76200.0
2020,"Edmonton, Alberta",,Economic families and persons not in an economic family,83500.0
2015,"Edmonton, Alberta",,Economic families,108900.0
2016,"Edmonton, Alberta",,Economic families,111200.0
2017,"Edmonton, Alberta",,Economic families,110800.0
2018,"Edmonton, Alberta",,Economic families,109300.0
2019,"Edmonton, Alberta",,Economic families,101800.0
2020,"Edmonton, Alberta",,Economic families,106900.0
2015,"Edmonton, Alberta",,Elderly families,77500.0
2016,"Edmonton, Alberta",,Elderly families,80600.0
2017,"Edmonton, Alberta",,Elderly families,80500.0
2018,"Edmonton, Alberta",,Elderly families,78700.0
2019,"Edmonton, Alberta",,Elderly families,76200.0
2020,"Edmonton, Alberta",,Elderly families,86700.0
2015,"Edmonton, Alberta",,Elderly couples,75100.0
2016,"Edmonton, Alberta",,Elderly couples,75300.0
2017,"Edmonton, Alberta",,Elderly couples,71700.0
2018,"Edmonton, Alberta",,Elderly couples,74700.0
2019,"Edmonton, Alberta",,Elderly couples,73800.0
2020,"Edmonton, Alberta",,Elderly couples,83900.0
2015,"Edmonton, Alberta",,Other elderly families,
2016,"Edmonton, Alberta",,Other elderly families,
2017,"Edmonton, Alberta",,Other elderly families,89900.0
2018,"Edmonton, Alberta",,Other elderly families,83700.0
2019,"Edmonton, Alberta",,Other elderly families,
2020,"Edmonton, Alberta",,Other elderly families,91300.0
2015,"Edmonton, Alberta",,Non-elderly families,112600.0
2016,"Edmonton, Alberta",,Non-elderly families,116300.0
2017,"Edmonton, Alberta",,Non-elderly families,116100.0
2018,"Edmonton, Alberta",,Non-elderly families,114500.0
2019,"Edmonton, Alberta",,Non-elderly families,114200.0
2020,"Edmonton, Alberta",,Non-elderly families,111800.0
2015,"Edmonton, Alberta",,Couples,108000.0
2016,"Edmonton, Alberta",,Couples,97900.0
2017,"Edmonton, Alberta",,Couples,97100.0
2018,"Edmonton, Alberta",,Couples,106100.0
2019,"Edmonton, Alberta",,Couples,98500.0
2020,"Edmonton, Alberta",,Couples,101300.0
2015,"Edmonton, Alberta",,Couples with children,110000.0
2016,"Edmonton, Alberta",,Couples with children,122700.0
2017,"Edmonton, Alberta",,Couples with children,121600.0
2018,"Edmonton, Alberta",,Couples with children,123800.0
2019,"Edmonton, Alberta",,Couples with children,121500.0
2020,"Edmonton, Alberta",,Couples with children,116000.0
2015,"Edmonton, Alberta",,Couples with other relatives,170400.0
2016,"Edmonton, Alberta",,Couples with other relatives,151600.0
2017,"Edmonton, Alberta",,Couples with other relatives,157200.0
2018,"Edmonton, Alberta",,Couples with other relatives,133400.0
2019,"Edmonton, Alberta",,Couples with other relatives,155700.0
2020,"Edmonton, Alberta",,Couples with other relatives,160000.0
2015,"Edmonton, Alberta",,Lone-parent families,49500.0
2016,"Edmonton, Alberta",,Lone-parent families,75400.0
2017,"Edmonton, Alberta",,Lone-parent families,62400.0
2018,"Edmonton, Alberta",,Lone-parent families,64900.0
2019,"Edmonton, Alberta",,Lone-parent families,64800.0
2020,"Edmonton, Alberta",,Lone-parent families,81500.0
2015,"Edmonton, Alberta",,Male lone-parent families,
2016,"Edmonton, Alberta",,Male lone-parent families,
2017,"Edmonton, Alberta",,Male lone-parent families,
2018,"Edmonton, Alberta",,Male lone-parent families,
2019,"Edmonton, Alberta",,Male lone-parent families,
2020,"Edmonton, Alberta",,Male lone-parent families,
2015,"Edmonton, Alberta",,Female lone-parent families,
2016,"Edmonton, Alberta",,Female lone-parent families,77200.0
2017,"Edmonton, Alberta",,Female lone-parent families,53200.0
2018,"Edmonton, Alberta",,Female lone-parent families,63300.0
2019,"Edmonton, Alberta",,Female lone-parent families,50400.0
2020,"Edmonton, Alberta",,Female lone-parent families,74100.0
2015,"Edmonton, Alberta",,Other non-elderly families,104800.0
2016,"Edmonton, Alberta",,Other non-elderly families,109300.0
2017,"Edmonton, Alberta",,Other non-elderly families,112000.0
2018,"Edmonton, Alberta",,Other non-elderly families,103700.0
2019,"Edmonton, Alberta",,Other non-elderly families,74900.0
2020,"Edmonton, Alberta",,Other non-elderly families,91200.0
2015,"Edmonton, Alberta",,Persons not in an economic family,43100.0
2016,"Edmonton, Alberta",,Persons not in an economic family,40700.0
2017,"Edmonton, Alberta",,Persons not in an economic family,37300.0
2018,"Edmonton, Alberta",,Persons not in an economic family,37400.0
2019,"Edmonton, Alberta",,Persons not in an economic family,37000.0
2020,"Edmonton, Alberta",,Persons not in an economic family,39700.0
2015,"Edmonton, Alberta",,Elderly persons not in an economic family,37800.0
2016,"Edmonton, Alberta",,Elderly persons not in an economic family,31600.0
2017,"Edmonton, Alberta",,Elderly persons not in an economic family,37500.0
2018,"Edmonton, Alberta",,Elderly persons not in an economic family,31400.0
2019,"Edmonton, Alberta",,Elderly persons not in an economic family,37300.0
2020,"Edmonton, Alberta",,Elderly persons not in an economic family,32400.0
2015,"Edmonton, Alberta",,Elderly males not in an economic family,
2016,"Edmonton, Alberta",,Elderly males not in an economic family,
2017,"Edmonton, Alberta",,Elderly males not in an economic family,43900.0
2018,"Edmonton, Alberta",,Elderly males not in an economic family,38600.0
2019,"Edmonton, Alberta",,Elderly males not in an economic family,
2020,"Edmonton, Alberta",,Elderly males not in an economic family,32700.0
2015,"Edmonton, Alberta",,Elderly females not in an economic family,37100.0
2016,"Edmonton, Alberta",,Elderly females not in an economic family,31700.0
2017,"Edmonton, Alberta",,Elderly females not in an economic family,36200.0
2018,"Edmonton, Alberta",,Elderly females not in an economic family,29000.0
2019,"Edmonton, Alberta",,Elderly females not in an economic family,38300.0
2020,"Edmonton, Alberta",,Elderly females not in an economic family,30700.0
2015,"Edmonton, Alberta",,Non-elderly persons not in an economic family,45700.0
2016,"Edmonton, Alberta",,Non-elderly persons not in an economic family,43400.0
2017,"Edmonton, Alberta",,Non-elderly persons not in an economic family,37200.0
2018,"Edmonton, Alberta",,Non-elderly persons not in an economic family,38700.0
2019,"Edmonton, Alberta",,Non-elderly persons not in an economic family,36600.0
2020,"Edmonton, Alberta",,Non-elderly persons not in an economic family,41000.0
2015,"Edmonton, Alberta",,Non-elderly males not in an economic family,47200.0
2016,"Edmonton, Alberta",,Non-elderly males not in an economic family,46700.0
2017,"Edmonton, Alberta",,Non-elderly males not in an economic family,43200.0
2018,"Edmonton, Alberta",,Non-elderly males not in an economic family,40300.0
2019,"Edmonton, Alberta",,Non-elderly males not in an economic family,36600.0
2020,"Edmonton, Alberta",,Non-elderly males not in an economic family,42000.0
2015,"Edmonton, Alberta",,Non-elderly females not in an economic family,41500.0
2016,"Edmonton, Alberta",,Non-elderly females not in an economic family,40600.0
2017,"Edmonton, Alberta",,Non-elderly females not in an economic family,34700.0
2018,"Edmonton, Alberta",,Non-elderly females not in an economic family,37200.0
2019,"Edmonton, Alberta",,Non-elderly females not in an economic family,36600.0
2020,"Edmonton, Alberta",,Non-elderly females not in an economic family,39700.0
2015,"Vancouver, British Columbia",,Economic families and persons not in an economic family,64100.0
2016,"Vancouver, British Columbia",,Economic families and persons not in an economic family,68100.0
2017,"Vancouver, British Columbia",,Economic families and persons not in an economic family,67100.0
2018,"Vancouver, British Columbia",,Economic families and persons not in an economic family,63500.0
2019,"Vancouver, British Columbia",,Economic families and persons not in an economic family,68000.0
2020,"Vancouver, British Columbia",,Economic families and persons not in an economic family,69600.0
2015,"Vancouver, British Columbia",,Economic families,96500.0
2016,"Vancouver, British Columbia",,Economic families,91400.0
2017,"Vancouver, British Columbia",,Economic families,91900.0
2018,"Vancouver, British Columbia",,Economic families,96100.0
2019,"Vancouver, British Columbia",,Economic families,94400.0
2020,"Vancouver, British Columbia",,Economic families,100300.0
2015,"Vancouver, British Columbia",,Elderly families,68400.0
2016,"Vancouver, British Columbia",,Elderly families,78400.0
2017,"Vancouver, British Columbia",,Elderly families,73200.0
2018,"Vancouver, British Columbia",,Elderly families,72800.0
2019,"Vancouver, British Columbia",,Elderly families,69900.0
2020,"Vancouver, British Columbia",,Elderly families,77700.0
2015,"Vancouver, British Columbia",,Elderly couples,69500.0
2016,"Vancouver, British Columbia",,Elderly couples,80200.0
2017,"Vancouver, British Columbia",,Elderly couples,76300.0
2018,"Vancouver, British Columbia",,Elderly couples,70100.0
2019,"Vancouver, British Columbia",,Elderly couples,70000.0
2020,"Vancouver, British Columbia",,Elderly couples,71600.0
2015,"Vancouver, British Columbia",,Other elderly families,
2016,"Vancouver, British Columbia",,Other elderly families,
2017,"Vancouver, British Columbia",,Other elderly families,66900.0
2018,"Vancouver, British Columbia",,Other elderly families,94500.0
2019,"Vancouver, British Columbia",,Other elderly families,65500.0
2020,"Vancouver, British Columbia",,Other elderly families,103100.0
2015,"Vancouver, British Columbia",,Non-elderly families,100900.0
2016,"Vancouver, British Columbia",,Non-elderly families,95200.0
2017,"Vancouver, British Columbia",,Non-elderly families,97700.0
2018,"Vancouver, British Columbia",,Non-elderly families,102200.0
2019,"Vancouver, British Columbia",,Non-elderly families,99000.0
2020,"Vancouver, British Columbia",,Non-elderly families,105600.0
2015,"Vancouver, British Columbia",,Couples,97400.0
2016,"Vancouver, British Columbia",,Couples,85000.0
2017,"Vancouver, British Columbia",,Couples,88700.0
2018,"Vancouver, British Columbia",,Couples,89800.0
2019,"Vancouver, British Columbia",,Couples,90500.0
2020,"Vancouver, British Columbia",,Couples,83100.0
2015,"Vancouver, British Columbia",,Couples with children,110800.0
2016,"Vancouver, British Columbia",,Couples with children,104200.0
2017,"Vancouver, British Columbia",,Couples with children,108400.0
2018,"Vancouver, British Columbia",,Couples with children,113700.0
2019,"Vancouver, British Columbia",,Couples with children,109600.0
2020,"Vancouver, British Columbia",,Couples with children,113800.0
2015,"Vancouver, British Columbia",,Couples with other relatives,131200.0
2016,"Vancouver, British Columbia",,Couples with other relatives,129400.0
2017,"Vancouver, British Columbia",,Couples with other relatives,133300.0
2018,"Vancouver, British Columbia",,Couples with other relatives,123800.0
2019,"Vancouver, British Columbia",,Couples with other relatives,137400.0
2020,"Vancouver, British Columbia",,Couples with other relatives,143800.0
2015,"Vancouver, British Columbia",,Lone-parent families,68900.0
2016,"Vancouver, British Columbia",,Lone-parent families,35200.0
2017,"Vancouver, British Columbia",,Lone-parent families,61700.0
2018,"Vancouver, British Columbia",,Lone-parent families,72700.0
2019,"Vancouver, British Columbia",,Lone-parent families,64500.0
2020,"Vancouver, British Columbia",,Lone-parent families,64800.0
2015,"Vancouver, British Columbia",,Male lone-parent families,
2016,"Vancouver, British Columbia",,Male lone-parent families,
2017,"Vancouver, British Columbia",,Male lone-parent families,
2018,"Vancouver, British Columbia",,Male lone-parent families,
2019,"Vancouver, British Columbia",,Male lone-parent families,
2020,"Vancouver, British Columbia",,Male lone-parent families,
2015,"Vancouver, British Columbia",,Female lone-parent families,56900.0
2016,"Vancouver, British Columbia",,Female lone-parent families,35100.0
2017,"Vancouver, British Columbia",,Female lone-parent families,59200.0
2018,"Vancouver, British Columbia",,Female lone-parent families,72700.0
2019,"Vancouver, British Columbia",,Female lone-parent families,67000.0
2020,"Vancouver, British Columbia",,Female lone-parent families,64800.0
2015,"Vancouver, British Columbia",,Other non-elderly families,66400.0
2016,"Vancouver, British Columbia",,Other non-elderly families,77600.0
2017,"Vancouver, British Columbia",,Other non-elderly families,70800.0
2018,"Vancouver, British Columbia",,Other non-elderly families,73700.0
2019,"Vancouver, British Columbia",,Other non-elderly families,90100.0
2020,"Vancouver, British Columbia",,Other non-elderly families,95000.0
2015,"Vancouver, British Columbia",,Persons not in an economic family,26800.0
2016,"Vancouver, British Columbia",,Persons not in an economic family,34400.0
2017,"Vancouver, British Columbia",,Persons not in an economic family,31400.0
2018,"Vancouver, British Columbia",,Persons not in an economic family,35300.0
2019,"Vancouver, British Columbia",,Persons not in an economic family,32400.0
2020,"Vancouver, British Columbia",,Persons not in an economic family,38100.0
2015,"Vancouver, British Columbia",,Elderly persons not in an economic family,26100.0
2016,"Vancouver, British Columbia",,Elderly persons not in an economic family,29500.0
2017,"Vancouver, British Columbia",,Elderly persons not in an economic family,31600.0
2018,"Vancouver, British Columbia",,Elderly persons not in an economic family,35800.0
2019,"Vancouver, British Columbia",,Elderly persons not in an economic family,36900.0
2020,"Vancouver, British Columbia",,Elderly persons not in an economic family,38400.0
2015,"Vancouver, British Columbia",,Elderly males not in an economic family,22400.0
2016,"Vancouver, British Columbia",,Elderly males not in an economic family,41400.0
2017,"Vancouver, British Columbia",,Elderly males not in an economic family,49200.0
2018,"Vancouver, British Columbia",,Elderly males not in an economic family,35300.0
2019,"Vancouver, British Columbia",,Elderly males not in an economic family,45900.0
2020,"Vancouver, British Columbia",,Elderly males not in an economic family,50800.0
2015,"Vancouver, British Columbia",,Elderly females not in an economic family,26900.0
2016,"Vancouver, British Columbia",,Elderly females not in an economic family,27000.0
2017,"Vancouver, British Columbia",,Elderly females not in an economic family,28800.0
2018,"Vancouver, British Columbia",,Elderly females not in an economic family,36400.0
2019,"Vancouver, British Columbia",,Elderly females not in an economic family,29600.0
2020,"Vancouver, British Columbia",,Elderly females not in an economic family,32600.0
2015,"Vancouver, British Columbia",,Non-elderly persons not in an economic family,27300.0
2016,"Vancouver, British Columbia",,Non-elderly persons not in an economic family,35300.0
2017,"Vancouver, British Columbia",,Non-elderly persons not in an economic family,31400.0
2018,"Vancouver, British Columbia",,Non-elderly persons not in an economic family,35300.0
2019,"Vancouver, British Columbia",,Non-elderly persons not in an economic family,32000.0
2020,"Vancouver, British Columbia",,Non-elderly persons not in an economic family,37700.0
2015,"Vancouver, British Columbia",,Non-elderly males not in an economic family,28000.0
2016,"Vancouver, British Columbia",,Non-elderly males not in an economic family,38700.0
2017,"Vancouver, British Columbia",,Non-elderly males not in an economic family,32500.0
2018,"Vancouver, British Columbia",,Non-elderly males not in an economic family,36100.0
2019,"Vancouver, British Columbia",,Non-elderly males not in an economic family,37800.0
2020,"Vancouver, British Columbia",,Non-elderly males not in an economic family,37700.0
2015,"Vancouver, British Columbia",,Non-elderly females not in an economic family,27300.0
2016,"Vancouver, British Columbia",,Non-elderly females not in an economic family,32900.0
2017,"Vancouver, British Columbia",,Non-elderly females not in an economic family,28900.0
