Year,Units,Geography,Core public infrastructure assets,Type of municipality by population size,Value
2018,Percentage,Newfoundland and Labrador,Wastewater,"Urban municipalities, population 1 to 4,999",36.36
2018,Percentage,Newfoundland and Labrador,Wastewater,"Urban municipalities, population 5,000 to 29,999",73.33
2018,Percentage,Newfoundland and Labrador,Wastewater,"Urban municipalities, population 30,000 or more",100.0
2018,Percentage,Newfoundland and Labrador,Wastewater,All rural municipalities,33.76
2018,Percentage,Newfoundland and Labrador,Wastewater,"Rural municipalities, population 1 to 4,999",33.33
2018,Percentage,Newfoundland and Labrador,Wastewater,"Rural municipalities, population 5,000 or more",66.67
2018,Percentage,Northwest Territories,Potable water,All municipalities,14.29
2018,Percentage,Northwest Territories,Potable water,All urban municipalities,25.0
2018,Percentage,Northwest Territories,Potable water,"Urban municipalities, population 1 to 4,999",33.33
2018,Percentage,Northwest Territories,Potable water,"Urban municipalities, population 5,000 to 29,999",0.0
2018,Percentage,Northwest Territories,Potable water,All rural municipalities,12.9
2018,Percentage,Northwest Territories,Potable water,"Rural municipalities, population 1 to 4,999",12.9
2018,Percentage,Northwest Territories,Solid waste,All municipalities,10.26
2018,Percentage,Northwest Territories,Solid waste,All urban municipalities,0.0
2018,Percentage,Northwest Territories,Solid waste,"Urban municipalities, population 1 to 4,999",0.0
2018,Percentage,Northwest Territories,Solid waste,"Urban municipalities, population 5,000 to 29,999",0.0
2018,Percentage,Northwest Territories,Solid waste,All rural municipalities,11.43
2018,Percentage,Northwest Territories,Solid waste,"Rural municipalities, population 1 to 4,999",11.43
2018,Percentage,Northwest Territories,Stormwater,All municipalities,25.0
2018,Percentage,Northwest Territories,Stormwater,All urban municipalities,33.33
2018,Percentage,Northwest Territories,Stormwater,"Urban municipalities, population 1 to 4,999",50.0
2018,Percentage,Northwest Territories,Stormwater,"Urban municipalities, population 5,000 to 29,999",0.0
2018,Percentage,Northwest Territories,Stormwater,All rural municipalities,0.0
2018,Percentage,Northwest Territories,Stormwater,"Rural municipalities, population 1 to 4,999",0.0
2018,Percentage,Northwest Territories,Wastewater,All municipalities,8.11
2018,Percentage,Northwest Territories,Wastewater,All urban municipalities,25.0
2018,Percentage,Northwest Territories,Wastewater,"Urban municipalities, population 1 to 4,999",33.33
2018,Percentage,Northwest Territories,Wastewater,"Urban municipalities, population 5,000 to 29,999",0.0
2018,Percentage,Northwest Territories,Wastewater,All rural municipalities,6.06
2018,Percentage,Northwest Territories,Wastewater,"Rural municipalities, population 1 to 4,999",6.06
2018,Percentage,Nova Scotia,Potable water,All municipalities,58.49
2018,Percentage,Nova Scotia,Potable water,All urban municipalities,46.43
2018,Percentage,Nova Scotia,Potable water,"Urban municipalities, population 1 to 4,999",52.38
2018,Percentage,Nova Scotia,Potable water,"Urban municipalities, population 5,000 to 29,999",33.33
2018,Percentage,Nova Scotia,Potable water,"Urban municipalities, population 30,000 or more",0.0
2018,Percentage,Nova Scotia,Potable water,All rural municipalities,72.0
2018,Percentage,Nova Scotia,Potable water,"Rural municipalities, population 1 to 4,999",65.0
2018,Percentage,Nova Scotia,Potable water,"Rural municipalities, population 5,000 or more",66.67
2018,Percentage,Nova Scotia,Solid waste,All municipalities,42.86
2018,Percentage,Nova Scotia,Solid waste,All urban municipalities,33.33
2018,Percentage,Nova Scotia,Solid waste,"Urban municipalities, population 1 to 4,999",100.0
2018,Percentage,Nova Scotia,Solid waste,"Urban municipalities, population 5,000 to 29,999",0.0
2018,Percentage,Nova Scotia,Solid waste,"Urban municipalities, population 30,000 or more",0.0
2018,Percentage,Nova Scotia,Solid waste,All rural municipalities,47.62
2018,Percentage,Nova Scotia,Solid waste,"Rural municipalities, population 1 to 4,999",58.33
2018,Percentage,Nova Scotia,Solid waste,"Rural municipalities, population 5,000 or more",33.33
2018,Percentage,Nova Scotia,Stormwater,All municipalities,76.36
2018,Percentage,Nova Scotia,Stormwater,All urban municipalities,58.62
2018,Percentage,Nova Scotia,Stormwater,"Urban municipalities, population 1 to 4,999",66.67
2018,Percentage,Nova Scotia,Stormwater,"Urban municipalities, population 5,000 to 29,999",42.86
2018,Percentage,Nova Scotia,Stormwater,"Urban municipalities, population 30,000 or more",0.0
2018,Percentage,Nova Scotia,Stormwater,All rural municipalities,96.15
2018,Percentage,Nova Scotia,Stormwater,"Rural municipalities, population 1 to 4,999",100.0
2018,Percentage,Nova Scotia,Stormwater,"Rural municipalities, population 5,000 or more",87.5
2018,Percentage,Nova Scotia,Wastewater,All municipalities,68.57
2018,Percentage,Nova Scotia,Wastewater,All urban municipalities,55.17
2018,Percentage,Nova Scotia,Wastewater,"Urban municipalities, population 1 to 4,999",66.67
2018,Percentage,Nova Scotia,Wastewater,"Urban municipalities, population 5,000 to 29,999",28.57
2018,Percentage,Nova Scotia,Wastewater,"Urban municipalities, population 30,000 or more",0.0
2018,Percentage,Nova Scotia,Wastewater,All rural municipalities,78.05
2018,Percentage,Nova Scotia,Wastewater,"Rural municipalities, population 1 to 4,999",78.57
2018,Percentage,Nova Scotia,Wastewater,"Rural municipalities, population 5,000 or more",76.92
2018,Percentage,Nunavut,Potable water,All municipalities,0.0
2018,Percentage,Nunavut,Potable water,All rural municipalities,0.0
2018,Percentage,Nunavut,Potable water,"Rural municipalities, population 1 to 4,999",0.0
2018,Percentage,Nunavut,Solid waste,All municipalities,0.0
2018,Percentage,Nunavut,Solid waste,All urban municipalities,0.0
2018,Percentage,Nunavut,Solid waste,All rural municipalities,0.0
2018,Percentage,Nunavut,Solid waste,"Rural municipalities, population 1 to 4,999",0.0
2018,Percentage,Nunavut,Wastewater,All municipalities,0.0
2018,Percentage,Nunavut,Wastewater,All rural municipalities,0.0
2018,Percentage,Nunavut,Wastewater,"Rural municipalities, population 1 to 4,999",0.0
2018,Percentage,Ontario,Potable water,All municipalities,41.53
2018,Percentage,Ontario,Potable water,All urban municipalities,43.96
2018,Percentage,Ontario,Potable water,"Urban municipalities, population 1 to 4,999",14.29
2018,Percentage,Ontario,Potable water,"Urban municipalities, population 5,000 to 29,999",56.41
2018,Percentage,Ontario,Potable water,"Urban municipalities, population 30,000 or more",39.47
2018,Percentage,Ontario,Potable water,All rural municipalities,40.48
2018,Percentage,Ontario,Potable water,"Rural municipalities, population 1 to 4,999",33.0
2018,Percentage,Ontario,Potable water,"Rural municipalities, population 5,000 or more",47.27
2018,Percentage,Ontario,Solid waste,All municipalities,35.82
2018,Percentage,Ontario,Solid waste,All urban municipalities,36.07
2018,Percentage,Ontario,Solid waste,"Urban municipalities, population 1 to 4,999",7.69
2018,Percentage,Ontario,Solid waste,"Urban municipalities, population 5,000 to 29,999",42.86
2018,Percentage,Ontario,Solid waste,"Urban municipalities, population 30,000 or more",44.44
2018,Percentage,Ontario,Solid waste,All rural municipalities,35.29
2018,Percentage,Ontario,Solid waste,"Rural municipalities, population 1 to 4,999",38.3
2018,Percentage,Ontario,Solid waste,"Rural municipalities, population 5,000 or more",29.63
2018,Percentage,Ontario,Stormwater,All municipalities,53.67
2018,Percentage,Ontario,Stormwater,All urban municipalities,66.02
2018,Percentage,Ontario,Stormwater,"Urban municipalities, population 1 to 4,999",15.38
2018,Percentage,Ontario,Stormwater,"Urban municipalities, population 5,000 to 29,999",70.0
2018,Percentage,Ontario,Stormwater,"Urban municipalities, population 30,000 or more",72.55
2018,Percentage,Ontario,Stormwater,All rural municipalities,48.61
2018,Percentage,Ontario,Stormwater,"Rural municipalities, population 1 to 4,999",41.38
2018,Percentage,Ontario,Stormwater,"Rural municipalities, population 5,000 or more",54.81
2018,Percentage,Ontario,Wastewater,All municipalities,48.24
2018,Percentage,Ontario,Wastewater,All urban municipalities,56.52
2018,Percentage,Ontario,Wastewater,"Urban municipalities, population 1 to 4,999",14.29
2018,Percentage,Ontario,Wastewater,"Urban municipalities, population 5,000 to 29,999",71.05
2018,Percentage,Ontario,Wastewater,"Urban municipalities, population 30,000 or more",55.0
2018,Percentage,Ontario,Wastewater,All rural municipalities,44.56
2018,Percentage,Ontario,Wastewater,"Rural municipalities, population 1 to 4,999",37.63
2018,Percentage,Ontario,Wastewater,"Rural municipalities, population 5,000 or more",51.0
2018,Percentage,Prince Edward Island,Potable water,All municipalities,45.0
2018,Percentage,Prince Edward Island,Potable water,All urban municipalities,44.44
2018,Percentage,Prince Edward Island,Potable water,"Urban municipalities, population 1 to 4,999",0.0
2018,Percentage,Prince Edward Island,Potable water,"Urban municipalities, population 5,000 to 29,999",100.0
2018,Percentage,Prince Edward Island,Potable water,"Urban municipalities, population 30,000 or more",100.0
2018,Percentage,Prince Edward Island,Potable water,All rural municipalities,45.16
2018,Percentage,Prince Edward Island,Potable water,"Rural municipalities, population 1 to 4,999",37.93
2018,Percentage,Prince Edward Island,Potable water,"Rural municipalities, population 5,000 or more",100.0
2018,Percentage,Prince Edward Island,Solid waste,All municipalities,0.0
2018,Percentage,Prince Edward Island,Solid waste,All rural municipalities,0.0
2018,Percentage,Prince Edward Island,Solid waste,"Rural municipalities, population 1 to 4,999",0.0
2018,Percentage,Prince Edward Island,Stormwater,All municipalities,50.0
2018,Percentage,Prince Edward Island,Stormwater,All urban municipalities,37.5
2018,Percentage,Prince Edward Island,Stormwater,"Urban municipalities, population 1 to 4,999",0.0
2018,Percentage,Prince Edward Island,Stormwater,"Urban municipalities, population 5,000 to 29,999",100.0
2018,Percentage,Prince Edward Island,Stormwater,"Urban municipalities, population 30,000 or more",100.0
2018,Percentage,Prince Edward Island,Stormwater,All rural municipalities,54.55
2018,Percentage,Prince Edward Island,Stormwater,"Rural municipalities, population 1 to 4,999",54.55
2018,Percentage,Prince Edward Island,Wastewater,All municipalities,35.8
2018,Percentage,Prince Edward Island,Wastewater,All urban municipalities,21.43
2018,Percentage,Prince Edward Island,Wastewater,"Urban municipalities, population 1 to 4,999",0.0
2018,Percentage,Prince Edward Island,Wastewater,"Urban municipalities, population 5,000 to 29,999",100.0
2018,Percentage,Prince Edward Island,Wastewater,"Urban municipalities, population 30,000 or more",0.0
2018,Percentage,Prince Edward Island,Wastewater,All rural municipalities,38.81
2018,Percentage,Prince Edward Island,Wastewater,"Rural municipalities, population 1 to 4,999",36.92
2018,Percentage,Prince Edward Island,Wastewater,"Rural municipalities, population 5,000 or more",100.0
2018,Percentage,Quebec,Potable water,All municipalities,46.52
2018,Percentage,Quebec,Potable water,All urban municipalities,64.97
2018,Percentage,Quebec,Potable water,"Urban municipalities, population 1 to 4,999",59.57
2018,Percentage,Quebec,Potable water,"Urban municipalities, population 5,000 to 29,999",67.53
2018,Percentage,Quebec,Potable water,"Urban municipalities, population 30,000 or more",66.67
2018,Percentage,Quebec,Potable water,All rural municipalities,42.26
2018,Percentage,Quebec,Potable water,"Rural municipalities, population 1 to 4,999",41.24
2018,Percentage,Quebec,Potable water,"Rural municipalities, population 5,000 or more",52.38
2018,Percentage,Quebec,Solid waste,All municipalities,32.55
2018,Percentage,Quebec,Solid waste,All urban municipalities,48.44
2018,Percentage,Quebec,Solid waste,"Urban municipalities, population 1 to 4,999",50.0
2018,Percentage,Quebec,Solid waste,"Urban municipalities, population 5,000 to 29,999",51.52
2018,Percentage,Quebec,Solid waste,"Urban municipalities, population 30,000 or more",40.0
2018,Percentage,Quebec,Solid waste,All rural municipalities,28.21
2018,Percentage,Quebec,Solid waste,"Rural municipalities, population 1 to 4,999",28.23
2018,Percentage,Quebec,Solid waste,"Rural municipalities, population 5,000 or more",28.0
2018,Percentage,Quebec,Stormwater,All municipalities,50.29
2018,Percentage,Quebec,Stormwater,All urban municipalities,71.61
2018,Percentage,Quebec,Stormwater,"Urban municipalities, population 1 to 4,999",64.44
2018,Percentage,Quebec,Stormwater,"Urban municipalities, population 5,000 to 29,999",76.62
2018,Percentage,Quebec,Stormwater,"Urban municipalities, population 30,000 or more",72.73
2018,Percentage,Quebec,Stormwater,All rural municipalities,45.49
2018,Percentage,Quebec,Stormwater,"Rural municipalities, population 1 to 4,999",44.09
2018,Percentage,Quebec,Stormwater,"Rural municipalities, population 5,000 or more",59.38
2018,Percentage,Quebec,Wastewater,All municipalities,46.24
2018,Percentage,Quebec,Wastewater,All urban municipalities,64.33
2018,Percentage,Quebec,Wastewater,"Urban municipalities, population 1 to 4,999",54.17
2018,Percentage,Quebec,Wastewater,"Urban municipalities, population 5,000 to 29,999",69.74
2018,Percentage,Quebec,Wastewater,"Urban municipalities, population 30,000 or more",66.67
2018,Percentage,Quebec,Wastewater,All rural municipalities,42.38
2018,Percentage,Quebec,Wastewater,"Rural municipalities, population 1 to 4,999",41.61
2018,Percentage,Quebec,Wastewater,"Rural municipalities, population 5,000 or more",50.79
2018,Percentage,Saskatchewan,Potable water,All municipalities,30.61
2018,Percentage,Saskatchewan,Potable water,All urban municipalities,50.0
2018,Percentage,Saskatchewan,Potable water,"Urban municipalities, population 1 to 4,999",48.78
2018,Percentage,Saskatchewan,Potable water,"Urban municipalities, population 5,000 to 29,999",58.33
2018,Percentage,Saskatchewan,Potable water,"Urban municipalities, population 30,000 or more",50.0
2018,Percentage,Saskatchewan,Potable water,All rural municipalities,25.77
2018,Percentage,Saskatchewan,Potable water,"Rural municipalities, population 1 to 4,999",25.9
2018,Percentage,Saskatchewan,Potable water,"Rural municipalities, population 5,000 or more",0.0
2018,Percentage,Saskatchewan,Solid waste,All municipalities,22.49
2018,Percentage,Saskatchewan,Solid waste,All urban municipalities,34.52
2018,Percentage,Saskatchewan,Solid waste,"Urban municipalities, population 1 to 4,999",32.39
2018,Percentage,Saskatchewan,Solid waste,"Urban municipalities, population 5,000 to 29,999",55.56
2018,Percentage,Saskatchewan,Solid waste,"Urban municipalities, population 30,000 or more",50.0
2018,Percentage,Saskatchewan,Solid waste,All rural municipalities,19.73
2018,Percentage,Saskatchewan,Solid waste,"Rural municipalities, population 1 to 4,999",19.78
2018,Percentage,Saskatchewan,Solid waste,"Rural municipalities, population 5,000 or more",0.0
2018,Percentage,Saskatchewan,Stormwater,All municipalities,35.6
2018,Percentage,Saskatchewan,Stormwater,All urban municipalities,40.0
2018,Percentage,Saskatchewan,Stormwater,"Urban municipalities, population 1 to 4,999",33.78
2018,Percentage,Saskatchewan,Stormwater,"Urban municipalities, population 5,000 to 29,999",58.33
2018,Percentage,Saskatchewan,Stormwater,"Urban municipalities, population 30,000 or more",100.0
2018,Percentage,Saskatchewan,Stormwater,All rural municipalities,33.79
2018,Percentage,Saskatchewan,Stormwater,"Rural municipalities, population 1 to 4,999",33.94
2018,Percentage,Saskatchewan,Stormwater,"Rural municipalities, population 5,000 or more",0.0
2018,Percentage,Saskatchewan,Wastewater,All municipalities,32.86
2018,Percentage,Saskatchewan,Wastewater,All urban municipalities,44.9
2018,Percentage,Saskatchewan,Wastewater,"Urban municipalities, population 1 to 4,999",41.46
2018,Percentage,Saskatchewan,Wastewater,"Urban municipalities, population 5,000 to 29,999",58.33
2018,Percentage,Saskatchewan,Wastewater,"Urban municipalities, population 30,000 or more",75.0
2018,Percentage,Saskatchewan,Wastewater,All rural municipalities,29.85
2018,Percentage,Saskatchewan,Wastewater,"Rural municipalities, population 1 to 4,999",29.85
2018,Percentage,Yukon,Potable water,All municipalities,33.33
2018,Percentage,Yukon,Potable water,All urban municipalities,0.0
2018,Percentage,Yukon,Potable water,"Urban municipalities, population 5,000 to 29,999",0.0
2018,Percentage,Yukon,Potable water,All rural municipalities,50.0
2018,Percentage,Yukon,Potable water,"Rural municipalities, population 1 to 4,999",50.0
2018,Percentage,Yukon,Solid waste,All municipalities,50.0
2018,Percentage,Yukon,Solid waste,All urban municipalities,0.0
2018,Percentage,Yukon,Solid waste,"Urban municipalities, population 5,000 to 29,999",0.0
2018,Percentage,Yukon,Solid waste,All rural municipalities,66.67
2018,Percentage,Yukon,Solid waste,"Rural municipalities, population 1 to 4,999",66.67
2018,Percentage,Yukon,Stormwater,All municipalities,50.0
2018,Percentage,Yukon,Stormwater,All urban municipalities,0.0
2018,Percentage,Yukon,Stormwater,"Urban municipalities, population 5,000 to 29,999",0.0
2018,Percentage,Yukon,Stormwater,All rural municipalities,66.67
2018,Percentage,Yukon,Stormwater,"Rural municipalities, population 1 to 4,999",66.67
2018,Percentage,Yukon,Wastewater,All municipalities,50.0
2018,Percentage,Yukon,Wastewater,All urban municipalities,0.0
2018,Percentage,Yukon,Wastewater,"Urban municipalities, population 5,000 to 29,999",0.0
2018,Percentage,Yukon,Wastewater,All rural municipalities,66.67
2018,Percentage,Yukon,Wastewater,"Rural municipalities, population 1 to 4,999",66.67
