Year,Geography,Age group,Sex,Household income,Highest level of education,Series,GeoCode,Value
2017,Newfoundland and Labrador,"Total, 18 years and over",Females,,,Aged 18 years and older,10,76.6
2017,Newfoundland and Labrador,18 to 34 years,Both sexes,,,Aged 18 years and older,10,65.9
2017,Newfoundland and Labrador,18 to 34 years,Males,,,Aged 18 years and older,10,65.3
2017,Newfoundland and Labrador,18 to 34 years,Females,,,Aged 18 years and older,10,66.5
2017,Newfoundland and Labrador,35 to 49 years,Both sexes,,,Aged 18 years and older,10,73.0
2017,Newfoundland and Labrador,35 to 49 years,Males,,,Aged 18 years and older,10,73.7
2017,Newfoundland and Labrador,35 to 49 years,Females,,,Aged 18 years and older,10,72.3
2017,Newfoundland and Labrador,50 to 64 years,Both sexes,,,Aged 18 years and older,10,79.7
2017,Newfoundland and Labrador,50 to 64 years,Males,,,Aged 18 years and older,10,81.7
2017,Newfoundland and Labrador,50 to 64 years,Females,,,Aged 18 years and older,10,77.8
2017,Newfoundland and Labrador,65 years and over,Both sexes,,,Aged 18 years and older,10,86.3
2017,Newfoundland and Labrador,65 years and over,Males,,,Aged 18 years and older,10,83.0
2017,Newfoundland and Labrador,65 years and over,Females,,,Aged 18 years and older,10,89.0
2017,Prince Edward Island,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,11,75.8
2017,Prince Edward Island,"Total, 18 years and over",Males,,,Aged 18 years and older,11,78.0
2017,Prince Edward Island,"Total, 18 years and over",Females,,,Aged 18 years and older,11,73.8
2017,Prince Edward Island,18 to 34 years,Both sexes,,,Aged 18 years and older,11,69.2
2017,Prince Edward Island,18 to 34 years,Males,,,Aged 18 years and older,11,69.4
2017,Prince Edward Island,18 to 34 years,Females,,,Aged 18 years and older,11,69.1
2017,Prince Edward Island,35 to 49 years,Both sexes,,,Aged 18 years and older,11,80.6
2017,Prince Edward Island,35 to 49 years,Males,,,Aged 18 years and older,11,80.3
2017,Prince Edward Island,35 to 49 years,Females,,,Aged 18 years and older,11,80.9
2017,Prince Edward Island,50 to 64 years,Both sexes,,,Aged 18 years and older,11,71.4
2017,Prince Edward Island,50 to 64 years,Males,,,Aged 18 years and older,11,76.7
2017,Prince Edward Island,50 to 64 years,Females,,,Aged 18 years and older,11,66.4
2017,Prince Edward Island,65 years and over,Both sexes,,,Aged 18 years and older,11,83.5
2017,Prince Edward Island,65 years and over,Males,,,Aged 18 years and older,11,87.1
2017,Prince Edward Island,65 years and over,Females,,,Aged 18 years and older,11,80.5
2017,Nova Scotia,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,12,70.3
2017,Nova Scotia,"Total, 18 years and over",Males,,,Aged 18 years and older,12,69.4
2017,Nova Scotia,"Total, 18 years and over",Females,,,Aged 18 years and older,12,71.1
2017,Nova Scotia,18 to 34 years,Both sexes,,,Aged 18 years and older,12,64.5
2017,Nova Scotia,18 to 34 years,Males,,,Aged 18 years and older,12,65.9
2017,Nova Scotia,18 to 34 years,Females,,,Aged 18 years and older,12,63.1
2017,Nova Scotia,35 to 49 years,Both sexes,,,Aged 18 years and older,12,67.0
2017,Nova Scotia,35 to 49 years,Males,,,Aged 18 years and older,12,67.2
2017,Nova Scotia,35 to 49 years,Females,,,Aged 18 years and older,12,67.0
2017,Nova Scotia,50 to 64 years,Both sexes,,,Aged 18 years and older,12,69.9
2017,Nova Scotia,50 to 64 years,Males,,,Aged 18 years and older,12,68.7
2017,Nova Scotia,50 to 64 years,Females,,,Aged 18 years and older,12,71.1
2017,Nova Scotia,65 years and over,Both sexes,,,Aged 18 years and older,12,80.8
2017,Nova Scotia,65 years and over,Males,,,Aged 18 years and older,12,77.5
2017,Nova Scotia,65 years and over,Females,,,Aged 18 years and older,12,83.4
2017,New Brunswick,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,13,76.1
2017,New Brunswick,"Total, 18 years and over",Males,,,Aged 18 years and older,13,75.3
2017,New Brunswick,"Total, 18 years and over",Females,,,Aged 18 years and older,13,76.9
2017,New Brunswick,18 to 34 years,Both sexes,,,Aged 18 years and older,13,72.2
2017,New Brunswick,18 to 34 years,Males,,,Aged 18 years and older,13,73.2
2017,New Brunswick,18 to 34 years,Females,,,Aged 18 years and older,13,71.2
2017,New Brunswick,35 to 49 years,Both sexes,,,Aged 18 years and older,13,78.9
2017,New Brunswick,35 to 49 years,Males,,,Aged 18 years and older,13,77.6
2017,New Brunswick,35 to 49 years,Females,,,Aged 18 years and older,13,80.2
2017,New Brunswick,50 to 64 years,Both sexes,,,Aged 18 years and older,13,74.5
2017,New Brunswick,50 to 64 years,Males,,,Aged 18 years and older,13,74.8
2017,New Brunswick,50 to 64 years,Females,,,Aged 18 years and older,13,74.2
2017,New Brunswick,65 years and over,Both sexes,,,Aged 18 years and older,13,79.3
2017,New Brunswick,65 years and over,Males,,,Aged 18 years and older,13,75.6
2017,New Brunswick,65 years and over,Females,,,Aged 18 years and older,13,82.5
2017,Quebec,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,24,60.2
2017,Quebec,"Total, 18 years and over",Males,,,Aged 18 years and older,24,60.4
2017,Quebec,"Total, 18 years and over",Females,,,Aged 18 years and older,24,60.0
2017,Quebec,18 to 34 years,Both sexes,,,Aged 18 years and older,24,57.1
2017,Quebec,18 to 34 years,Males,,,Aged 18 years and older,24,55.6
2017,Quebec,18 to 34 years,Females,,,Aged 18 years and older,24,58.6
2017,Quebec,35 to 49 years,Both sexes,,,Aged 18 years and older,24,59.6
2017,Quebec,35 to 49 years,Males,,,Aged 18 years and older,24,59.3
2017,Quebec,35 to 49 years,Females,,,Aged 18 years and older,24,60.0
2017,Quebec,50 to 64 years,Both sexes,,,Aged 18 years and older,24,59.1
2017,Quebec,50 to 64 years,Males,,,Aged 18 years and older,24,61.2
2017,Quebec,50 to 64 years,Females,,,Aged 18 years and older,24,57.1
2017,Quebec,65 years and over,Both sexes,,,Aged 18 years and older,24,66.2
2017,Quebec,65 years and over,Males,,,Aged 18 years and older,24,67.5
2017,Quebec,65 years and over,Females,,,Aged 18 years and older,24,65.2
2017,Ontario,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,35,70.7
2017,Ontario,"Total, 18 years and over",Males,,,Aged 18 years and older,35,69.8
2017,Ontario,"Total, 18 years and over",Females,,,Aged 18 years and older,35,71.5
2017,Ontario,18 to 34 years,Both sexes,,,Aged 18 years and older,35,64.0
2017,Ontario,18 to 34 years,Males,,,Aged 18 years and older,35,61.9
2017,Ontario,18 to 34 years,Females,,,Aged 18 years and older,35,66.1
2017,Ontario,35 to 49 years,Both sexes,,,Aged 18 years and older,35,71.7
2017,Ontario,35 to 49 years,Males,,,Aged 18 years and older,35,70.9
2017,Ontario,35 to 49 years,Females,,,Aged 18 years and older,35,72.6
2017,Ontario,50 to 64 years,Both sexes,,,Aged 18 years and older,35,70.3
2017,Ontario,50 to 64 years,Males,,,Aged 18 years and older,35,70.6
2017,Ontario,50 to 64 years,Females,,,Aged 18 years and older,35,70.0
2017,Ontario,65 years and over,Both sexes,,,Aged 18 years and older,35,80.2
2017,Ontario,65 years and over,Males,,,Aged 18 years and older,35,80.7
2017,Ontario,65 years and over,Females,,,Aged 18 years and older,35,79.8
2017,Manitoba,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,46,72.1
2017,Manitoba,"Total, 18 years and over",Males,,,Aged 18 years and older,46,73.0
2017,Manitoba,"Total, 18 years and over",Females,,,Aged 18 years and older,46,71.2
2017,Manitoba,18 to 34 years,Both sexes,,,Aged 18 years and older,46,67.2
2017,Manitoba,18 to 34 years,Males,,,Aged 18 years and older,46,68.6
2017,Manitoba,18 to 34 years,Females,,,Aged 18 years and older,46,65.8
2017,Manitoba,35 to 49 years,Both sexes,,,Aged 18 years and older,46,68.4
2017,Manitoba,35 to 49 years,Males,,,Aged 18 years and older,46,71.5
2017,Manitoba,35 to 49 years,Females,,,Aged 18 years and older,46,65.4
2017,Manitoba,50 to 64 years,Both sexes,,,Aged 18 years and older,46,77.4
2017,Manitoba,50 to 64 years,Males,,,Aged 18 years and older,46,77.2
2017,Manitoba,50 to 64 years,Females,,,Aged 18 years and older,46,77.6
2017,Manitoba,65 years and over,Both sexes,,,Aged 18 years and older,46,78.1
2017,Manitoba,65 years and over,Males,,,Aged 18 years and older,46,77.2
2017,Manitoba,65 years and over,Females,,,Aged 18 years and older,46,78.8
2017,Saskatchewan,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,47,73.0
2017,Saskatchewan,"Total, 18 years and over",Males,,,Aged 18 years and older,47,72.5
2017,Saskatchewan,"Total, 18 years and over",Females,,,Aged 18 years and older,47,73.5
2017,Saskatchewan,18 to 34 years,Both sexes,,,Aged 18 years and older,47,71.2
2017,Saskatchewan,18 to 34 years,Males,,,Aged 18 years and older,47,69.9
2017,Saskatchewan,18 to 34 years,Females,,,Aged 18 years and older,47,72.4
2017,Saskatchewan,35 to 49 years,Both sexes,,,Aged 18 years and older,47,70.0
2017,Saskatchewan,35 to 49 years,Males,,,Aged 18 years and older,47,69.3
2017,Saskatchewan,35 to 49 years,Females,,,Aged 18 years and older,47,70.7
2017,Saskatchewan,50 to 64 years,Both sexes,,,Aged 18 years and older,47,71.4
2017,Saskatchewan,50 to 64 years,Males,,,Aged 18 years and older,47,69.2
2017,Saskatchewan,50 to 64 years,Females,,,Aged 18 years and older,47,73.7
2017,Saskatchewan,65 years and over,Both sexes,,,Aged 18 years and older,47,82.3
2017,Saskatchewan,65 years and over,Males,,,Aged 18 years and older,47,86.8
2017,Saskatchewan,65 years and over,Females,,,Aged 18 years and older,47,78.5
2017,Alberta,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,48,67.3
2017,Alberta,"Total, 18 years and over",Males,,,Aged 18 years and older,48,67.0
2017,Alberta,"Total, 18 years and over",Females,,,Aged 18 years and older,48,67.7
2017,Alberta,18 to 34 years,Both sexes,,,Aged 18 years and older,48,62.8
2017,Alberta,18 to 34 years,Males,,,Aged 18 years and older,48,60.8
2017,Alberta,18 to 34 years,Females,,,Aged 18 years and older,48,64.9
2017,Alberta,35 to 49 years,Both sexes,,,Aged 18 years and older,48,67.0
2017,Alberta,35 to 49 years,Males,,,Aged 18 years and older,48,68.4
2017,Alberta,35 to 49 years,Females,,,Aged 18 years and older,48,65.6
2017,Alberta,50 to 64 years,Both sexes,,,Aged 18 years and older,48,68.0
2017,Alberta,50 to 64 years,Males,,,Aged 18 years and older,48,67.7
2017,Alberta,50 to 64 years,Females,,,Aged 18 years and older,48,68.3
2017,Alberta,65 years and over,Both sexes,,,Aged 18 years and older,48,77.4
2017,Alberta,65 years and over,Males,,,Aged 18 years and older,48,78.2
2017,Alberta,65 years and over,Females,,,Aged 18 years and older,48,76.6
2017,British Columbia,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,59,70.7
2017,British Columbia,"Total, 18 years and over",Males,,,Aged 18 years and older,59,69.3
2017,British Columbia,"Total, 18 years and over",Females,,,Aged 18 years and older,59,72.1
2017,British Columbia,18 to 34 years,Both sexes,,,Aged 18 years and older,59,63.8
2017,British Columbia,18 to 34 years,Males,,,Aged 18 years and older,59,62.9
2017,British Columbia,18 to 34 years,Females,,,Aged 18 years and older,59,64.7
2017,British Columbia,35 to 49 years,Both sexes,,,Aged 18 years and older,59,71.8
2017,British Columbia,35 to 49 years,Males,,,Aged 18 years and older,59,67.8
2017,British Columbia,35 to 49 years,Females,,,Aged 18 years and older,59,75.5
2017,British Columbia,50 to 64 years,Both sexes,,,Aged 18 years and older,59,70.7
2017,British Columbia,50 to 64 years,Males,,,Aged 18 years and older,59,71.5
2017,British Columbia,50 to 64 years,Females,,,Aged 18 years and older,59,69.8
2017,British Columbia,65 years and over,Both sexes,,,Aged 18 years and older,59,79.3
2017,British Columbia,65 years and over,Males,,,Aged 18 years and older,59,78.0
2017,British Columbia,65 years and over,Females,,,Aged 18 years and older,59,80.4
2018,Canada,"Total, 18 years and over",Males,,,Aged 18 years and older,,65.7
2018,Canada,"Total, 18 years and over",Females,,,Aged 18 years and older,,68.4
2018,Canada,18 to 34 years,Both sexes,,,Aged 18 years and older,,60.9
2018,Canada,18 to 34 years,Males,,,Aged 18 years and older,,57.8
2018,Canada,18 to 34 years,Females,,,Aged 18 years and older,,64.1
2018,Canada,35 to 49 years,Both sexes,,,Aged 18 years and older,,66.0
2018,Canada,35 to 49 years,Males,,,Aged 18 years and older,,64.4
2018,Canada,35 to 49 years,Females,,,Aged 18 years and older,,67.6
2018,Canada,50 to 64 years,Both sexes,,,Aged 18 years and older,,68.4
2018,Canada,50 to 64 years,Males,,,Aged 18 years and older,,68.6
2018,Canada,50 to 64 years,Females,,,Aged 18 years and older,,68.2
2018,Canada,65 years and over,Both sexes,,,Aged 18 years and older,,75.5
2018,Canada,65 years and over,Males,,,Aged 18 years and older,,76.0
2018,Canada,65 years and over,Females,,,Aged 18 years and older,,75.1
2018,Newfoundland and Labrador,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,10,77.3
2018,Newfoundland and Labrador,"Total, 18 years and over",Males,,,Aged 18 years and older,10,75.9
2018,Newfoundland and Labrador,"Total, 18 years and over",Females,,,Aged 18 years and older,10,78.7
2018,Newfoundland and Labrador,18 to 34 years,Both sexes,,,Aged 18 years and older,10,71.1
2018,Newfoundland and Labrador,18 to 34 years,Males,,,Aged 18 years and older,10,69.7
2018,Newfoundland and Labrador,18 to 34 years,Females,,,Aged 18 years and older,10,72.5
2018,Newfoundland and Labrador,35 to 49 years,Both sexes,,,Aged 18 years and older,10,75.9
2018,Newfoundland and Labrador,35 to 49 years,Males,,,Aged 18 years and older,10,77.9
2018,Newfoundland and Labrador,35 to 49 years,Females,,,Aged 18 years and older,10,74.0
2018,Newfoundland and Labrador,50 to 64 years,Both sexes,,,Aged 18 years and older,10,77.7
2018,Newfoundland and Labrador,50 to 64 years,Males,,,Aged 18 years and older,10,73.4
2018,Newfoundland and Labrador,50 to 64 years,Females,,,Aged 18 years and older,10,81.7
2018,Newfoundland and Labrador,65 years and over,Both sexes,,,Aged 18 years and older,10,84.3
2018,Newfoundland and Labrador,65 years and over,Males,,,Aged 18 years and older,10,83.5
2018,Newfoundland and Labrador,65 years and over,Females,,,Aged 18 years and older,10,85.0
2018,Prince Edward Island,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,11,71.0
2018,Prince Edward Island,"Total, 18 years and over",Males,,,Aged 18 years and older,11,73.8
2018,Prince Edward Island,"Total, 18 years and over",Females,,,Aged 18 years and older,11,68.5
2018,Prince Edward Island,18 to 34 years,Both sexes,,,Aged 18 years and older,11,56.5
2018,Prince Edward Island,18 to 34 years,Males,,,Aged 18 years and older,11,68.1
2018,Prince Edward Island,18 to 34 years,Females,,,Aged 18 years and older,11,44.7
2018,Prince Edward Island,35 to 49 years,Both sexes,,,Aged 18 years and older,11,66.0
2018,Prince Edward Island,35 to 49 years,Males,,,Aged 18 years and older,11,63.7
2018,Prince Edward Island,35 to 49 years,Females,,,Aged 18 years and older,11,68.1
2018,Prince Edward Island,50 to 64 years,Both sexes,,,Aged 18 years and older,11,77.3
2018,Prince Edward Island,50 to 64 years,Males,,,Aged 18 years and older,11,83.0
2018,Prince Edward Island,50 to 64 years,Females,,,Aged 18 years and older,11,72.1
2018,Prince Edward Island,65 years and over,Both sexes,,,Aged 18 years and older,11,84.7
2018,Prince Edward Island,65 years and over,Males,,,Aged 18 years and older,11,79.5
2018,Prince Edward Island,65 years and over,Females,,,Aged 18 years and older,11,89.1
2018,Nova Scotia,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,12,73.2
2018,Nova Scotia,"Total, 18 years and over",Males,,,Aged 18 years and older,12,72.7
2018,Nova Scotia,"Total, 18 years and over",Females,,,Aged 18 years and older,12,73.7
2018,Nova Scotia,18 to 34 years,Both sexes,,,Aged 18 years and older,12,61.8
2018,Nova Scotia,18 to 34 years,Males,,,Aged 18 years and older,12,55.7
2018,Nova Scotia,18 to 34 years,Females,,,Aged 18 years and older,12,67.9
2018,Nova Scotia,35 to 49 years,Both sexes,,,Aged 18 years and older,12,71.3
2018,Nova Scotia,35 to 49 years,Males,,,Aged 18 years and older,12,69.8
2018,Nova Scotia,35 to 49 years,Females,,,Aged 18 years and older,12,72.8
2018,Nova Scotia,50 to 64 years,Both sexes,,,Aged 18 years and older,12,76.7
2018,Nova Scotia,50 to 64 years,Males,,,Aged 18 years and older,12,80.7
2018,Nova Scotia,50 to 64 years,Females,,,Aged 18 years and older,12,72.8
2018,Nova Scotia,65 years and over,Both sexes,,,Aged 18 years and older,12,83.6
2018,Nova Scotia,65 years and over,Males,,,Aged 18 years and older,12,86.2
2018,Nova Scotia,65 years and over,Females,,,Aged 18 years and older,12,81.5
2018,New Brunswick,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,13,74.0
2018,New Brunswick,"Total, 18 years and over",Males,,,Aged 18 years and older,13,71.1
2018,New Brunswick,"Total, 18 years and over",Females,,,Aged 18 years and older,13,76.6
2018,New Brunswick,18 to 34 years,Both sexes,,,Aged 18 years and older,13,70.2
2018,New Brunswick,18 to 34 years,Males,,,Aged 18 years and older,13,71.3
2018,New Brunswick,18 to 34 years,Females,,,Aged 18 years and older,13,69.0
2018,New Brunswick,35 to 49 years,Both sexes,,,Aged 18 years and older,13,73.9
2018,New Brunswick,35 to 49 years,Males,,,Aged 18 years and older,13,68.9
2018,New Brunswick,35 to 49 years,Females,,,Aged 18 years and older,13,78.6
2018,New Brunswick,50 to 64 years,Both sexes,,,Aged 18 years and older,13,71.6
2018,New Brunswick,50 to 64 years,Males,,,Aged 18 years and older,13,68.7
2018,New Brunswick,50 to 64 years,Females,,,Aged 18 years and older,13,74.4
2018,New Brunswick,65 years and over,Both sexes,,,Aged 18 years and older,13,80.8
2018,New Brunswick,65 years and over,Males,,,Aged 18 years and older,13,76.9
2018,New Brunswick,65 years and over,Females,,,Aged 18 years and older,13,83.9
2018,Quebec,"Total, 18 years and over",Both sexes,,,Aged 18 years and older,24,59.0
2018,Quebec,"Total, 18 years and over",Males,,,Aged 18 years and older,24,57.5
