Year,Geography,Population characteristics,Educational attainment level,Age group,Sex,GeoCode,Value
2010,New Brunswick,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,13,21.0
2010,New Brunswick,Total population,Short-cycle tertiary,55 to 64 years,Male,13,17.0
2010,New Brunswick,Total population,Short-cycle tertiary,55 to 64 years,Female,13,25.0
2010,New Brunswick,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,13,14.0
2010,New Brunswick,Total population,Bachelor's level,"Total, 25 to 64 years",Male,13,12.0
2010,New Brunswick,Total population,Bachelor's level,"Total, 25 to 64 years",Female,13,16.0
2010,New Brunswick,Total population,Bachelor's level,25 to 34 years,Both sexes,13,22.0
2010,New Brunswick,Total population,Bachelor's level,25 to 34 years,Male,13,15.0
2010,New Brunswick,Total population,Bachelor's level,25 to 34 years,Female,13,29.0
2010,New Brunswick,Total population,Bachelor's level,30 to 34 years,Both sexes,13,18.0
2010,New Brunswick,Total population,Bachelor's level,30 to 34 years,Male,13,12.0
2010,New Brunswick,Total population,Bachelor's level,30 to 34 years,Female,13,23.0
2010,New Brunswick,Total population,Bachelor's level,35 to 44 years,Both sexes,13,16.0
2010,New Brunswick,Total population,Bachelor's level,35 to 44 years,Male,13,14.0
2010,New Brunswick,Total population,Bachelor's level,35 to 44 years,Female,13,18.0
2010,New Brunswick,Total population,Bachelor's level,45 to 54 years,Both sexes,13,10.0
2010,New Brunswick,Total population,Bachelor's level,45 to 54 years,Male,13,9.0
2010,New Brunswick,Total population,Bachelor's level,45 to 54 years,Female,13,11.0
2010,New Brunswick,Total population,Bachelor's level,55 to 64 years,Both sexes,13,10.0
2010,New Brunswick,Total population,Bachelor's level,55 to 64 years,Male,13,10.0
2010,New Brunswick,Total population,Bachelor's level,55 to 64 years,Female,13,10.0
2010,New Brunswick,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,13,5.0
2010,New Brunswick,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,13,5.0
2010,New Brunswick,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,13,4.0
2010,New Brunswick,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,13,4.0
2010,New Brunswick,Total population,Master's or Doctoral level,25 to 34 years,Male,13,5.0
2010,New Brunswick,Total population,Master's or Doctoral level,25 to 34 years,Female,13,4.0
2010,New Brunswick,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,13,6.0
2010,New Brunswick,Total population,Master's or Doctoral level,30 to 34 years,Male,13,5.0
2010,New Brunswick,Total population,Master's or Doctoral level,30 to 34 years,Female,13,6.0
2010,New Brunswick,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,13,5.0
2010,New Brunswick,Total population,Master's or Doctoral level,35 to 44 years,Male,13,5.0
2010,New Brunswick,Total population,Master's or Doctoral level,35 to 44 years,Female,13,5.0
2010,New Brunswick,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,13,4.0
2010,New Brunswick,Total population,Master's or Doctoral level,45 to 54 years,Male,13,4.0
2010,New Brunswick,Total population,Master's or Doctoral level,45 to 54 years,Female,13,4.0
2010,New Brunswick,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,13,6.0
2010,New Brunswick,Total population,Master's or Doctoral level,55 to 64 years,Male,13,7.0
2010,New Brunswick,Total population,Master's or Doctoral level,55 to 64 years,Female,13,5.0
2010,Quebec,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,24,47.0
2010,Quebec,Total population,Tertiary education,"Total, 25 to 64 years",Male,24,44.0
2010,Quebec,Total population,Tertiary education,"Total, 25 to 64 years",Female,24,51.0
2010,Quebec,Total population,Tertiary education,25 to 34 years,Both sexes,24,55.0
2010,Quebec,Total population,Tertiary education,25 to 34 years,Male,24,48.0
2010,Quebec,Total population,Tertiary education,25 to 34 years,Female,24,63.0
2010,Quebec,Total population,Tertiary education,30 to 34 years,Both sexes,24,56.0
2010,Quebec,Total population,Tertiary education,30 to 34 years,Male,24,48.0
2010,Quebec,Total population,Tertiary education,30 to 34 years,Female,24,63.0
2010,Quebec,Total population,Tertiary education,35 to 44 years,Both sexes,24,56.0
2010,Quebec,Total population,Tertiary education,35 to 44 years,Male,24,51.0
2010,Quebec,Total population,Tertiary education,35 to 44 years,Female,24,62.0
2010,Quebec,Total population,Tertiary education,45 to 54 years,Both sexes,24,44.0
2010,Quebec,Total population,Tertiary education,45 to 54 years,Male,24,42.0
2010,Quebec,Total population,Tertiary education,45 to 54 years,Female,24,45.0
2010,Quebec,Total population,Tertiary education,55 to 64 years,Both sexes,24,35.0
2010,Quebec,Total population,Tertiary education,55 to 64 years,Male,24,36.0
2010,Quebec,Total population,Tertiary education,55 to 64 years,Female,24,33.0
2010,Quebec,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,24,24.0
2010,Quebec,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,24,22.0
2010,Quebec,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,24,26.0
2010,Quebec,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,24,26.0
2010,Quebec,Total population,Short-cycle tertiary,25 to 34 years,Male,24,23.0
2010,Quebec,Total population,Short-cycle tertiary,25 to 34 years,Female,24,29.0
2010,Quebec,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,24,26.0
2010,Quebec,Total population,Short-cycle tertiary,30 to 34 years,Male,24,22.0
2010,Quebec,Total population,Short-cycle tertiary,30 to 34 years,Female,24,30.0
2010,Quebec,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,24,26.0
2010,Quebec,Total population,Short-cycle tertiary,35 to 44 years,Male,24,24.0
2010,Quebec,Total population,Short-cycle tertiary,35 to 44 years,Female,24,29.0
2010,Quebec,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,24,24.0
2010,Quebec,Total population,Short-cycle tertiary,45 to 54 years,Male,24,22.0
2010,Quebec,Total population,Short-cycle tertiary,45 to 54 years,Female,24,26.0
2010,Quebec,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,24,18.0
2010,Quebec,Total population,Short-cycle tertiary,55 to 64 years,Male,24,17.0
2010,Quebec,Total population,Short-cycle tertiary,55 to 64 years,Female,24,19.0
2010,Quebec,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,24,17.0
2010,Quebec,Total population,Bachelor's level,"Total, 25 to 64 years",Male,24,15.0
2010,Quebec,Total population,Bachelor's level,"Total, 25 to 64 years",Female,24,18.0
2010,Quebec,Total population,Bachelor's level,25 to 34 years,Both sexes,24,21.0
2010,Quebec,Total population,Bachelor's level,25 to 34 years,Male,24,17.0
2010,Quebec,Total population,Bachelor's level,25 to 34 years,Female,24,26.0
2010,Quebec,Total population,Bachelor's level,30 to 34 years,Both sexes,24,21.0
2010,Quebec,Total population,Bachelor's level,30 to 34 years,Male,24,17.0
2010,Quebec,Total population,Bachelor's level,30 to 34 years,Female,24,25.0
2010,Quebec,Total population,Bachelor's level,35 to 44 years,Both sexes,24,21.0
2010,Quebec,Total population,Bachelor's level,35 to 44 years,Male,24,19.0
2010,Quebec,Total population,Bachelor's level,35 to 44 years,Female,24,24.0
2010,Quebec,Total population,Bachelor's level,45 to 54 years,Both sexes,24,14.0
2010,Quebec,Total population,Bachelor's level,45 to 54 years,Male,24,14.0
2010,Quebec,Total population,Bachelor's level,45 to 54 years,Female,24,14.0
2010,Quebec,Total population,Bachelor's level,55 to 64 years,Both sexes,24,11.0
2010,Quebec,Total population,Bachelor's level,55 to 64 years,Male,24,12.0
2010,Quebec,Total population,Bachelor's level,55 to 64 years,Female,24,10.0
2010,Quebec,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,24,7.0
2010,Quebec,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,24,7.0
2010,Quebec,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,24,7.0
2010,Quebec,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,24,8.0
2010,Quebec,Total population,Master's or Doctoral level,25 to 34 years,Male,24,8.0
2010,Quebec,Total population,Master's or Doctoral level,25 to 34 years,Female,24,8.0
2010,Quebec,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,24,9.0
2010,Quebec,Total population,Master's or Doctoral level,30 to 34 years,Male,24,10.0
2010,Quebec,Total population,Master's or Doctoral level,30 to 34 years,Female,24,7.0
2010,Quebec,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,24,9.0
2010,Quebec,Total population,Master's or Doctoral level,35 to 44 years,Male,24,8.0
2010,Quebec,Total population,Master's or Doctoral level,35 to 44 years,Female,24,9.0
2010,Quebec,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,24,6.0
2010,Quebec,Total population,Master's or Doctoral level,45 to 54 years,Male,24,6.0
2010,Quebec,Total population,Master's or Doctoral level,45 to 54 years,Female,24,6.0
2010,Quebec,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,24,6.0
2010,Quebec,Total population,Master's or Doctoral level,55 to 64 years,Male,24,7.0
2010,Quebec,Total population,Master's or Doctoral level,55 to 64 years,Female,24,4.0
2010,Ontario,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,35,57.0
2010,Ontario,Total population,Tertiary education,"Total, 25 to 64 years",Male,35,52.0
2010,Ontario,Total population,Tertiary education,"Total, 25 to 64 years",Female,35,61.0
2010,Ontario,Total population,Tertiary education,25 to 34 years,Both sexes,35,64.0
2010,Ontario,Total population,Tertiary education,25 to 34 years,Male,35,57.0
2010,Ontario,Total population,Tertiary education,25 to 34 years,Female,35,71.0
2010,Ontario,Total population,Tertiary education,30 to 34 years,Both sexes,35,66.0
2010,Ontario,Total population,Tertiary education,30 to 34 years,Male,35,61.0
2010,Ontario,Total population,Tertiary education,30 to 34 years,Female,35,71.0
2010,Ontario,Total population,Tertiary education,35 to 44 years,Both sexes,35,61.0
2010,Ontario,Total population,Tertiary education,35 to 44 years,Male,35,56.0
2010,Ontario,Total population,Tertiary education,35 to 44 years,Female,35,67.0
2010,Ontario,Total population,Tertiary education,45 to 54 years,Both sexes,35,52.0
2010,Ontario,Total population,Tertiary education,45 to 54 years,Male,35,49.0
2010,Ontario,Total population,Tertiary education,45 to 54 years,Female,35,56.0
2010,Ontario,Total population,Tertiary education,55 to 64 years,Both sexes,35,48.0
2010,Ontario,Total population,Tertiary education,55 to 64 years,Male,35,47.0
2010,Ontario,Total population,Tertiary education,55 to 64 years,Female,35,49.0
2010,Ontario,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,35,27.0
2010,Ontario,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Male,35,24.0
2010,Ontario,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Female,35,30.0
2010,Ontario,Total population,Short-cycle tertiary,25 to 34 years,Both sexes,35,30.0
2010,Ontario,Total population,Short-cycle tertiary,25 to 34 years,Male,35,27.0
2010,Ontario,Total population,Short-cycle tertiary,25 to 34 years,Female,35,32.0
2010,Ontario,Total population,Short-cycle tertiary,30 to 34 years,Both sexes,35,31.0
2010,Ontario,Total population,Short-cycle tertiary,30 to 34 years,Male,35,28.0
2010,Ontario,Total population,Short-cycle tertiary,30 to 34 years,Female,35,33.0
2010,Ontario,Total population,Short-cycle tertiary,35 to 44 years,Both sexes,35,28.0
2010,Ontario,Total population,Short-cycle tertiary,35 to 44 years,Male,35,25.0
2010,Ontario,Total population,Short-cycle tertiary,35 to 44 years,Female,35,32.0
2010,Ontario,Total population,Short-cycle tertiary,45 to 54 years,Both sexes,35,27.0
2010,Ontario,Total population,Short-cycle tertiary,45 to 54 years,Male,35,23.0
2010,Ontario,Total population,Short-cycle tertiary,45 to 54 years,Female,35,30.0
2010,Ontario,Total population,Short-cycle tertiary,55 to 64 years,Both sexes,35,24.0
2010,Ontario,Total population,Short-cycle tertiary,55 to 64 years,Male,35,20.0
2010,Ontario,Total population,Short-cycle tertiary,55 to 64 years,Female,35,27.0
2010,Ontario,Total population,Bachelor's level,"Total, 25 to 64 years",Both sexes,35,19.0
2010,Ontario,Total population,Bachelor's level,"Total, 25 to 64 years",Male,35,18.0
2010,Ontario,Total population,Bachelor's level,"Total, 25 to 64 years",Female,35,21.0
2010,Ontario,Total population,Bachelor's level,25 to 34 years,Both sexes,35,25.0
2010,Ontario,Total population,Bachelor's level,25 to 34 years,Male,35,22.0
2010,Ontario,Total population,Bachelor's level,25 to 34 years,Female,35,27.0
2010,Ontario,Total population,Bachelor's level,30 to 34 years,Both sexes,35,24.0
2010,Ontario,Total population,Bachelor's level,30 to 34 years,Male,35,22.0
2010,Ontario,Total population,Bachelor's level,30 to 34 years,Female,35,25.0
2010,Ontario,Total population,Bachelor's level,35 to 44 years,Both sexes,35,22.0
2010,Ontario,Total population,Bachelor's level,35 to 44 years,Male,35,20.0
2010,Ontario,Total population,Bachelor's level,35 to 44 years,Female,35,24.0
2010,Ontario,Total population,Bachelor's level,45 to 54 years,Both sexes,35,16.0
2010,Ontario,Total population,Bachelor's level,45 to 54 years,Male,35,16.0
2010,Ontario,Total population,Bachelor's level,45 to 54 years,Female,35,17.0
2010,Ontario,Total population,Bachelor's level,55 to 64 years,Both sexes,35,15.0
2010,Ontario,Total population,Bachelor's level,55 to 64 years,Male,35,16.0
2010,Ontario,Total population,Bachelor's level,55 to 64 years,Female,35,14.0
2010,Ontario,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Both sexes,35,10.0
2010,Ontario,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Male,35,10.0
2010,Ontario,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,35,10.0
2010,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,35,10.0
2010,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Male,35,8.0
2010,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Female,35,11.0
2010,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,35,12.0
2010,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Male,35,11.0
2010,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Female,35,13.0
2010,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,35,11.0
2010,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Male,35,11.0
2010,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Female,35,11.0
2010,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,35,10.0
2010,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Male,35,11.0
2010,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Female,35,9.0
2010,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,35,9.0
2010,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Male,35,12.0
2010,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Female,35,7.0
2010,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,46,45.0
2010,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Male,46,40.0
2010,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Female,46,50.0
2010,Manitoba,Total population,Tertiary education,25 to 34 years,Both sexes,46,48.0
