Year,Geography,Age group,Sex,Indigenous group,Educational attainment,Visible minority,Immigrant status,GeoCode,Value
2020,"Ottawa, Ontario",,,,,,,,59.5
2020,"Kingston-Pembroke, Ontario",,,,,,,,51.6
2020,"Muskoka-Kawarthas, Ontario",,,,,,,,50.1
2020,"Toronto, Ontario",,,,,,,,58.8
2020,"Kitchener-Waterloo-Barrie, Ontario",,,,,,,,61.1
2020,"Hamilton-Niagara Peninsula, Ontario",,,,,,,,55.8
2020,"London, Ontario",,,,,,,,56.8
2020,"Windsor-Sarnia, Ontario",,,,,,,,48.9
2020,"Stratford-Bruce Peninsula, Ontario",,,,,,,,59.2
2020,"Northeast, Ontario",,,,,,,,53.5
2020,"Northwest, Ontario",,,,,,,,54.5
2020,"Southeast, Manitoba",,,,,,,,60.2
2020,"South Central and North Central, Manitoba",,,,,,,,62.0
2020,"Southwest, Manitoba",,,,,,,,60.3
2020,"Winnipeg, Manitoba",,,,,,,,61.0
2020,"Interlake, Manitoba",,,,,,,,55.4
2020,"Parklands and Northern, Manitoba",,,,,,,,58.6
2020,"Regina-Moose Mountain, Saskatchewan",,,,,,,,62.3
2020,"Swift Current-Moose Jaw, Saskatchewan",,,,,,,,63.2
2020,"Saskatoon-Biggar, Saskatchewan",,,,,,,,62.0
2020,"Yorkton-Melville, Saskatchewan",,,,,,,,58.9
2020,"Prince Albert and Northern, Saskatchewan",,,,,,,,60.3
2020,"Lethbridge-Medicine Hat, Alberta",,,,,,,,57.5
2020,"Camrose-Drumheller, Alberta",,,,,,,,56.9
2020,"Calgary, Alberta",,,,,,,,62.5
2020,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",,,,,,,,62.4
2020,"Red Deer, Alberta",,,,,,,,58.8
2020,"Edmonton, Alberta",,,,,,,,60.4
2020,"Wood Buffalo-Cold Lake, Alberta",,,,,,,,68.0
2020,"Vancouver Island and Coast, British Columbia",,,,,,,,54.1
2020,"Lower Mainland-Southwest, British Columbia",,,,,,,,59.5
2020,"Thompson-Okanagan, British Columbia",,,,,,,,57.6
2020,"Kootenay, British Columbia",,,,,,,,56.4
2020,"Cariboo, British Columbia",,,,,,,,59.3
2020,"North Coast and Nechako, British Columbia",,,,,,,,59.4
2020,"Northeast, British Columbia",,,,,,,,69.2
2021,"Avalon Peninsula, Newfoundland and Labrador",,,,,,,,54.5
2021,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",,,,,,,,41.7
2021,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",,,,,,,,49.3
2021,"Cape Breton, Nova Scotia",,,,,,,,45.2
2021,"North Shore, Nova Scotia",,,,,,,,54.3
2021,"Annapolis Valley, Nova Scotia",,,,,,,,54.8
2021,"Southern, Nova Scotia",,,,,,,,51.4
2021,"Halifax, Nova Scotia",,,,,,,,63.3
2021,"Campbellton-Miramichi, New Brunswick",,,,,,,,46.1
2021,"Moncton-Richibucto, New Brunswick",,,,,,,,60.3
2021,"Saint John-St. Stephen, New Brunswick",,,,,,,,56.6
2021,"Fredericton-Oromocto, New Brunswick",,,,,,,,59.6
2021,"Edmundston-Woodstock, New Brunswick",,,,,,,,54.1
2021,"Gaspésie-Îles-de-la-Madeleine, Quebec",,,,,,,,44.4
2021,"Bas-Saint-Laurent, Quebec",,,,,,,,52.9
2021,"Capitale-Nationale, Quebec",,,,,,,,60.9
2021,"Chaudière-Appalaches, Quebec",,,,,,,,60.6
2021,"Estrie, Quebec",,,,,,,,57.8
2021,"Centre-du-Québec, Quebec",,,,,,,,62.6
2021,"Montérégie, Quebec",,,,,,,,61.8
2021,"Montréal, Quebec",,,,,,,,61.2
2021,"Laval, Quebec",,,,,,,,62.5
2021,"Lanaudière, Quebec",,,,,,,,60.7
2021,"Laurentides, Quebec",,,,,,,,60.5
2021,"Outaouais, Quebec",,,,,,,,60.5
2021,"Abitibi-Témiscamingue, Quebec",,,,,,,,61.4
2021,"Mauricie, Quebec",,,,,,,,53.0
2021,"Saguenay-Lac-Saint-Jean, Quebec",,,,,,,,53.7
2021,"Côte-Nord and Nord-du-Québec, Quebec",,,,,,,,57.8
2021,"Ottawa, Ontario",,,,,,,,61.4
2021,"Kingston-Pembroke, Ontario",,,,,,,,54.7
2021,"Muskoka-Kawarthas, Ontario",,,,,,,,50.9
2021,"Toronto, Ontario",,,,,,,,61.3
2021,"Kitchener-Waterloo-Barrie, Ontario",,,,,,,,62.9
2021,"Hamilton-Niagara Peninsula, Ontario",,,,,,,,58.5
2021,"London, Ontario",,,,,,,,60.6
2021,"Windsor-Sarnia, Ontario",,,,,,,,54.1
2021,"Stratford-Bruce Peninsula, Ontario",,,,,,,,60.2
2021,"Northeast, Ontario",,,,,,,,53.3
2021,"Northwest, Ontario",,,,,,,,56.8
2021,"Southeast, Manitoba",,,,,,,,62.7
2021,"South Central and North Central, Manitoba",,,,,,,,61.8
2021,"Southwest, Manitoba",,,,,,,,61.1
2021,"Winnipeg, Manitoba",,,,,,,,63.4
2021,"Interlake, Manitoba",,,,,,,,57.4
2021,"Parklands and Northern, Manitoba",,,,,,,,59.4
2021,"Regina-Moose Mountain, Saskatchewan",,,,,,,,64.5
2021,"Swift Current-Moose Jaw, Saskatchewan",,,,,,,,62.7
2021,"Saskatoon-Biggar, Saskatchewan",,,,,,,,63.3
2021,"Yorkton-Melville, Saskatchewan",,,,,,,,57.5
2021,"Prince Albert and Northern, Saskatchewan",,,,,,,,62.8
2021,"Lethbridge-Medicine Hat, Alberta",,,,,,,,58.1
2021,"Camrose-Drumheller, Alberta",,,,,,,,58.2
2021,"Calgary, Alberta",,,,,,,,64.2
2021,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",,,,,,,,65.5
2021,"Red Deer, Alberta",,,,,,,,61.3
2021,"Edmonton, Alberta",,,,,,,,64.6
2021,"Wood Buffalo-Cold Lake, Alberta",,,,,,,,69.0
2021,"Vancouver Island and Coast, British Columbia",,,,,,,,55.5
2021,"Lower Mainland-Southwest, British Columbia",,,,,,,,63.5
2021,"Thompson-Okanagan, British Columbia",,,,,,,,57.8
2021,"Kootenay, British Columbia",,,,,,,,57.4
2021,"Cariboo, British Columbia",,,,,,,,61.8
2021,"North Coast and Nechako, British Columbia",,,,,,,,62.7
2021,"Northeast, British Columbia",,,,,,,,68.2
2022,"Avalon Peninsula, Newfoundland and Labrador",,,,,,,,57.9
2022,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",,,,,,,,41.7
2022,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",,,,,,,,49.3
2022,"Cape Breton, Nova Scotia",,,,,,,,47.8
2022,"North Shore, Nova Scotia",,,,,,,,51.4
2022,"Annapolis Valley, Nova Scotia",,,,,,,,57.7
2022,"Southern, Nova Scotia",,,,,,,,51.2
2022,"Halifax, Nova Scotia",,,,,,,,64.1
2022,"Campbellton-Miramichi, New Brunswick",,,,,,,,47.3
2022,"Moncton-Richibucto, New Brunswick",,,,,,,,59.5
2022,"Saint John-St. Stephen, New Brunswick",,,,,,,,57.1
2022,"Fredericton-Oromocto, New Brunswick",,,,,,,,60.1
2022,"Edmundston-Woodstock, New Brunswick",,,,,,,,55.4
2022,"Gaspésie-Îles-de-la-Madeleine, Quebec",,,,,,,,44.6
2022,"Bas-Saint-Laurent, Quebec",,,,,,,,54.1
2022,"Capitale-Nationale, Quebec",,,,,,,,61.9
2022,"Chaudière-Appalaches, Quebec",,,,,,,,64.4
2022,"Estrie, Quebec",,,,,,,,57.5
2022,"Centre-du-Québec, Quebec",,,,,,,,61.6
2022,"Montérégie, Quebec",,,,,,,,62.9
2022,"Montréal, Quebec",,,,,,,,63.7
2022,"Laval, Quebec",,,,,,,,61.2
2022,"Lanaudière, Quebec",,,,,,,,64.4
2022,"Laurentides, Quebec",,,,,,,,60.5
2022,"Outaouais, Quebec",,,,,,,,63.3
2022,"Abitibi-Témiscamingue, Quebec",,,,,,,,61.3
2022,"Mauricie, Quebec",,,,,,,,51.2
2022,"Saguenay-Lac-Saint-Jean, Quebec",,,,,,,,54.6
2022,"Côte-Nord and Nord-du-Québec, Quebec",,,,,,,,54.9
2022,"Ottawa, Ontario",,,,,,,,62.7
2022,"Kingston-Pembroke, Ontario",,,,,,,,58.4
2022,"Muskoka-Kawarthas, Ontario",,,,,,,,52.9
2022,"Toronto, Ontario",,,,,,,,63.0
2022,"Kitchener-Waterloo-Barrie, Ontario",,,,,,,,65.0
2022,"Hamilton-Niagara Peninsula, Ontario",,,,,,,,60.8
2022,"London, Ontario",,,,,,,,62.8
2022,"Windsor-Sarnia, Ontario",,,,,,,,55.3
2022,"Stratford-Bruce Peninsula, Ontario",,,,,,,,60.2
2022,"Northeast, Ontario",,,,,,,,55.9
2022,"Northwest, Ontario",,,,,,,,57.3
2022,"Southeast, Manitoba",,,,,,,,64.3
2022,"South Central and North Central, Manitoba",,,,,,,,63.1
2022,"Southwest, Manitoba",,,,,,,,62.3
2022,"Winnipeg, Manitoba",,,,,,,,64.9
2022,"Interlake, Manitoba",,,,,,,,57.6
2022,"Parklands and Northern, Manitoba",,,,,,,,59.3
2022,"Regina-Moose Mountain, Saskatchewan",,,,,,,,64.3
2022,"Swift Current-Moose Jaw, Saskatchewan",,,,,,,,62.5
2022,"Saskatoon-Biggar, Saskatchewan",,,,,,,,67.4
2022,"Yorkton-Melville, Saskatchewan",,,,,,,,61.3
2022,"Prince Albert and Northern, Saskatchewan",,,,,,,,61.9
2022,"Lethbridge-Medicine Hat, Alberta",,,,,,,,61.0
2022,"Camrose-Drumheller, Alberta",,,,,,,,61.9
2022,"Calgary, Alberta",,,,,,,,67.4
2022,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",,,,,,,,66.6
2022,"Red Deer, Alberta",,,,,,,,60.4
2022,"Edmonton, Alberta",,,,,,,,65.4
2022,"Wood Buffalo-Cold Lake, Alberta",,,,,,,,70.3
2022,"Vancouver Island and Coast, British Columbia",,,,,,,,56.9
2022,"Lower Mainland-Southwest, British Columbia",,,,,,,,64.3
2022,"Thompson-Okanagan, British Columbia",,,,,,,,58.9
2022,"Kootenay, British Columbia",,,,,,,,56.8
2022,"Cariboo, British Columbia",,,,,,,,62.2
2022,"North Coast and Nechako, British Columbia",,,,,,,,60.4
2022,"Northeast, British Columbia",,,,,,,,66.7
2023,"Avalon Peninsula, Newfoundland and Labrador",,,,,,,,57.0
2023,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",,,,,,,,43.1
2023,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",,,,,,,,50.4
2023,"Cape Breton, Nova Scotia",,,,,,,,44.7
2023,"North Shore, Nova Scotia",,,,,,,,52.2
2023,"Annapolis Valley, Nova Scotia",,,,,,,,57.7
2023,"Southern, Nova Scotia",,,,,,,,51.8
2023,"Halifax, Nova Scotia",,,,,,,,64.3
2023,"Campbellton-Miramichi, New Brunswick",,,,,,,,48.2
2023,"Moncton-Richibucto, New Brunswick",,,,,,,,60.4
2023,"Saint John-St. Stephen, New Brunswick",,,,,,,,56.8
2023,"Fredericton-Oromocto, New Brunswick",,,,,,,,59.7
2023,"Edmundston-Woodstock, New Brunswick",,,,,,,,55.1
2023,"Gaspésie-Îles-de-la-Madeleine, Quebec",,,,,,,,47.5
2023,"Bas-Saint-Laurent, Quebec",,,,,,,,55.9
2023,"Capitale-Nationale, Quebec",,,,,,,,63.7
2023,"Chaudière-Appalaches, Quebec",,,,,,,,63.0
2023,"Estrie, Quebec",,,,,,,,56.4
2023,"Centre-du-Québec, Quebec",,,,,,,,60.6
2023,"Montérégie, Quebec",,,,,,,,63.2
2023,"Montréal, Quebec",,,,,,,,63.5
2023,"Laval, Quebec",,,,,,,,63.5
2023,"Lanaudière, Quebec",,,,,,,,62.9
2023,"Laurentides, Quebec",,,,,,,,64.6
2023,"Outaouais, Quebec",,,,,,,,62.4
2023,"Abitibi-Témiscamingue, Quebec",,,,,,,,60.1
2023,"Mauricie, Quebec",,,,,,,,53.6
2023,"Saguenay-Lac-Saint-Jean, Quebec",,,,,,,,56.1
2023,"Côte-Nord and Nord-du-Québec, Quebec",,,,,,,,57.8
2023,"Ottawa, Ontario",,,,,,,,64.3
2023,"Kingston-Pembroke, Ontario",,,,,,,,55.8
2023,"Muskoka-Kawarthas, Ontario",,,,,,,,54.3
2023,"Toronto, Ontario",,,,,,,,63.0
2023,"Kitchener-Waterloo-Barrie, Ontario",,,,,,,,66.0
2023,"Hamilton-Niagara Peninsula, Ontario",,,,,,,,59.6
2023,"London, Ontario",,,,,,,,61.5
2023,"Windsor-Sarnia, Ontario",,,,,,,,58.0
2023,"Stratford-Bruce Peninsula, Ontario",,,,,,,,57.0
2023,"Northeast, Ontario",,,,,,,,54.5
2023,"Northwest, Ontario",,,,,,,,58.7
2023,"Southeast, Manitoba",,,,,,,,66.5
2023,"South Central and North Central, Manitoba",,,,,,,,65.0
2023,"Southwest, Manitoba",,,,,,,,62.0
2023,"Winnipeg, Manitoba",,,,,,,,64.5
2023,"Interlake, Manitoba",,,,,,,,58.1
2023,"Parklands and Northern, Manitoba",,,,,,,,59.4
2023,"Regina-Moose Mountain, Saskatchewan",,,,,,,,64.5
2023,"Swift Current-Moose Jaw, Saskatchewan",,,,,,,,59.4
2023,"Saskatoon-Biggar, Saskatchewan",,,,,,,,66.7
2023,"Yorkton-Melville, Saskatchewan",,,,,,,,62.7
2023,"Prince Albert and Northern, Saskatchewan",,,,,,,,60.7
2023,"Lethbridge-Medicine Hat, Alberta",,,,,,,,61.9
2023,"Camrose-Drumheller, Alberta",,,,,,,,62.3
2023,"Calgary, Alberta",,,,,,,,66.3
2023,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",,,,,,,,67.1
2023,"Red Deer, Alberta",,,,,,,,60.0
2023,"Edmonton, Alberta",,,,,,,,65.7
2023,"Wood Buffalo-Cold Lake, Alberta",,,,,,,,71.0
2023,"Vancouver Island and Coast, British Columbia",,,,,,,,56.7
2023,"Lower Mainland-Southwest, British Columbia",,,,,,,,64.4
2023,"Thompson-Okanagan, British Columbia",,,,,,,,57.6
2023,"Kootenay, British Columbia",,,,,,,,56.8
2023,"Cariboo, British Columbia",,,,,,,,58.5
2023,"North Coast and Nechako, British Columbia",,,,,,,,62.2
2023,"Northeast, British Columbia",,,,,,,,64.6
2015,Canada,"Total, 15 years and over",Males,,,,,,65.7
2015,Canada,"Total, 15 years and over",Females,,,,,,57.6
2015,Newfoundland and Labrador,"Total, 15 years and over",Males,,,,,10,55.7
2015,Newfoundland and Labrador,"Total, 15 years and over",Females,,,,,10,51.7
2015,Prince Edward Island,"Total, 15 years and over",Males,,,,,11,63.3
2015,Prince Edward Island,"Total, 15 years and over",Females,,,,,11,58.8
2015,Nova Scotia,"Total, 15 years and over",Males,,,,,12,59.4
2015,Nova Scotia,"Total, 15 years and over",Females,,,,,12,55.1
2015,New Brunswick,"Total, 15 years and over",Males,,,,,13,58.5
2015,New Brunswick,"Total, 15 years and over",Females,,,,,13,54.7
2015,Quebec,"Total, 15 years and over",Males,,,,,24,63.3
2015,Quebec,"Total, 15 years and over",Females,,,,,24,56.7
2015,Ontario,"Total, 15 years and over",Males,,,,,35,65.4
2015,Ontario,"Total, 15 years and over",Females,,,,,35,56.9
2015,Manitoba,"Total, 15 years and over",Males,,,,,46,69.8
2015,Manitoba,"Total, 15 years and over",Females,,,,,46,60.1
2015,Saskatchewan,"Total, 15 years and over",Males,,,,,47,71.4
2015,Saskatchewan,"Total, 15 years and over",Females,,,,,47,61.3
2015,Alberta,"Total, 15 years and over",Males,,,,,48,74.3
2015,Alberta,"Total, 15 years and over",Females,,,,,48,63.5
2015,British Columbia,"Total, 15 years and over",Males,,,,,59,64.5
2015,British Columbia,"Total, 15 years and over",Females,,,,,59,56.3
2016,Canada,"Total, 15 years and over",Males,,,,,,65.2
2016,Canada,"Total, 15 years and over",Females,,,,,,57.5
2016,Newfoundland and Labrador,"Total, 15 years and over",Males,,,,,10,54.2
2016,Newfoundland and Labrador,"Total, 15 years and over",Females,,,,,10,50.6
2016,Prince Edward Island,"Total, 15 years and over",Males,,,,,11,62.3
2016,Prince Edward Island,"Total, 15 years and over",Females,,,,,11,57.3
2016,Nova Scotia,"Total, 15 years and over",Males,,,,,12,58.7
2016,Nova Scotia,"Total, 15 years and over",Females,,,,,12,54.9
2016,New Brunswick,"Total, 15 years and over",Males,,,,,13,58.7
2016,New Brunswick,"Total, 15 years and over",Females,,,,,13,54.9
2016,Quebec,"Total, 15 years and over",Males,,,,,24,63.0
2016,Quebec,"Total, 15 years and over",Females,,,,,24,57.1
2016,Ontario,"Total, 15 years and over",Males,,,,,35,65.2
2016,Ontario,"Total, 15 years and over",Females,,,,,35,56.8
2016,Manitoba,"Total, 15 years and over",Males,,,,,46,68.7
2016,Manitoba,"Total, 15 years and over",Females,,,,,46,59.1
2016,Saskatchewan,"Total, 15 years and over",Males,,,,,47,70.2
2016,Saskatchewan,"Total, 15 years and over",Females,,,,,47,60.2
2016,Alberta,"Total, 15 years and over",Males,,,,,48,71.6
2016,Alberta,"Total, 15 years and over",Females,,,,,48,61.3
2016,British Columbia,"Total, 15 years and over",Males,,,,,59,64.9
2016,British Columbia,"Total, 15 years and over",Females,,,,,59,57.8
2017,Canada,"Total, 15 years and over",Males,,,,,,65.8
2017,Canada,"Total, 15 years and over",Females,,,,,,57.9
2017,Newfoundland and Labrador,"Total, 15 years and over",Males,,,,,10,50.8
2017,Newfoundland and Labrador,"Total, 15 years and over",Females,,,,,10,50.0
2017,Prince Edward Island,"Total, 15 years and over",Males,,,,,11,63.6
2017,Prince Edward Island,"Total, 15 years and over",Females,,,,,11,57.5
2017,Nova Scotia,"Total, 15 years and over",Males,,,,,12,58.3
2017,Nova Scotia,"Total, 15 years and over",Females,,,,,12,55.3
2017,New Brunswick,"Total, 15 years and over",Males,,,,,13,59.1
2017,New Brunswick,"Total, 15 years and over",Females,,,,,13,54.7
2017,Quebec,"Total, 15 years and over",Males,,,,,24,64.6
2017,Quebec,"Total, 15 years and over",Females,,,,,24,57.5
2017,Ontario,"Total, 15 years and over",Males,,,,,35,65.6
2017,Ontario,"Total, 15 years and over",Females,,,,,35,57.2
2017,Manitoba,"Total, 15 years and over",Males,,,,,46,68.4
2017,Manitoba,"Total, 15 years and over",Females,,,,,46,59.5
2017,Saskatchewan,"Total, 15 years and over",Males,,,,,47,69.5
2017,Saskatchewan,"Total, 15 years and over",Females,,,,,47,59.9
2017,Alberta,"Total, 15 years and over",Males,,,,,48,71.5
2017,Alberta,"Total, 15 years and over",Females,,,,,48,61.1
2017,British Columbia,"Total, 15 years and over",Males,,,,,59,66.3
2017,British Columbia,"Total, 15 years and over",Females,,,,,59,59.0
2018,Canada,"Total, 15 years and over",Males,,,,,,66.0
2018,Canada,"Total, 15 years and over",Females,,,,,,58.0
2018,Newfoundland and Labrador,"Total, 15 years and over",Males,,,,,10,52.3
2018,Newfoundland and Labrador,"Total, 15 years and over",Females,,,,,10,49.4
2018,Prince Edward Island,"Total, 15 years and over",Males,,,,,11,63.4
2018,Prince Edward Island,"Total, 15 years and over",Females,,,,,11,58.2
2018,Nova Scotia,"Total, 15 years and over",Males,,,,,12,59.0
2018,Nova Scotia,"Total, 15 years and over",Females,,,,,12,54.7
2018,New Brunswick,"Total, 15 years and over",Males,,,,,13,58.9
2018,New Brunswick,"Total, 15 years and over",Females,,,,,13,54.7
2018,Quebec,"Total, 15 years and over",Males,,,,,24,64.8
2018,Quebec,"Total, 15 years and over",Females,,,,,24,58.2
2018,Ontario,"Total, 15 years and over",Males,,,,,35,65.7
2018,Ontario,"Total, 15 years and over",Females,,,,,35,57.0
2018,Manitoba,"Total, 15 years and over",Males,,,,,46,68.5
2018,Manitoba,"Total, 15 years and over",Females,,,,,46,58.9
2018,Saskatchewan,"Total, 15 years and over",Males,,,,,47,69.1
2018,Saskatchewan,"Total, 15 years and over",Females,,,,,47,60.2
2018,Alberta,"Total, 15 years and over",Males,,,,,48,72.1
2018,Alberta,"Total, 15 years and over",Females,,,,,48,62.1
2018,British Columbia,"Total, 15 years and over",Males,,,,,59,66.5
2018,British Columbia,"Total, 15 years and over",Females,,,,,59,58.8
2019,Canada,"Total, 15 years and over",Males,,,,,,66.2
2019,Canada,"Total, 15 years and over",Females,,,,,,58.5
2019,Newfoundland and Labrador,"Total, 15 years and over",Males,,,,,10,54.1
2019,Newfoundland and Labrador,"Total, 15 years and over",Females,,,,,10,49.2
2019,Prince Edward Island,"Total, 15 years and over",Males,,,,,11,63.2
2019,Prince Edward Island,"Total, 15 years and over",Females,,,,,11,58.9
2019,Nova Scotia,"Total, 15 years and over",Males,,,,,12,59.3
2019,Nova Scotia,"Total, 15 years and over",Females,,,,,12,56.0
2019,New Brunswick,"Total, 15 years and over",Males,,,,,13,59.1
2019,New Brunswick,"Total, 15 years and over",Females,,,,,13,54.2
2019,Quebec,"Total, 15 years and over",Males,,,,,24,65.0
2019,Quebec,"Total, 15 years and over",Females,,,,,24,58.7
2019,Ontario,"Total, 15 years and over",Males,,,,,35,66.0
2019,Ontario,"Total, 15 years and over",Females,,,,,35,57.5
2019,Manitoba,"Total, 15 years and over",Males,,,,,46,68.5
2019,Manitoba,"Total, 15 years and over",Females,,,,,46,58.8
2019,Saskatchewan,"Total, 15 years and over",Males,,,,,47,70.1
2019,Saskatchewan,"Total, 15 years and over",Females,,,,,47,60.4
2019,Alberta,"Total, 15 years and over",Males,,,,,48,71.4
2019,Alberta,"Total, 15 years and over",Females,,,,,48,62.2
2019,British Columbia,"Total, 15 years and over",Males,,,,,59,67.1
2019,British Columbia,"Total, 15 years and over",Females,,,,,59,59.4
2020,Canada,"Total, 15 years and over",Males,,,,,,62.2
2020,Canada,"Total, 15 years and over",Females,,,,,,54.1
2020,Newfoundland and Labrador,"Total, 15 years and over",Males,,,,,10,48.9
2020,Newfoundland and Labrador,"Total, 15 years and over",Females,,,,,10,47.8
2020,Prince Edward Island,"Total, 15 years and over",Males,,,,,11,61.5
2020,Prince Edward Island,"Total, 15 years and over",Females,,,,,11,54.7
2020,Nova Scotia,"Total, 15 years and over",Males,,,,,12,56.8
2020,Nova Scotia,"Total, 15 years and over",Females,,,,,12,52.3
2020,New Brunswick,"Total, 15 years and over",Males,,,,,13,56.8
2020,New Brunswick,"Total, 15 years and over",Females,,,,,13,52.2
2020,Quebec,"Total, 15 years and over",Males,,,,,24,61.5
2020,Quebec,"Total, 15 years and over",Females,,,,,24,54.7
2020,Ontario,"Total, 15 years and over",Males,,,,,35,62.0
2020,Ontario,"Total, 15 years and over",Females,,,,,35,53.2
2020,Manitoba,"Total, 15 years and over",Males,,,,,46,65.0
2020,Manitoba,"Total, 15 years and over",Females,,,,,46,55.8
2020,Saskatchewan,"Total, 15 years and over",Males,,,,,47,66.3
2020,Saskatchewan,"Total, 15 years and over",Females,,,,,47,57.0
2020,Alberta,"Total, 15 years and over",Males,,,,,48,66.2
2020,Alberta,"Total, 15 years and over",Females,,,,,48,56.1
2020,British Columbia,"Total, 15 years and over",Males,,,,,59,62.4
2020,British Columbia,"Total, 15 years and over",Females,,,,,59,54.5
2021,Canada,"Total, 15 years and over",Males,,,,,,64.5
2021,Canada,"Total, 15 years and over",Females,,,,,,56.6
2021,Newfoundland and Labrador,"Total, 15 years and over",Males,,,,,10,51.0
2021,Newfoundland and Labrador,"Total, 15 years and over",Females,,,,,10,49.1
2021,Prince Edward Island,"Total, 15 years and over",Males,,,,,11,63.4
2021,Prince Edward Island,"Total, 15 years and over",Females,,,,,11,55.7
2021,Nova Scotia,"Total, 15 years and over",Males,,,,,12,59.2
2021,Nova Scotia,"Total, 15 years and over",Females,,,,,12,54.9
2021,New Brunswick,"Total, 15 years and over",Males,,,,,13,58.0
2021,New Brunswick,"Total, 15 years and over",Females,,,,,13,53.8
2021,Quebec,"Total, 15 years and over",Males,,,,,24,63.6
2021,Quebec,"Total, 15 years and over",Females,,,,,24,56.8
2021,Ontario,"Total, 15 years and over",Males,,,,,35,64.2
2021,Ontario,"Total, 15 years and over",Females,,,,,35,55.7
2021,Manitoba,"Total, 15 years and over",Males,,,,,46,67.1
2021,Manitoba,"Total, 15 years and over",Females,,,,,46,57.8
2021,Saskatchewan,"Total, 15 years and over",Males,,,,,47,67.7
2021,Saskatchewan,"Total, 15 years and over",Females,,,,,47,58.5
2021,Alberta,"Total, 15 years and over",Males,,,,,48,68.3
2021,Alberta,"Total, 15 years and over",Females,,,,,48,59.3
2021,British Columbia,"Total, 15 years and over",Males,,,,,59,65.5
2021,British Columbia,"Total, 15 years and over",Females,,,,,59,57.1
2022,Canada,"Total, 15 years and over",Males,,,,,,65.7
2022,Canada,"Total, 15 years and over",Females,,,,,,58.3
2022,Newfoundland and Labrador,"Total, 15 years and over",Males,,,,,10,53.2
2022,Newfoundland and Labrador,"Total, 15 years and over",Females,,,,,10,50.5
2022,Prince Edward Island,"Total, 15 years and over",Males,,,,,11,63.7
2022,Prince Edward Island,"Total, 15 years and over",Females,,,,,11,57.4
2022,Nova Scotia,"Total, 15 years and over",Males,,,,,12,60.2
2022,Nova Scotia,"Total, 15 years and over",Females,,,,,12,55.4
2022,New Brunswick,"Total, 15 years and over",Males,,,,,13,58.5
2022,New Brunswick,"Total, 15 years and over",Females,,,,,13,54.1
2022,Quebec,"Total, 15 years and over",Males,,,,,24,64.8
2022,Quebec,"Total, 15 years and over",Females,,,,,24,58.3
2022,Ontario,"Total, 15 years and over",Males,,,,,35,66.0
2022,Ontario,"Total, 15 years and over",Females,,,,,35,57.6
2022,Manitoba,"Total, 15 years and over",Males,,,,,46,67.7
2022,Manitoba,"Total, 15 years and over",Females,,,,,46,59.7
2022,Saskatchewan,"Total, 15 years and over",Males,,,,,47,68.4
2022,Saskatchewan,"Total, 15 years and over",Females,,,,,47,60.8
2022,Alberta,"Total, 15 years and over",Males,,,,,48,69.6
2022,Alberta,"Total, 15 years and over",Females,,,,,48,61.8
2022,British Columbia,"Total, 15 years and over",Males,,,,,59,65.6
2022,British Columbia,"Total, 15 years and over",Females,,,,,59,58.7
2023,Canada,"Total, 15 years and over",Males,,,,,,65.8
2023,Canada,"Total, 15 years and over",Females,,,,,,58.4
2023,Newfoundland and Labrador,"Total, 15 years and over",Males,,,,,10,53.3
2023,Newfoundland and Labrador,"Total, 15 years and over",Females,,,,,10,50.8
2023,Prince Edward Island,"Total, 15 years and over",Males,,,,,11,64.6
2023,Prince Edward Island,"Total, 15 years and over",Females,,,,,11,58.5
2023,Nova Scotia,"Total, 15 years and over",Males,,,,,12,59.9
2023,Nova Scotia,"Total, 15 years and over",Females,,,,,12,55.5
2023,New Brunswick,"Total, 15 years and over",Males,,,,,13,58.6
2023,New Brunswick,"Total, 15 years and over",Females,,,,,13,54.6
2023,Quebec,"Total, 15 years and over",Males,,,,,24,65.1
2023,Quebec,"Total, 15 years and over",Females,,,,,24,59.0
2023,Ontario,"Total, 15 years and over",Males,,,,,35,66.1
