Year,data.Geography,data.Age at time of death,data.Sex,data.Leading causes of death (ICD-10),Value
2017,data.Canada,data.65 to 74 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],79.5
2018,data.Canada,data.65 to 74 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],78.7
2019,data.Canada,data.65 to 74 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],74.3
2015,data.Canada,data.65 to 74 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",26.4
2016,data.Canada,data.65 to 74 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",28.1
2017,data.Canada,data.65 to 74 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",28.0
2018,data.Canada,data.65 to 74 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",26.4
2019,data.Canada,data.65 to 74 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",28.5
2015,data.Canada,data.65 to 74 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",33.4
2016,data.Canada,data.65 to 74 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",33.6
2017,data.Canada,data.65 to 74 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",33.1
2018,data.Canada,data.65 to 74 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",32.5
2019,data.Canada,data.65 to 74 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",34.3
2015,data.Canada,data.65 to 74 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",11.5
2016,data.Canada,data.65 to 74 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",10.2
2017,data.Canada,data.65 to 74 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",10.1
2018,data.Canada,data.65 to 74 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",9.1
2019,data.Canada,data.65 to 74 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",10.0
2015,data.Canada,data.65 to 74 years,data.Males,data.Malignant neoplasms [C00-C97],712.6
2016,data.Canada,data.65 to 74 years,data.Males,data.Malignant neoplasms [C00-C97],707.9
2017,data.Canada,data.65 to 74 years,data.Males,data.Malignant neoplasms [C00-C97],694.3
2018,data.Canada,data.65 to 74 years,data.Males,data.Malignant neoplasms [C00-C97],679.2
2019,data.Canada,data.65 to 74 years,data.Males,data.Malignant neoplasms [C00-C97],671.5
2015,data.Canada,data.65 to 74 years,data.Males,data.Diabetes mellitus [E10-E14],63.7
2016,data.Canada,data.65 to 74 years,data.Males,data.Diabetes mellitus [E10-E14],56.6
2017,data.Canada,data.65 to 74 years,data.Males,data.Diabetes mellitus [E10-E14],56.2
2018,data.Canada,data.65 to 74 years,data.Males,data.Diabetes mellitus [E10-E14],57.4
2019,data.Canada,data.65 to 74 years,data.Males,data.Diabetes mellitus [E10-E14],53.0
2015,data.Canada,data.65 to 74 years,data.Males,data.Alzheimer's disease [G30],11.9
2016,data.Canada,data.65 to 74 years,data.Males,data.Alzheimer's disease [G30],10.1
2017,data.Canada,data.65 to 74 years,data.Males,data.Alzheimer's disease [G30],10.4
2018,data.Canada,data.65 to 74 years,data.Males,data.Alzheimer's disease [G30],9.2
2019,data.Canada,data.65 to 74 years,data.Males,data.Alzheimer's disease [G30],8.1
2015,data.Canada,data.65 to 74 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",342.5
2016,data.Canada,data.65 to 74 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",334.3
2017,data.Canada,data.65 to 74 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",342.6
2018,data.Canada,data.65 to 74 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",333.2
2019,data.Canada,data.65 to 74 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",320.2
2015,data.Canada,data.65 to 74 years,data.Males,data.Cerebrovascular diseases [I60-I69],59.6
2016,data.Canada,data.65 to 74 years,data.Males,data.Cerebrovascular diseases [I60-I69],60.8
2017,data.Canada,data.65 to 74 years,data.Males,data.Cerebrovascular diseases [I60-I69],59.3
2018,data.Canada,data.65 to 74 years,data.Males,data.Cerebrovascular diseases [I60-I69],56.8
2019,data.Canada,data.65 to 74 years,data.Males,data.Cerebrovascular diseases [I60-I69],59.6
2015,data.Canada,data.65 to 74 years,data.Males,data.Influenza and pneumonia [J09-J18],26.2
2016,data.Canada,data.65 to 74 years,data.Males,data.Influenza and pneumonia [J09-J18],24.2
2017,data.Canada,data.65 to 74 years,data.Males,data.Influenza and pneumonia [J09-J18],24.5
2018,data.Canada,data.65 to 74 years,data.Males,data.Influenza and pneumonia [J09-J18],29.4
2019,data.Canada,data.65 to 74 years,data.Males,data.Influenza and pneumonia [J09-J18],25.6
2015,data.Canada,data.65 to 74 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],84.7
2016,data.Canada,data.65 to 74 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],85.5
2017,data.Canada,data.65 to 74 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],86.4
2018,data.Canada,data.65 to 74 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],84.9
2019,data.Canada,data.65 to 74 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],82.5
2015,data.Canada,data.65 to 74 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",37.4
2016,data.Canada,data.65 to 74 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",40.3
2017,data.Canada,data.65 to 74 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",39.9
2018,data.Canada,data.65 to 74 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",35.5
2019,data.Canada,data.65 to 74 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",39.5
2015,data.Canada,data.65 to 74 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",43.7
2016,data.Canada,data.65 to 74 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",43.9
2017,data.Canada,data.65 to 74 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",44.1
2018,data.Canada,data.65 to 74 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",41.7
2019,data.Canada,data.65 to 74 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",44.0
2015,data.Canada,data.65 to 74 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",18.7
2016,data.Canada,data.65 to 74 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",15.7
2017,data.Canada,data.65 to 74 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",16.7
2018,data.Canada,data.65 to 74 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",14.2
2019,data.Canada,data.65 to 74 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",16.1
2015,data.Canada,data.65 to 74 years,data.Females,data.Malignant neoplasms [C00-C97],539.0
2016,data.Canada,data.65 to 74 years,data.Females,data.Malignant neoplasms [C00-C97],542.5
2017,data.Canada,data.65 to 74 years,data.Females,data.Malignant neoplasms [C00-C97],525.8
2018,data.Canada,data.65 to 74 years,data.Females,data.Malignant neoplasms [C00-C97],508.1
2019,data.Canada,data.65 to 74 years,data.Females,data.Malignant neoplasms [C00-C97],486.2
2015,data.Canada,data.65 to 74 years,data.Females,data.Diabetes mellitus [E10-E14],32.0
2016,data.Canada,data.65 to 74 years,data.Females,data.Diabetes mellitus [E10-E14],30.2
2017,data.Canada,data.65 to 74 years,data.Females,data.Diabetes mellitus [E10-E14],30.4
2018,data.Canada,data.65 to 74 years,data.Females,data.Diabetes mellitus [E10-E14],30.1
2019,data.Canada,data.65 to 74 years,data.Females,data.Diabetes mellitus [E10-E14],29.9
2015,data.Canada,data.65 to 74 years,data.Females,data.Alzheimer's disease [G30],11.2
2016,data.Canada,data.65 to 74 years,data.Females,data.Alzheimer's disease [G30],12.0
2017,data.Canada,data.65 to 74 years,data.Females,data.Alzheimer's disease [G30],12.5
2018,data.Canada,data.65 to 74 years,data.Females,data.Alzheimer's disease [G30],10.3
2019,data.Canada,data.65 to 74 years,data.Females,data.Alzheimer's disease [G30],9.9
2015,data.Canada,data.65 to 74 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",153.3
2016,data.Canada,data.65 to 74 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",152.5
2017,data.Canada,data.65 to 74 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",148.8
2018,data.Canada,data.65 to 74 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",147.4
2019,data.Canada,data.65 to 74 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",143.8
2015,data.Canada,data.65 to 74 years,data.Females,data.Cerebrovascular diseases [I60-I69],46.6
2016,data.Canada,data.65 to 74 years,data.Females,data.Cerebrovascular diseases [I60-I69],42.6
2017,data.Canada,data.65 to 74 years,data.Females,data.Cerebrovascular diseases [I60-I69],41.0
2018,data.Canada,data.65 to 74 years,data.Females,data.Cerebrovascular diseases [I60-I69],40.4
2019,data.Canada,data.65 to 74 years,data.Females,data.Cerebrovascular diseases [I60-I69],42.6
2015,data.Canada,data.65 to 74 years,data.Females,data.Influenza and pneumonia [J09-J18],17.4
2016,data.Canada,data.65 to 74 years,data.Females,data.Influenza and pneumonia [J09-J18],15.3
2017,data.Canada,data.65 to 74 years,data.Females,data.Influenza and pneumonia [J09-J18],16.1
2018,data.Canada,data.65 to 74 years,data.Females,data.Influenza and pneumonia [J09-J18],17.7
2019,data.Canada,data.65 to 74 years,data.Females,data.Influenza and pneumonia [J09-J18],17.4
2015,data.Canada,data.65 to 74 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],72.8
2016,data.Canada,data.65 to 74 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],69.2
2017,data.Canada,data.65 to 74 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],73.1
2018,data.Canada,data.65 to 74 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],72.9
2019,data.Canada,data.65 to 74 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],66.7
2015,data.Canada,data.65 to 74 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",16.2
2016,data.Canada,data.65 to 74 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",16.7
2017,data.Canada,data.65 to 74 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",16.8
2018,data.Canada,data.65 to 74 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",17.8
2019,data.Canada,data.65 to 74 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",18.2
2015,data.Canada,data.65 to 74 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",23.7
2016,data.Canada,data.65 to 74 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",23.9
2017,data.Canada,data.65 to 74 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",22.8
2018,data.Canada,data.65 to 74 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",23.9
2019,data.Canada,data.65 to 74 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",25.2
2015,data.Canada,data.65 to 74 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",4.8
2016,data.Canada,data.65 to 74 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",5.1
2017,data.Canada,data.65 to 74 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",3.9
2018,data.Canada,data.65 to 74 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",4.3
2019,data.Canada,data.65 to 74 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",4.3
2015,data.Canada,data.75 to 84 years,data.Both sexes,data.Malignant neoplasms [C00-C97],1254.0
2016,data.Canada,data.75 to 84 years,data.Both sexes,data.Malignant neoplasms [C00-C97],1253.4
2017,data.Canada,data.75 to 84 years,data.Both sexes,data.Malignant neoplasms [C00-C97],1224.0
2018,data.Canada,data.75 to 84 years,data.Both sexes,data.Malignant neoplasms [C00-C97],1218.4
2019,data.Canada,data.75 to 84 years,data.Both sexes,data.Malignant neoplasms [C00-C97],1176.1
2015,data.Canada,data.75 to 84 years,data.Both sexes,data.Diabetes mellitus [E10-E14],119.0
2016,data.Canada,data.75 to 84 years,data.Both sexes,data.Diabetes mellitus [E10-E14],108.9
2017,data.Canada,data.75 to 84 years,data.Both sexes,data.Diabetes mellitus [E10-E14],105.0
2018,data.Canada,data.75 to 84 years,data.Both sexes,data.Diabetes mellitus [E10-E14],99.2
2019,data.Canada,data.75 to 84 years,data.Both sexes,data.Diabetes mellitus [E10-E14],96.8
2015,data.Canada,data.75 to 84 years,data.Both sexes,data.Alzheimer's disease [G30],98.7
2016,data.Canada,data.75 to 84 years,data.Both sexes,data.Alzheimer's disease [G30],92.5
2017,data.Canada,data.75 to 84 years,data.Both sexes,data.Alzheimer's disease [G30],88.3
2018,data.Canada,data.75 to 84 years,data.Both sexes,data.Alzheimer's disease [G30],86.3
2019,data.Canada,data.75 to 84 years,data.Both sexes,data.Alzheimer's disease [G30],80.7
2015,data.Canada,data.75 to 84 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",750.6
2016,data.Canada,data.75 to 84 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",724.4
2017,data.Canada,data.75 to 84 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",708.3
2018,data.Canada,data.75 to 84 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",691.9
2019,data.Canada,data.75 to 84 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",663.3
2015,data.Canada,data.75 to 84 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],226.5
2016,data.Canada,data.75 to 84 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],205.9
2017,data.Canada,data.75 to 84 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],208.0
2018,data.Canada,data.75 to 84 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],199.0
2019,data.Canada,data.75 to 84 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],186.3
2015,data.Canada,data.75 to 84 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],100.4
2016,data.Canada,data.75 to 84 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],75.1
2017,data.Canada,data.75 to 84 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],87.8
2018,data.Canada,data.75 to 84 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],98.6
2019,data.Canada,data.75 to 84 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],77.7
2015,data.Canada,data.75 to 84 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],240.9
2016,data.Canada,data.75 to 84 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],230.1
2017,data.Canada,data.75 to 84 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],224.2
2018,data.Canada,data.75 to 84 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],231.0
2019,data.Canada,data.75 to 84 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],220.3
2015,data.Canada,data.75 to 84 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",25.7
2016,data.Canada,data.75 to 84 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",29.2
2017,data.Canada,data.75 to 84 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",27.7
2018,data.Canada,data.75 to 84 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",30.9
2019,data.Canada,data.75 to 84 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",32.6
2015,data.Canada,data.75 to 84 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",109.9
2016,data.Canada,data.75 to 84 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",104.5
2017,data.Canada,data.75 to 84 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",99.2
2018,data.Canada,data.75 to 84 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",104.7
2019,data.Canada,data.75 to 84 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",110.6
2015,data.Canada,data.75 to 84 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",12.9
2016,data.Canada,data.75 to 84 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",11.5
2017,data.Canada,data.75 to 84 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",10.5
2018,data.Canada,data.75 to 84 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",9.7
2019,data.Canada,data.75 to 84 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",9.1
2015,data.Canada,data.75 to 84 years,data.Males,data.Malignant neoplasms [C00-C97],1546.7
2016,data.Canada,data.75 to 84 years,data.Males,data.Malignant neoplasms [C00-C97],1541.5
2017,data.Canada,data.75 to 84 years,data.Males,data.Malignant neoplasms [C00-C97],1510.8
2018,data.Canada,data.75 to 84 years,data.Males,data.Malignant neoplasms [C00-C97],1473.4
2019,data.Canada,data.75 to 84 years,data.Males,data.Malignant neoplasms [C00-C97],1420.3
2015,data.Canada,data.75 to 84 years,data.Males,data.Diabetes mellitus [E10-E14],147.7
2016,data.Canada,data.75 to 84 years,data.Males,data.Diabetes mellitus [E10-E14],133.3
2017,data.Canada,data.75 to 84 years,data.Males,data.Diabetes mellitus [E10-E14],137.8
2018,data.Canada,data.75 to 84 years,data.Males,data.Diabetes mellitus [E10-E14],123.2
2019,data.Canada,data.75 to 84 years,data.Males,data.Diabetes mellitus [E10-E14],121.9
2015,data.Canada,data.75 to 84 years,data.Males,data.Alzheimer's disease [G30],91.0
2016,data.Canada,data.75 to 84 years,data.Males,data.Alzheimer's disease [G30],84.7
2017,data.Canada,data.75 to 84 years,data.Males,data.Alzheimer's disease [G30],82.7
2018,data.Canada,data.75 to 84 years,data.Males,data.Alzheimer's disease [G30],78.5
2019,data.Canada,data.75 to 84 years,data.Males,data.Alzheimer's disease [G30],70.3
2015,data.Canada,data.75 to 84 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",962.9
2016,data.Canada,data.75 to 84 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",933.2
2017,data.Canada,data.75 to 84 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",921.0
2018,data.Canada,data.75 to 84 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",892.3
2019,data.Canada,data.75 to 84 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",852.5
2015,data.Canada,data.75 to 84 years,data.Males,data.Cerebrovascular diseases [I60-I69],244.2
2016,data.Canada,data.75 to 84 years,data.Males,data.Cerebrovascular diseases [I60-I69],220.9
2017,data.Canada,data.75 to 84 years,data.Males,data.Cerebrovascular diseases [I60-I69],233.4
2018,data.Canada,data.75 to 84 years,data.Males,data.Cerebrovascular diseases [I60-I69],210.5
2019,data.Canada,data.75 to 84 years,data.Males,data.Cerebrovascular diseases [I60-I69],207.4
2015,data.Canada,data.75 to 84 years,data.Males,data.Influenza and pneumonia [J09-J18],119.4
2016,data.Canada,data.75 to 84 years,data.Males,data.Influenza and pneumonia [J09-J18],88.8
2017,data.Canada,data.75 to 84 years,data.Males,data.Influenza and pneumonia [J09-J18],96.6
2018,data.Canada,data.75 to 84 years,data.Males,data.Influenza and pneumonia [J09-J18],117.6
2019,data.Canada,data.75 to 84 years,data.Males,data.Influenza and pneumonia [J09-J18],92.2
2015,data.Canada,data.75 to 84 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],274.4
2016,data.Canada,data.75 to 84 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],259.7
2017,data.Canada,data.75 to 84 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],248.6
2018,data.Canada,data.75 to 84 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],255.9
2019,data.Canada,data.75 to 84 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],238.8
2015,data.Canada,data.75 to 84 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",35.6
2016,data.Canada,data.75 to 84 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",38.9
2017,data.Canada,data.75 to 84 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",36.1
2018,data.Canada,data.75 to 84 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",40.6
2019,data.Canada,data.75 to 84 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",45.0
2015,data.Canada,data.75 to 84 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",135.5
2016,data.Canada,data.75 to 84 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",128.3
2017,data.Canada,data.75 to 84 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",123.7
2018,data.Canada,data.75 to 84 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",122.7
2019,data.Canada,data.75 to 84 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",132.3
2015,data.Canada,data.75 to 84 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",22.4
2016,data.Canada,data.75 to 84 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",20.4
2017,data.Canada,data.75 to 84 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",17.9
2018,data.Canada,data.75 to 84 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",18.0
2019,data.Canada,data.75 to 84 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",15.3
2015,data.Canada,data.75 to 84 years,data.Females,data.Malignant neoplasms [C00-C97],1018.9
2016,data.Canada,data.75 to 84 years,data.Females,data.Malignant neoplasms [C00-C97],1020.6
2017,data.Canada,data.75 to 84 years,data.Females,data.Malignant neoplasms [C00-C97],990.9
2018,data.Canada,data.75 to 84 years,data.Females,data.Malignant neoplasms [C00-C97],1005.8
2019,data.Canada,data.75 to 84 years,data.Females,data.Malignant neoplasms [C00-C97],971.1
2015,data.Canada,data.75 to 84 years,data.Females,data.Diabetes mellitus [E10-E14],95.9
2016,data.Canada,data.75 to 84 years,data.Females,data.Diabetes mellitus [E10-E14],89.2
2017,data.Canada,data.75 to 84 years,data.Females,data.Diabetes mellitus [E10-E14],78.3
2018,data.Canada,data.75 to 84 years,data.Females,data.Diabetes mellitus [E10-E14],79.1
2019,data.Canada,data.75 to 84 years,data.Females,data.Diabetes mellitus [E10-E14],75.7
2015,data.Canada,data.75 to 84 years,data.Females,data.Alzheimer's disease [G30],104.9
2016,data.Canada,data.75 to 84 years,data.Females,data.Alzheimer's disease [G30],98.8
2017,data.Canada,data.75 to 84 years,data.Females,data.Alzheimer's disease [G30],92.9
2018,data.Canada,data.75 to 84 years,data.Females,data.Alzheimer's disease [G30],92.8
2019,data.Canada,data.75 to 84 years,data.Females,data.Alzheimer's disease [G30],89.4
2015,data.Canada,data.75 to 84 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",580.1
2016,data.Canada,data.75 to 84 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",555.7
2017,data.Canada,data.75 to 84 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",535.4
2018,data.Canada,data.75 to 84 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",524.9
2019,data.Canada,data.75 to 84 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",504.5
2015,data.Canada,data.75 to 84 years,data.Females,data.Cerebrovascular diseases [I60-I69],212.3
2016,data.Canada,data.75 to 84 years,data.Females,data.Cerebrovascular diseases [I60-I69],193.8
2017,data.Canada,data.75 to 84 years,data.Females,data.Cerebrovascular diseases [I60-I69],187.4
2018,data.Canada,data.75 to 84 years,data.Females,data.Cerebrovascular diseases [I60-I69],189.5
2019,data.Canada,data.75 to 84 years,data.Females,data.Cerebrovascular diseases [I60-I69],168.7
2015,data.Canada,data.75 to 84 years,data.Females,data.Influenza and pneumonia [J09-J18],85.1
2016,data.Canada,data.75 to 84 years,data.Females,data.Influenza and pneumonia [J09-J18],64.1
2017,data.Canada,data.75 to 84 years,data.Females,data.Influenza and pneumonia [J09-J18],80.7
2018,data.Canada,data.75 to 84 years,data.Females,data.Influenza and pneumonia [J09-J18],82.9
2019,data.Canada,data.75 to 84 years,data.Females,data.Influenza and pneumonia [J09-J18],65.6
2015,data.Canada,data.75 to 84 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],214.0
2016,data.Canada,data.75 to 84 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],206.1
2017,data.Canada,data.75 to 84 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],204.3
2018,data.Canada,data.75 to 84 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],210.2
2019,data.Canada,data.75 to 84 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],204.7
2015,data.Canada,data.75 to 84 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",17.8
2016,data.Canada,data.75 to 84 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",21.3
2017,data.Canada,data.75 to 84 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",20.9
2018,data.Canada,data.75 to 84 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",22.9
2019,data.Canada,data.75 to 84 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",22.2
2015,data.Canada,data.75 to 84 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",89.3
2016,data.Canada,data.75 to 84 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",85.3
2017,data.Canada,data.75 to 84 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",79.3
2018,data.Canada,data.75 to 84 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",89.7
2019,data.Canada,data.75 to 84 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",92.3
2015,data.Canada,data.75 to 84 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",5.4
2016,data.Canada,data.75 to 84 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",4.3
2017,data.Canada,data.75 to 84 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",4.4
