Year,Geography,Gender,Age group,Selected demographic characteristics,GeoCode,Value
2016,Prince Edward Island,Males,25 to 64 years,Non immigrants,11,80.5
2016,Prince Edward Island,Males,25 to 64 years,Immigrants,11,93.6
2016,Prince Edward Island,Males,25 to 64 years,Non-permanent residents,11,90.1
2016,Prince Edward Island,Males,25 to 64 years,Total visible minority population,11,91.0
2016,Prince Edward Island,Males,25 to 64 years,Not a visible minority,11,81.1
2016,Prince Edward Island,Males,25 to 64 years,Indigenous identity,11,76.1
2016,Prince Edward Island,Males,25 to 64 years,First Nations (North American Indian),11,70.9
2016,Prince Edward Island,Males,25 to 64 years,Métis,11,83.3
2016,Prince Edward Island,Males,25 to 64 years,Inuk (Inuit),11,100.0
2016,Prince Edward Island,Males,25 to 64 years,Non-Indigenous identity,11,81.7
2016,Prince Edward Island,Males,65 to 74 years,Total,11,64.8
2016,Prince Edward Island,Males,65 to 74 years,Non immigrants,11,62.8
2016,Prince Edward Island,Males,65 to 74 years,Immigrants,11,89.7
2016,Prince Edward Island,Males,65 to 74 years,Non-permanent residents,11,0.0
2016,Prince Edward Island,Males,65 to 74 years,Total visible minority population,11,81.3
2016,Prince Edward Island,Males,65 to 74 years,Not a visible minority,11,64.6
2016,Prince Edward Island,Males,65 to 74 years,Indigenous identity,11,50.0
2016,Prince Edward Island,Males,65 to 74 years,First Nations (North American Indian),11,42.9
2016,Prince Edward Island,Males,65 to 74 years,Métis,11,60.0
2016,Prince Edward Island,Males,65 to 74 years,Inuk (Inuit),11,0.0
2016,Prince Edward Island,Males,65 to 74 years,Non-Indigenous identity,11,64.9
2016,Prince Edward Island,Males,75 years and over,Total,11,49.9
2016,Prince Edward Island,Males,75 years and over,Non immigrants,11,47.6
2016,Prince Edward Island,Males,75 years and over,Immigrants,11,80.7
2016,Prince Edward Island,Males,75 years and over,Non-permanent residents,11,66.7
2016,Prince Edward Island,Males,75 years and over,Total visible minority population,11,60.0
2016,Prince Edward Island,Males,75 years and over,Not a visible minority,11,49.9
2016,Prince Edward Island,Males,75 years and over,Indigenous identity,11,0.0
2016,Prince Edward Island,Males,75 years and over,First Nations (North American Indian),11,0.0
2016,Prince Edward Island,Males,75 years and over,Métis,11,100.0
2016,Prince Edward Island,Males,75 years and over,Inuk (Inuit),11,0.0
2016,Prince Edward Island,Males,75 years and over,Non-Indigenous identity,11,49.9
2016,Prince Edward Island,Females,Total,Total,11,82.4
2016,Prince Edward Island,Females,Total,Non immigrants,11,81.9
2016,Prince Edward Island,Females,Total,Immigrants,11,88.0
2016,Prince Edward Island,Females,Total,Non-permanent residents,11,89.8
2016,Prince Edward Island,Females,Total,Total visible minority population,11,84.6
2016,Prince Edward Island,Females,Total,Not a visible minority,11,82.3
2016,Prince Edward Island,Females,Total,Indigenous identity,11,77.3
2016,Prince Edward Island,Females,Total,First Nations (North American Indian),11,76.8
2016,Prince Edward Island,Females,Total,Métis,11,82.5
2016,Prince Edward Island,Females,Total,Inuk (Inuit),11,60.0
2016,Prince Edward Island,Females,Total,Non-Indigenous identity,11,82.5
2016,Prince Edward Island,Females,15 to 24 years,Total,11,67.8
2016,Prince Edward Island,Females,15 to 24 years,Non immigrants,11,68.1
2016,Prince Edward Island,Females,15 to 24 years,Immigrants,11,57.0
2016,Prince Edward Island,Females,15 to 24 years,Non-permanent residents,11,76.9
2016,Prince Edward Island,Females,15 to 24 years,Total visible minority population,11,64.0
2016,Prince Edward Island,Females,15 to 24 years,Not a visible minority,11,68.1
2016,Prince Edward Island,Females,15 to 24 years,Indigenous identity,11,66.0
2016,Prince Edward Island,Females,15 to 24 years,First Nations (North American Indian),11,65.8
2016,Prince Edward Island,Females,15 to 24 years,Métis,11,60.0
2016,Prince Edward Island,Females,15 to 24 years,Inuk (Inuit),11,100.0
2016,Prince Edward Island,Females,15 to 24 years,Non-Indigenous identity,11,67.8
2016,Prince Edward Island,Females,25 to 64 years,Total,11,90.2
2016,Prince Edward Island,Females,25 to 64 years,Non immigrants,11,90.0
2016,Prince Edward Island,Females,25 to 64 years,Immigrants,11,92.5
2016,Prince Edward Island,Females,25 to 64 years,Non-permanent residents,11,97.0
2016,Prince Edward Island,Females,25 to 64 years,Total visible minority population,11,91.1
2016,Prince Edward Island,Females,25 to 64 years,Not a visible minority,11,90.2
2016,Prince Edward Island,Females,25 to 64 years,Indigenous identity,11,83.1
2016,Prince Edward Island,Females,25 to 64 years,First Nations (North American Indian),11,80.9
2016,Prince Edward Island,Females,25 to 64 years,Métis,11,88.1
2016,Prince Edward Island,Females,25 to 64 years,Inuk (Inuit),11,66.7
2016,Prince Edward Island,Females,25 to 64 years,Non-Indigenous identity,11,90.4
2016,Prince Edward Island,Females,65 to 74 years,Total,11,74.9
2016,Prince Edward Island,Females,65 to 74 years,Non immigrants,11,73.7
2016,Prince Edward Island,Females,65 to 74 years,Immigrants,11,93.1
2016,Prince Edward Island,Females,65 to 74 years,Non-permanent residents,11,0.0
2016,Prince Edward Island,Females,65 to 74 years,Total visible minority population,11,86.7
2016,Prince Edward Island,Females,65 to 74 years,Not a visible minority,11,74.8
2016,Prince Edward Island,Females,65 to 74 years,Indigenous identity,11,75.0
2016,Prince Edward Island,Females,65 to 74 years,First Nations (North American Indian),11,77.8
2016,Prince Edward Island,Females,65 to 74 years,Métis,11,66.7
2016,Prince Edward Island,Females,65 to 74 years,Inuk (Inuit),11,0.0
2016,Prince Edward Island,Females,65 to 74 years,Non-Indigenous identity,11,74.9
2016,Prince Edward Island,Females,75 years and over,Total,11,60.2
2016,Prince Edward Island,Females,75 years and over,Non immigrants,11,58.7
2016,Prince Edward Island,Females,75 years and over,Immigrants,11,80.5
2016,Prince Edward Island,Females,75 years and over,Non-permanent residents,11,0.0
2016,Prince Edward Island,Females,75 years and over,Total visible minority population,11,66.7
2016,Prince Edward Island,Females,75 years and over,Not a visible minority,11,60.3
2016,Prince Edward Island,Females,75 years and over,Indigenous identity,11,0.0
2016,Prince Edward Island,Females,75 years and over,First Nations (North American Indian),11,0.0
2016,Prince Edward Island,Females,75 years and over,Métis,11,0.0
2016,Prince Edward Island,Females,75 years and over,Inuk (Inuit),11,0.0
2016,Prince Edward Island,Females,75 years and over,Non-Indigenous identity,11,60.4
2016,Nova Scotia,Total,Total,Total,12,76.8
2016,Nova Scotia,Total,Total,Non immigrants,12,75.9
2016,Nova Scotia,Total,Total,Immigrants,12,87.5
2016,Nova Scotia,Total,Total,Non-permanent residents,12,92.6
2016,Nova Scotia,Total,Total,Total visible minority population,12,81.8
2016,Nova Scotia,Total,Total,Not a visible minority,12,76.5
2016,Nova Scotia,Total,Total,Indigenous identity,12,70.7
2016,Nova Scotia,Total,Total,First Nations (North American Indian),12,69.6
2016,Nova Scotia,Total,Total,Métis,12,71.6
2016,Nova Scotia,Total,Total,Inuk (Inuit),12,79.5
2016,Nova Scotia,Total,Total,Non-Indigenous identity,12,77.2
2016,Nova Scotia,Total,15 to 24 years,Total,12,63.0
2016,Nova Scotia,Total,15 to 24 years,Non immigrants,12,61.8
2016,Nova Scotia,Total,15 to 24 years,Immigrants,12,67.8
2016,Nova Scotia,Total,15 to 24 years,Non-permanent residents,12,87.9
2016,Nova Scotia,Total,15 to 24 years,Total visible minority population,12,71.6
2016,Nova Scotia,Total,15 to 24 years,Not a visible minority,12,62.0
2016,Nova Scotia,Total,15 to 24 years,Indigenous identity,12,56.4
2016,Nova Scotia,Total,15 to 24 years,First Nations (North American Indian),12,53.2
2016,Nova Scotia,Total,15 to 24 years,Métis,12,60.9
2016,Nova Scotia,Total,15 to 24 years,Inuk (Inuit),12,69.2
2016,Nova Scotia,Total,15 to 24 years,Non-Indigenous identity,12,63.6
2016,Nova Scotia,Total,25 to 64 years,Total,12,84.9
2016,Nova Scotia,Total,25 to 64 years,Non immigrants,12,84.2
2016,Nova Scotia,Total,25 to 64 years,Immigrants,12,92.1
2016,Nova Scotia,Total,25 to 64 years,Non-permanent residents,12,96.7
2016,Nova Scotia,Total,25 to 64 years,Total visible minority population,12,88.7
2016,Nova Scotia,Total,25 to 64 years,Not a visible minority,12,84.6
2016,Nova Scotia,Total,25 to 64 years,Indigenous identity,12,79.2
2016,Nova Scotia,Total,25 to 64 years,First Nations (North American Indian),12,77.8
2016,Nova Scotia,Total,25 to 64 years,Métis,12,80.2
2016,Nova Scotia,Total,25 to 64 years,Inuk (Inuit),12,85.5
2016,Nova Scotia,Total,25 to 64 years,Non-Indigenous identity,12,85.2
2016,Nova Scotia,Total,65 to 74 years,Total,12,67.9
2016,Nova Scotia,Total,65 to 74 years,Non immigrants,12,66.1
2016,Nova Scotia,Total,65 to 74 years,Immigrants,12,87.3
2016,Nova Scotia,Total,65 to 74 years,Non-permanent residents,12,80.0
2016,Nova Scotia,Total,65 to 74 years,Total visible minority population,12,64.6
2016,Nova Scotia,Total,65 to 74 years,Not a visible minority,12,68.0
2016,Nova Scotia,Total,65 to 74 years,Indigenous identity,12,55.1
2016,Nova Scotia,Total,65 to 74 years,First Nations (North American Indian),12,58.7
2016,Nova Scotia,Total,65 to 74 years,Métis,12,52.7
2016,Nova Scotia,Total,65 to 74 years,Inuk (Inuit),12,54.5
2016,Nova Scotia,Total,65 to 74 years,Non-Indigenous identity,12,68.3
2016,Nova Scotia,Total,75 years and over,Total,12,53.8
2016,Nova Scotia,Total,75 years and over,Non immigrants,12,51.6
2016,Nova Scotia,Total,75 years and over,Immigrants,12,77.2
2016,Nova Scotia,Total,75 years and over,Non-permanent residents,12,60.0
2016,Nova Scotia,Total,75 years and over,Total visible minority population,12,56.4
2016,Nova Scotia,Total,75 years and over,Not a visible minority,12,53.8
2016,Nova Scotia,Total,75 years and over,Indigenous identity,12,36.9
2016,Nova Scotia,Total,75 years and over,First Nations (North American Indian),12,40.7
2016,Nova Scotia,Total,75 years and over,Métis,12,33.1
2016,Nova Scotia,Total,75 years and over,Inuk (Inuit),12,75.0
2016,Nova Scotia,Total,75 years and over,Non-Indigenous identity,12,54.2
2016,Nova Scotia,Males,Total,Total,12,73.9
2016,Nova Scotia,Males,Total,Non immigrants,12,72.6
2016,Nova Scotia,Males,Total,Immigrants,12,87.8
2016,Nova Scotia,Males,Total,Non-permanent residents,12,92.6
2016,Nova Scotia,Males,Total,Total visible minority population,12,81.1
2016,Nova Scotia,Males,Total,Not a visible minority,12,73.4
2016,Nova Scotia,Males,Total,Indigenous identity,12,65.6
2016,Nova Scotia,Males,Total,First Nations (North American Indian),12,64.7
2016,Nova Scotia,Males,Total,Métis,12,66.1
2016,Nova Scotia,Males,Total,Inuk (Inuit),12,79.2
2016,Nova Scotia,Males,Total,Non-Indigenous identity,12,74.4
2016,Nova Scotia,Males,15 to 24 years,Total,12,61.5
2016,Nova Scotia,Males,15 to 24 years,Non immigrants,12,59.8
2016,Nova Scotia,Males,15 to 24 years,Immigrants,12,70.2
2016,Nova Scotia,Males,15 to 24 years,Non-permanent residents,12,88.2
2016,Nova Scotia,Males,15 to 24 years,Total visible minority population,12,72.6
2016,Nova Scotia,Males,15 to 24 years,Not a visible minority,12,60.1
2016,Nova Scotia,Males,15 to 24 years,Indigenous identity,12,52.8
2016,Nova Scotia,Males,15 to 24 years,First Nations (North American Indian),12,49.7
2016,Nova Scotia,Males,15 to 24 years,Métis,12,57.6
2016,Nova Scotia,Males,15 to 24 years,Inuk (Inuit),12,61.5
2016,Nova Scotia,Males,15 to 24 years,Non-Indigenous identity,12,62.2
2016,Nova Scotia,Males,25 to 64 years,Total,12,81.1
2016,Nova Scotia,Males,25 to 64 years,Non immigrants,12,80.1
2016,Nova Scotia,Males,25 to 64 years,Immigrants,12,92.1
2016,Nova Scotia,Males,25 to 64 years,Non-permanent residents,12,96.3
2016,Nova Scotia,Males,25 to 64 years,Total visible minority population,12,87.5
2016,Nova Scotia,Males,25 to 64 years,Not a visible minority,12,80.7
2016,Nova Scotia,Males,25 to 64 years,Indigenous identity,12,73.2
2016,Nova Scotia,Males,25 to 64 years,First Nations (North American Indian),12,72.1
2016,Nova Scotia,Males,25 to 64 years,Métis,12,73.5
2016,Nova Scotia,Males,25 to 64 years,Inuk (Inuit),12,87.9
2016,Nova Scotia,Males,25 to 64 years,Non-Indigenous identity,12,81.6
2016,Nova Scotia,Males,65 to 74 years,Total,12,65.9
2016,Nova Scotia,Males,65 to 74 years,Non immigrants,12,63.9
2016,Nova Scotia,Males,65 to 74 years,Immigrants,12,87.1
2016,Nova Scotia,Males,65 to 74 years,Non-permanent residents,12,77.8
2016,Nova Scotia,Males,65 to 74 years,Total visible minority population,12,63.9
2016,Nova Scotia,Males,65 to 74 years,Not a visible minority,12,66.0
2016,Nova Scotia,Males,65 to 74 years,Indigenous identity,12,54.1
2016,Nova Scotia,Males,65 to 74 years,First Nations (North American Indian),12,57.4
2016,Nova Scotia,Males,65 to 74 years,Métis,12,51.6
2016,Nova Scotia,Males,65 to 74 years,Inuk (Inuit),12,66.7
2016,Nova Scotia,Males,65 to 74 years,Non-Indigenous identity,12,66.3
2016,Nova Scotia,Males,75 years and over,Total,12,51.9
2016,Nova Scotia,Males,75 years and over,Non immigrants,12,48.9
2016,Nova Scotia,Males,75 years and over,Immigrants,12,79.0
2016,Nova Scotia,Males,75 years and over,Non-permanent residents,12,75.0
2016,Nova Scotia,Males,75 years and over,Total visible minority population,12,57.4
2016,Nova Scotia,Males,75 years and over,Not a visible minority,12,51.7
2016,Nova Scotia,Males,75 years and over,Indigenous identity,12,38.0
2016,Nova Scotia,Males,75 years and over,First Nations (North American Indian),12,39.0
2016,Nova Scotia,Males,75 years and over,Métis,12,34.6
2016,Nova Scotia,Males,75 years and over,Inuk (Inuit),12,66.7
2016,Nova Scotia,Males,75 years and over,Non-Indigenous identity,12,52.2
2016,Nova Scotia,Females,Total,Total,12,79.6
2016,Nova Scotia,Females,Total,Non immigrants,12,78.9
2016,Nova Scotia,Females,Total,Immigrants,12,87.3
2016,Nova Scotia,Females,Total,Non-permanent residents,12,92.6
2016,Nova Scotia,Females,Total,Total visible minority population,12,82.3
2016,Nova Scotia,Females,Total,Not a visible minority,12,79.4
2016,Nova Scotia,Females,Total,Indigenous identity,12,75.3
2016,Nova Scotia,Females,Total,First Nations (North American Indian),12,74.0
2016,Nova Scotia,Females,Total,Métis,12,76.6
2016,Nova Scotia,Females,Total,Inuk (Inuit),12,78.1
2016,Nova Scotia,Females,Total,Non-Indigenous identity,12,79.8
2016,Nova Scotia,Females,15 to 24 years,Total,12,64.6
2016,Nova Scotia,Females,15 to 24 years,Non immigrants,12,63.8
2016,Nova Scotia,Females,15 to 24 years,Immigrants,12,65.6
2016,Nova Scotia,Females,15 to 24 years,Non-permanent residents,12,86.9
2016,Nova Scotia,Females,15 to 24 years,Total visible minority population,12,70.5
2016,Nova Scotia,Females,15 to 24 years,Not a visible minority,12,63.9
2016,Nova Scotia,Females,15 to 24 years,Indigenous identity,12,60.2
2016,Nova Scotia,Females,15 to 24 years,First Nations (North American Indian),12,56.7
2016,Nova Scotia,Females,15 to 24 years,Métis,12,64.0
2016,Nova Scotia,Females,15 to 24 years,Inuk (Inuit),12,71.4
2016,Nova Scotia,Females,15 to 24 years,Non-Indigenous identity,12,65.0
2016,Nova Scotia,Females,25 to 64 years,Total,12,88.3
2016,Nova Scotia,Females,25 to 64 years,Non immigrants,12,87.9
2016,Nova Scotia,Females,25 to 64 years,Immigrants,12,92.3
2016,Nova Scotia,Females,25 to 64 years,Non-permanent residents,12,97.3
2016,Nova Scotia,Females,25 to 64 years,Total visible minority population,12,89.8
2016,Nova Scotia,Females,25 to 64 years,Not a visible minority,12,88.2
2016,Nova Scotia,Females,25 to 64 years,Indigenous identity,12,84.6
2016,Nova Scotia,Females,25 to 64 years,First Nations (North American Indian),12,82.9
2016,Nova Scotia,Females,25 to 64 years,Métis,12,86.2
2016,Nova Scotia,Females,25 to 64 years,Inuk (Inuit),12,83.7
2016,Nova Scotia,Females,25 to 64 years,Non-Indigenous identity,12,88.5
2016,Nova Scotia,Females,65 to 74 years,Total,12,69.7
2016,Nova Scotia,Females,65 to 74 years,Non immigrants,12,68.1
2016,Nova Scotia,Females,65 to 74 years,Immigrants,12,87.3
2016,Nova Scotia,Females,65 to 74 years,Non-permanent residents,12,83.3
2016,Nova Scotia,Females,65 to 74 years,Total visible minority population,12,65.2
2016,Nova Scotia,Females,65 to 74 years,Not a visible minority,12,69.8
2016,Nova Scotia,Females,65 to 74 years,Indigenous identity,12,55.8
2016,Nova Scotia,Females,65 to 74 years,First Nations (North American Indian),12,59.0
2016,Nova Scotia,Females,65 to 74 years,Métis,12,54.1
2016,Nova Scotia,Females,65 to 74 years,Inuk (Inuit),12,60.0
2016,Nova Scotia,Females,65 to 74 years,Non-Indigenous identity,12,70.1
2016,Nova Scotia,Females,75 years and over,Total,12,55.3
2016,Nova Scotia,Females,75 years and over,Non immigrants,12,53.5
2016,Nova Scotia,Females,75 years and over,Immigrants,12,75.7
