Year,Geography,Geographic location,Selected census metropolitan areas,Tenure,Select housing-vulnerable populations,GeoCode,Value
2022,Manitoba,Large urban population centres,,Renter not in social and affordable housing,,,23.0
2022,Manitoba,Large urban population centres,,Renter in social and affordable housing,,,37.0
2022,Manitoba,Medium population centres,,"Total, tenure",,,8.6
2022,Manitoba,Medium population centres,,Owner,,,2.8
2022,Manitoba,Medium population centres,,Owner who is a first-time homebuyer,,,
2022,Manitoba,Medium population centres,,Owner who is not a first-time homebuyer,,,3.4
2022,Manitoba,Medium population centres,,Renter,,,15.6
2022,Manitoba,Medium population centres,,Renter not in social and affordable housing,,,10.3
2022,Manitoba,Medium population centres,,Renter in social and affordable housing,,,46.0
2022,Manitoba,Small population centres,,"Total, tenure",,,11.3
2022,Manitoba,Small population centres,,Owner,,,6.6
2022,Manitoba,Small population centres,,Owner who is a first-time homebuyer,,,
2022,Manitoba,Small population centres,,Owner who is not a first-time homebuyer,,,7.2
2022,Manitoba,Small population centres,,Renter,,,22.0
2022,Manitoba,Small population centres,,Renter not in social and affordable housing,,,21.0
2022,Manitoba,Small population centres,,Renter in social and affordable housing,,,27.0
2022,Manitoba,Rural areas,,"Total, tenure",,,11.4
2022,Manitoba,Rural areas,,Owner,,,9.9
2022,Manitoba,Rural areas,,Owner who is a first-time homebuyer,,,
2022,Manitoba,Rural areas,,Owner who is not a first-time homebuyer,,,9.3
2022,Manitoba,Rural areas,,Renter,,,22.0
2022,Manitoba,Rural areas,,Renter not in social and affordable housing,,,14.4
2022,Manitoba,Rural areas,,Renter in social and affordable housing,,,40.0
2022,Saskatchewan,Total,,"Total, tenure",,47,9.4
2022,Saskatchewan,Total,,Owner,,47,5.2
2022,Saskatchewan,Total,,Owner who is a first-time homebuyer,,47,3.3
2022,Saskatchewan,Total,,Owner who is not a first-time homebuyer,,47,5.6
2022,Saskatchewan,Total,,Renter,,47,20.0
2022,Saskatchewan,Total,,Renter not in social and affordable housing,,47,16.7
2022,Saskatchewan,Total,,Renter in social and affordable housing,,47,38.0
2022,Saskatchewan,Large urban population centres,,"Total, tenure",,,9.6
2022,Saskatchewan,Large urban population centres,,Owner,,,4.3
2022,Saskatchewan,Large urban population centres,,Owner who is a first-time homebuyer,,,2.5
2022,Saskatchewan,Large urban population centres,,Owner who is not a first-time homebuyer,,,4.6
2022,Saskatchewan,Large urban population centres,,Renter,,,19.6
2022,Saskatchewan,Large urban population centres,,Renter not in social and affordable housing,,,15.8
2022,Saskatchewan,Large urban population centres,,Renter in social and affordable housing,,,42.0
2022,Saskatchewan,Medium population centres,,"Total, tenure",,,10.4
2022,Saskatchewan,Medium population centres,,Owner,,,3.6
2022,Saskatchewan,Medium population centres,,Owner who is a first-time homebuyer,,,
2022,Saskatchewan,Medium population centres,,Owner who is not a first-time homebuyer,,,4.0
2022,Saskatchewan,Medium population centres,,Renter,,,22.0
2022,Saskatchewan,Medium population centres,,Renter not in social and affordable housing,,,20.0
2022,Saskatchewan,Medium population centres,,Renter in social and affordable housing,,,30.0
2022,Saskatchewan,Small population centres,,"Total, tenure",,,7.3
2022,Saskatchewan,Small population centres,,Owner,,,4.0
2022,Saskatchewan,Small population centres,,Owner who is a first-time homebuyer,,,5.9
2022,Saskatchewan,Small population centres,,Owner who is not a first-time homebuyer,,,3.7
2022,Saskatchewan,Small population centres,,Renter,,,18.8
2022,Saskatchewan,Small population centres,,Renter not in social and affordable housing,,,15.5
2022,Saskatchewan,Small population centres,,Renter in social and affordable housing,,,31.0
2022,Saskatchewan,Rural areas,,"Total, tenure",,,11.6
2022,Saskatchewan,Rural areas,,Owner,,,9.2
2022,Saskatchewan,Rural areas,,Owner who is a first-time homebuyer,,,3.0
2022,Saskatchewan,Rural areas,,Owner who is not a first-time homebuyer,,,10.0
2022,Saskatchewan,Rural areas,,Renter,,,27.0
2022,Saskatchewan,Rural areas,,Renter not in social and affordable housing,,,22.0
2022,Saskatchewan,Rural areas,,Renter in social and affordable housing,,,42.0
2022,Alberta,Total,,"Total, tenure",,48,11.3
2022,Alberta,Total,,Owner,,48,6.9
2022,Alberta,Total,,Owner who is a first-time homebuyer,,48,4.6
2022,Alberta,Total,,Owner who is not a first-time homebuyer,,48,7.3
2022,Alberta,Total,,Renter,,48,22.0
2022,Alberta,Total,,Renter not in social and affordable housing,,48,20.0
2022,Alberta,Total,,Renter in social and affordable housing,,48,44.0
2022,Alberta,Large urban population centres,,"Total, tenure",,,11.0
2022,Alberta,Large urban population centres,,Owner,,,6.1
2022,Alberta,Large urban population centres,,Owner who is a first-time homebuyer,,,3.9
2022,Alberta,Large urban population centres,,Owner who is not a first-time homebuyer,,,6.5
2022,Alberta,Large urban population centres,,Renter,,,22.0
2022,Alberta,Large urban population centres,,Renter not in social and affordable housing,,,19.8
2022,Alberta,Large urban population centres,,Renter in social and affordable housing,,,43.0
2022,Alberta,Medium population centres,,"Total, tenure",,,8.5
2022,Alberta,Medium population centres,,Owner,,,5.1
2022,Alberta,Medium population centres,,Owner who is a first-time homebuyer,,,
2022,Alberta,Medium population centres,,Owner who is not a first-time homebuyer,,,5.7
2022,Alberta,Medium population centres,,Renter,,,17.4
2022,Alberta,Medium population centres,,Renter not in social and affordable housing,,,14.7
2022,Alberta,Medium population centres,,Renter in social and affordable housing,,,43.0
2022,Alberta,Small population centres,,"Total, tenure",,,14.2
2022,Alberta,Small population centres,,Owner,,,9.0
2022,Alberta,Small population centres,,Owner who is a first-time homebuyer,,,13.3
2022,Alberta,Small population centres,,Owner who is not a first-time homebuyer,,,8.4
2022,Alberta,Small population centres,,Renter,,,28.0
2022,Alberta,Small population centres,,Renter not in social and affordable housing,,,26.0
2022,Alberta,Small population centres,,Renter in social and affordable housing,,,46.0
2022,Alberta,Rural areas,,"Total, tenure",,,13.9
2022,Alberta,Rural areas,,Owner,,,12.2
2022,Alberta,Rural areas,,Owner who is a first-time homebuyer,,,
2022,Alberta,Rural areas,,Owner who is not a first-time homebuyer,,,13.7
2022,Alberta,Rural areas,,Renter,,,35.0
2022,Alberta,Rural areas,,Renter not in social and affordable housing,,,33.0
2022,Alberta,Rural areas,,Renter in social and affordable housing,,,49.0
2022,British Columbia,Total,,"Total, tenure",,59,16.0
2022,British Columbia,Total,,Owner,,59,8.6
2022,British Columbia,Total,,Owner who is a first-time homebuyer,,59,5.2
2022,British Columbia,Total,,Owner who is not a first-time homebuyer,,59,9.1
2022,British Columbia,Total,,Renter,,59,29.0
2022,British Columbia,Total,,Renter not in social and affordable housing,,59,27.0
2022,British Columbia,Total,,Renter in social and affordable housing,,59,41.0
2022,British Columbia,Large urban population centres,,"Total, tenure",,,16.9
2022,British Columbia,Large urban population centres,,Owner,,,8.7
2022,British Columbia,Large urban population centres,,Owner who is a first-time homebuyer,,,6.9
2022,British Columbia,Large urban population centres,,Owner who is not a first-time homebuyer,,,8.9
2022,British Columbia,Large urban population centres,,Renter,,,28.0
2022,British Columbia,Large urban population centres,,Renter not in social and affordable housing,,,26.0
2022,British Columbia,Large urban population centres,,Renter in social and affordable housing,,,41.0
2022,British Columbia,Medium population centres,,"Total, tenure",,,17.6
2022,British Columbia,Medium population centres,,Owner,,,7.2
2022,British Columbia,Medium population centres,,Owner who is a first-time homebuyer,,,
2022,British Columbia,Medium population centres,,Owner who is not a first-time homebuyer,,,8.6
2022,British Columbia,Medium population centres,,Renter,,,36.0
2022,British Columbia,Medium population centres,,Renter not in social and affordable housing,,,34.0
2022,British Columbia,Medium population centres,,Renter in social and affordable housing,,,49.0
2022,British Columbia,Small population centres,,"Total, tenure",,,13.0
2022,British Columbia,Small population centres,,Owner,,,7.3
2022,British Columbia,Small population centres,,Owner who is a first-time homebuyer,,,1.0
2022,British Columbia,Small population centres,,Owner who is not a first-time homebuyer,,,8.8
2022,British Columbia,Small population centres,,Renter,,,29.0
2022,British Columbia,Small population centres,,Renter not in social and affordable housing,,,28.0
2022,British Columbia,Small population centres,,Renter in social and affordable housing,,,36.0
2022,British Columbia,Rural areas,,"Total, tenure",,,12.4
2022,British Columbia,Rural areas,,Owner,,,10.7
2022,British Columbia,Rural areas,,Owner who is a first-time homebuyer,,,12.6
2022,British Columbia,Rural areas,,Owner who is not a first-time homebuyer,,,10.6
2022,British Columbia,Rural areas,,Renter,,,19.4
2022,British Columbia,Rural areas,,Renter not in social and affordable housing,,,18.3
2022,British Columbia,Rural areas,,Renter in social and affordable housing,,,48.0
2022,,,"Total, census metropolitan areas","Total, tenure",,,12.4
2022,,,"Total, census metropolitan areas",Owner,,,6.3
2022,,,"Total, census metropolitan areas",Owner who is a first-time homebuyer,,,3.2
2022,,,"Total, census metropolitan areas",Owner who is not a first-time homebuyer,,,6.8
2022,,,"Total, census metropolitan areas",Renter,,,23.0
2022,,,"Total, census metropolitan areas",Renter not in social and affordable housing,,,21.0
2022,,,"Total, census metropolitan areas",Renter in social and affordable housing,,,32.0
2022,,,"St. John's, Newfoundland and Labrador","Total, tenure",,1,9.5
2022,,,"St. John's, Newfoundland and Labrador",Owner,,1,3.5
2022,,,"St. John's, Newfoundland and Labrador",Owner who is a first-time homebuyer,,1,
2022,,,"St. John's, Newfoundland and Labrador",Owner who is not a first-time homebuyer,,1,4.2
2022,,,"St. John's, Newfoundland and Labrador",Renter,,1,23.0
2022,,,"St. John's, Newfoundland and Labrador",Renter not in social and affordable housing,,1,21.0
2022,,,"St. John's, Newfoundland and Labrador",Renter in social and affordable housing,,1,32.0
2022,,,"Halifax, Nova Scotia","Total, tenure",,205,13.0
2022,,,"Halifax, Nova Scotia",Owner,,205,5.6
2022,,,"Halifax, Nova Scotia",Owner who is a first-time homebuyer,,205,
2022,,,"Halifax, Nova Scotia",Owner who is not a first-time homebuyer,,205,6.1
2022,,,"Halifax, Nova Scotia",Renter,,205,24.0
2022,,,"Halifax, Nova Scotia",Renter not in social and affordable housing,,205,21.0
2022,,,"Halifax, Nova Scotia",Renter in social and affordable housing,,205,59.0
2022,,,"Moncton, New Brunswick","Total, tenure",,305,10.9
2022,,,"Moncton, New Brunswick",Owner,,305,6.3
2022,,,"Moncton, New Brunswick",Owner who is a first-time homebuyer,,305,4.4
2022,,,"Moncton, New Brunswick",Owner who is not a first-time homebuyer,,305,6.6
2022,,,"Moncton, New Brunswick",Renter,,305,19.3
2022,,,"Moncton, New Brunswick",Renter not in social and affordable housing,,305,18.5
2022,,,"Moncton, New Brunswick",Renter in social and affordable housing,,305,25.0
2022,,,"Québec, Quebec","Total, tenure",,421,4.1
2022,,,"Québec, Quebec",Owner,,421,1.6
2022,,,"Québec, Quebec",Owner who is a first-time homebuyer,,421,6.0
2022,,,"Québec, Quebec",Owner who is not a first-time homebuyer,,421,
2022,,,"Québec, Quebec",Renter,,421,7.6
2022,,,"Québec, Quebec",Renter not in social and affordable housing,,421,7.1
2022,,,"Québec, Quebec",Renter in social and affordable housing,,421,11.5
2022,,,"Montréal, Quebec","Total, tenure",,462,6.7
2022,,,"Montréal, Quebec",Owner,,462,4.1
2022,,,"Montréal, Quebec",Owner who is a first-time homebuyer,,462,
2022,,,"Montréal, Quebec",Owner who is not a first-time homebuyer,,462,4.6
2022,,,"Montréal, Quebec",Renter,,462,9.9
2022,,,"Montréal, Quebec",Renter not in social and affordable housing,,462,8.3
2022,,,"Montréal, Quebec",Renter in social and affordable housing,,462,23.0
2022,,,"Ottawa-Gatineau, Ontario/Quebec","Total, tenure",,505,10.7
2022,,,"Ottawa-Gatineau, Ontario/Quebec",Owner,,505,3.6
2022,,,"Ottawa-Gatineau, Ontario/Quebec",Owner who is a first-time homebuyer,,505,
2022,,,"Ottawa-Gatineau, Ontario/Quebec",Owner who is not a first-time homebuyer,,505,3.3
2022,,,"Ottawa-Gatineau, Ontario/Quebec",Renter,,505,23.0
2022,,,"Ottawa-Gatineau, Ontario/Quebec",Renter not in social and affordable housing,,505,23.0
2022,,,"Ottawa-Gatineau, Ontario/Quebec",Renter in social and affordable housing,,505,25.0
2022,,,"Toronto, Ontario","Total, tenure",,535,17.4
2022,,,"Toronto, Ontario",Owner,,535,8.8
2022,,,"Toronto, Ontario",Owner who is a first-time homebuyer,,535,
2022,,,"Toronto, Ontario",Owner who is not a first-time homebuyer,,535,9.9
2022,,,"Toronto, Ontario",Renter,,535,32.0
2022,,,"Toronto, Ontario",Renter not in social and affordable housing,,535,32.0
2022,,,"Toronto, Ontario",Renter in social and affordable housing,,535,34.0
2022,,,"Hamilton, Ontario","Total, tenure",,537,13.5
2022,,,"Hamilton, Ontario",Owner,,537,6.3
2022,,,"Hamilton, Ontario",Owner who is a first-time homebuyer,,537,6.1
2022,,,"Hamilton, Ontario",Owner who is not a first-time homebuyer,,537,6.3
2022,,,"Hamilton, Ontario",Renter,,537,28.0
2022,,,"Hamilton, Ontario",Renter not in social and affordable housing,,537,28.0
2022,,,"Hamilton, Ontario",Renter in social and affordable housing,,537,30.0
2022,,,"Kitchener-Cambridge-Waterloo, Ontario","Total, tenure",,541,12.4
2022,,,"Kitchener-Cambridge-Waterloo, Ontario",Owner,,541,6.3
2022,,,"Kitchener-Cambridge-Waterloo, Ontario",Owner who is a first-time homebuyer,,541,15.6
2022,,,"Kitchener-Cambridge-Waterloo, Ontario",Owner who is not a first-time homebuyer,,541,4.9
2022,,,"Kitchener-Cambridge-Waterloo, Ontario",Renter,,541,22.0
2022,,,"Kitchener-Cambridge-Waterloo, Ontario",Renter not in social and affordable housing,,541,22.0
2022,,,"Kitchener-Cambridge-Waterloo, Ontario",Renter in social and affordable housing,,541,23.0
2022,,,"London, Ontario","Total, tenure",,555,12.6
2022,,,"London, Ontario",Owner,,555,4.4
2022,,,"London, Ontario",Owner who is a first-time homebuyer,,555,
2022,,,"London, Ontario",Owner who is not a first-time homebuyer,,555,4.5
2022,,,"London, Ontario",Renter,,555,25.0
2022,,,"London, Ontario",Renter not in social and affordable housing,,555,24.0
2022,,,"London, Ontario",Renter in social and affordable housing,,555,36.0
2022,,,"Winnipeg, Manitoba","Total, tenure",,602,12.4
2022,,,"Winnipeg, Manitoba",Owner,,602,5.1
2022,,,"Winnipeg, Manitoba",Owner who is a first-time homebuyer,,602,
2022,,,"Winnipeg, Manitoba",Owner who is not a first-time homebuyer,,602,5.8
2022,,,"Winnipeg, Manitoba",Renter,,602,26.0
2022,,,"Winnipeg, Manitoba",Renter not in social and affordable housing,,602,23.0
2022,,,"Winnipeg, Manitoba",Renter in social and affordable housing,,602,38.0
2022,,,"Regina, Saskatchewan","Total, tenure",,705,10.2
2022,,,"Regina, Saskatchewan",Owner,,705,4.3
2022,,,"Regina, Saskatchewan",Owner who is a first-time homebuyer,,705,4.2
2022,,,"Regina, Saskatchewan",Owner who is not a first-time homebuyer,,705,4.3
2022,,,"Regina, Saskatchewan",Renter,,705,23.0
2022,,,"Regina, Saskatchewan",Renter not in social and affordable housing,,705,19.3
2022,,,"Regina, Saskatchewan",Renter in social and affordable housing,,705,41.0
2022,,,"Saskatoon, Saskatchewan","Total, tenure",,725,8.3
2022,,,"Saskatoon, Saskatchewan",Owner,,725,4.2
2022,,,"Saskatoon, Saskatchewan",Owner who is a first-time homebuyer,,725,
2022,,,"Saskatoon, Saskatchewan",Owner who is not a first-time homebuyer,,725,4.7
2022,,,"Saskatoon, Saskatchewan",Renter,,725,16.4
2022,,,"Saskatoon, Saskatchewan",Renter not in social and affordable housing,,725,12.8
2022,,,"Saskatoon, Saskatchewan",Renter in social and affordable housing,,725,43.0
2022,,,"Calgary, Alberta","Total, tenure",,825,10.0
2022,,,"Calgary, Alberta",Owner,,825,6.3
2022,,,"Calgary, Alberta",Owner who is a first-time homebuyer,,825,2.1
2022,,,"Calgary, Alberta",Owner who is not a first-time homebuyer,,825,6.9
2022,,,"Calgary, Alberta",Renter,,825,19.5
2022,,,"Calgary, Alberta",Renter not in social and affordable housing,,825,17.7
2022,,,"Calgary, Alberta",Renter in social and affordable housing,,825,40.0
2022,,,"Edmonton, Alberta","Total, tenure",,835,12.1
2022,,,"Edmonton, Alberta",Owner,,835,6.7
2022,,,"Edmonton, Alberta",Owner who is a first-time homebuyer,,835,7.0
2022,,,"Edmonton, Alberta",Owner who is not a first-time homebuyer,,835,6.6
2022,,,"Edmonton, Alberta",Renter,,835,24.0
2022,,,"Edmonton, Alberta",Renter not in social and affordable housing,,835,22.0
2022,,,"Edmonton, Alberta",Renter in social and affordable housing,,835,47.0
2022,,,"Vancouver, British Columbia","Total, tenure",,933,17.3
2022,,,"Vancouver, British Columbia",Owner,,933,9.2
2022,,,"Vancouver, British Columbia",Owner who is a first-time homebuyer,,933,6.9
2022,,,"Vancouver, British Columbia",Owner who is not a first-time homebuyer,,933,9.5
2022,,,"Vancouver, British Columbia",Renter,,933,29.0
2022,,,"Vancouver, British Columbia",Renter not in social and affordable housing,,933,27.0
2022,,,"Vancouver, British Columbia",Renter in social and affordable housing,,933,40.0
2022,,,"Other census metropolitan areas, New Brunswick","Total, tenure",,,5.7
2022,,,"Other census metropolitan areas, New Brunswick",Owner,,,1.6
2022,,,"Other census metropolitan areas, New Brunswick",Owner who is a first-time homebuyer,,,
2022,,,"Other census metropolitan areas, New Brunswick",Owner who is not a first-time homebuyer,,,1.1
2022,,,"Other census metropolitan areas, New Brunswick",Renter,,,14.3
2022,,,"Other census metropolitan areas, New Brunswick",Renter not in social and affordable housing,,,11.9
2022,,,"Other census metropolitan areas, New Brunswick",Renter in social and affordable housing,,,31.0
2022,,,"Other census metropolitan areas, Quebec","Total, tenure",,,2.3
2022,,,"Other census metropolitan areas, Quebec",Owner,,,
2022,,,"Other census metropolitan areas, Quebec",Owner who is a first-time homebuyer,,,
2022,,,"Other census metropolitan areas, Quebec",Owner who is not a first-time homebuyer,,,
2022,,,"Other census metropolitan areas, Quebec",Renter,,,4.6
2022,,,"Other census metropolitan areas, Quebec",Renter not in social and affordable housing,,,4.4
2022,,,"Other census metropolitan areas, Quebec",Renter in social and affordable housing,,,6.4
2022,,,"Other census metropolitan areas, Ontario","Total, tenure",,,13.5
2022,,,"Other census metropolitan areas, Ontario",Owner,,,6.5
2022,,,"Other census metropolitan areas, Ontario",Owner who is a first-time homebuyer,,,1.2
2022,,,"Other census metropolitan areas, Ontario",Owner who is not a first-time homebuyer,,,7.2
2022,,,"Other census metropolitan areas, Ontario",Renter,,,28.0
2022,,,"Other census metropolitan areas, Ontario",Renter not in social and affordable housing,,,28.0
2022,,,"Other census metropolitan areas, Ontario",Renter in social and affordable housing,,,32.0
2022,,,"Other census metropolitan areas, Alberta","Total, tenure",,,9.8
2022,,,"Other census metropolitan areas, Alberta",Owner,,,4.1
2022,,,"Other census metropolitan areas, Alberta",Owner who is a first-time homebuyer,,,
2022,,,"Other census metropolitan areas, Alberta",Owner who is not a first-time homebuyer,,,4.6
2022,,,"Other census metropolitan areas, Alberta",Renter,,,22.0
2022,,,"Other census metropolitan areas, Alberta",Renter not in social and affordable housing,,,19.0
2022,,,"Other census metropolitan areas, Alberta",Renter in social and affordable housing,,,47.0
2022,,,"Other census metropolitan areas, British Columbia","Total, tenure",,,17.3
2022,,,"Other census metropolitan areas, British Columbia",Owner,,,9.6
2022,,,"Other census metropolitan areas, British Columbia",Owner who is a first-time homebuyer,,,
2022,,,"Other census metropolitan areas, British Columbia",Owner who is not a first-time homebuyer,,,10.4
2022,,,"Other census metropolitan areas, British Columbia",Renter,,,30.0
2022,,,"Other census metropolitan areas, British Columbia",Renter not in social and affordable housing,,,28.0
2022,,,"Other census metropolitan areas, British Columbia",Renter in social and affordable housing,,,46.0
2022,Canada (provinces only),Census agglomerations,,"Total, tenure",,,7.9
2022,Canada (provinces only),Census agglomerations,,Owner,,,3.1
2022,Canada (provinces only),Census agglomerations,,Owner who is a first-time homebuyer,,,1.5
2022,Canada (provinces only),Census agglomerations,,Owner who is not a first-time homebuyer,,,3.3
2022,Canada (provinces only),Census agglomerations,,Renter,,,18.1
2022,Canada (provinces only),Census agglomerations,,Renter not in social and affordable housing,,,16.5
2022,Canada (provinces only),Census agglomerations,,Renter in social and affordable housing,,,27.0
2022,Newfoundland and Labrador,Census agglomerations,,"Total, tenure",,,5.7
2022,Newfoundland and Labrador,Census agglomerations,,Owner,,,1.4
2022,Newfoundland and Labrador,Census agglomerations,,Owner who is a first-time homebuyer,,,
2022,Newfoundland and Labrador,Census agglomerations,,Owner who is not a first-time homebuyer,,,1.1
2022,Newfoundland and Labrador,Census agglomerations,,Renter,,,15.7
2022,Newfoundland and Labrador,Census agglomerations,,Renter not in social and affordable housing,,,14.5
2022,Newfoundland and Labrador,Census agglomerations,,Renter in social and affordable housing,,,20.0
2022,Prince Edward Island,Census agglomerations,,"Total, tenure",,,5.5
2022,Prince Edward Island,Census agglomerations,,Owner,,,1.3
2022,Prince Edward Island,Census agglomerations,,Owner who is a first-time homebuyer,,,
2022,Prince Edward Island,Census agglomerations,,Owner who is not a first-time homebuyer,,,1.6
2022,Prince Edward Island,Census agglomerations,,Renter,,,10.6
2022,Prince Edward Island,Census agglomerations,,Renter not in social and affordable housing,,,9.2
2022,Prince Edward Island,Census agglomerations,,Renter in social and affordable housing,,,17.2
2022,Nova Scotia,Census agglomerations,,"Total, tenure",,,9.1
2022,Nova Scotia,Census agglomerations,,Owner,,,4.9
2022,Nova Scotia,Census agglomerations,,Owner who is a first-time homebuyer,,,
2022,Nova Scotia,Census agglomerations,,Owner who is not a first-time homebuyer,,,5.4
2022,Nova Scotia,Census agglomerations,,Renter,,,19.2
2022,Nova Scotia,Census agglomerations,,Renter not in social and affordable housing,,,15.6
2022,Nova Scotia,Census agglomerations,,Renter in social and affordable housing,,,34.0
2022,New Brunswick,Census agglomerations,,"Total, tenure",,,7.1
2022,New Brunswick,Census agglomerations,,Owner,,,4.4
2022,New Brunswick,Census agglomerations,,Owner who is a first-time homebuyer,,,
2022,New Brunswick,Census agglomerations,,Owner who is not a first-time homebuyer,,,4.6
2022,New Brunswick,Census agglomerations,,Renter,,,14.5
2022,New Brunswick,Census agglomerations,,Renter not in social and affordable housing,,,13.6
2022,New Brunswick,Census agglomerations,,Renter in social and affordable housing,,,19.2
2022,Quebec,Census agglomerations,,"Total, tenure",,,2.2
2022,Quebec,Census agglomerations,,Owner,,,
2022,Quebec,Census agglomerations,,Owner who is a first-time homebuyer,,,
2022,Quebec,Census agglomerations,,Owner who is not a first-time homebuyer,,,
2022,Quebec,Census agglomerations,,Renter,,,5.7
2022,Quebec,Census agglomerations,,Renter not in social and affordable housing,,,5.9
2022,Quebec,Census agglomerations,,Renter in social and affordable housing,,,4.4
2022,Ontario,Census agglomerations,,"Total, tenure",,,11.5
2022,Ontario,Census agglomerations,,Owner,,,5.0
2022,Ontario,Census agglomerations,,Owner who is a first-time homebuyer,,,
2022,Ontario,Census agglomerations,,Owner who is not a first-time homebuyer,,,5.6
2022,Ontario,Census agglomerations,,Renter,,,27.0
2022,Ontario,Census agglomerations,,Renter not in social and affordable housing,,,26.0
2022,Ontario,Census agglomerations,,Renter in social and affordable housing,,,30.0
2022,Manitoba,Census agglomerations,,"Total, tenure",,,6.9
2022,Manitoba,Census agglomerations,,Owner,,,1.3
2022,Manitoba,Census agglomerations,,Owner who is a first-time homebuyer,,,
2022,Manitoba,Census agglomerations,,Owner who is not a first-time homebuyer,,,1.5
2022,Manitoba,Census agglomerations,,Renter,,,16.0
2022,Manitoba,Census agglomerations,,Renter not in social and affordable housing,,,12.2
2022,Manitoba,Census agglomerations,,Renter in social and affordable housing,,,36.0
2022,Saskatchewan,Census agglomerations,,"Total, tenure",,,8.6
2022,Saskatchewan,Census agglomerations,,Owner,,,2.7
2022,Saskatchewan,Census agglomerations,,Owner who is a first-time homebuyer,,,
2022,Saskatchewan,Census agglomerations,,Owner who is not a first-time homebuyer,,,3.1
2022,Saskatchewan,Census agglomerations,,Renter,,,20.0
2022,Saskatchewan,Census agglomerations,,Renter not in social and affordable housing,,,17.7
2022,Saskatchewan,Census agglomerations,,Renter in social and affordable housing,,,32.0
2022,Alberta,Census agglomerations,,"Total, tenure",,,6.2
2022,Alberta,Census agglomerations,,Owner,,,2.5
2022,Alberta,Census agglomerations,,Owner who is a first-time homebuyer,,,
2022,Alberta,Census agglomerations,,Owner who is not a first-time homebuyer,,,3.0
2022,Alberta,Census agglomerations,,Renter,,,15.0
2022,Alberta,Census agglomerations,,Renter not in social and affordable housing,,,12.7
2022,Alberta,Census agglomerations,,Renter in social and affordable housing,,,38.0
2022,British Columbia,Census agglomerations,,"Total, tenure",,,10.3
2022,British Columbia,Census agglomerations,,Owner,,,3.4
2022,British Columbia,Census agglomerations,,Owner who is a first-time homebuyer,,,4.6
2022,British Columbia,Census agglomerations,,Owner who is not a first-time homebuyer,,,3.2
2022,British Columbia,Census agglomerations,,Renter,,,27.0
2022,British Columbia,Census agglomerations,,Renter not in social and affordable housing,,,25.0
2022,British Columbia,Census agglomerations,,Renter in social and affordable housing,,,37.0
2022,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,10.3
2022,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Owner,,,6.9
2022,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,6.8
2022,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,6.9
2022,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Renter,,,22.0
2022,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,22.0
2022,Canada (provinces only),Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,25.0
2022,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,10.4
2022,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Owner,,,5.2
2022,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,
2022,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,5.6
2022,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Renter,,,34.0
2022,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,34.0
2022,Newfoundland and Labrador,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,32.0
2022,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,8.2
2022,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Owner,,,6.4
2022,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,
2022,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,5.9
2022,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Renter,,,17.4
2022,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,18.4
2022,Prince Edward Island,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,15.7
2022,Nova Scotia,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,15.3
2022,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Owner,,,10.2
2022,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Owner who is a first-time homebuyer,,,14.4
2022,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Owner who is not a first-time homebuyer,,,9.7
2022,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Renter,,,32.0
2022,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Renter not in social and affordable housing,,,31.0
2022,Nova Scotia,Outside census metropolitan areas and census agglomerations,,Renter in social and affordable housing,,,40.0
2022,New Brunswick,Outside census metropolitan areas and census agglomerations,,"Total, tenure",,,12.1
2022,New Brunswick,Outside census metropolitan areas and census agglomerations,,Owner,,,8.4
