Year,data.Geography,data.Population characteristics,data.Educational attainment level,data.Age group,data.Sex,GeoCode,Value
2010,data.Nova Scotia,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Male,12,15.0
2010,data.Nova Scotia,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Female,12,25.0
2010,data.Nova Scotia,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Both sexes,12,17.0
2010,data.Nova Scotia,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Male,12,14.0
2010,data.Nova Scotia,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Female,12,19.0
2010,data.Nova Scotia,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Both sexes,12,12.0
2010,data.Nova Scotia,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Male,12,9.0
2010,data.Nova Scotia,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Female,12,14.0
2010,data.Nova Scotia,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Both sexes,12,11.0
2010,data.Nova Scotia,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Male,12,10.0
2010,data.Nova Scotia,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Female,12,12.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Both sexes,12,9.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Male,12,9.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Female,12,9.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Both sexes,12,10.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Male,12,8.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Female,12,11.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Both sexes,12,10.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Male,12,8.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Female,12,13.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Both sexes,12,9.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Male,12,8.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Female,12,10.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Both sexes,12,7.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Male,12,8.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Female,12,7.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Both sexes,12,10.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Male,12,11.0
2010,data.Nova Scotia,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Female,12,9.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Both sexes,13,46.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Male,13,40.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Female,13,51.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,data.25 to 34 years,data.Both sexes,13,58.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,data.25 to 34 years,data.Male,13,50.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,data.25 to 34 years,data.Female,13,65.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,data.30 to 34 years,data.Both sexes,13,58.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,data.30 to 34 years,data.Male,13,51.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,data.30 to 34 years,data.Female,13,65.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,data.35 to 44 years,data.Both sexes,13,52.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,data.35 to 44 years,data.Male,13,47.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,data.35 to 44 years,data.Female,13,57.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,data.45 to 54 years,data.Both sexes,13,39.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,data.45 to 54 years,data.Male,13,34.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,data.45 to 54 years,data.Female,13,45.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,data.55 to 64 years,data.Both sexes,13,37.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,data.55 to 64 years,data.Male,13,34.0
2010,data.New Brunswick,data.Total population,data.Tertiary education,data.55 to 64 years,data.Female,13,40.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,13,27.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Male,13,23.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Female,13,30.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Both sexes,13,31.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Male,13,30.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Female,13,33.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Both sexes,13,35.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Male,13,33.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Female,13,36.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Both sexes,13,31.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Male,13,28.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Female,13,33.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Both sexes,13,25.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Male,13,21.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Female,13,30.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Both sexes,13,21.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Male,13,17.0
2010,data.New Brunswick,data.Total population,data.Short-cycle tertiary,data.55 to 64 years,data.Female,13,25.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Both sexes,13,14.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Male,13,12.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,"data.Total, 25 to 64 years",data.Female,13,16.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Both sexes,13,22.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Male,13,15.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,data.25 to 34 years,data.Female,13,29.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Both sexes,13,18.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Male,13,12.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,data.30 to 34 years,data.Female,13,23.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Both sexes,13,16.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Male,13,14.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,data.35 to 44 years,data.Female,13,18.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Both sexes,13,10.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Male,13,9.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,data.45 to 54 years,data.Female,13,11.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Both sexes,13,10.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Male,13,10.0
2010,data.New Brunswick,data.Total population,data.Bachelor's level,data.55 to 64 years,data.Female,13,10.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Both sexes,13,5.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Male,13,5.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,"data.Total, 25 to 64 years",data.Female,13,4.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Both sexes,13,4.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Male,13,5.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.25 to 34 years,data.Female,13,4.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Both sexes,13,6.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Male,13,5.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.30 to 34 years,data.Female,13,6.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Both sexes,13,5.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Male,13,5.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.35 to 44 years,data.Female,13,5.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Both sexes,13,4.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Male,13,4.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.45 to 54 years,data.Female,13,4.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Both sexes,13,6.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Male,13,7.0
2010,data.New Brunswick,data.Total population,data.Master's or Doctoral level,data.55 to 64 years,data.Female,13,5.0
2010,data.Quebec,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Both sexes,24,47.0
2010,data.Quebec,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Male,24,44.0
2010,data.Quebec,data.Total population,data.Tertiary education,"data.Total, 25 to 64 years",data.Female,24,51.0
2010,data.Quebec,data.Total population,data.Tertiary education,data.25 to 34 years,data.Both sexes,24,55.0
2010,data.Quebec,data.Total population,data.Tertiary education,data.25 to 34 years,data.Male,24,48.0
2010,data.Quebec,data.Total population,data.Tertiary education,data.25 to 34 years,data.Female,24,63.0
2010,data.Quebec,data.Total population,data.Tertiary education,data.30 to 34 years,data.Both sexes,24,56.0
2010,data.Quebec,data.Total population,data.Tertiary education,data.30 to 34 years,data.Male,24,48.0
2010,data.Quebec,data.Total population,data.Tertiary education,data.30 to 34 years,data.Female,24,63.0
2010,data.Quebec,data.Total population,data.Tertiary education,data.35 to 44 years,data.Both sexes,24,56.0
2010,data.Quebec,data.Total population,data.Tertiary education,data.35 to 44 years,data.Male,24,51.0
2010,data.Quebec,data.Total population,data.Tertiary education,data.35 to 44 years,data.Female,24,62.0
2010,data.Quebec,data.Total population,data.Tertiary education,data.45 to 54 years,data.Both sexes,24,44.0
2010,data.Quebec,data.Total population,data.Tertiary education,data.45 to 54 years,data.Male,24,42.0
2010,data.Quebec,data.Total population,data.Tertiary education,data.45 to 54 years,data.Female,24,45.0
2010,data.Quebec,data.Total population,data.Tertiary education,data.55 to 64 years,data.Both sexes,24,35.0
2010,data.Quebec,data.Total population,data.Tertiary education,data.55 to 64 years,data.Male,24,36.0
2010,data.Quebec,data.Total population,data.Tertiary education,data.55 to 64 years,data.Female,24,33.0
2010,data.Quebec,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Both sexes,24,24.0
2010,data.Quebec,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Male,24,22.0
2010,data.Quebec,data.Total population,data.Short-cycle tertiary,"data.Total, 25 to 64 years",data.Female,24,26.0
2010,data.Quebec,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Both sexes,24,26.0
2010,data.Quebec,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Male,24,23.0
2010,data.Quebec,data.Total population,data.Short-cycle tertiary,data.25 to 34 years,data.Female,24,29.0
2010,data.Quebec,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Both sexes,24,26.0
2010,data.Quebec,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Male,24,22.0
2010,data.Quebec,data.Total population,data.Short-cycle tertiary,data.30 to 34 years,data.Female,24,30.0
2010,data.Quebec,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Both sexes,24,26.0
2010,data.Quebec,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Male,24,24.0
2010,data.Quebec,data.Total population,data.Short-cycle tertiary,data.35 to 44 years,data.Female,24,29.0
2010,data.Quebec,data.Total population,data.Short-cycle tertiary,data.45 to 54 years,data.Both sexes,24,24.0
