Year,Geography,Persons in low income,GeoCode,Value
2015,"Winnipeg, Manitoba","Males, under 18 years",,24.7
2016,"Winnipeg, Manitoba","Males, under 18 years",,18.3
2017,"Winnipeg, Manitoba","Males, under 18 years",,12.2
2018,"Winnipeg, Manitoba","Males, under 18 years",,14.7
2019,"Winnipeg, Manitoba","Males, under 18 years",,15.0
2020,"Winnipeg, Manitoba","Males, under 18 years",,6.6
2021,"Winnipeg, Manitoba","Males, under 18 years",,8.9
2022,"Winnipeg, Manitoba","Males, under 18 years",,12.7
2023,"Winnipeg, Manitoba","Males, under 18 years",,11.0
2015,"Winnipeg, Manitoba",Persons 18 to 64 years,,16.1
2016,"Winnipeg, Manitoba",Persons 18 to 64 years,,14.1
2017,"Winnipeg, Manitoba",Persons 18 to 64 years,,13.5
2018,"Winnipeg, Manitoba",Persons 18 to 64 years,,13.1
2019,"Winnipeg, Manitoba",Persons 18 to 64 years,,12.7
2020,"Winnipeg, Manitoba",Persons 18 to 64 years,,8.0
2021,"Winnipeg, Manitoba",Persons 18 to 64 years,,9.5
2022,"Winnipeg, Manitoba",Persons 18 to 64 years,,12.1
2023,"Winnipeg, Manitoba",Persons 18 to 64 years,,11.4
2015,"Winnipeg, Manitoba",Persons 65 years and over,,5.8
2016,"Winnipeg, Manitoba",Persons 65 years and over,,5.1
2017,"Winnipeg, Manitoba",Persons 65 years and over,,6.4
2018,"Winnipeg, Manitoba",Persons 65 years and over,,6.4
2019,"Winnipeg, Manitoba",Persons 65 years and over,,7.0
2020,"Winnipeg, Manitoba",Persons 65 years and over,,2.5
2021,"Winnipeg, Manitoba",Persons 65 years and over,,6.5
2022,"Winnipeg, Manitoba",Persons 65 years and over,,7.1
2023,"Winnipeg, Manitoba",Persons 65 years and over,,4.9
2015,"Winnipeg, Manitoba",Persons under 18 years,,21.0
2016,"Winnipeg, Manitoba",Persons under 18 years,,17.6
2017,"Winnipeg, Manitoba",Persons under 18 years,,14.0
2018,"Winnipeg, Manitoba",Persons under 18 years,,14.6
2019,"Winnipeg, Manitoba",Persons under 18 years,,13.2
2020,"Winnipeg, Manitoba",Persons under 18 years,,5.3
2021,"Winnipeg, Manitoba",Persons under 18 years,,10.9
2022,"Winnipeg, Manitoba",Persons under 18 years,,12.6
2023,"Winnipeg, Manitoba",Persons under 18 years,,11.4
2018,Yukon,All persons,60,11.1
2019,Yukon,All persons,60,9.0
2018,Yukon and Northwest Territories,All persons,,14.5
2019,Yukon and Northwest Territories,All persons,,10.8
2018,Yukon and Northwest Territories,Persons 18 to 64 years,,12.6
2019,Yukon and Northwest Territories,Persons 18 to 64 years,,9.0
2018,Yukon and Northwest Territories,Persons 65 years and over,,21.3
2019,Yukon and Northwest Territories,Persons 65 years and over,,17.7
2018,Yukon and Northwest Territories,Persons under 18 years,,17.0
2019,Yukon and Northwest Territories,Persons under 18 years,,13.1
