Year,data.Geography,data.Population,data.Sex,data.Age group,GeoCode,Value
2015,data.Quebec,data.Total population,data.Both sexes,data.50 to 54 years,24,6.1
2015,data.Quebec,data.Total population,data.Both sexes,data.55 to 59 years,24,7.6
2015,data.Quebec,data.Total population,data.Both sexes,data.60 to 64 years,24,8.0
2015,data.Quebec,data.Total population,data.Both sexes,data.65 years and over,24,6.4
2015,data.Quebec,data.Total population,data.Both sexes,data.65 to 69 years,24,7.2
2015,data.Quebec,data.Total population,data.Both sexes,data.70 years and over,24,4.9
2015,data.Quebec,data.Total population,data.Males,data.15 years and over,24,8.5
2015,data.Quebec,data.Total population,data.Males,data.15 to 24 years,24,14.5
2015,data.Quebec,data.Total population,data.Males,data.25 years and over,24,7.5
2015,data.Quebec,data.Total population,data.Males,data.25 to 44 years,24,7.5
2015,data.Quebec,data.Total population,data.Males,data.45 to 64 years,24,7.6
2015,data.Quebec,data.Total population,data.Males,data.45 years and over,24,7.5
2015,data.Quebec,data.Total population,data.Males,data.25 to 54 years,24,7.3
2015,data.Quebec,data.Total population,data.Males,data.55 years and over,24,8.1
2015,data.Quebec,data.Total population,data.Males,data.15 to 64 years,24,8.6
2015,data.Quebec,data.Total population,data.Males,data.15 to 19 years,24,19.8
2015,data.Quebec,data.Total population,data.Males,data.20 to 24 years,24,11.5
2015,data.Quebec,data.Total population,data.Males,data.25 to 29 years,24,8.7
2015,data.Quebec,data.Total population,data.Males,data.30 to 34 years,24,7.4
2015,data.Quebec,data.Total population,data.Males,data.35 to 39 years,24,6.8
2015,data.Quebec,data.Total population,data.Males,data.40 to 44 years,24,7.5
2015,data.Quebec,data.Total population,data.Males,data.45 to 49 years,24,6.3
2015,data.Quebec,data.Total population,data.Males,data.50 to 54 years,24,7.3
2015,data.Quebec,data.Total population,data.Males,data.55 to 59 years,24,7.8
2015,data.Quebec,data.Total population,data.Males,data.60 to 64 years,24,9.5
2015,data.Quebec,data.Total population,data.Males,data.65 years and over,24,6.7
2015,data.Quebec,data.Total population,data.Males,data.65 to 69 years,24,7.7
2015,data.Quebec,data.Total population,data.Males,data.70 years and over,24,
2015,data.Quebec,data.Total population,data.Females,data.15 years and over,24,6.8
2015,data.Quebec,data.Total population,data.Females,data.15 to 24 years,24,9.8
2015,data.Quebec,data.Total population,data.Females,data.25 years and over,24,6.2
2015,data.Quebec,data.Total population,data.Females,data.25 to 44 years,24,6.8
2015,data.Quebec,data.Total population,data.Females,data.45 to 64 years,24,5.6
2015,data.Quebec,data.Total population,data.Females,data.45 years and over,24,5.6
2015,data.Quebec,data.Total population,data.Females,data.25 to 54 years,24,6.1
2015,data.Quebec,data.Total population,data.Females,data.55 years and over,24,6.8
2015,data.Quebec,data.Total population,data.Females,data.15 to 64 years,24,6.8
2015,data.Quebec,data.Total population,data.Females,data.15 to 19 years,24,15.3
2015,data.Quebec,data.Total population,data.Females,data.20 to 24 years,24,6.6
2015,data.Quebec,data.Total population,data.Females,data.25 to 29 years,24,8.5
2015,data.Quebec,data.Total population,data.Females,data.30 to 34 years,24,6.4
2015,data.Quebec,data.Total population,data.Females,data.35 to 39 years,24,5.9
2015,data.Quebec,data.Total population,data.Females,data.40 to 44 years,24,6.5
2015,data.Quebec,data.Total population,data.Females,data.45 to 49 years,24,4.8
2015,data.Quebec,data.Total population,data.Females,data.50 to 54 years,24,4.8
2015,data.Quebec,data.Total population,data.Females,data.55 to 59 years,24,7.3
2015,data.Quebec,data.Total population,data.Females,data.60 to 64 years,24,6.1
2015,data.Quebec,data.Total population,data.Females,data.65 years and over,24,5.9
2015,data.Quebec,data.Total population,data.Females,data.65 to 69 years,24,6.4
2015,data.Quebec,data.Total population,data.Females,data.70 years and over,24,
2015,data.Ontario,data.Total population,data.Both sexes,data.15 years and over,35,6.8
2015,data.Ontario,data.Total population,data.Both sexes,data.15 to 24 years,35,14.3
2015,data.Ontario,data.Total population,data.Both sexes,data.25 years and over,35,5.4
2015,data.Ontario,data.Total population,data.Both sexes,data.25 to 44 years,35,6.0
2015,data.Ontario,data.Total population,data.Both sexes,data.45 to 64 years,35,5.0
2015,data.Ontario,data.Total population,data.Both sexes,data.45 years and over,35,4.9
2015,data.Ontario,data.Total population,data.Both sexes,data.25 to 54 years,35,5.6
2015,data.Ontario,data.Total population,data.Both sexes,data.55 years and over,35,5.0
2015,data.Ontario,data.Total population,data.Both sexes,data.15 to 64 years,35,6.9
2015,data.Ontario,data.Total population,data.Both sexes,data.15 to 19 years,35,19.5
2015,data.Ontario,data.Total population,data.Both sexes,data.20 to 24 years,35,11.4
2015,data.Ontario,data.Total population,data.Both sexes,data.25 to 29 years,35,7.9
2015,data.Ontario,data.Total population,data.Both sexes,data.30 to 34 years,35,5.8
2015,data.Ontario,data.Total population,data.Both sexes,data.35 to 39 years,35,5.6
2015,data.Ontario,data.Total population,data.Both sexes,data.40 to 44 years,35,4.9
2015,data.Ontario,data.Total population,data.Both sexes,data.45 to 49 years,35,4.4
2015,data.Ontario,data.Total population,data.Both sexes,data.50 to 54 years,35,5.1
2015,data.Ontario,data.Total population,data.Both sexes,data.55 to 59 years,35,5.2
2015,data.Ontario,data.Total population,data.Both sexes,data.60 to 64 years,35,5.5
2015,data.Ontario,data.Total population,data.Both sexes,data.65 years and over,35,3.6
2015,data.Ontario,data.Total population,data.Both sexes,data.65 to 69 years,35,4.7
2015,data.Ontario,data.Total population,data.Both sexes,data.70 years and over,35,1.7
2015,data.Ontario,data.Total population,data.Males,data.15 years and over,35,7.1
2015,data.Ontario,data.Total population,data.Males,data.15 to 24 years,35,16.0
2015,data.Ontario,data.Total population,data.Males,data.25 years and over,35,5.6
2015,data.Ontario,data.Total population,data.Males,data.25 to 44 years,35,6.3
2015,data.Ontario,data.Total population,data.Males,data.45 to 64 years,35,5.0
2015,data.Ontario,data.Total population,data.Males,data.45 years and over,35,4.9
2015,data.Ontario,data.Total population,data.Males,data.25 to 54 years,35,5.8
2015,data.Ontario,data.Total population,data.Males,data.55 years and over,35,4.9
2015,data.Ontario,data.Total population,data.Males,data.15 to 64 years,35,7.3
2015,data.Ontario,data.Total population,data.Males,data.15 to 19 years,35,20.9
2015,data.Ontario,data.Total population,data.Males,data.20 to 24 years,35,13.4
2015,data.Ontario,data.Total population,data.Males,data.25 to 29 years,35,9.0
2015,data.Ontario,data.Total population,data.Males,data.30 to 34 years,35,5.9
2015,data.Ontario,data.Total population,data.Males,data.35 to 39 years,35,5.5
2015,data.Ontario,data.Total population,data.Males,data.40 to 44 years,35,4.7
2015,data.Ontario,data.Total population,data.Males,data.45 to 49 years,35,4.4
2015,data.Ontario,data.Total population,data.Males,data.50 to 54 years,35,5.2
2015,data.Ontario,data.Total population,data.Males,data.55 to 59 years,35,5.1
2015,data.Ontario,data.Total population,data.Males,data.60 to 64 years,35,5.6
2015,data.Ontario,data.Total population,data.Males,data.65 years and over,35,3.6
2015,data.Ontario,data.Total population,data.Males,data.65 to 69 years,35,5.3
2015,data.Ontario,data.Total population,data.Males,data.70 years and over,35,
2015,data.Ontario,data.Total population,data.Females,data.15 years and over,35,6.4
2015,data.Ontario,data.Total population,data.Females,data.15 to 24 years,35,12.6
2015,data.Ontario,data.Total population,data.Females,data.25 years and over,35,5.3
2015,data.Ontario,data.Total population,data.Females,data.25 to 44 years,35,5.7
2015,data.Ontario,data.Total population,data.Females,data.45 to 64 years,35,4.9
2015,data.Ontario,data.Total population,data.Females,data.45 years and over,35,4.8
2015,data.Ontario,data.Total population,data.Females,data.25 to 54 years,35,5.4
2015,data.Ontario,data.Total population,data.Females,data.55 years and over,35,5.0
2015,data.Ontario,data.Total population,data.Females,data.15 to 64 years,35,6.5
2015,data.Ontario,data.Total population,data.Females,data.15 to 19 years,35,18.1
2015,data.Ontario,data.Total population,data.Females,data.20 to 24 years,35,9.2
2015,data.Ontario,data.Total population,data.Females,data.25 to 29 years,35,6.5
2015,data.Ontario,data.Total population,data.Females,data.30 to 34 years,35,5.8
2015,data.Ontario,data.Total population,data.Females,data.35 to 39 years,35,5.6
2015,data.Ontario,data.Total population,data.Females,data.40 to 44 years,35,5.1
2015,data.Ontario,data.Total population,data.Females,data.45 to 49 years,35,4.5
2015,data.Ontario,data.Total population,data.Females,data.50 to 54 years,35,4.9
2015,data.Ontario,data.Total population,data.Females,data.55 to 59 years,35,5.3
2015,data.Ontario,data.Total population,data.Females,data.60 to 64 years,35,5.4
2015,data.Ontario,data.Total population,data.Females,data.65 years and over,35,3.6
2015,data.Ontario,data.Total population,data.Females,data.65 to 69 years,35,3.7
2015,data.Ontario,data.Total population,data.Females,data.70 years and over,35,
2015,data.Manitoba,data.Total population,data.Both sexes,data.15 years and over,46,5.7
2015,data.Manitoba,data.Total population,data.Both sexes,data.15 to 24 years,46,11.3
2015,data.Manitoba,data.Total population,data.Both sexes,data.25 years and over,46,4.6
2015,data.Manitoba,data.Total population,data.Both sexes,data.25 to 44 years,46,4.9
2015,data.Manitoba,data.Total population,data.Both sexes,data.45 to 64 years,46,4.4
2015,data.Manitoba,data.Total population,data.Both sexes,data.45 years and over,46,4.3
2015,data.Manitoba,data.Total population,data.Both sexes,data.25 to 54 years,46,4.8
2015,data.Manitoba,data.Total population,data.Both sexes,data.55 years and over,46,3.9
2015,data.Manitoba,data.Total population,data.Both sexes,data.15 to 64 years,46,5.8
2015,data.Manitoba,data.Total population,data.Both sexes,data.15 to 19 years,46,16.6
2015,data.Manitoba,data.Total population,data.Both sexes,data.20 to 24 years,46,8.0
2015,data.Manitoba,data.Total population,data.Both sexes,data.25 to 29 years,46,5.8
2015,data.Manitoba,data.Total population,data.Both sexes,data.30 to 34 years,46,5.3
2015,data.Manitoba,data.Total population,data.Both sexes,data.35 to 39 years,46,4.6
2015,data.Manitoba,data.Total population,data.Both sexes,data.40 to 44 years,46,3.7
2015,data.Manitoba,data.Total population,data.Both sexes,data.45 to 49 years,46,4.2
2015,data.Manitoba,data.Total population,data.Both sexes,data.50 to 54 years,46,5.0
2015,data.Manitoba,data.Total population,data.Both sexes,data.55 to 59 years,46,4.0
2015,data.Manitoba,data.Total population,data.Both sexes,data.60 to 64 years,46,4.2
2015,data.Manitoba,data.Total population,data.Both sexes,data.65 years and over,46,3.1
2015,data.Manitoba,data.Total population,data.Both sexes,data.65 to 69 years,46,3.3
2015,data.Manitoba,data.Total population,data.Both sexes,data.70 years and over,46,
2015,data.Manitoba,data.Total population,data.Males,data.15 years and over,46,5.6
2015,data.Manitoba,data.Total population,data.Males,data.15 to 24 years,46,11.7
2015,data.Manitoba,data.Total population,data.Males,data.25 years and over,46,4.5
2015,data.Manitoba,data.Total population,data.Males,data.25 to 44 years,46,4.8
2015,data.Manitoba,data.Total population,data.Males,data.45 to 64 years,46,4.3
2015,data.Manitoba,data.Total population,data.Males,data.45 years and over,46,4.1
2015,data.Manitoba,data.Total population,data.Males,data.25 to 54 years,46,4.6
2015,data.Manitoba,data.Total population,data.Males,data.55 years and over,46,4.0
2015,data.Manitoba,data.Total population,data.Males,data.15 to 64 years,46,5.8
2015,data.Manitoba,data.Total population,data.Males,data.15 to 19 years,46,15.4
2015,data.Manitoba,data.Total population,data.Males,data.20 to 24 years,46,9.6
2015,data.Manitoba,data.Total population,data.Males,data.25 to 29 years,46,5.9
2015,data.Manitoba,data.Total population,data.Males,data.30 to 34 years,46,5.4
2015,data.Manitoba,data.Total population,data.Males,data.35 to 39 years,46,4.7
2015,data.Manitoba,data.Total population,data.Males,data.40 to 44 years,46,3.2
2015,data.Manitoba,data.Total population,data.Males,data.45 to 49 years,46,3.8
2015,data.Manitoba,data.Total population,data.Males,data.50 to 54 years,46,4.4
2015,data.Manitoba,data.Total population,data.Males,data.55 to 59 years,46,4.0
2015,data.Manitoba,data.Total population,data.Males,data.60 to 64 years,46,5.1
2015,data.Manitoba,data.Total population,data.Males,data.65 years and over,46,
2015,data.Manitoba,data.Total population,data.Males,data.65 to 69 years,46,
2015,data.Manitoba,data.Total population,data.Males,data.70 years and over,46,
2015,data.Manitoba,data.Total population,data.Females,data.15 years and over,46,5.7
2015,data.Manitoba,data.Total population,data.Females,data.15 to 24 years,46,10.8
2015,data.Manitoba,data.Total population,data.Females,data.25 years and over,46,4.7
2015,data.Manitoba,data.Total population,data.Females,data.25 to 44 years,46,4.9
2015,data.Manitoba,data.Total population,data.Females,data.45 to 64 years,46,4.6
2015,data.Manitoba,data.Total population,data.Females,data.45 years and over,46,4.6
2015,data.Manitoba,data.Total population,data.Females,data.25 to 54 years,46,5.0
2015,data.Manitoba,data.Total population,data.Females,data.55 years and over,46,3.7
2015,data.Manitoba,data.Total population,data.Females,data.15 to 64 years,46,5.8
2015,data.Manitoba,data.Total population,data.Females,data.15 to 19 years,46,17.4
2015,data.Manitoba,data.Total population,data.Females,data.20 to 24 years,46,6.2
2015,data.Manitoba,data.Total population,data.Females,data.25 to 29 years,46,5.7
2015,data.Manitoba,data.Total population,data.Females,data.30 to 34 years,46,5.1
2015,data.Manitoba,data.Total population,data.Females,data.35 to 39 years,46,4.5
2015,data.Manitoba,data.Total population,data.Females,data.40 to 44 years,46,4.0
2015,data.Manitoba,data.Total population,data.Females,data.45 to 49 years,46,5.0
