Year,data.Geography,data.Type of case,data.Elapsed time,GeoCode,Value
2020/2021,data.Nunavut,data.Family cases,data.Greater than 3 months to 6 months,62,5.9
2020/2021,data.Nunavut,data.Family cases,data.Greater than 6 months to 12 months,62,3.08
2020/2021,data.Nunavut,data.Family cases,data.Greater than 12 months to 24 months,62,0.77
2020/2021,data.Nunavut,data.Family cases,data.Greater than 24 months,62,1.28
2020/2021,data.Nunavut,data.Family cases,data.Unknown,62,0.0
2021/2022,data.Canada,data.Total cases,data.Less than or equal to 3 months,,46.1
2021/2022,data.Canada,data.Total cases,data.Greater than 3 months to 6 months,,17.55
2021/2022,data.Canada,data.Total cases,data.Greater than 6 months to 12 months,,15.08
2021/2022,data.Canada,data.Total cases,data.Greater than 12 months to 24 months,,11.57
2021/2022,data.Canada,data.Total cases,data.Greater than 24 months,,9.63
2021/2022,data.Canada,data.Total cases,data.Unknown,,0.08
2021/2022,data.Canada,data.General civil cases,data.Less than or equal to 3 months,,39.48
2021/2022,data.Canada,data.General civil cases,data.Greater than 3 months to 6 months,,15.39
2021/2022,data.Canada,data.General civil cases,data.Greater than 6 months to 12 months,,16.39
2021/2022,data.Canada,data.General civil cases,data.Greater than 12 months to 24 months,,15.23
2021/2022,data.Canada,data.General civil cases,data.Greater than 24 months,,13.48
2021/2022,data.Canada,data.General civil cases,data.Unknown,,0.02
2021/2022,data.Canada,data.Family cases,data.Less than or equal to 3 months,,56.02
2021/2022,data.Canada,data.Family cases,data.Greater than 3 months to 6 months,,20.79
2021/2022,data.Canada,data.Family cases,data.Greater than 6 months to 12 months,,13.1
2021/2022,data.Canada,data.Family cases,data.Greater than 12 months to 24 months,,6.08
2021/2022,data.Canada,data.Family cases,data.Greater than 24 months,,3.85
2021/2022,data.Canada,data.Family cases,data.Unknown,,0.16
2021/2022,data.Prince Edward Island,data.Total cases,data.Less than or equal to 3 months,11,65.5
2021/2022,data.Prince Edward Island,data.Total cases,data.Greater than 3 months to 6 months,11,12.14
2021/2022,data.Prince Edward Island,data.Total cases,data.Greater than 6 months to 12 months,11,8.84
2021/2022,data.Prince Edward Island,data.Total cases,data.Greater than 12 months to 24 months,11,7.3
2021/2022,data.Prince Edward Island,data.Total cases,data.Greater than 24 months,11,6.13
2021/2022,data.Prince Edward Island,data.Total cases,data.Unknown,11,0.08
2021/2022,data.Prince Edward Island,data.General civil cases,data.Less than or equal to 3 months,11,67.87
2021/2022,data.Prince Edward Island,data.General civil cases,data.Greater than 3 months to 6 months,11,8.47
2021/2022,data.Prince Edward Island,data.General civil cases,data.Greater than 6 months to 12 months,11,7.63
2021/2022,data.Prince Edward Island,data.General civil cases,data.Greater than 12 months to 24 months,11,8.35
2021/2022,data.Prince Edward Island,data.General civil cases,data.Greater than 24 months,11,7.57
2021/2022,data.Prince Edward Island,data.General civil cases,data.Unknown,11,0.12
2021/2022,data.Prince Edward Island,data.Family cases,data.Less than or equal to 3 months,11,60.11
2021/2022,data.Prince Edward Island,data.Family cases,data.Greater than 3 months to 6 months,11,20.49
2021/2022,data.Prince Edward Island,data.Family cases,data.Greater than 6 months to 12 months,11,11.61
2021/2022,data.Prince Edward Island,data.Family cases,data.Greater than 12 months to 24 months,11,4.92
2021/2022,data.Prince Edward Island,data.Family cases,data.Greater than 24 months,11,2.87
2021/2022,data.Prince Edward Island,data.Family cases,data.Unknown,11,0.0
2021/2022,data.Nova Scotia,data.Total cases,data.Less than or equal to 3 months,12,36.38
2021/2022,data.Nova Scotia,data.Total cases,data.Greater than 3 months to 6 months,12,18.81
2021/2022,data.Nova Scotia,data.Total cases,data.Greater than 6 months to 12 months,12,15.48
2021/2022,data.Nova Scotia,data.Total cases,data.Greater than 12 months to 24 months,12,14.62
2021/2022,data.Nova Scotia,data.Total cases,data.Greater than 24 months,12,14.35
2021/2022,data.Nova Scotia,data.Total cases,data.Unknown,12,0.37
2021/2022,data.Nova Scotia,data.General civil cases,data.Less than or equal to 3 months,12,23.48
2021/2022,data.Nova Scotia,data.General civil cases,data.Greater than 3 months to 6 months,12,14.98
2021/2022,data.Nova Scotia,data.General civil cases,data.Greater than 6 months to 12 months,12,16.07
2021/2022,data.Nova Scotia,data.General civil cases,data.Greater than 12 months to 24 months,12,21.86
2021/2022,data.Nova Scotia,data.General civil cases,data.Greater than 24 months,12,23.47
2021/2022,data.Nova Scotia,data.General civil cases,data.Unknown,12,0.13
2021/2022,data.Nova Scotia,data.Family cases,data.Less than or equal to 3 months,12,45.24
2021/2022,data.Nova Scotia,data.Family cases,data.Greater than 3 months to 6 months,12,21.43
2021/2022,data.Nova Scotia,data.Family cases,data.Greater than 6 months to 12 months,12,15.07
2021/2022,data.Nova Scotia,data.Family cases,data.Greater than 12 months to 24 months,12,9.65
2021/2022,data.Nova Scotia,data.Family cases,data.Greater than 24 months,12,8.08
2021/2022,data.Nova Scotia,data.Family cases,data.Unknown,12,0.53
2021/2022,data.New Brunswick,data.Total cases,data.Less than or equal to 3 months,13,57.46
2021/2022,data.New Brunswick,data.Total cases,data.Greater than 3 months to 6 months,13,13.83
2021/2022,data.New Brunswick,data.Total cases,data.Greater than 6 months to 12 months,13,11.32
2021/2022,data.New Brunswick,data.Total cases,data.Greater than 12 months to 24 months,13,8.03
2021/2022,data.New Brunswick,data.Total cases,data.Greater than 24 months,13,7.87
2021/2022,data.New Brunswick,data.Total cases,data.Unknown,13,1.48
2021/2022,data.New Brunswick,data.General civil cases,data.Less than or equal to 3 months,13,49.38
2021/2022,data.New Brunswick,data.General civil cases,data.Greater than 3 months to 6 months,13,16.32
2021/2022,data.New Brunswick,data.General civil cases,data.Greater than 6 months to 12 months,13,14.4
2021/2022,data.New Brunswick,data.General civil cases,data.Greater than 12 months to 24 months,13,10.67
2021/2022,data.New Brunswick,data.General civil cases,data.Greater than 24 months,13,9.06
2021/2022,data.New Brunswick,data.General civil cases,data.Unknown,13,0.17
2021/2022,data.New Brunswick,data.Family cases,data.Less than or equal to 3 months,13,67.34
2021/2022,data.New Brunswick,data.Family cases,data.Greater than 3 months to 6 months,13,10.79
2021/2022,data.New Brunswick,data.Family cases,data.Greater than 6 months to 12 months,13,7.56
2021/2022,data.New Brunswick,data.Family cases,data.Greater than 12 months to 24 months,13,4.8
2021/2022,data.New Brunswick,data.Family cases,data.Greater than 24 months,13,6.42
2021/2022,data.New Brunswick,data.Family cases,data.Unknown,13,3.1
2021/2022,data.Ontario,data.Total cases,data.Less than or equal to 3 months,35,42.04
2021/2022,data.Ontario,data.Total cases,data.Greater than 3 months to 6 months,35,19.28
2021/2022,data.Ontario,data.Total cases,data.Greater than 6 months to 12 months,35,15.9
2021/2022,data.Ontario,data.Total cases,data.Greater than 12 months to 24 months,35,12.82
2021/2022,data.Ontario,data.Total cases,data.Greater than 24 months,35,9.96
2021/2022,data.Ontario,data.Total cases,data.Unknown,35,0.0
2021/2022,data.Ontario,data.General civil cases,data.Less than or equal to 3 months,35,30.78
2021/2022,data.Ontario,data.General civil cases,data.Greater than 3 months to 6 months,35,16.24
2021/2022,data.Ontario,data.General civil cases,data.Greater than 6 months to 12 months,35,17.92
2021/2022,data.Ontario,data.General civil cases,data.Greater than 12 months to 24 months,35,18.72
2021/2022,data.Ontario,data.General civil cases,data.Greater than 24 months,35,16.35
2021/2022,data.Ontario,data.General civil cases,data.Unknown,35,0.0
2021/2022,data.Ontario,data.Family cases,data.Less than or equal to 3 months,35,57.02
2021/2022,data.Ontario,data.Family cases,data.Greater than 3 months to 6 months,35,23.33
2021/2022,data.Ontario,data.Family cases,data.Greater than 6 months to 12 months,35,13.22
2021/2022,data.Ontario,data.Family cases,data.Greater than 12 months to 24 months,35,4.96
2021/2022,data.Ontario,data.Family cases,data.Greater than 24 months,35,1.46
2021/2022,data.Ontario,data.Family cases,data.Unknown,35,0.0
2021/2022,data.Alberta,data.Total cases,data.Less than or equal to 3 months,48,57.27
2021/2022,data.Alberta,data.Total cases,data.Greater than 3 months to 6 months,48,13.84
2021/2022,data.Alberta,data.Total cases,data.Greater than 6 months to 12 months,48,12.34
2021/2022,data.Alberta,data.Total cases,data.Greater than 12 months to 24 months,48,9.21
2021/2022,data.Alberta,data.Total cases,data.Greater than 24 months,48,7.27
2021/2022,data.Alberta,data.Total cases,data.Unknown,48,0.07
2021/2022,data.Alberta,data.General civil cases,data.Less than or equal to 3 months,48,52.98
2021/2022,data.Alberta,data.General civil cases,data.Greater than 3 months to 6 months,48,13.67
2021/2022,data.Alberta,data.General civil cases,data.Greater than 6 months to 12 months,48,13.61
2021/2022,data.Alberta,data.General civil cases,data.Greater than 12 months to 24 months,48,10.69
2021/2022,data.Alberta,data.General civil cases,data.Greater than 24 months,48,9.02
2021/2022,data.Alberta,data.General civil cases,data.Unknown,48,0.03
2021/2022,data.Alberta,data.Family cases,data.Less than or equal to 3 months,48,65.03
2021/2022,data.Alberta,data.Family cases,data.Greater than 3 months to 6 months,48,14.14
2021/2022,data.Alberta,data.Family cases,data.Greater than 6 months to 12 months,48,10.05
2021/2022,data.Alberta,data.Family cases,data.Greater than 12 months to 24 months,48,6.55
2021/2022,data.Alberta,data.Family cases,data.Greater than 24 months,48,4.09
2021/2022,data.Alberta,data.Family cases,data.Unknown,48,0.13
2021/2022,data.British Columbia,data.Total cases,data.Less than or equal to 3 months,59,39.68
2021/2022,data.British Columbia,data.Total cases,data.Greater than 3 months to 6 months,59,19.2
2021/2022,data.British Columbia,data.Total cases,data.Greater than 6 months to 12 months,59,17.41
2021/2022,data.British Columbia,data.Total cases,data.Greater than 12 months to 24 months,59,12.11
2021/2022,data.British Columbia,data.Total cases,data.Greater than 24 months,59,11.53
2021/2022,data.British Columbia,data.Total cases,data.Unknown,59,0.06
2021/2022,data.British Columbia,data.General civil cases,data.Less than or equal to 3 months,59,37.39
2021/2022,data.British Columbia,data.General civil cases,data.Greater than 3 months to 6 months,59,16.3
2021/2022,data.British Columbia,data.General civil cases,data.Greater than 6 months to 12 months,59,17.72
2021/2022,data.British Columbia,data.General civil cases,data.Greater than 12 months to 24 months,59,14.83
2021/2022,data.British Columbia,data.General civil cases,data.Greater than 24 months,59,13.72
2021/2022,data.British Columbia,data.General civil cases,data.Unknown,59,0.02
2021/2022,data.British Columbia,data.Family cases,data.Less than or equal to 3 months,59,43.62
2021/2022,data.British Columbia,data.Family cases,data.Greater than 3 months to 6 months,59,24.21
2021/2022,data.British Columbia,data.Family cases,data.Greater than 6 months to 12 months,59,16.88
2021/2022,data.British Columbia,data.Family cases,data.Greater than 12 months to 24 months,59,7.42
2021/2022,data.British Columbia,data.Family cases,data.Greater than 24 months,59,7.74
2021/2022,data.British Columbia,data.Family cases,data.Unknown,59,0.13
2021/2022,data.Yukon,data.Total cases,data.Less than or equal to 3 months,60,56.77
2021/2022,data.Yukon,data.Total cases,data.Greater than 3 months to 6 months,60,15.53
2021/2022,data.Yukon,data.Total cases,data.Greater than 6 months to 12 months,60,10.93
2021/2022,data.Yukon,data.Total cases,data.Greater than 12 months to 24 months,60,10.31
2021/2022,data.Yukon,data.Total cases,data.Greater than 24 months,60,6.46
2021/2022,data.Yukon,data.Total cases,data.Unknown,60,0.0
2021/2022,data.Yukon,data.General civil cases,data.Less than or equal to 3 months,60,56.84
2021/2022,data.Yukon,data.General civil cases,data.Greater than 3 months to 6 months,60,13.28
2021/2022,data.Yukon,data.General civil cases,data.Greater than 6 months to 12 months,60,10.94
2021/2022,data.Yukon,data.General civil cases,data.Greater than 12 months to 24 months,60,11.13
2021/2022,data.Yukon,data.General civil cases,data.Greater than 24 months,60,7.81
2021/2022,data.Yukon,data.General civil cases,data.Unknown,60,0.0
2021/2022,data.Yukon,data.Family cases,data.Less than or equal to 3 months,60,56.66
2021/2022,data.Yukon,data.Family cases,data.Greater than 3 months to 6 months,60,19.45
2021/2022,data.Yukon,data.Family cases,data.Greater than 6 months to 12 months,60,10.92
2021/2022,data.Yukon,data.Family cases,data.Greater than 12 months to 24 months,60,8.87
2021/2022,data.Yukon,data.Family cases,data.Greater than 24 months,60,4.1
2021/2022,data.Yukon,data.Family cases,data.Unknown,60,0.0
2021/2022,data.Northwest Territories,data.Total cases,data.Less than or equal to 3 months,61,87.75
2021/2022,data.Northwest Territories,data.Total cases,data.Greater than 3 months to 6 months,61,3.42
2021/2022,data.Northwest Territories,data.Total cases,data.Greater than 6 months to 12 months,61,3.06
2021/2022,data.Northwest Territories,data.Total cases,data.Greater than 12 months to 24 months,61,2.88
2021/2022,data.Northwest Territories,data.Total cases,data.Greater than 24 months,61,2.88
2021/2022,data.Northwest Territories,data.Total cases,data.Unknown,61,0.0
2021/2022,data.Northwest Territories,data.General civil cases,data.Less than or equal to 3 months,61,89.9
2021/2022,data.Northwest Territories,data.General civil cases,data.Greater than 3 months to 6 months,61,0.99
2021/2022,data.Northwest Territories,data.General civil cases,data.Greater than 6 months to 12 months,61,2.71
2021/2022,data.Northwest Territories,data.General civil cases,data.Greater than 12 months to 24 months,61,2.96
2021/2022,data.Northwest Territories,data.General civil cases,data.Greater than 24 months,61,3.45
2021/2022,data.Northwest Territories,data.General civil cases,data.Unknown,61,0.0
2021/2022,data.Northwest Territories,data.Family cases,data.Less than or equal to 3 months,61,81.88
2021/2022,data.Northwest Territories,data.Family cases,data.Greater than 3 months to 6 months,61,10.07
2021/2022,data.Northwest Territories,data.Family cases,data.Greater than 6 months to 12 months,61,4.03
2021/2022,data.Northwest Territories,data.Family cases,data.Greater than 12 months to 24 months,61,2.68
2021/2022,data.Northwest Territories,data.Family cases,data.Greater than 24 months,61,1.34
2021/2022,data.Northwest Territories,data.Family cases,data.Unknown,61,0.0
2021/2022,data.Nunavut,data.Total cases,data.Less than or equal to 3 months,62,68.17
2021/2022,data.Nunavut,data.Total cases,data.Greater than 3 months to 6 months,62,8.68
2021/2022,data.Nunavut,data.Total cases,data.Greater than 6 months to 12 months,62,8.32
2021/2022,data.Nunavut,data.Total cases,data.Greater than 12 months to 24 months,62,9.22
2021/2022,data.Nunavut,data.Total cases,data.Greater than 24 months,62,5.61
2021/2022,data.Nunavut,data.Total cases,data.Unknown,62,0.0
2021/2022,data.Nunavut,data.General civil cases,data.Less than or equal to 3 months,62,20.9
2021/2022,data.Nunavut,data.General civil cases,data.Greater than 3 months to 6 months,62,16.95
2021/2022,data.Nunavut,data.General civil cases,data.Greater than 6 months to 12 months,62,20.9
2021/2022,data.Nunavut,data.General civil cases,data.Greater than 12 months to 24 months,62,27.12
2021/2022,data.Nunavut,data.General civil cases,data.Greater than 24 months,62,14.12
2021/2022,data.Nunavut,data.General civil cases,data.Unknown,62,0.0
2021/2022,data.Nunavut,data.Family cases,data.Less than or equal to 3 months,62,90.43
2021/2022,data.Nunavut,data.Family cases,data.Greater than 3 months to 6 months,62,4.79
2021/2022,data.Nunavut,data.Family cases,data.Greater than 6 months to 12 months,62,2.39
2021/2022,data.Nunavut,data.Family cases,data.Greater than 12 months to 24 months,62,0.8
2021/2022,data.Nunavut,data.Family cases,data.Greater than 24 months,62,1.6
2021/2022,data.Nunavut,data.Family cases,data.Unknown,62,0.0
2022/2023,data.Canada,data.Total cases,data.Less than or equal to 3 months,,46.72
2022/2023,data.Canada,data.Total cases,data.Greater than 3 months to 6 months,,16.22
2022/2023,data.Canada,data.Total cases,data.Greater than 6 months to 12 months,,14.19
2022/2023,data.Canada,data.Total cases,data.Greater than 12 months to 24 months,,11.66
2022/2023,data.Canada,data.Total cases,data.Greater than 24 months,,11.09
2022/2023,data.Canada,data.Total cases,data.Unknown,,0.11
2022/2023,data.Canada,data.General civil cases,data.Less than or equal to 3 months,,39.26
2022/2023,data.Canada,data.General civil cases,data.Greater than 3 months to 6 months,,14.85
2022/2023,data.Canada,data.General civil cases,data.Greater than 6 months to 12 months,,15.43
2022/2023,data.Canada,data.General civil cases,data.Greater than 12 months to 24 months,,15.66
2022/2023,data.Canada,data.General civil cases,data.Greater than 24 months,,14.77
2022/2023,data.Canada,data.General civil cases,data.Unknown,,0.02
2022/2023,data.Canada,data.Family cases,data.Less than or equal to 3 months,,57.74
2022/2023,data.Canada,data.Family cases,data.Greater than 3 months to 6 months,,18.24
2022/2023,data.Canada,data.Family cases,data.Greater than 6 months to 12 months,,12.35
2022/2023,data.Canada,data.Family cases,data.Greater than 12 months to 24 months,,5.76
2022/2023,data.Canada,data.Family cases,data.Greater than 24 months,,5.66
2022/2023,data.Canada,data.Family cases,data.Unknown,,0.24
2022/2023,data.Prince Edward Island,data.Total cases,data.Less than or equal to 3 months,11,68.29
2022/2023,data.Prince Edward Island,data.Total cases,data.Greater than 3 months to 6 months,11,10.91
2022/2023,data.Prince Edward Island,data.Total cases,data.Greater than 6 months to 12 months,11,7.67
2022/2023,data.Prince Edward Island,data.Total cases,data.Greater than 12 months to 24 months,11,7.17
2022/2023,data.Prince Edward Island,data.Total cases,data.Greater than 24 months,11,5.9
2022/2023,data.Prince Edward Island,data.Total cases,data.Unknown,11,0.08
2022/2023,data.Prince Edward Island,data.General civil cases,data.Less than or equal to 3 months,11,69.55
2022/2023,data.Prince Edward Island,data.General civil cases,data.Greater than 3 months to 6 months,11,8.17
2022/2023,data.Prince Edward Island,data.General civil cases,data.Greater than 6 months to 12 months,11,6.81
2022/2023,data.Prince Edward Island,data.General civil cases,data.Greater than 12 months to 24 months,11,8.06
2022/2023,data.Prince Edward Island,data.General civil cases,data.Greater than 24 months,11,7.3
2022/2023,data.Prince Edward Island,data.General civil cases,data.Unknown,11,0.11
2022/2023,data.Prince Edward Island,data.Family cases,data.Less than or equal to 3 months,11,65.22
2022/2023,data.Prince Edward Island,data.Family cases,data.Greater than 3 months to 6 months,11,17.52
2022/2023,data.Prince Edward Island,data.Family cases,data.Greater than 6 months to 12 months,11,9.75
2022/2023,data.Prince Edward Island,data.Family cases,data.Greater than 12 months to 24 months,11,5.01
2022/2023,data.Prince Edward Island,data.Family cases,data.Greater than 24 months,11,2.5
2022/2023,data.Prince Edward Island,data.Family cases,data.Unknown,11,0.0
2022/2023,data.Nova Scotia,data.Total cases,data.Less than or equal to 3 months,12,37.71
2022/2023,data.Nova Scotia,data.Total cases,data.Greater than 3 months to 6 months,12,17.6
2022/2023,data.Nova Scotia,data.Total cases,data.Greater than 6 months to 12 months,12,15.84
2022/2023,data.Nova Scotia,data.Total cases,data.Greater than 12 months to 24 months,12,13.95
2022/2023,data.Nova Scotia,data.Total cases,data.Greater than 24 months,12,13.89
2022/2023,data.Nova Scotia,data.Total cases,data.Unknown,12,1.01
2022/2023,data.Nova Scotia,data.General civil cases,data.Less than or equal to 3 months,12,25.38
2022/2023,data.Nova Scotia,data.General civil cases,data.Greater than 3 months to 6 months,12,13.31
2022/2023,data.Nova Scotia,data.General civil cases,data.Greater than 6 months to 12 months,12,16.71
2022/2023,data.Nova Scotia,data.General civil cases,data.Greater than 12 months to 24 months,12,21.04
2022/2023,data.Nova Scotia,data.General civil cases,data.Greater than 24 months,12,23.36
2022/2023,data.Nova Scotia,data.General civil cases,data.Unknown,12,0.2
2022/2023,data.Nova Scotia,data.Family cases,data.Less than or equal to 3 months,12,46.62
2022/2023,data.Nova Scotia,data.Family cases,data.Greater than 3 months to 6 months,12,20.7
2022/2023,data.Nova Scotia,data.Family cases,data.Greater than 6 months to 12 months,12,15.21
2022/2023,data.Nova Scotia,data.Family cases,data.Greater than 12 months to 24 months,12,8.82
2022/2023,data.Nova Scotia,data.Family cases,data.Greater than 24 months,12,7.06
2022/2023,data.Nova Scotia,data.Family cases,data.Unknown,12,1.59
2022/2023,data.New Brunswick,data.Total cases,data.Less than or equal to 3 months,13,57.03
2022/2023,data.New Brunswick,data.Total cases,data.Greater than 3 months to 6 months,13,14.22
2022/2023,data.New Brunswick,data.Total cases,data.Greater than 6 months to 12 months,13,11.68
2022/2023,data.New Brunswick,data.Total cases,data.Greater than 12 months to 24 months,13,7.01
2022/2023,data.New Brunswick,data.Total cases,data.Greater than 24 months,13,8.16
2022/2023,data.New Brunswick,data.Total cases,data.Unknown,13,1.91
2022/2023,data.New Brunswick,data.General civil cases,data.Less than or equal to 3 months,13,49.29
2022/2023,data.New Brunswick,data.General civil cases,data.Greater than 3 months to 6 months,13,16.73
2022/2023,data.New Brunswick,data.General civil cases,data.Greater than 6 months to 12 months,13,15.16
2022/2023,data.New Brunswick,data.General civil cases,data.Greater than 12 months to 24 months,13,9.29
2022/2023,data.New Brunswick,data.General civil cases,data.Greater than 24 months,13,9.41
2022/2023,data.New Brunswick,data.General civil cases,data.Unknown,13,0.12
2022/2023,data.New Brunswick,data.Family cases,data.Less than or equal to 3 months,13,66.85
2022/2023,data.New Brunswick,data.Family cases,data.Greater than 3 months to 6 months,13,11.03
2022/2023,data.New Brunswick,data.Family cases,data.Greater than 6 months to 12 months,13,7.26
2022/2023,data.New Brunswick,data.Family cases,data.Greater than 12 months to 24 months,13,4.12
2022/2023,data.New Brunswick,data.Family cases,data.Greater than 24 months,13,6.57
2022/2023,data.New Brunswick,data.Family cases,data.Unknown,13,4.17
2022/2023,data.Ontario,data.Total cases,data.Less than or equal to 3 months,35,42.02
2022/2023,data.Ontario,data.Total cases,data.Greater than 3 months to 6 months,35,16.84
2022/2023,data.Ontario,data.Total cases,data.Greater than 6 months to 12 months,35,15.16
2022/2023,data.Ontario,data.Total cases,data.Greater than 12 months to 24 months,35,13.63
2022/2023,data.Ontario,data.Total cases,data.Greater than 24 months,35,12.34
2022/2023,data.Ontario,data.Total cases,data.Unknown,35,0.0
2022/2023,data.Ontario,data.General civil cases,data.Less than or equal to 3 months,35,29.05
2022/2023,data.Ontario,data.General civil cases,data.Greater than 3 months to 6 months,35,15.41
2022/2023,data.Ontario,data.General civil cases,data.Greater than 6 months to 12 months,35,17.54
2022/2023,data.Ontario,data.General civil cases,data.Greater than 12 months to 24 months,35,20.41
2022/2023,data.Ontario,data.General civil cases,data.Greater than 24 months,35,17.6
2022/2023,data.Ontario,data.General civil cases,data.Unknown,35,0.0
2022/2023,data.Ontario,data.Family cases,data.Less than or equal to 3 months,35,59.35
2022/2023,data.Ontario,data.Family cases,data.Greater than 3 months to 6 months,35,18.75
2022/2023,data.Ontario,data.Family cases,data.Greater than 6 months to 12 months,35,11.99
2022/2023,data.Ontario,data.Family cases,data.Greater than 12 months to 24 months,35,4.58
2022/2023,data.Ontario,data.Family cases,data.Greater than 24 months,35,5.32
2022/2023,data.Ontario,data.Family cases,data.Unknown,35,0.01
2022/2023,data.Alberta,data.Total cases,data.Less than or equal to 3 months,48,58.8
2022/2023,data.Alberta,data.Total cases,data.Greater than 3 months to 6 months,48,13.01
2022/2023,data.Alberta,data.Total cases,data.Greater than 6 months to 12 months,48,11.53
2022/2023,data.Alberta,data.Total cases,data.Greater than 12 months to 24 months,48,8.88
2022/2023,data.Alberta,data.Total cases,data.Greater than 24 months,48,7.69
2022/2023,data.Alberta,data.Total cases,data.Unknown,48,0.09
2022/2023,data.Alberta,data.General civil cases,data.Less than or equal to 3 months,48,55.01
2022/2023,data.Alberta,data.General civil cases,data.Greater than 3 months to 6 months,48,12.63
2022/2023,data.Alberta,data.General civil cases,data.Greater than 6 months to 12 months,48,12.35
2022/2023,data.Alberta,data.General civil cases,data.Greater than 12 months to 24 months,48,10.27
2022/2023,data.Alberta,data.General civil cases,data.Greater than 24 months,48,9.7
2022/2023,data.Alberta,data.General civil cases,data.Unknown,48,0.04
2022/2023,data.Alberta,data.Family cases,data.Less than or equal to 3 months,48,65.32
2022/2023,data.Alberta,data.Family cases,data.Greater than 3 months to 6 months,48,13.66
2022/2023,data.Alberta,data.Family cases,data.Greater than 6 months to 12 months,48,10.13
2022/2023,data.Alberta,data.Family cases,data.Greater than 12 months to 24 months,48,6.5
2022/2023,data.Alberta,data.Family cases,data.Greater than 24 months,48,4.23
2022/2023,data.Alberta,data.Family cases,data.Unknown,48,0.16
2022/2023,data.British Columbia,data.Total cases,data.Less than or equal to 3 months,59,40.85
2022/2023,data.British Columbia,data.Total cases,data.Greater than 3 months to 6 months,59,19.22
2022/2023,data.British Columbia,data.Total cases,data.Greater than 6 months to 12 months,59,15.75
2022/2023,data.British Columbia,data.Total cases,data.Greater than 12 months to 24 months,59,11.27
2022/2023,data.British Columbia,data.Total cases,data.Greater than 24 months,59,12.84
2022/2023,data.British Columbia,data.Total cases,data.Unknown,59,0.07
2022/2023,data.British Columbia,data.General civil cases,data.Less than or equal to 3 months,59,38.32
2022/2023,data.British Columbia,data.General civil cases,data.Greater than 3 months to 6 months,59,16.85
2022/2023,data.British Columbia,data.General civil cases,data.Greater than 6 months to 12 months,59,15.51
2022/2023,data.British Columbia,data.General civil cases,data.Greater than 12 months to 24 months,59,13.62
2022/2023,data.British Columbia,data.General civil cases,data.Greater than 24 months,59,15.67
2022/2023,data.British Columbia,data.General civil cases,data.Unknown,59,0.02
2022/2023,data.British Columbia,data.Family cases,data.Less than or equal to 3 months,59,45.15
2022/2023,data.British Columbia,data.Family cases,data.Greater than 3 months to 6 months,59,23.25
2022/2023,data.British Columbia,data.Family cases,data.Greater than 6 months to 12 months,59,16.15
2022/2023,data.British Columbia,data.Family cases,data.Greater than 12 months to 24 months,59,7.28
2022/2023,data.British Columbia,data.Family cases,data.Greater than 24 months,59,8.03
2022/2023,data.British Columbia,data.Family cases,data.Unknown,59,0.14
2022/2023,data.Yukon,data.Total cases,data.Less than or equal to 3 months,60,54.96
2022/2023,data.Yukon,data.Total cases,data.Greater than 3 months to 6 months,60,14.58
2022/2023,data.Yukon,data.Total cases,data.Greater than 6 months to 12 months,60,12.07
2022/2023,data.Yukon,data.Total cases,data.Greater than 12 months to 24 months,60,10.99
2022/2023,data.Yukon,data.Total cases,data.Greater than 24 months,60,7.41
2022/2023,data.Yukon,data.Total cases,data.Unknown,60,0.0
2022/2023,data.Yukon,data.General civil cases,data.Less than or equal to 3 months,60,54.78
2022/2023,data.Yukon,data.General civil cases,data.Greater than 3 months to 6 months,60,13.42
2022/2023,data.Yukon,data.General civil cases,data.Greater than 6 months to 12 months,60,11.21
2022/2023,data.Yukon,data.General civil cases,data.Greater than 12 months to 24 months,60,11.21
2022/2023,data.Yukon,data.General civil cases,data.Greater than 24 months,60,9.38
2022/2023,data.Yukon,data.General civil cases,data.Unknown,60,0.0
2022/2023,data.Yukon,data.Family cases,data.Less than or equal to 3 months,60,55.29
2022/2023,data.Yukon,data.Family cases,data.Greater than 3 months to 6 months,60,16.72
2022/2023,data.Yukon,data.Family cases,data.Greater than 6 months to 12 months,60,13.65
2022/2023,data.Yukon,data.Family cases,data.Greater than 12 months to 24 months,60,10.58
2022/2023,data.Yukon,data.Family cases,data.Greater than 24 months,60,3.75
2022/2023,data.Yukon,data.Family cases,data.Unknown,60,0.0
2022/2023,data.Northwest Territories,data.Total cases,data.Less than or equal to 3 months,61,91.56
2022/2023,data.Northwest Territories,data.Total cases,data.Greater than 3 months to 6 months,61,1.75
2022/2023,data.Northwest Territories,data.Total cases,data.Greater than 6 months to 12 months,61,2.18
2022/2023,data.Northwest Territories,data.Total cases,data.Greater than 12 months to 24 months,61,2.04
2022/2023,data.Northwest Territories,data.Total cases,data.Greater than 24 months,61,2.33
2022/2023,data.Northwest Territories,data.Total cases,data.Unknown,61,0.15
2022/2023,data.Northwest Territories,data.General civil cases,data.Less than or equal to 3 months,61,93.25
2022/2023,data.Northwest Territories,data.General civil cases,data.Greater than 3 months to 6 months,61,0.82
2022/2023,data.Northwest Territories,data.General civil cases,data.Greater than 6 months to 12 months,61,1.23
2022/2023,data.Northwest Territories,data.General civil cases,data.Greater than 12 months to 24 months,61,1.84
2022/2023,data.Northwest Territories,data.General civil cases,data.Greater than 24 months,61,2.66
2022/2023,data.Northwest Territories,data.General civil cases,data.Unknown,61,0.2
