Year,data.Geography,GeoCode,data.Economic family type,data.Household food security status,Value
2019,data.Atlantic provinces,,data.Persons in elderly couples,"data.Food insecure, moderate",3.1
2020,data.Atlantic provinces,,data.Persons in elderly couples,"data.Food insecure, moderate",3.3
2018,data.Atlantic provinces,,data.Persons in elderly couples,"data.Food insecure, severe",1.5
2019,data.Atlantic provinces,,data.Persons in elderly couples,"data.Food insecure, severe",
2020,data.Atlantic provinces,,data.Persons in elderly couples,"data.Food insecure, severe",1.0
2018,data.Atlantic provinces,,data.Persons in other elderly families,data.Food secure,84.9
2019,data.Atlantic provinces,,data.Persons in other elderly families,data.Food secure,90.9
2020,data.Atlantic provinces,,data.Persons in other elderly families,data.Food secure,86.1
2018,data.Atlantic provinces,,data.Persons in other elderly families,"data.Food insecure, marginal",6.0
2019,data.Atlantic provinces,,data.Persons in other elderly families,"data.Food insecure, marginal",
2020,data.Atlantic provinces,,data.Persons in other elderly families,"data.Food insecure, marginal",5.4
2018,data.Atlantic provinces,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",9.1
2019,data.Atlantic provinces,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",7.1
2020,data.Atlantic provinces,,data.Persons in other elderly families,"data.Food insecure, moderate or severe",8.5
2018,data.Atlantic provinces,,data.Persons in other elderly families,"data.Food insecure, moderate",5.9
2019,data.Atlantic provinces,,data.Persons in other elderly families,"data.Food insecure, moderate",
2020,data.Atlantic provinces,,data.Persons in other elderly families,"data.Food insecure, moderate",7.8
2018,data.Atlantic provinces,,data.Persons in other elderly families,"data.Food insecure, severe",
2019,data.Atlantic provinces,,data.Persons in other elderly families,"data.Food insecure, severe",
2020,data.Atlantic provinces,,data.Persons in other elderly families,"data.Food insecure, severe",
2018,data.Atlantic provinces,,data.Persons in non-elderly families,data.Food secure,79.6
2019,data.Atlantic provinces,,data.Persons in non-elderly families,data.Food secure,82.1
2020,data.Atlantic provinces,,data.Persons in non-elderly families,data.Food secure,81.1
2018,data.Atlantic provinces,,data.Persons in non-elderly families,"data.Food insecure, marginal",6.0
2019,data.Atlantic provinces,,data.Persons in non-elderly families,"data.Food insecure, marginal",5.5
2020,data.Atlantic provinces,,data.Persons in non-elderly families,"data.Food insecure, marginal",5.7
2018,data.Atlantic provinces,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",14.4
2019,data.Atlantic provinces,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",12.4
2020,data.Atlantic provinces,,data.Persons in non-elderly families,"data.Food insecure, moderate or severe",13.2
2018,data.Atlantic provinces,,data.Persons in non-elderly families,"data.Food insecure, moderate",9.5
2019,data.Atlantic provinces,,data.Persons in non-elderly families,"data.Food insecure, moderate",9.0
2020,data.Atlantic provinces,,data.Persons in non-elderly families,"data.Food insecure, moderate",8.3
2018,data.Atlantic provinces,,data.Persons in non-elderly families,"data.Food insecure, severe",4.8
2019,data.Atlantic provinces,,data.Persons in non-elderly families,"data.Food insecure, severe",3.4
2020,data.Atlantic provinces,,data.Persons in non-elderly families,"data.Food insecure, severe",4.8
2018,data.Atlantic provinces,,data.Persons in couples,data.Food secure,85.9
2019,data.Atlantic provinces,,data.Persons in couples,data.Food secure,89.3
2020,data.Atlantic provinces,,data.Persons in couples,data.Food secure,87.8
2018,data.Atlantic provinces,,data.Persons in couples,"data.Food insecure, marginal",3.9
2019,data.Atlantic provinces,,data.Persons in couples,"data.Food insecure, marginal",3.5
2020,data.Atlantic provinces,,data.Persons in couples,"data.Food insecure, marginal",4.1
2018,data.Atlantic provinces,,data.Persons in couples,"data.Food insecure, moderate or severe",10.2
2019,data.Atlantic provinces,,data.Persons in couples,"data.Food insecure, moderate or severe",7.2
2020,data.Atlantic provinces,,data.Persons in couples,"data.Food insecure, moderate or severe",8.2
2018,data.Atlantic provinces,,data.Persons in couples,"data.Food insecure, moderate",5.7
2019,data.Atlantic provinces,,data.Persons in couples,"data.Food insecure, moderate",4.6
2020,data.Atlantic provinces,,data.Persons in couples,"data.Food insecure, moderate",5.3
2018,data.Atlantic provinces,,data.Persons in couples,"data.Food insecure, severe",4.5
2019,data.Atlantic provinces,,data.Persons in couples,"data.Food insecure, severe",2.6
2020,data.Atlantic provinces,,data.Persons in couples,"data.Food insecure, severe",2.9
2018,data.Atlantic provinces,,data.Persons in couple families with children,data.Food secure,79.2
2019,data.Atlantic provinces,,data.Persons in couple families with children,data.Food secure,80.7
2020,data.Atlantic provinces,,data.Persons in couple families with children,data.Food secure,80.0
2018,data.Atlantic provinces,,data.Persons in couple families with children,"data.Food insecure, marginal",7.8
2019,data.Atlantic provinces,,data.Persons in couple families with children,"data.Food insecure, marginal",6.6
2020,data.Atlantic provinces,,data.Persons in couple families with children,"data.Food insecure, marginal",6.4
2018,data.Atlantic provinces,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",13.0
2019,data.Atlantic provinces,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",12.7
2020,data.Atlantic provinces,,data.Persons in couple families with children,"data.Food insecure, moderate or severe",13.6
2018,data.Atlantic provinces,,data.Persons in couple families with children,"data.Food insecure, moderate",9.5
2019,data.Atlantic provinces,,data.Persons in couple families with children,"data.Food insecure, moderate",10.5
2020,data.Atlantic provinces,,data.Persons in couple families with children,"data.Food insecure, moderate",9.7
2018,data.Atlantic provinces,,data.Persons in couple families with children,"data.Food insecure, severe",3.5
2019,data.Atlantic provinces,,data.Persons in couple families with children,"data.Food insecure, severe",2.1
2020,data.Atlantic provinces,,data.Persons in couple families with children,"data.Food insecure, severe",3.9
2018,data.Atlantic provinces,,data.Persons in couple families with other relatives,data.Food secure,88.4
2019,data.Atlantic provinces,,data.Persons in couple families with other relatives,data.Food secure,89.3
2020,data.Atlantic provinces,,data.Persons in couple families with other relatives,data.Food secure,91.4
2018,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2019,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",
2020,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, marginal",3.6
2018,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",9.9
2019,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",8.6
2020,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",5.0
2018,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",8.3
2019,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",6.0
2020,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",3.5
2018,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2019,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2020,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, severe",1.6
2018,data.Atlantic provinces,,data.Persons in lone-parent families,data.Food secure,56.3
2019,data.Atlantic provinces,,data.Persons in lone-parent families,data.Food secure,58.3
2020,data.Atlantic provinces,,data.Persons in lone-parent families,data.Food secure,56.0
2018,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, marginal",7.3
2019,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, marginal",10.5
2020,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, marginal",9.8
2018,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",36.4
2019,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",31.2
2020,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",34.2
2018,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, moderate",21.7
2019,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, moderate",18.7
2020,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, moderate",16.7
2018,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, severe",14.7
2019,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, severe",12.5
2020,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, severe",17.5
2018,data.Atlantic provinces,,data.Persons in male lone-parent families,data.Food secure,65.7
2019,data.Atlantic provinces,,data.Persons in male lone-parent families,data.Food secure,65.5
2020,data.Atlantic provinces,,data.Persons in male lone-parent families,data.Food secure,64.1
2018,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2019,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2020,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2018,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",26.4
2019,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",25.3
2020,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",25.1
2018,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2019,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2020,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2018,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2019,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2020,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2018,data.Atlantic provinces,,data.Persons in female lone-parent families,data.Food secure,54.3
2019,data.Atlantic provinces,,data.Persons in female lone-parent families,data.Food secure,56.3
2020,data.Atlantic provinces,,data.Persons in female lone-parent families,data.Food secure,54.2
2018,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, marginal",7.3
2019,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2020,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, marginal",9.6
2018,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",38.4
2019,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",32.9
2020,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",36.2
