Year,Geography,Economic family type,GeoCode,Value
2016,Prince Edward Island,Non-elderly persons not in an economic family,11,30200.0
2016,Prince Edward Island,Non-elderly males not in an economic family,11,30200.0
2016,Prince Edward Island,Non-elderly females not in an economic family,11,28200.0
2016,Nova Scotia,Economic families and persons not in an economic family,12,58500.0
2016,Nova Scotia,Economic families,12,81300.0
2016,Nova Scotia,Elderly families,12,65900.0
2016,Nova Scotia,Elderly couples,12,63800.0
2016,Nova Scotia,Other elderly families,12,78600.0
2016,Nova Scotia,Non-elderly families,12,88600.0
2016,Nova Scotia,Couples,12,82800.0
2016,Nova Scotia,Couples with children,12,109100.0
2016,Nova Scotia,Couples with other relatives,12,122000.0
2016,Nova Scotia,Lone-parent families,12,50100.0
2016,Nova Scotia,Male lone-parent families,12,
2016,Nova Scotia,Female lone-parent families,12,48100.0
2016,Nova Scotia,Other non-elderly families,12,72400.0
2016,Nova Scotia,Persons not in an economic family,12,31200.0
2016,Nova Scotia,Elderly persons not in an economic family,12,31000.0
2016,Nova Scotia,Elderly males not in an economic family,12,32000.0
2016,Nova Scotia,Elderly females not in an economic family,12,30700.0
2016,Nova Scotia,Non-elderly persons not in an economic family,12,31300.0
2016,Nova Scotia,Non-elderly males not in an economic family,12,28800.0
2016,Nova Scotia,Non-elderly females not in an economic family,12,35200.0
2016,New Brunswick,Economic families and persons not in an economic family,13,58600.0
2016,New Brunswick,Economic families,13,77400.0
2016,New Brunswick,Elderly families,13,60500.0
2016,New Brunswick,Elderly couples,13,60500.0
2016,New Brunswick,Other elderly families,13,54800.0
2016,New Brunswick,Non-elderly families,13,86300.0
2016,New Brunswick,Couples,13,80700.0
2016,New Brunswick,Couples with children,13,100900.0
2016,New Brunswick,Couples with other relatives,13,112800.0
2016,New Brunswick,Lone-parent families,13,50500.0
2016,New Brunswick,Male lone-parent families,13,
2016,New Brunswick,Female lone-parent families,13,49900.0
2016,New Brunswick,Other non-elderly families,13,74300.0
2016,New Brunswick,Persons not in an economic family,13,29600.0
2016,New Brunswick,Elderly persons not in an economic family,13,27800.0
2016,New Brunswick,Elderly males not in an economic family,13,29500.0
2016,New Brunswick,Elderly females not in an economic family,13,27500.0
2016,New Brunswick,Non-elderly persons not in an economic family,13,29800.0
2016,New Brunswick,Non-elderly males not in an economic family,13,32100.0
2016,New Brunswick,Non-elderly females not in an economic family,13,28300.0
2016,Quebec,Economic families and persons not in an economic family,24,58100.0
2016,Quebec,Economic families,24,83400.0
2016,Quebec,Elderly families,24,61800.0
2016,Quebec,Elderly couples,24,61800.0
2016,Quebec,Other elderly families,24,63000.0
2016,Quebec,Non-elderly families,24,90200.0
2016,Quebec,Couples,24,82900.0
2016,Quebec,Couples with children,24,105600.0
2016,Quebec,Couples with other relatives,24,125500.0
2016,Quebec,Lone-parent families,24,59500.0
2016,Quebec,Male lone-parent families,24,68200.0
2016,Quebec,Female lone-parent families,24,56900.0
2016,Quebec,Other non-elderly families,24,71100.0
2016,Quebec,Persons not in an economic family,24,32200.0
2016,Quebec,Elderly persons not in an economic family,24,28000.0
2016,Quebec,Elderly males not in an economic family,24,28400.0
2016,Quebec,Elderly females not in an economic family,24,27900.0
2016,Quebec,Non-elderly persons not in an economic family,24,35100.0
2016,Quebec,Non-elderly males not in an economic family,24,36500.0
2016,Quebec,Non-elderly females not in an economic family,24,33500.0
2016,Ontario,Economic families and persons not in an economic family,35,69300.0
2016,Ontario,Economic families,35,95900.0
2016,Ontario,Elderly families,35,70300.0
2016,Ontario,Elderly couples,35,66700.0
2016,Ontario,Other elderly families,35,86200.0
2016,Ontario,Non-elderly families,35,103700.0
2016,Ontario,Couples,35,96100.0
2016,Ontario,Couples with children,35,112800.0
2016,Ontario,Couples with other relatives,35,138100.0
2016,Ontario,Lone-parent families,35,47400.0
2016,Ontario,Male lone-parent families,35,59300.0
2016,Ontario,Female lone-parent families,35,45100.0
2016,Ontario,Other non-elderly families,35,84100.0
2016,Ontario,Persons not in an economic family,35,34800.0
2016,Ontario,Elderly persons not in an economic family,35,35100.0
2016,Ontario,Elderly males not in an economic family,35,36700.0
2016,Ontario,Elderly females not in an economic family,35,33900.0
2016,Ontario,Non-elderly persons not in an economic family,35,34500.0
2016,Ontario,Non-elderly males not in an economic family,35,38000.0
2016,Ontario,Non-elderly females not in an economic family,35,30800.0
2016,Prairie provinces,Economic families and persons not in an economic family,,78000.0
2016,Prairie provinces,Economic families,,103900.0
2016,Prairie provinces,Elderly families,,76400.0
2016,Prairie provinces,Elderly couples,,74900.0
2016,Prairie provinces,Other elderly families,,86200.0
2016,Prairie provinces,Non-elderly families,,109600.0
2016,Prairie provinces,Couples,,96600.0
2016,Prairie provinces,Couples with children,,117100.0
2016,Prairie provinces,Couples with other relatives,,156000.0
2016,Prairie provinces,Lone-parent families,,68300.0
2016,Prairie provinces,Male lone-parent families,,89100.0
2016,Prairie provinces,Female lone-parent families,,61000.0
2016,Prairie provinces,Other non-elderly families,,100000.0
2016,Prairie provinces,Persons not in an economic family,,38800.0
2016,Prairie provinces,Elderly persons not in an economic family,,31000.0
2016,Prairie provinces,Elderly males not in an economic family,,30500.0
2016,Prairie provinces,Elderly females not in an economic family,,31200.0
2016,Prairie provinces,Non-elderly persons not in an economic family,,43200.0
2016,Prairie provinces,Non-elderly males not in an economic family,,46600.0
2016,Prairie provinces,Non-elderly females not in an economic family,,39500.0
2016,Manitoba,Economic families and persons not in an economic family,46,67100.0
2016,Manitoba,Economic families,46,88000.0
2016,Manitoba,Elderly families,46,70100.0
2016,Manitoba,Elderly couples,46,69500.0
2016,Manitoba,Other elderly families,46,74100.0
2016,Manitoba,Non-elderly families,46,93300.0
2016,Manitoba,Couples,46,84600.0
2016,Manitoba,Couples with children,46,102100.0
2016,Manitoba,Couples with other relatives,46,137500.0
2016,Manitoba,Lone-parent families,46,51600.0
2016,Manitoba,Male lone-parent families,46,
2016,Manitoba,Female lone-parent families,46,47100.0
2016,Manitoba,Other non-elderly families,46,77500.0
2016,Manitoba,Persons not in an economic family,46,35500.0
2016,Manitoba,Elderly persons not in an economic family,46,32500.0
2016,Manitoba,Elderly males not in an economic family,46,36600.0
2016,Manitoba,Elderly females not in an economic family,46,30700.0
2016,Manitoba,Non-elderly persons not in an economic family,46,37800.0
2016,Manitoba,Non-elderly males not in an economic family,46,37300.0
2016,Manitoba,Non-elderly females not in an economic family,46,38500.0
2016,Saskatchewan,Economic families and persons not in an economic family,47,72300.0
2016,Saskatchewan,Economic families,47,97600.0
2016,Saskatchewan,Elderly families,47,74900.0
2016,Saskatchewan,Elderly couples,47,75200.0
2016,Saskatchewan,Other elderly families,47,70300.0
2016,Saskatchewan,Non-elderly families,47,105000.0
2016,Saskatchewan,Couples,47,95300.0
2016,Saskatchewan,Couples with children,47,115800.0
2016,Saskatchewan,Couples with other relatives,47,145300.0
2016,Saskatchewan,Lone-parent families,47,63300.0
2016,Saskatchewan,Male lone-parent families,47,95100.0
2016,Saskatchewan,Female lone-parent families,47,56100.0
2016,Saskatchewan,Other non-elderly families,47,90000.0
2016,Saskatchewan,Persons not in an economic family,47,36500.0
2016,Saskatchewan,Elderly persons not in an economic family,47,30000.0
2016,Saskatchewan,Elderly males not in an economic family,47,27800.0
2016,Saskatchewan,Elderly females not in an economic family,47,31800.0
2016,Saskatchewan,Non-elderly persons not in an economic family,47,39500.0
2016,Saskatchewan,Non-elderly males not in an economic family,47,43400.0
2016,Saskatchewan,Non-elderly females not in an economic family,47,33000.0
2016,Alberta,Economic families and persons not in an economic family,48,83700.0
2016,Alberta,Economic families,48,110600.0
2016,Alberta,Elderly families,48,81200.0
2016,Alberta,Elderly couples,48,79700.0
2016,Alberta,Other elderly families,48,108400.0
2016,Alberta,Non-elderly families,48,116800.0
2016,Alberta,Couples,48,99700.0
2016,Alberta,Couples with children,48,123000.0
2016,Alberta,Couples with other relatives,48,167300.0
2016,Alberta,Lone-parent families,48,81600.0
2016,Alberta,Male lone-parent families,48,90100.0
2016,Alberta,Female lone-parent families,48,66100.0
2016,Alberta,Other non-elderly families,48,110500.0
2016,Alberta,Persons not in an economic family,48,41400.0
2016,Alberta,Elderly persons not in an economic family,48,31000.0
2016,Alberta,Elderly males not in an economic family,48,30000.0
2016,Alberta,Elderly females not in an economic family,48,31200.0
2016,Alberta,Non-elderly persons not in an economic family,48,46000.0
2016,Alberta,Non-elderly males not in an economic family,48,51400.0
2016,Alberta,Non-elderly females not in an economic family,48,42300.0
2016,British Columbia,Economic families and persons not in an economic family,59,64800.0
2016,British Columbia,Economic families,59,95900.0
2016,British Columbia,Elderly families,59,71700.0
2016,British Columbia,Elderly couples,59,72400.0
2016,British Columbia,Other elderly families,59,69700.0
2016,British Columbia,Non-elderly families,59,102400.0
2016,British Columbia,Couples,59,92600.0
2016,British Columbia,Couples with children,59,116000.0
2016,British Columbia,Couples with other relatives,59,145500.0
2016,British Columbia,Lone-parent families,59,44600.0
2016,British Columbia,Male lone-parent families,59,58400.0
2016,British Columbia,Female lone-parent families,59,40200.0
2016,British Columbia,Other non-elderly families,59,84200.0
2016,British Columbia,Persons not in an economic family,59,32700.0
2016,British Columbia,Elderly persons not in an economic family,59,32000.0
2016,British Columbia,Elderly males not in an economic family,59,32600.0
2016,British Columbia,Elderly females not in an economic family,59,30400.0
2016,British Columbia,Non-elderly persons not in an economic family,59,33000.0
2016,British Columbia,Non-elderly males not in an economic family,59,34100.0
2016,British Columbia,Non-elderly females not in an economic family,59,32000.0
2016,"Québec, Quebec",Economic families and persons not in an economic family,,60900.0
2016,"Québec, Quebec",Economic families,,91500.0
2016,"Québec, Quebec",Elderly families,,63000.0
2016,"Québec, Quebec",Elderly couples,,58300.0
2016,"Québec, Quebec",Other elderly families,,
2016,"Québec, Quebec",Non-elderly families,,100800.0
2016,"Québec, Quebec",Couples,,84100.0
2016,"Québec, Quebec",Couples with children,,120800.0
2016,"Québec, Quebec",Couples with other relatives,,
2016,"Québec, Quebec",Lone-parent families,,59200.0
2016,"Québec, Quebec",Male lone-parent families,,
2016,"Québec, Quebec",Female lone-parent families,,56200.0
2016,"Québec, Quebec",Other non-elderly families,,
2016,"Québec, Quebec",Persons not in an economic family,,33600.0
2016,"Québec, Quebec",Elderly persons not in an economic family,,28000.0
2016,"Québec, Quebec",Elderly males not in an economic family,,29200.0
2016,"Québec, Quebec",Elderly females not in an economic family,,26900.0
2016,"Québec, Quebec",Non-elderly persons not in an economic family,,36100.0
2016,"Québec, Quebec",Non-elderly males not in an economic family,,35900.0
2016,"Québec, Quebec",Non-elderly females not in an economic family,,37600.0
2016,"Montréal, Quebec",Economic families and persons not in an economic family,,58600.0
2016,"Montréal, Quebec",Economic families,,87200.0
2016,"Montréal, Quebec",Elderly families,,61900.0
2016,"Montréal, Quebec",Elderly couples,,63600.0
2016,"Montréal, Quebec",Other elderly families,,54200.0
2016,"Montréal, Quebec",Non-elderly families,,93100.0
2016,"Montréal, Quebec",Couples,,87900.0
2016,"Montréal, Quebec",Couples with children,,105500.0
2016,"Montréal, Quebec",Couples with other relatives,,125500.0
2016,"Montréal, Quebec",Lone-parent families,,61900.0
2016,"Montréal, Quebec",Male lone-parent families,,
2016,"Montréal, Quebec",Female lone-parent families,,61900.0
2016,"Montréal, Quebec",Other non-elderly families,,71100.0
2016,"Montréal, Quebec",Persons not in an economic family,,34600.0
2016,"Montréal, Quebec",Elderly persons not in an economic family,,29700.0
2016,"Montréal, Quebec",Elderly males not in an economic family,,27700.0
2016,"Montréal, Quebec",Elderly females not in an economic family,,29700.0
2016,"Montréal, Quebec",Non-elderly persons not in an economic family,,37900.0
2016,"Montréal, Quebec",Non-elderly males not in an economic family,,38100.0
2016,"Montréal, Quebec",Non-elderly females not in an economic family,,37800.0
2016,"Ottawa-Gatineau, Ontario/Quebec",Economic families and persons not in an economic family,,77000.0
2016,"Ottawa-Gatineau, Ontario/Quebec",Economic families,,108600.0
2016,"Ottawa-Gatineau, Ontario/Quebec",Elderly families,,88700.0
2016,"Ottawa-Gatineau, Ontario/Quebec",Elderly couples,,87000.0
2016,"Ottawa-Gatineau, Ontario/Quebec",Other elderly families,,122500.0
2016,"Ottawa-Gatineau, Ontario/Quebec",Non-elderly families,,114800.0
2016,"Ottawa-Gatineau, Ontario/Quebec",Couples,,105100.0
2016,"Ottawa-Gatineau, Ontario/Quebec",Couples with children,,122500.0
2016,"Ottawa-Gatineau, Ontario/Quebec",Couples with other relatives,,150700.0
2016,"Ottawa-Gatineau, Ontario/Quebec",Lone-parent families,,55600.0
2016,"Ottawa-Gatineau, Ontario/Quebec",Male lone-parent families,,
2016,"Ottawa-Gatineau, Ontario/Quebec",Female lone-parent families,,54500.0
2016,"Ottawa-Gatineau, Ontario/Quebec",Other non-elderly families,,81600.0
