Year,Series,Geography,Offences,Age of accused,Sex of accused,GeoCode,Value
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,18 to 24 years,"Total, sex of accused",10,136.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,18 to 24 years,Males,10,170.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,18 to 24 years,Females,10,50.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,18 to 24 years,Sex unknown,10,329.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,25 to 34 years,"Total, sex of accused",10,162.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,25 to 34 years,Males,10,198.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,25 to 34 years,Females,10,106.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,25 to 34 years,Sex unknown,10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,35 to 44 years,"Total, sex of accused",10,134.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,35 to 44 years,Males,10,149.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,35 to 44 years,Females,10,87.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,35 to 44 years,Sex unknown,10,450.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,45 to 54 years,"Total, sex of accused",10,145.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,45 to 54 years,Males,10,176.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,45 to 54 years,Females,10,41.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,45 to 54 years,Sex unknown,10,308.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,55 years and over,"Total, sex of accused",10,60.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,55 years and over,Males,10,71.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,55 years and over,Females,10,36.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,55 years and over,Sex unknown,10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,Other ages,"Total, sex of accused",10,57.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,Other ages,Males,10,57.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,Other ages,Females,10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,Other ages,Sex unknown,10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,Age not applicable,"Total, sex of accused",10,63.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Crimes against property,Age not applicable,Company,10,63.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,"Total, age of accused","Total, sex of accused",10,123.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,"Total, age of accused",Males,10,127.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,"Total, age of accused",Females,10,114.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,"Total, age of accused",Company,10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,"Total, age of accused",Sex unknown,10,75.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,18 to 24 years,"Total, sex of accused",10,117.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,18 to 24 years,Males,10,123.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,18 to 24 years,Females,10,114.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,18 to 24 years,Sex unknown,10,8.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,25 to 34 years,"Total, sex of accused",10,119.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,25 to 34 years,Males,10,111.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,25 to 34 years,Females,10,135.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,25 to 34 years,Sex unknown,10,153.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,35 to 44 years,"Total, sex of accused",10,113.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,35 to 44 years,Males,10,113.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,35 to 44 years,Females,10,109.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,35 to 44 years,Sex unknown,10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,45 to 54 years,"Total, sex of accused",10,146.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,45 to 54 years,Males,10,157.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,45 to 54 years,Females,10,114.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,45 to 54 years,Sex unknown,10,2.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,55 years and over,"Total, sex of accused",10,192.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,55 years and over,Males,10,197.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,55 years and over,Females,10,11.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,55 years and over,Sex unknown,10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,Other ages,"Total, sex of accused",10,56.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,Other ages,Males,10,56.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,Other ages,Females,10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,Other ages,Sex unknown,10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,Age not applicable,"Total, sex of accused",10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Administration of justice,Age not applicable,Company,10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,"Total, age of accused","Total, sex of accused",10,104.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,"Total, age of accused",Males,10,107.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,"Total, age of accused",Females,10,64.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,"Total, age of accused",Company,10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,"Total, age of accused",Sex unknown,10,46.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,18 to 24 years,"Total, sex of accused",10,96.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,18 to 24 years,Males,10,97.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,18 to 24 years,Females,10,85.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,18 to 24 years,Sex unknown,10,1.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,25 to 34 years,"Total, sex of accused",10,107.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,25 to 34 years,Males,10,119.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,25 to 34 years,Females,10,54.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,25 to 34 years,Sex unknown,10,33.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,35 to 44 years,"Total, sex of accused",10,106.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,35 to 44 years,Males,10,111.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,35 to 44 years,Females,10,36.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,35 to 44 years,Sex unknown,10,178.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,45 to 54 years,"Total, sex of accused",10,113.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,45 to 54 years,Males,10,117.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,45 to 54 years,Females,10,57.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,45 to 54 years,Sex unknown,10,86.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,55 years and over,"Total, sex of accused",10,92.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,55 years and over,Males,10,91.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,55 years and over,Females,10,118.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,55 years and over,Sex unknown,10,4.0
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,Other ages,"Total, sex of accused",10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,Other ages,Males,10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,Other ages,Females,10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,Other ages,Sex unknown,10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,Age not applicable,"Total, sex of accused",10,
2014/2015,Adult criminal courts,Newfoundland and Labrador,Criminal Code traffic,Age not applicable,Company,10,
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,"Total, age of accused","Total, sex of accused",11,48.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,"Total, age of accused",Males,11,47.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,"Total, age of accused",Females,11,55.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,"Total, age of accused",Company,11,1.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,"Total, age of accused",Sex unknown,11,29.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,18 to 24 years,"Total, sex of accused",11,38.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,18 to 24 years,Males,11,37.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,18 to 24 years,Females,11,45.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,18 to 24 years,Sex unknown,11,29.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,25 to 34 years,"Total, sex of accused",11,50.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,25 to 34 years,Males,11,49.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,25 to 34 years,Females,11,80.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,25 to 34 years,Sex unknown,11,1.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,35 to 44 years,"Total, sex of accused",11,64.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,35 to 44 years,Males,11,64.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,35 to 44 years,Females,11,55.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,35 to 44 years,Sex unknown,11,71.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,45 to 54 years,"Total, sex of accused",11,36.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,45 to 54 years,Males,11,36.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,45 to 54 years,Females,11,45.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,45 to 54 years,Sex unknown,11,23.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,55 years and over,"Total, sex of accused",11,36.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,55 years and over,Males,11,36.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,55 years and over,Females,11,64.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,55 years and over,Sex unknown,11,35.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,Other ages,"Total, sex of accused",11,1.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,Other ages,Males,11,8.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,Other ages,Females,11,
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,Other ages,Sex unknown,11,1.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,Age not applicable,"Total, sex of accused",11,1.0
2014/2015,Adult criminal courts,Prince Edward Island,Total offences,Age not applicable,Company,11,1.0
2014/2015,Adult criminal courts,Prince Edward Island,Total Criminal Code,"Total, age of accused","Total, sex of accused",11,43.0
2014/2015,Adult criminal courts,Prince Edward Island,Total Criminal Code,"Total, age of accused",Males,11,43.0
2014/2015,Adult criminal courts,Prince Edward Island,Total Criminal Code,"Total, age of accused",Females,11,51.0
2014/2015,Adult criminal courts,Prince Edward Island,Total Criminal Code,"Total, age of accused",Company,11,1.0
2014/2015,Adult criminal courts,Prince Edward Island,Total Criminal Code,"Total, age of accused",Sex unknown,11,28.0
2014/2015,Adult criminal courts,Prince Edward Island,Total Criminal Code,18 to 24 years,"Total, sex of accused",11,36.0
2014/2015,Adult criminal courts,Prince Edward Island,Total Criminal Code,18 to 24 years,Males,11,36.0
2014/2015,Adult criminal courts,Prince Edward Island,Total Criminal Code,18 to 24 years,Females,11,48.0
2014/2015,Adult criminal courts,Prince Edward Island,Total Criminal Code,18 to 24 years,Sex unknown,11,29.0
2014/2015,Adult criminal courts,Prince Edward Island,Total Criminal Code,25 to 34 years,"Total, sex of accused",11,48.0
2014/2015,Adult criminal courts,Prince Edward Island,Total Criminal Code,25 to 34 years,Males,11,48.0
