Year,Geography,Education attainment level,Gender,Age group,Population characteristics,GeoCode,Value
2010,New Brunswick,Short-cycle tertiary,Men+,30 to 34 years,Total population,13,33.0
2010,New Brunswick,Short-cycle tertiary,Women+,30 to 34 years,Total population,13,36.0
2010,New Brunswick,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,13,31.0
2010,New Brunswick,Short-cycle tertiary,Men+,35 to 44 years,Total population,13,28.0
2010,New Brunswick,Short-cycle tertiary,Women+,35 to 44 years,Total population,13,34.0
2010,New Brunswick,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,13,25.0
2010,New Brunswick,Short-cycle tertiary,Men+,45 to 54 years,Total population,13,20.0
2010,New Brunswick,Short-cycle tertiary,Women+,45 to 54 years,Total population,13,30.0
2010,New Brunswick,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,13,21.0
2010,New Brunswick,Short-cycle tertiary,Men+,55 to 64 years,Total population,13,17.0
2010,New Brunswick,Short-cycle tertiary,Women+,55 to 64 years,Total population,13,25.0
2010,New Brunswick,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,13,14.0
2010,New Brunswick,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,13,12.0
2010,New Brunswick,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,13,16.0
2010,New Brunswick,Bachelor's level,Total - Gender,25 to 34 years,Total population,13,22.0
2010,New Brunswick,Bachelor's level,Men+,25 to 34 years,Total population,13,15.0
2010,New Brunswick,Bachelor's level,Women+,25 to 34 years,Total population,13,29.0
2010,New Brunswick,Bachelor's level,Total - Gender,30 to 34 years,Total population,13,18.0
2010,New Brunswick,Bachelor's level,Men+,30 to 34 years,Total population,13,12.0
2010,New Brunswick,Bachelor's level,Women+,30 to 34 years,Total population,13,23.0
2010,New Brunswick,Bachelor's level,Total - Gender,35 to 44 years,Total population,13,16.0
2010,New Brunswick,Bachelor's level,Men+,35 to 44 years,Total population,13,14.0
2010,New Brunswick,Bachelor's level,Women+,35 to 44 years,Total population,13,19.0
2010,New Brunswick,Bachelor's level,Total - Gender,45 to 54 years,Total population,13,10.0
2010,New Brunswick,Bachelor's level,Men+,45 to 54 years,Total population,13,9.0
2010,New Brunswick,Bachelor's level,Women+,45 to 54 years,Total population,13,11.0
2010,New Brunswick,Bachelor's level,Total - Gender,55 to 64 years,Total population,13,10.0
2010,New Brunswick,Bachelor's level,Men+,55 to 64 years,Total population,13,10.0
2010,New Brunswick,Bachelor's level,Women+,55 to 64 years,Total population,13,10.0
2010,New Brunswick,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,13,5.0
2010,New Brunswick,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,13,5.0
2010,New Brunswick,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,13,4.0
2010,New Brunswick,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,13,4.0
2010,New Brunswick,Master's or Doctoral level,Men+,25 to 34 years,Total population,13,5.0
2010,New Brunswick,Master's or Doctoral level,Women+,25 to 34 years,Total population,13,4.0
2010,New Brunswick,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,13,6.0
2010,New Brunswick,Master's or Doctoral level,Men+,30 to 34 years,Total population,13,5.0
2010,New Brunswick,Master's or Doctoral level,Women+,30 to 34 years,Total population,13,6.0
2010,New Brunswick,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,13,5.0
2010,New Brunswick,Master's or Doctoral level,Men+,35 to 44 years,Total population,13,5.0
2010,New Brunswick,Master's or Doctoral level,Women+,35 to 44 years,Total population,13,5.0
2010,New Brunswick,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,13,4.0
2010,New Brunswick,Master's or Doctoral level,Men+,45 to 54 years,Total population,13,4.0
2010,New Brunswick,Master's or Doctoral level,Women+,45 to 54 years,Total population,13,4.0
2010,New Brunswick,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,13,6.0
2010,New Brunswick,Master's or Doctoral level,Men+,55 to 64 years,Total population,13,7.0
2010,New Brunswick,Master's or Doctoral level,Women+,55 to 64 years,Total population,13,5.0
2010,Quebec,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,24,47.0
2010,Quebec,Tertiary education,Men+,"Total, 25 to 64 years",Total population,24,44.0
2010,Quebec,Tertiary education,Women+,"Total, 25 to 64 years",Total population,24,51.0
2010,Quebec,Tertiary education,Total - Gender,25 to 34 years,Total population,24,55.0
2010,Quebec,Tertiary education,Men+,25 to 34 years,Total population,24,48.0
2010,Quebec,Tertiary education,Women+,25 to 34 years,Total population,24,63.0
2010,Quebec,Tertiary education,Total - Gender,30 to 34 years,Total population,24,55.0
2010,Quebec,Tertiary education,Men+,30 to 34 years,Total population,24,48.0
2010,Quebec,Tertiary education,Women+,30 to 34 years,Total population,24,63.0
2010,Quebec,Tertiary education,Total - Gender,35 to 44 years,Total population,24,56.0
2010,Quebec,Tertiary education,Men+,35 to 44 years,Total population,24,51.0
2010,Quebec,Tertiary education,Women+,35 to 44 years,Total population,24,62.0
2010,Quebec,Tertiary education,Total - Gender,45 to 54 years,Total population,24,43.0
2010,Quebec,Tertiary education,Men+,45 to 54 years,Total population,24,42.0
2010,Quebec,Tertiary education,Women+,45 to 54 years,Total population,24,45.0
2010,Quebec,Tertiary education,Total - Gender,55 to 64 years,Total population,24,35.0
2010,Quebec,Tertiary education,Men+,55 to 64 years,Total population,24,36.0
2010,Quebec,Tertiary education,Women+,55 to 64 years,Total population,24,33.0
2010,Quebec,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,24,24.0
2010,Quebec,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,24,22.0
2010,Quebec,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,24,26.0
2010,Quebec,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,24,26.0
2010,Quebec,Short-cycle tertiary,Men+,25 to 34 years,Total population,24,23.0
2010,Quebec,Short-cycle tertiary,Women+,25 to 34 years,Total population,24,29.0
2010,Quebec,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,24,26.0
2010,Quebec,Short-cycle tertiary,Men+,30 to 34 years,Total population,24,22.0
2010,Quebec,Short-cycle tertiary,Women+,30 to 34 years,Total population,24,30.0
2010,Quebec,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,24,26.0
2010,Quebec,Short-cycle tertiary,Men+,35 to 44 years,Total population,24,24.0
2010,Quebec,Short-cycle tertiary,Women+,35 to 44 years,Total population,24,29.0
2010,Quebec,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,24,24.0
2010,Quebec,Short-cycle tertiary,Men+,45 to 54 years,Total population,24,22.0
2010,Quebec,Short-cycle tertiary,Women+,45 to 54 years,Total population,24,26.0
2010,Quebec,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,24,18.0
2010,Quebec,Short-cycle tertiary,Men+,55 to 64 years,Total population,24,17.0
2010,Quebec,Short-cycle tertiary,Women+,55 to 64 years,Total population,24,19.0
2010,Quebec,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,24,17.0
2010,Quebec,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,24,15.0
2010,Quebec,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,24,18.0
2010,Quebec,Bachelor's level,Total - Gender,25 to 34 years,Total population,24,21.0
2010,Quebec,Bachelor's level,Men+,25 to 34 years,Total population,24,17.0
2010,Quebec,Bachelor's level,Women+,25 to 34 years,Total population,24,26.0
2010,Quebec,Bachelor's level,Total - Gender,30 to 34 years,Total population,24,21.0
2010,Quebec,Bachelor's level,Men+,30 to 34 years,Total population,24,17.0
2010,Quebec,Bachelor's level,Women+,30 to 34 years,Total population,24,25.0
2010,Quebec,Bachelor's level,Total - Gender,35 to 44 years,Total population,24,21.0
2010,Quebec,Bachelor's level,Men+,35 to 44 years,Total population,24,19.0
2010,Quebec,Bachelor's level,Women+,35 to 44 years,Total population,24,24.0
2010,Quebec,Bachelor's level,Total - Gender,45 to 54 years,Total population,24,14.0
2010,Quebec,Bachelor's level,Men+,45 to 54 years,Total population,24,14.0
2010,Quebec,Bachelor's level,Women+,45 to 54 years,Total population,24,14.0
2010,Quebec,Bachelor's level,Total - Gender,55 to 64 years,Total population,24,11.0
2010,Quebec,Bachelor's level,Men+,55 to 64 years,Total population,24,12.0
2010,Quebec,Bachelor's level,Women+,55 to 64 years,Total population,24,10.0
2010,Quebec,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,24,7.0
2010,Quebec,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,24,7.0
2010,Quebec,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,24,7.0
2010,Quebec,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,24,8.0
2010,Quebec,Master's or Doctoral level,Men+,25 to 34 years,Total population,24,8.0
2010,Quebec,Master's or Doctoral level,Women+,25 to 34 years,Total population,24,8.0
2010,Quebec,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,24,9.0
2010,Quebec,Master's or Doctoral level,Men+,30 to 34 years,Total population,24,10.0
2010,Quebec,Master's or Doctoral level,Women+,30 to 34 years,Total population,24,7.0
2010,Quebec,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,24,9.0
2010,Quebec,Master's or Doctoral level,Men+,35 to 44 years,Total population,24,8.0
2010,Quebec,Master's or Doctoral level,Women+,35 to 44 years,Total population,24,9.0
2010,Quebec,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,24,6.0
2010,Quebec,Master's or Doctoral level,Men+,45 to 54 years,Total population,24,6.0
2010,Quebec,Master's or Doctoral level,Women+,45 to 54 years,Total population,24,6.0
2010,Quebec,Master's or Doctoral level,Total - Gender,55 to 64 years,Total population,24,6.0
2010,Quebec,Master's or Doctoral level,Men+,55 to 64 years,Total population,24,7.0
2010,Quebec,Master's or Doctoral level,Women+,55 to 64 years,Total population,24,4.0
2010,Ontario,Tertiary education,Total - Gender,"Total, 25 to 64 years",Total population,35,57.0
2010,Ontario,Tertiary education,Men+,"Total, 25 to 64 years",Total population,35,52.0
2010,Ontario,Tertiary education,Women+,"Total, 25 to 64 years",Total population,35,61.0
2010,Ontario,Tertiary education,Total - Gender,25 to 34 years,Total population,35,65.0
2010,Ontario,Tertiary education,Men+,25 to 34 years,Total population,35,58.0
2010,Ontario,Tertiary education,Women+,25 to 34 years,Total population,35,71.0
2010,Ontario,Tertiary education,Total - Gender,30 to 34 years,Total population,35,66.0
2010,Ontario,Tertiary education,Men+,30 to 34 years,Total population,35,61.0
2010,Ontario,Tertiary education,Women+,30 to 34 years,Total population,35,71.0
2010,Ontario,Tertiary education,Total - Gender,35 to 44 years,Total population,35,62.0
2010,Ontario,Tertiary education,Men+,35 to 44 years,Total population,35,56.0
2010,Ontario,Tertiary education,Women+,35 to 44 years,Total population,35,67.0
2010,Ontario,Tertiary education,Total - Gender,45 to 54 years,Total population,35,52.0
2010,Ontario,Tertiary education,Men+,45 to 54 years,Total population,35,49.0
2010,Ontario,Tertiary education,Women+,45 to 54 years,Total population,35,56.0
2010,Ontario,Tertiary education,Total - Gender,55 to 64 years,Total population,35,48.0
2010,Ontario,Tertiary education,Men+,55 to 64 years,Total population,35,47.0
2010,Ontario,Tertiary education,Women+,55 to 64 years,Total population,35,49.0
2010,Ontario,Short-cycle tertiary,Total - Gender,"Total, 25 to 64 years",Total population,35,27.0
2010,Ontario,Short-cycle tertiary,Men+,"Total, 25 to 64 years",Total population,35,24.0
2010,Ontario,Short-cycle tertiary,Women+,"Total, 25 to 64 years",Total population,35,30.0
2010,Ontario,Short-cycle tertiary,Total - Gender,25 to 34 years,Total population,35,30.0
2010,Ontario,Short-cycle tertiary,Men+,25 to 34 years,Total population,35,27.0
2010,Ontario,Short-cycle tertiary,Women+,25 to 34 years,Total population,35,32.0
2010,Ontario,Short-cycle tertiary,Total - Gender,30 to 34 years,Total population,35,31.0
2010,Ontario,Short-cycle tertiary,Men+,30 to 34 years,Total population,35,28.0
2010,Ontario,Short-cycle tertiary,Women+,30 to 34 years,Total population,35,33.0
2010,Ontario,Short-cycle tertiary,Total - Gender,35 to 44 years,Total population,35,28.0
2010,Ontario,Short-cycle tertiary,Men+,35 to 44 years,Total population,35,25.0
2010,Ontario,Short-cycle tertiary,Women+,35 to 44 years,Total population,35,32.0
2010,Ontario,Short-cycle tertiary,Total - Gender,45 to 54 years,Total population,35,27.0
2010,Ontario,Short-cycle tertiary,Men+,45 to 54 years,Total population,35,23.0
2010,Ontario,Short-cycle tertiary,Women+,45 to 54 years,Total population,35,30.0
2010,Ontario,Short-cycle tertiary,Total - Gender,55 to 64 years,Total population,35,24.0
2010,Ontario,Short-cycle tertiary,Men+,55 to 64 years,Total population,35,20.0
2010,Ontario,Short-cycle tertiary,Women+,55 to 64 years,Total population,35,27.0
2010,Ontario,Bachelor's level,Total - Gender,"Total, 25 to 64 years",Total population,35,19.0
2010,Ontario,Bachelor's level,Men+,"Total, 25 to 64 years",Total population,35,18.0
2010,Ontario,Bachelor's level,Women+,"Total, 25 to 64 years",Total population,35,21.0
2010,Ontario,Bachelor's level,Total - Gender,25 to 34 years,Total population,35,25.0
2010,Ontario,Bachelor's level,Men+,25 to 34 years,Total population,35,22.0
2010,Ontario,Bachelor's level,Women+,25 to 34 years,Total population,35,27.0
2010,Ontario,Bachelor's level,Total - Gender,30 to 34 years,Total population,35,24.0
2010,Ontario,Bachelor's level,Men+,30 to 34 years,Total population,35,22.0
2010,Ontario,Bachelor's level,Women+,30 to 34 years,Total population,35,25.0
2010,Ontario,Bachelor's level,Total - Gender,35 to 44 years,Total population,35,22.0
2010,Ontario,Bachelor's level,Men+,35 to 44 years,Total population,35,20.0
2010,Ontario,Bachelor's level,Women+,35 to 44 years,Total population,35,24.0
2010,Ontario,Bachelor's level,Total - Gender,45 to 54 years,Total population,35,16.0
2010,Ontario,Bachelor's level,Men+,45 to 54 years,Total population,35,16.0
2010,Ontario,Bachelor's level,Women+,45 to 54 years,Total population,35,17.0
2010,Ontario,Bachelor's level,Total - Gender,55 to 64 years,Total population,35,15.0
2010,Ontario,Bachelor's level,Men+,55 to 64 years,Total population,35,16.0
2010,Ontario,Bachelor's level,Women+,55 to 64 years,Total population,35,14.0
2010,Ontario,Master's or Doctoral level,Total - Gender,"Total, 25 to 64 years",Total population,35,10.0
2010,Ontario,Master's or Doctoral level,Men+,"Total, 25 to 64 years",Total population,35,10.0
2010,Ontario,Master's or Doctoral level,Women+,"Total, 25 to 64 years",Total population,35,9.0
2010,Ontario,Master's or Doctoral level,Total - Gender,25 to 34 years,Total population,35,10.0
2010,Ontario,Master's or Doctoral level,Men+,25 to 34 years,Total population,35,8.0
2010,Ontario,Master's or Doctoral level,Women+,25 to 34 years,Total population,35,11.0
2010,Ontario,Master's or Doctoral level,Total - Gender,30 to 34 years,Total population,35,12.0
2010,Ontario,Master's or Doctoral level,Men+,30 to 34 years,Total population,35,10.0
2010,Ontario,Master's or Doctoral level,Women+,30 to 34 years,Total population,35,13.0
2010,Ontario,Master's or Doctoral level,Total - Gender,35 to 44 years,Total population,35,11.0
2010,Ontario,Master's or Doctoral level,Men+,35 to 44 years,Total population,35,11.0
2010,Ontario,Master's or Doctoral level,Women+,35 to 44 years,Total population,35,11.0
2010,Ontario,Master's or Doctoral level,Total - Gender,45 to 54 years,Total population,35,10.0
2010,Ontario,Master's or Doctoral level,Men+,45 to 54 years,Total population,35,10.0
