Year,Géographie,Population,Genre,Groupe d'âge,GeoCode,Value
2015,Québec,Population totale,Total - Genre,50 à 54 ans,24,6.1
2015,Québec,Population totale,Total - Genre,55 à 59 ans,24,7.6
2015,Québec,Population totale,Total - Genre,60 à 64 ans,24,8.1
2015,Québec,Population totale,Total - Genre,65 ans et plus,24,6.5
2015,Québec,Population totale,Total - Genre,65 à 69 ans,24,7.2
2015,Québec,Population totale,Total - Genre,70 ans et plus,24,4.9
2015,Québec,Population totale,Hommes+,15 ans et plus,24,8.5
2015,Québec,Population totale,Hommes+,15 à 24 ans,24,14.6
2015,Québec,Population totale,Hommes+,25 ans et plus,24,7.5
2015,Québec,Population totale,Hommes+,25 à 44 ans,24,7.5
2015,Québec,Population totale,Hommes+,45 à 64 ans,24,7.5
2015,Québec,Population totale,Hommes+,45 ans et plus,24,7.5
2015,Québec,Population totale,Hommes+,25 à 54 ans,24,7.3
2015,Québec,Population totale,Hommes+,55 ans et plus,24,8.1
2015,Québec,Population totale,Hommes+,15 à 64 ans,24,8.6
2015,Québec,Population totale,Hommes+,15 à 19 ans,24,19.9
2015,Québec,Population totale,Hommes+,20 à 24 ans,24,11.5
2015,Québec,Population totale,Hommes+,25 à 29 ans,24,8.7
2015,Québec,Population totale,Hommes+,30 à 34 ans,24,7.4
2015,Québec,Population totale,Hommes+,35 à 39 ans,24,6.8
2015,Québec,Population totale,Hommes+,40 à 44 ans,24,7.4
2015,Québec,Population totale,Hommes+,45 à 49 ans,24,6.3
2015,Québec,Population totale,Hommes+,50 à 54 ans,24,7.3
2015,Québec,Population totale,Hommes+,55 à 59 ans,24,7.8
2015,Québec,Population totale,Hommes+,60 à 64 ans,24,9.4
2015,Québec,Population totale,Hommes+,65 ans et plus,24,6.7
2015,Québec,Population totale,Hommes+,65 à 69 ans,24,7.7
2015,Québec,Population totale,Hommes+,70 ans et plus,24,
2015,Québec,Population totale,Femmes+,15 ans et plus,24,6.8
2015,Québec,Population totale,Femmes+,15 à 24 ans,24,9.9
2015,Québec,Population totale,Femmes+,25 ans et plus,24,6.2
2015,Québec,Population totale,Femmes+,25 à 44 ans,24,6.8
2015,Québec,Population totale,Femmes+,45 à 64 ans,24,5.7
2015,Québec,Population totale,Femmes+,45 ans et plus,24,5.7
2015,Québec,Population totale,Femmes+,25 à 54 ans,24,6.1
2015,Québec,Population totale,Femmes+,55 ans et plus,24,6.8
2015,Québec,Population totale,Femmes+,15 à 64 ans,24,6.8
2015,Québec,Population totale,Femmes+,15 à 19 ans,24,15.3
2015,Québec,Population totale,Femmes+,20 à 24 ans,24,6.7
2015,Québec,Population totale,Femmes+,25 à 29 ans,24,8.5
2015,Québec,Population totale,Femmes+,30 à 34 ans,24,6.5
2015,Québec,Population totale,Femmes+,35 à 39 ans,24,6.0
2015,Québec,Population totale,Femmes+,40 à 44 ans,24,6.5
2015,Québec,Population totale,Femmes+,45 à 49 ans,24,4.9
2015,Québec,Population totale,Femmes+,50 à 54 ans,24,4.8
2015,Québec,Population totale,Femmes+,55 à 59 ans,24,7.4
2015,Québec,Population totale,Femmes+,60 à 64 ans,24,6.1
2015,Québec,Population totale,Femmes+,65 ans et plus,24,6.0
2015,Québec,Population totale,Femmes+,65 à 69 ans,24,6.5
2015,Québec,Population totale,Femmes+,70 ans et plus,24,
2015,Ontario,Population totale,Total - Genre,15 ans et plus,35,6.8
2015,Ontario,Population totale,Total - Genre,15 à 24 ans,35,14.4
2015,Ontario,Population totale,Total - Genre,25 ans et plus,35,5.5
2015,Ontario,Population totale,Total - Genre,25 à 44 ans,35,6.1
2015,Ontario,Population totale,Total - Genre,45 à 64 ans,35,5.1
2015,Ontario,Population totale,Total - Genre,45 ans et plus,35,4.9
2015,Ontario,Population totale,Total - Genre,25 à 54 ans,35,5.6
2015,Ontario,Population totale,Total - Genre,55 ans et plus,35,5.0
2015,Ontario,Population totale,Total - Genre,15 à 64 ans,35,7.0
2015,Ontario,Population totale,Total - Genre,15 à 19 ans,35,19.6
2015,Ontario,Population totale,Total - Genre,20 à 24 ans,35,11.5
2015,Ontario,Population totale,Total - Genre,25 à 29 ans,35,7.9
2015,Ontario,Population totale,Total - Genre,30 à 34 ans,35,5.9
2015,Ontario,Population totale,Total - Genre,35 à 39 ans,35,5.6
2015,Ontario,Population totale,Total - Genre,40 à 44 ans,35,5.0
2015,Ontario,Population totale,Total - Genre,45 à 49 ans,35,4.5
2015,Ontario,Population totale,Total - Genre,50 à 54 ans,35,5.1
2015,Ontario,Population totale,Total - Genre,55 à 59 ans,35,5.2
2015,Ontario,Population totale,Total - Genre,60 à 64 ans,35,5.6
2015,Ontario,Population totale,Total - Genre,65 ans et plus,35,3.7
2015,Ontario,Population totale,Total - Genre,65 à 69 ans,35,4.7
2015,Ontario,Population totale,Total - Genre,70 ans et plus,35,1.7
2015,Ontario,Population totale,Hommes+,15 ans et plus,35,7.1
2015,Ontario,Population totale,Hommes+,15 à 24 ans,35,16.1
2015,Ontario,Population totale,Hommes+,25 ans et plus,35,5.6
2015,Ontario,Population totale,Hommes+,25 à 44 ans,35,6.3
2015,Ontario,Population totale,Hommes+,45 à 64 ans,35,5.1
2015,Ontario,Population totale,Hommes+,45 ans et plus,35,4.9
2015,Ontario,Population totale,Hommes+,25 à 54 ans,35,5.8
2015,Ontario,Population totale,Hommes+,55 ans et plus,35,4.9
2015,Ontario,Population totale,Hommes+,15 à 64 ans,35,7.3
2015,Ontario,Population totale,Hommes+,15 à 19 ans,35,21.0
2015,Ontario,Population totale,Hommes+,20 à 24 ans,35,13.5
2015,Ontario,Population totale,Hommes+,25 à 29 ans,35,9.1
2015,Ontario,Population totale,Hommes+,30 à 34 ans,35,5.9
2015,Ontario,Population totale,Hommes+,35 à 39 ans,35,5.5
2015,Ontario,Population totale,Hommes+,40 à 44 ans,35,4.7
2015,Ontario,Population totale,Hommes+,45 à 49 ans,35,4.5
2015,Ontario,Population totale,Hommes+,50 à 54 ans,35,5.2
2015,Ontario,Population totale,Hommes+,55 à 59 ans,35,5.1
2015,Ontario,Population totale,Hommes+,60 à 64 ans,35,5.6
2015,Ontario,Population totale,Hommes+,65 ans et plus,35,3.7
2015,Ontario,Population totale,Hommes+,65 à 69 ans,35,5.3
2015,Ontario,Population totale,Hommes+,70 ans et plus,35,
2015,Ontario,Population totale,Femmes+,15 ans et plus,35,6.5
2015,Ontario,Population totale,Femmes+,15 à 24 ans,35,12.6
2015,Ontario,Population totale,Femmes+,25 ans et plus,35,5.4
2015,Ontario,Population totale,Femmes+,25 à 44 ans,35,5.8
2015,Ontario,Population totale,Femmes+,45 à 64 ans,35,5.1
2015,Ontario,Population totale,Femmes+,45 ans et plus,35,4.9
2015,Ontario,Population totale,Femmes+,25 à 54 ans,35,5.5
2015,Ontario,Population totale,Femmes+,55 ans et plus,35,5.2
2015,Ontario,Population totale,Femmes+,15 à 64 ans,35,6.6
2015,Ontario,Population totale,Femmes+,15 à 19 ans,35,18.2
2015,Ontario,Population totale,Femmes+,20 à 24 ans,35,9.3
2015,Ontario,Population totale,Femmes+,25 à 29 ans,35,6.6
2015,Ontario,Population totale,Femmes+,30 à 34 ans,35,5.9
2015,Ontario,Population totale,Femmes+,35 à 39 ans,35,5.7
2015,Ontario,Population totale,Femmes+,40 à 44 ans,35,5.2
2015,Ontario,Population totale,Femmes+,45 à 49 ans,35,4.5
2015,Ontario,Population totale,Femmes+,50 à 54 ans,35,5.0
2015,Ontario,Population totale,Femmes+,55 à 59 ans,35,5.4
2015,Ontario,Population totale,Femmes+,60 à 64 ans,35,5.6
2015,Ontario,Population totale,Femmes+,65 ans et plus,35,3.6
2015,Ontario,Population totale,Femmes+,65 à 69 ans,35,3.8
2015,Ontario,Population totale,Femmes+,70 ans et plus,35,
2015,Manitoba,Population totale,Total - Genre,15 ans et plus,46,5.7
2015,Manitoba,Population totale,Total - Genre,15 à 24 ans,46,11.3
2015,Manitoba,Population totale,Total - Genre,25 ans et plus,46,4.6
2015,Manitoba,Population totale,Total - Genre,25 à 44 ans,46,4.9
2015,Manitoba,Population totale,Total - Genre,45 à 64 ans,46,4.5
2015,Manitoba,Population totale,Total - Genre,45 ans et plus,46,4.3
2015,Manitoba,Population totale,Total - Genre,25 à 54 ans,46,4.8
2015,Manitoba,Population totale,Total - Genre,55 ans et plus,46,3.9
2015,Manitoba,Population totale,Total - Genre,15 à 64 ans,46,5.8
2015,Manitoba,Population totale,Total - Genre,15 à 19 ans,46,16.6
2015,Manitoba,Population totale,Total - Genre,20 à 24 ans,46,8.1
2015,Manitoba,Population totale,Total - Genre,25 à 29 ans,46,5.8
2015,Manitoba,Population totale,Total - Genre,30 à 34 ans,46,5.4
2015,Manitoba,Population totale,Total - Genre,35 à 39 ans,46,4.6
2015,Manitoba,Population totale,Total - Genre,40 à 44 ans,46,3.7
2015,Manitoba,Population totale,Total - Genre,45 à 49 ans,46,4.4
2015,Manitoba,Population totale,Total - Genre,50 à 54 ans,46,5.0
2015,Manitoba,Population totale,Total - Genre,55 à 59 ans,46,4.0
2015,Manitoba,Population totale,Total - Genre,60 à 64 ans,46,4.3
2015,Manitoba,Population totale,Total - Genre,65 ans et plus,46,3.1
2015,Manitoba,Population totale,Total - Genre,65 à 69 ans,46,3.3
2015,Manitoba,Population totale,Total - Genre,70 ans et plus,46,
2015,Manitoba,Population totale,Hommes+,15 ans et plus,46,5.6
2015,Manitoba,Population totale,Hommes+,15 à 24 ans,46,11.6
2015,Manitoba,Population totale,Hommes+,25 ans et plus,46,4.4
2015,Manitoba,Population totale,Hommes+,25 à 44 ans,46,4.9
2015,Manitoba,Population totale,Hommes+,45 à 64 ans,46,4.3
2015,Manitoba,Population totale,Hommes+,45 ans et plus,46,4.1
2015,Manitoba,Population totale,Hommes+,25 à 54 ans,46,4.6
2015,Manitoba,Population totale,Hommes+,55 ans et plus,46,4.0
2015,Manitoba,Population totale,Hommes+,15 à 64 ans,46,5.8
2015,Manitoba,Population totale,Hommes+,15 à 19 ans,46,15.3
2015,Manitoba,Population totale,Hommes+,20 à 24 ans,46,9.5
2015,Manitoba,Population totale,Hommes+,25 à 29 ans,46,5.9
2015,Manitoba,Population totale,Hommes+,30 à 34 ans,46,5.4
2015,Manitoba,Population totale,Hommes+,35 à 39 ans,46,4.6
2015,Manitoba,Population totale,Hommes+,40 à 44 ans,46,3.2
2015,Manitoba,Population totale,Hommes+,45 à 49 ans,46,3.8
2015,Manitoba,Population totale,Hommes+,50 à 54 ans,46,4.4
2015,Manitoba,Population totale,Hommes+,55 à 59 ans,46,4.0
2015,Manitoba,Population totale,Hommes+,60 à 64 ans,46,5.1
2015,Manitoba,Population totale,Hommes+,65 ans et plus,46,
2015,Manitoba,Population totale,Hommes+,65 à 69 ans,46,
2015,Manitoba,Population totale,Hommes+,70 ans et plus,46,
2015,Manitoba,Population totale,Femmes+,15 ans et plus,46,5.8
2015,Manitoba,Population totale,Femmes+,15 à 24 ans,46,10.8
2015,Manitoba,Population totale,Femmes+,25 ans et plus,46,4.8
2015,Manitoba,Population totale,Femmes+,25 à 44 ans,46,4.9
2015,Manitoba,Population totale,Femmes+,45 à 64 ans,46,4.7
2015,Manitoba,Population totale,Femmes+,45 ans et plus,46,4.6
2015,Manitoba,Population totale,Femmes+,25 à 54 ans,46,5.1
2015,Manitoba,Population totale,Femmes+,55 ans et plus,46,3.7
2015,Manitoba,Population totale,Femmes+,15 à 64 ans,46,5.9
2015,Manitoba,Population totale,Femmes+,15 à 19 ans,46,17.4
2015,Manitoba,Population totale,Femmes+,20 à 24 ans,46,6.5
2015,Manitoba,Population totale,Femmes+,25 à 29 ans,46,5.7
2015,Manitoba,Population totale,Femmes+,30 à 34 ans,46,5.1
2015,Manitoba,Population totale,Femmes+,35 à 39 ans,46,4.5
2015,Manitoba,Population totale,Femmes+,40 à 44 ans,46,4.0
2015,Manitoba,Population totale,Femmes+,45 à 49 ans,46,5.0
2015,Manitoba,Population totale,Femmes+,50 à 54 ans,46,5.6
2015,Manitoba,Population totale,Femmes+,55 à 59 ans,46,3.9
2015,Manitoba,Population totale,Femmes+,60 à 64 ans,46,3.2
2015,Manitoba,Population totale,Femmes+,65 ans et plus,46,
2015,Manitoba,Population totale,Femmes+,65 à 69 ans,46,
2015,Manitoba,Population totale,Femmes+,70 ans et plus,46,
2015,Saskatchewan,Population totale,Total - Genre,15 ans et plus,47,5.2
2015,Saskatchewan,Population totale,Total - Genre,15 à 24 ans,47,9.9
2015,Saskatchewan,Population totale,Total - Genre,25 ans et plus,47,4.3
2015,Saskatchewan,Population totale,Total - Genre,25 à 44 ans,47,5.0
2015,Saskatchewan,Population totale,Total - Genre,45 à 64 ans,47,3.8
2015,Saskatchewan,Population totale,Total - Genre,45 ans et plus,47,3.7
2015,Saskatchewan,Population totale,Total - Genre,25 à 54 ans,47,4.6
2015,Saskatchewan,Population totale,Total - Genre,55 ans et plus,47,3.7
2015,Saskatchewan,Population totale,Total - Genre,15 à 64 ans,47,5.3
2015,Saskatchewan,Population totale,Total - Genre,15 à 19 ans,47,13.1
2015,Saskatchewan,Population totale,Total - Genre,20 à 24 ans,47,7.8
2015,Saskatchewan,Population totale,Total - Genre,25 à 29 ans,47,6.7
2015,Saskatchewan,Population totale,Total - Genre,30 à 34 ans,47,4.8
2015,Saskatchewan,Population totale,Total - Genre,35 à 39 ans,47,3.9
2015,Saskatchewan,Population totale,Total - Genre,40 à 44 ans,47,4.4
2015,Saskatchewan,Population totale,Total - Genre,45 à 49 ans,47,4.2
2015,Saskatchewan,Population totale,Total - Genre,50 à 54 ans,47,3.2
2015,Saskatchewan,Population totale,Total - Genre,55 à 59 ans,47,4.1
2015,Saskatchewan,Population totale,Total - Genre,60 à 64 ans,47,3.9
2015,Saskatchewan,Population totale,Total - Genre,65 ans et plus,47,2.8
2015,Saskatchewan,Population totale,Total - Genre,65 à 69 ans,47,3.4
2015,Saskatchewan,Population totale,Total - Genre,70 ans et plus,47,
2015,Saskatchewan,Population totale,Hommes+,15 ans et plus,47,5.6
2015,Saskatchewan,Population totale,Hommes+,15 à 24 ans,47,9.7
2015,Saskatchewan,Population totale,Hommes+,25 ans et plus,47,4.9
2015,Saskatchewan,Population totale,Hommes+,25 à 44 ans,47,5.6
2015,Saskatchewan,Population totale,Hommes+,45 à 64 ans,47,4.4
2015,Saskatchewan,Population totale,Hommes+,45 ans et plus,47,4.2
2015,Saskatchewan,Population totale,Hommes+,25 à 54 ans,47,5.1
2015,Saskatchewan,Population totale,Hommes+,55 ans et plus,47,4.2
2015,Saskatchewan,Population totale,Hommes+,15 à 64 ans,47,5.8
2015,Saskatchewan,Population totale,Hommes+,15 à 19 ans,47,12.4
2015,Saskatchewan,Population totale,Hommes+,20 à 24 ans,47,8.1
2015,Saskatchewan,Population totale,Hommes+,25 à 29 ans,47,7.4
2015,Saskatchewan,Population totale,Hommes+,30 à 34 ans,47,5.2
2015,Saskatchewan,Population totale,Hommes+,35 à 39 ans,47,4.2
2015,Saskatchewan,Population totale,Hommes+,40 à 44 ans,47,4.9
2015,Saskatchewan,Population totale,Hommes+,45 à 49 ans,47,4.5
2015,Saskatchewan,Population totale,Hommes+,50 à 54 ans,47,3.9
2015,Saskatchewan,Population totale,Hommes+,55 à 59 ans,47,4.8
2015,Saskatchewan,Population totale,Hommes+,60 à 64 ans,47,
2015,Saskatchewan,Population totale,Hommes+,65 ans et plus,47,
2015,Saskatchewan,Population totale,Hommes+,65 à 69 ans,47,
2015,Saskatchewan,Population totale,Hommes+,70 ans et plus,47,
2015,Saskatchewan,Population totale,Femmes+,15 ans et plus,47,4.7
2015,Saskatchewan,Population totale,Femmes+,15 à 24 ans,47,10.0
2015,Saskatchewan,Population totale,Femmes+,25 ans et plus,47,3.8
2015,Saskatchewan,Population totale,Femmes+,25 à 44 ans,47,4.4
2015,Saskatchewan,Population totale,Femmes+,45 à 64 ans,47,3.1
2015,Saskatchewan,Population totale,Femmes+,45 ans et plus,47,3.0
2015,Saskatchewan,Population totale,Femmes+,25 à 54 ans,47,4.0
2015,Saskatchewan,Population totale,Femmes+,55 ans et plus,47,3.0
2015,Saskatchewan,Population totale,Femmes+,15 à 64 ans,47,4.8
2015,Saskatchewan,Population totale,Femmes+,15 à 19 ans,47,13.7
2015,Saskatchewan,Population totale,Femmes+,20 à 24 ans,47,7.4
2015,Saskatchewan,Population totale,Femmes+,25 à 29 ans,47,5.8
2015,Saskatchewan,Population totale,Femmes+,30 à 34 ans,47,4.2
2015,Saskatchewan,Population totale,Femmes+,35 à 39 ans,47,3.6
2015,Saskatchewan,Population totale,Femmes+,40 à 44 ans,47,3.9
2015,Saskatchewan,Population totale,Femmes+,45 à 49 ans,47,3.8
2015,Saskatchewan,Population totale,Femmes+,50 à 54 ans,47,2.5
2015,Saskatchewan,Population totale,Femmes+,55 à 59 ans,47,3.4
2015,Saskatchewan,Population totale,Femmes+,60 à 64 ans,47,
2015,Saskatchewan,Population totale,Femmes+,65 ans et plus,47,
2015,Saskatchewan,Population totale,Femmes+,65 à 69 ans,47,
2015,Saskatchewan,Population totale,Femmes+,70 ans et plus,47,
2015,Alberta,Population totale,Total - Genre,15 ans et plus,48,6.1
2015,Alberta,Population totale,Total - Genre,15 à 24 ans,48,10.4
2015,Alberta,Population totale,Total - Genre,25 ans et plus,48,5.3
2015,Alberta,Population totale,Total - Genre,25 à 44 ans,48,5.5
2015,Alberta,Population totale,Total - Genre,45 à 64 ans,48,5.3
2015,Alberta,Population totale,Total - Genre,45 ans et plus,48,5.2
2015,Alberta,Population totale,Total - Genre,25 à 54 ans,48,5.5
2015,Alberta,Population totale,Total - Genre,55 ans et plus,48,4.8
2015,Alberta,Population totale,Total - Genre,15 à 64 ans,48,6.2
2015,Alberta,Population totale,Total - Genre,15 à 19 ans,48,13.7
2015,Alberta,Population totale,Total - Genre,20 à 24 ans,48,8.5
2015,Alberta,Population totale,Total - Genre,25 à 29 ans,48,6.0
2015,Alberta,Population totale,Total - Genre,30 à 34 ans,48,4.7
2015,Alberta,Population totale,Total - Genre,35 à 39 ans,48,5.6
2015,Alberta,Population totale,Total - Genre,40 à 44 ans,48,5.7
2015,Alberta,Population totale,Total - Genre,45 à 49 ans,48,5.5
2015,Alberta,Population totale,Total - Genre,50 à 54 ans,48,5.4
2015,Alberta,Population totale,Total - Genre,55 à 59 ans,48,4.8
2015,Alberta,Population totale,Total - Genre,60 à 64 ans,48,5.5
2015,Alberta,Population totale,Total - Genre,65 ans et plus,48,3.4
2015,Alberta,Population totale,Total - Genre,65 à 69 ans,48,3.8
2015,Alberta,Population totale,Total - Genre,70 ans et plus,48,
2015,Alberta,Population totale,Hommes+,15 ans et plus,48,6.5
2015,Alberta,Population totale,Hommes+,15 à 24 ans,48,11.9
2015,Alberta,Population totale,Hommes+,25 ans et plus,48,5.6
2015,Alberta,Population totale,Hommes+,25 à 44 ans,48,5.6
2015,Alberta,Population totale,Hommes+,45 à 64 ans,48,5.9
2015,Alberta,Population totale,Hommes+,45 ans et plus,48,5.7
2015,Alberta,Population totale,Hommes+,25 à 54 ans,48,5.7
2015,Alberta,Population totale,Hommes+,55 ans et plus,48,5.2
2015,Alberta,Population totale,Hommes+,15 à 64 ans,48,6.7
2015,Alberta,Population totale,Hommes+,15 à 19 ans,48,15.5
2015,Alberta,Population totale,Hommes+,20 à 24 ans,48,9.9
2015,Alberta,Population totale,Hommes+,25 à 29 ans,48,6.6
2015,Alberta,Population totale,Hommes+,30 à 34 ans,48,4.7
2015,Alberta,Population totale,Hommes+,35 à 39 ans,48,5.2
2015,Alberta,Population totale,Hommes+,40 à 44 ans,48,5.8
2015,Alberta,Population totale,Hommes+,45 à 49 ans,48,6.4
2015,Alberta,Population totale,Hommes+,50 à 54 ans,48,5.8
2015,Alberta,Population totale,Hommes+,55 à 59 ans,48,4.9
2015,Alberta,Population totale,Hommes+,60 à 64 ans,48,6.7
2015,Alberta,Population totale,Hommes+,65 ans et plus,48,
2015,Alberta,Population totale,Hommes+,65 à 69 ans,48,
2015,Alberta,Population totale,Hommes+,70 ans et plus,48,
2015,Alberta,Population totale,Femmes+,15 ans et plus,48,5.6
2015,Alberta,Population totale,Femmes+,15 à 24 ans,48,8.6
2015,Alberta,Population totale,Femmes+,25 ans et plus,48,5.0
2015,Alberta,Population totale,Femmes+,25 à 44 ans,48,5.4
2015,Alberta,Population totale,Femmes+,45 à 64 ans,48,4.7
2015,Alberta,Population totale,Femmes+,45 ans et plus,48,4.5
2015,Alberta,Population totale,Femmes+,25 à 54 ans,48,5.2
2015,Alberta,Population totale,Femmes+,55 ans et plus,48,4.2
2015,Alberta,Population totale,Femmes+,15 à 64 ans,48,5.7
2015,Alberta,Population totale,Femmes+,15 à 19 ans,48,11.4
2015,Alberta,Population totale,Femmes+,20 à 24 ans,48,6.9
2015,Alberta,Population totale,Femmes+,25 à 29 ans,48,5.3
2015,Alberta,Population totale,Femmes+,30 à 34 ans,48,4.7
2015,Alberta,Population totale,Femmes+,35 à 39 ans,48,6.0
2015,Alberta,Population totale,Femmes+,40 à 44 ans,48,5.6
2015,Alberta,Population totale,Femmes+,45 à 49 ans,48,4.6
2015,Alberta,Population totale,Femmes+,50 à 54 ans,48,5.1
2015,Alberta,Population totale,Femmes+,55 à 59 ans,48,4.8
2015,Alberta,Population totale,Femmes+,60 à 64 ans,48,4.0
2015,Alberta,Population totale,Femmes+,65 ans et plus,48,
2015,Alberta,Population totale,Femmes+,65 à 69 ans,48,
2015,Alberta,Population totale,Femmes+,70 ans et plus,48,
2015,Colombie-Britannique,Population totale,Total - Genre,15 ans et plus,59,6.2
2015,Colombie-Britannique,Population totale,Total - Genre,15 à 24 ans,59,11.1
2015,Colombie-Britannique,Population totale,Total - Genre,25 ans et plus,59,5.3
2015,Colombie-Britannique,Population totale,Total - Genre,25 à 44 ans,59,5.1
2015,Colombie-Britannique,Population totale,Total - Genre,45 à 64 ans,59,5.6
2015,Colombie-Britannique,Population totale,Total - Genre,45 ans et plus,59,5.6
2015,Colombie-Britannique,Population totale,Total - Genre,25 à 54 ans,59,5.2
2015,Colombie-Britannique,Population totale,Total - Genre,55 ans et plus,59,5.8
2015,Colombie-Britannique,Population totale,Total - Genre,15 à 64 ans,59,6.2
