Year,Units,Géographie,Infractions,Âge de l'accusé,Sexe de l'accusé,GeoCode,Value
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,25 à 34 ans,Femmes,10,133.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,25 à 34 ans,Sexe inconnu,10,68.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,35 à 44 ans,"Total, le sexe de l'accusé",10,142.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,35 à 44 ans,Hommes,10,151.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,35 à 44 ans,Femmes,10,119.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,35 à 44 ans,Sexe inconnu,10,178.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,45 à 54 ans,"Total, le sexe de l'accusé",10,152.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,45 à 54 ans,Hommes,10,163.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,45 à 54 ans,Femmes,10,82.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,45 à 54 ans,Sexe inconnu,10,128.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,55 ans et plus,"Total, le sexe de l'accusé",10,128.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,55 ans et plus,Hommes,10,142.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,55 ans et plus,Femmes,10,81.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,55 ans et plus,Sexe inconnu,10,416.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,Autres âges,"Total, le sexe de l'accusé",10,206.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,Autres âges,Hommes,10,238.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,Autres âges,Femmes,10,173.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,Autres âges,Sexe inconnu,10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",10,63.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Total des infractions au Code criminel,Âge n'ayant pas lieu de figurer,Sociétés,10,63.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",10,203.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,"Total, l'âge de l'accusé",Hommes,10,206.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,"Total, l'âge de l'accusé",Femmes,10,180.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,"Total, l'âge de l'accusé",Sociétés,10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,"Total, l'âge de l'accusé",Sexe inconnu,10,225.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,18 à 24 ans,"Total, le sexe de l'accusé",10,257.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,18 à 24 ans,Hommes,10,264.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,18 à 24 ans,Femmes,10,209.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,18 à 24 ans,Sexe inconnu,10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,25 à 34 ans,"Total, le sexe de l'accusé",10,212.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,25 à 34 ans,Hommes,10,214.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,25 à 34 ans,Femmes,10,202.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,25 à 34 ans,Sexe inconnu,10,5.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",10,184.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,35 à 44 ans,Hommes,10,188.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,35 à 44 ans,Femmes,10,156.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,35 à 44 ans,Sexe inconnu,10,134.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",10,187.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,45 à 54 ans,Hommes,10,193.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,45 à 54 ans,Femmes,10,179.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,45 à 54 ans,Sexe inconnu,10,85.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,55 ans et plus,"Total, le sexe de l'accusé",10,188.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,55 ans et plus,Hommes,10,194.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,55 ans et plus,Femmes,10,126.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,55 ans et plus,Sexe inconnu,10,515.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,Autres âges,"Total, le sexe de l'accusé",10,206.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,Autres âges,Hommes,10,314.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,Autres âges,Femmes,10,105.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,Autres âges,Sexe inconnu,10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre la personne,Âge n'ayant pas lieu de figurer,Sociétés,10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",10,136.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,10,170.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,10,64.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,10,63.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,10,319.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,18 à 24 ans,"Total, le sexe de l'accusé",10,136.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,18 à 24 ans,Hommes,10,170.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,18 à 24 ans,Femmes,10,50.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,18 à 24 ans,Sexe inconnu,10,329.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,25 à 34 ans,"Total, le sexe de l'accusé",10,162.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,25 à 34 ans,Hommes,10,198.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,25 à 34 ans,Femmes,10,106.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,25 à 34 ans,Sexe inconnu,10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,35 à 44 ans,"Total, le sexe de l'accusé",10,134.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,35 à 44 ans,Hommes,10,149.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,35 à 44 ans,Femmes,10,87.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,35 à 44 ans,Sexe inconnu,10,450.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,45 à 54 ans,"Total, le sexe de l'accusé",10,145.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,45 à 54 ans,Hommes,10,176.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,45 à 54 ans,Femmes,10,41.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,45 à 54 ans,Sexe inconnu,10,308.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,55 ans et plus,"Total, le sexe de l'accusé",10,60.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,55 ans et plus,Hommes,10,71.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,55 ans et plus,Femmes,10,36.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,55 ans et plus,Sexe inconnu,10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,Autres âges,"Total, le sexe de l'accusé",10,57.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,Autres âges,Hommes,10,57.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,Autres âges,Femmes,10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,Autres âges,Sexe inconnu,10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",10,63.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre les biens,Âge n'ayant pas lieu de figurer,Sociétés,10,63.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",10,123.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Hommes,10,127.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Femmes,10,114.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sociétés,10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,"Total, l'âge de l'accusé",Sexe inconnu,10,75.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,18 à 24 ans,"Total, le sexe de l'accusé",10,117.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,18 à 24 ans,Hommes,10,123.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,18 à 24 ans,Femmes,10,114.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,18 à 24 ans,Sexe inconnu,10,8.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,25 à 34 ans,"Total, le sexe de l'accusé",10,119.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,25 à 34 ans,Hommes,10,111.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,25 à 34 ans,Femmes,10,135.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,25 à 34 ans,Sexe inconnu,10,153.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,35 à 44 ans,"Total, le sexe de l'accusé",10,113.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,35 à 44 ans,Hommes,10,113.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,35 à 44 ans,Femmes,10,109.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,35 à 44 ans,Sexe inconnu,10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,45 à 54 ans,"Total, le sexe de l'accusé",10,146.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,45 à 54 ans,Hommes,10,157.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,45 à 54 ans,Femmes,10,114.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,45 à 54 ans,Sexe inconnu,10,2.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,55 ans et plus,"Total, le sexe de l'accusé",10,192.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,55 ans et plus,Hommes,10,197.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,55 ans et plus,Femmes,10,11.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,55 ans et plus,Sexe inconnu,10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,Autres âges,"Total, le sexe de l'accusé",10,56.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,Autres âges,Hommes,10,56.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,Autres âges,Femmes,10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,Autres âges,Sexe inconnu,10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,"Total, le sexe de l'accusé",10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Infractions contre l'administration de la justice,Âge n'ayant pas lieu de figurer,Sociétés,10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",10,104.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Hommes,10,107.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Femmes,10,64.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Sociétés,10,0.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,"Total, l'âge de l'accusé",Sexe inconnu,10,46.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,18 à 24 ans,"Total, le sexe de l'accusé",10,96.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,18 à 24 ans,Hommes,10,97.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,18 à 24 ans,Femmes,10,85.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,18 à 24 ans,Sexe inconnu,10,1.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,25 à 34 ans,"Total, le sexe de l'accusé",10,107.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,25 à 34 ans,Hommes,10,119.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,25 à 34 ans,Femmes,10,54.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,25 à 34 ans,Sexe inconnu,10,33.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,35 à 44 ans,"Total, le sexe de l'accusé",10,106.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,35 à 44 ans,Hommes,10,111.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,35 à 44 ans,Femmes,10,36.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,35 à 44 ans,Sexe inconnu,10,178.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,45 à 54 ans,"Total, le sexe de l'accusé",10,113.0
2014/2015,Tribunaux pour adultes,Terre-Neuve-et-Labrador,Délits de la route prévus au Code criminel,45 à 54 ans,Hommes,10,117.0
