Year,Geography,Sex,Age group,Value
2015,Newfoundland and Labrador,Males,45 years and over,17.2
2016,Newfoundland and Labrador,Males,45 years and over,16.8
2017,Newfoundland and Labrador,Males,45 years and over,19.6
2018,Newfoundland and Labrador,Males,45 years and over,17.8
2019,Newfoundland and Labrador,Males,45 years and over,14.9
2020,Newfoundland and Labrador,Males,45 years and over,18.1
2015,Newfoundland and Labrador,Males,25 to 54 years,13.5
2016,Newfoundland and Labrador,Males,25 to 54 years,14.8
2017,Newfoundland and Labrador,Males,25 to 54 years,17.1
2018,Newfoundland and Labrador,Males,25 to 54 years,14.5
2019,Newfoundland and Labrador,Males,25 to 54 years,12.1
2020,Newfoundland and Labrador,Males,25 to 54 years,14.8
2015,Newfoundland and Labrador,Males,55 years and over,19.4
2016,Newfoundland and Labrador,Males,55 years and over,20.2
2017,Newfoundland and Labrador,Males,55 years and over,21.1
2018,Newfoundland and Labrador,Males,55 years and over,20.1
2019,Newfoundland and Labrador,Males,55 years and over,16.9
2020,Newfoundland and Labrador,Males,55 years and over,21.8
2015,Newfoundland and Labrador,Males,15 to 64 years,15.7
2016,Newfoundland and Labrador,Males,15 to 64 years,16.7
2017,Newfoundland and Labrador,Males,15 to 64 years,18.6
2018,Newfoundland and Labrador,Males,15 to 64 years,16.7
2019,Newfoundland and Labrador,Males,15 to 64 years,14.3
2020,Newfoundland and Labrador,Males,15 to 64 years,17.4
2015,Newfoundland and Labrador,Males,15 to 19 years,25.0
2016,Newfoundland and Labrador,Males,15 to 19 years,19.4
2017,Newfoundland and Labrador,Males,15 to 19 years,29.2
2018,Newfoundland and Labrador,Males,15 to 19 years,24.2
2019,Newfoundland and Labrador,Males,15 to 19 years,25.4
2020,Newfoundland and Labrador,Males,15 to 19 years,22.2
2015,Newfoundland and Labrador,Males,20 to 24 years,18.6
2016,Newfoundland and Labrador,Males,20 to 24 years,22.0
2017,Newfoundland and Labrador,Males,20 to 24 years,17.8
2018,Newfoundland and Labrador,Males,20 to 24 years,20.7
2019,Newfoundland and Labrador,Males,20 to 24 years,17.5
2020,Newfoundland and Labrador,Males,20 to 24 years,23.2
2015,Newfoundland and Labrador,Males,25 to 29 years,13.7
2016,Newfoundland and Labrador,Males,25 to 29 years,20.8
2017,Newfoundland and Labrador,Males,25 to 29 years,20.3
2018,Newfoundland and Labrador,Males,25 to 29 years,17.9
2019,Newfoundland and Labrador,Males,25 to 29 years,16.9
2020,Newfoundland and Labrador,Males,25 to 29 years,18.0
2015,Newfoundland and Labrador,Males,30 to 34 years,11.8
2016,Newfoundland and Labrador,Males,30 to 34 years,15.3
2017,Newfoundland and Labrador,Males,30 to 34 years,16.0
2018,Newfoundland and Labrador,Males,30 to 34 years,14.3
2019,Newfoundland and Labrador,Males,30 to 34 years,9.5
2020,Newfoundland and Labrador,Males,30 to 34 years,17.2
2015,Newfoundland and Labrador,Males,35 to 39 years,11.7
2016,Newfoundland and Labrador,Males,35 to 39 years,10.5
2017,Newfoundland and Labrador,Males,35 to 39 years,13.6
2018,Newfoundland and Labrador,Males,35 to 39 years,11.1
2019,Newfoundland and Labrador,Males,35 to 39 years,8.9
2020,Newfoundland and Labrador,Males,35 to 39 years,12.2
2015,Newfoundland and Labrador,Males,40 to 44 years,11.7
2016,Newfoundland and Labrador,Males,40 to 44 years,16.0
2017,Newfoundland and Labrador,Males,40 to 44 years,15.9
2018,Newfoundland and Labrador,Males,40 to 44 years,12.9
2019,Newfoundland and Labrador,Males,40 to 44 years,10.6
2020,Newfoundland and Labrador,Males,40 to 44 years,13.5
2015,Newfoundland and Labrador,Males,45 to 49 years,13.6
2016,Newfoundland and Labrador,Males,45 to 49 years,13.1
2017,Newfoundland and Labrador,Males,45 to 49 years,15.6
2018,Newfoundland and Labrador,Males,45 to 49 years,15.0
2019,Newfoundland and Labrador,Males,45 to 49 years,11.0
2020,Newfoundland and Labrador,Males,45 to 49 years,13.1
2015,Newfoundland and Labrador,Males,50 to 54 years,16.6
2016,Newfoundland and Labrador,Males,50 to 54 years,14.5
2017,Newfoundland and Labrador,Males,50 to 54 years,20.2
2018,Newfoundland and Labrador,Males,50 to 54 years,15.9
2019,Newfoundland and Labrador,Males,50 to 54 years,14.3
2020,Newfoundland and Labrador,Males,50 to 54 years,14.8
2015,Newfoundland and Labrador,Males,55 to 59 years,17.8
2016,Newfoundland and Labrador,Males,55 to 59 years,18.0
2017,Newfoundland and Labrador,Males,55 to 59 years,20.4
2018,Newfoundland and Labrador,Males,55 to 59 years,16.9
2019,Newfoundland and Labrador,Males,55 to 59 years,16.1
2020,Newfoundland and Labrador,Males,55 to 59 years,21.1
2015,Newfoundland and Labrador,Males,60 to 64 years,21.1
2016,Newfoundland and Labrador,Males,60 to 64 years,23.3
2017,Newfoundland and Labrador,Males,60 to 64 years,23.2
2018,Newfoundland and Labrador,Males,60 to 64 years,24.8
2019,Newfoundland and Labrador,Males,60 to 64 years,18.6
2020,Newfoundland and Labrador,Males,60 to 64 years,23.5
2015,Newfoundland and Labrador,Males,65 years and over,
2016,Newfoundland and Labrador,Males,65 years and over,
2017,Newfoundland and Labrador,Males,65 years and over,
2018,Newfoundland and Labrador,Males,65 years and over,19.7
2019,Newfoundland and Labrador,Males,65 years and over,
2020,Newfoundland and Labrador,Males,65 years and over,
2015,Newfoundland and Labrador,Males,65 to 69 years,
2016,Newfoundland and Labrador,Males,65 to 69 years,
2017,Newfoundland and Labrador,Males,65 to 69 years,
2018,Newfoundland and Labrador,Males,65 to 69 years,18.8
2019,Newfoundland and Labrador,Males,65 to 69 years,
2020,Newfoundland and Labrador,Males,65 to 69 years,
2015,Newfoundland and Labrador,Males,70 years and over,
2016,Newfoundland and Labrador,Males,70 years and over,
2017,Newfoundland and Labrador,Males,70 years and over,
2018,Newfoundland and Labrador,Males,70 years and over,
2019,Newfoundland and Labrador,Males,70 years and over,
2020,Newfoundland and Labrador,Males,70 years and over,
2015,Newfoundland and Labrador,Females,15 years and over,10.2
2016,Newfoundland and Labrador,Females,15 years and over,10.8
2017,Newfoundland and Labrador,Females,15 years and over,11.2
2018,Newfoundland and Labrador,Females,15 years and over,11.2
2019,Newfoundland and Labrador,Females,15 years and over,9.9
2020,Newfoundland and Labrador,Females,15 years and over,10.3
2015,Newfoundland and Labrador,Females,15 to 24 years,12.0
2016,Newfoundland and Labrador,Females,15 to 24 years,12.6
2017,Newfoundland and Labrador,Females,15 to 24 years,13.3
2018,Newfoundland and Labrador,Females,15 to 24 years,14.9
2019,Newfoundland and Labrador,Females,15 to 24 years,17.1
2020,Newfoundland and Labrador,Females,15 to 24 years,15.5
2015,Newfoundland and Labrador,Females,25 years and over,9.8
2016,Newfoundland and Labrador,Females,25 years and over,10.4
2017,Newfoundland and Labrador,Females,25 years and over,10.9
2018,Newfoundland and Labrador,Females,25 years and over,10.7
2019,Newfoundland and Labrador,Females,25 years and over,8.8
2020,Newfoundland and Labrador,Females,25 years and over,9.5
2015,Newfoundland and Labrador,Females,25 to 44 years,8.9
2016,Newfoundland and Labrador,Females,25 to 44 years,10.3
2017,Newfoundland and Labrador,Females,25 to 44 years,8.9
2018,Newfoundland and Labrador,Females,25 to 44 years,9.3
2019,Newfoundland and Labrador,Females,25 to 44 years,8.1
2020,Newfoundland and Labrador,Females,25 to 44 years,8.6
2015,Newfoundland and Labrador,Females,45 to 64 years,10.8
2016,Newfoundland and Labrador,Females,45 to 64 years,10.7
2017,Newfoundland and Labrador,Females,45 to 64 years,12.6
2018,Newfoundland and Labrador,Females,45 to 64 years,11.6
2019,Newfoundland and Labrador,Females,45 to 64 years,9.8
2020,Newfoundland and Labrador,Females,45 to 64 years,9.7
2015,Newfoundland and Labrador,Females,45 years and over,10.7
2016,Newfoundland and Labrador,Females,45 years and over,10.7
2017,Newfoundland and Labrador,Females,45 years and over,12.6
2018,Newfoundland and Labrador,Females,45 years and over,11.8
2019,Newfoundland and Labrador,Females,45 years and over,9.6
2020,Newfoundland and Labrador,Females,45 years and over,10.1
2015,Newfoundland and Labrador,Females,25 to 54 years,9.0
2016,Newfoundland and Labrador,Females,25 to 54 years,10.0
2017,Newfoundland and Labrador,Females,25 to 54 years,9.5
2018,Newfoundland and Labrador,Females,25 to 54 years,9.8
2019,Newfoundland and Labrador,Females,25 to 54 years,8.1
2020,Newfoundland and Labrador,Females,25 to 54 years,8.3
2015,Newfoundland and Labrador,Females,55 years and over,12.7
2016,Newfoundland and Labrador,Females,55 years and over,12.3
2017,Newfoundland and Labrador,Females,55 years and over,15.3
2018,Newfoundland and Labrador,Females,55 years and over,13.3
2019,Newfoundland and Labrador,Females,55 years and over,11.3
2020,Newfoundland and Labrador,Females,55 years and over,13.0
2015,Newfoundland and Labrador,Females,15 to 64 years,10.2
2016,Newfoundland and Labrador,Females,15 to 64 years,10.8
2017,Newfoundland and Labrador,Females,15 to 64 years,11.2
2018,Newfoundland and Labrador,Females,15 to 64 years,11.1
2019,Newfoundland and Labrador,Females,15 to 64 years,10.1
2020,Newfoundland and Labrador,Females,15 to 64 years,10.1
2015,Newfoundland and Labrador,Females,15 to 19 years,14.5
2016,Newfoundland and Labrador,Females,15 to 19 years,17.5
2017,Newfoundland and Labrador,Females,15 to 19 years,17.5
2018,Newfoundland and Labrador,Females,15 to 19 years,20.0
2019,Newfoundland and Labrador,Females,15 to 19 years,22.4
2020,Newfoundland and Labrador,Females,15 to 19 years,23.1
2015,Newfoundland and Labrador,Females,20 to 24 years,10.3
2016,Newfoundland and Labrador,Females,20 to 24 years,10.7
2017,Newfoundland and Labrador,Females,20 to 24 years,10.8
2018,Newfoundland and Labrador,Females,20 to 24 years,12.8
2019,Newfoundland and Labrador,Females,20 to 24 years,14.0
2020,Newfoundland and Labrador,Females,20 to 24 years,11.3
2015,Newfoundland and Labrador,Females,25 to 29 years,9.1
2016,Newfoundland and Labrador,Females,25 to 29 years,10.0
2017,Newfoundland and Labrador,Females,25 to 29 years,11.5
2018,Newfoundland and Labrador,Females,25 to 29 years,10.6
2019,Newfoundland and Labrador,Females,25 to 29 years,11.0
2020,Newfoundland and Labrador,Females,25 to 29 years,9.6
2015,Newfoundland and Labrador,Females,30 to 34 years,8.9
2016,Newfoundland and Labrador,Females,30 to 34 years,11.5
2017,Newfoundland and Labrador,Females,30 to 34 years,9.7
2018,Newfoundland and Labrador,Females,30 to 34 years,8.9
2019,Newfoundland and Labrador,Females,30 to 34 years,6.1
2020,Newfoundland and Labrador,Females,30 to 34 years,9.1
2015,Newfoundland and Labrador,Females,35 to 39 years,8.0
2016,Newfoundland and Labrador,Females,35 to 39 years,10.1
2017,Newfoundland and Labrador,Females,35 to 39 years,7.6
2018,Newfoundland and Labrador,Females,35 to 39 years,9.2
2019,Newfoundland and Labrador,Females,35 to 39 years,7.2
2020,Newfoundland and Labrador,Females,35 to 39 years,5.7
2015,Newfoundland and Labrador,Females,40 to 44 years,9.4
2016,Newfoundland and Labrador,Females,40 to 44 years,9.8
2017,Newfoundland and Labrador,Females,40 to 44 years,7.4
2018,Newfoundland and Labrador,Females,40 to 44 years,9.2
2019,Newfoundland and Labrador,Females,40 to 44 years,7.8
2020,Newfoundland and Labrador,Females,40 to 44 years,11.1
2015,Newfoundland and Labrador,Females,45 to 49 years,7.5
2016,Newfoundland and Labrador,Females,45 to 49 years,8.7
2017,Newfoundland and Labrador,Females,45 to 49 years,9.5
2018,Newfoundland and Labrador,Females,45 to 49 years,10.1
2019,Newfoundland and Labrador,Females,45 to 49 years,7.6
2020,Newfoundland and Labrador,Females,45 to 49 years,8.0
2015,Newfoundland and Labrador,Females,50 to 54 years,10.4
2016,Newfoundland and Labrador,Females,50 to 54 years,10.4
2017,Newfoundland and Labrador,Females,50 to 54 years,11.7
2018,Newfoundland and Labrador,Females,50 to 54 years,11.1
2019,Newfoundland and Labrador,Females,50 to 54 years,8.6
2020,Newfoundland and Labrador,Females,50 to 54 years,7.6
2015,Newfoundland and Labrador,Females,55 to 59 years,12.0
2016,Newfoundland and Labrador,Females,55 to 59 years,9.9
2017,Newfoundland and Labrador,Females,55 to 59 years,13.3
2018,Newfoundland and Labrador,Females,55 to 59 years,12.8
2019,Newfoundland and Labrador,Females,55 to 59 years,10.9
2020,Newfoundland and Labrador,Females,55 to 59 years,10.4
2015,Newfoundland and Labrador,Females,60 to 64 years,15.7
2016,Newfoundland and Labrador,Females,60 to 64 years,17.9
2017,Newfoundland and Labrador,Females,60 to 64 years,21.3
2018,Newfoundland and Labrador,Females,60 to 64 years,14.8
2019,Newfoundland and Labrador,Females,60 to 64 years,13.6
2020,Newfoundland and Labrador,Females,60 to 64 years,17.8
2015,Newfoundland and Labrador,Females,65 years and over,
2016,Newfoundland and Labrador,Females,65 years and over,
2017,Newfoundland and Labrador,Females,65 years and over,
2018,Newfoundland and Labrador,Females,65 years and over,14.0
2019,Newfoundland and Labrador,Females,65 years and over,
2020,Newfoundland and Labrador,Females,65 years and over,
2015,Newfoundland and Labrador,Females,65 to 69 years,
2016,Newfoundland and Labrador,Females,65 to 69 years,
2017,Newfoundland and Labrador,Females,65 to 69 years,
2018,Newfoundland and Labrador,Females,65 to 69 years,15.2
2019,Newfoundland and Labrador,Females,65 to 69 years,
2020,Newfoundland and Labrador,Females,65 to 69 years,
2015,Newfoundland and Labrador,Females,70 years and over,
2016,Newfoundland and Labrador,Females,70 years and over,
2017,Newfoundland and Labrador,Females,70 years and over,
2018,Newfoundland and Labrador,Females,70 years and over,
2019,Newfoundland and Labrador,Females,70 years and over,
2020,Newfoundland and Labrador,Females,70 years and over,
2015,Prince Edward Island,Both sexes,15 years and over,10.5
2016,Prince Edward Island,Both sexes,15 years and over,10.9
2017,Prince Edward Island,Both sexes,15 years and over,9.9
2018,Prince Edward Island,Both sexes,15 years and over,9.4
2019,Prince Edward Island,Both sexes,15 years and over,8.8
2020,Prince Edward Island,Both sexes,15 years and over,10.4
2015,Prince Edward Island,Both sexes,15 to 24 years,15.4
2016,Prince Edward Island,Both sexes,15 to 24 years,15.3
2017,Prince Edward Island,Both sexes,15 to 24 years,13.5
2018,Prince Edward Island,Both sexes,15 to 24 years,12.9
2019,Prince Edward Island,Both sexes,15 to 24 years,10.6
2020,Prince Edward Island,Both sexes,15 to 24 years,16.4
2015,Prince Edward Island,Both sexes,25 years and over,9.6
2016,Prince Edward Island,Both sexes,25 years and over,10.0
2017,Prince Edward Island,Both sexes,25 years and over,9.3
2018,Prince Edward Island,Both sexes,25 years and over,9.0
2019,Prince Edward Island,Both sexes,25 years and over,8.4
2020,Prince Edward Island,Both sexes,25 years and over,9.3
2015,Prince Edward Island,Both sexes,25 to 44 years,9.7
2016,Prince Edward Island,Both sexes,25 to 44 years,8.8
2017,Prince Edward Island,Both sexes,25 to 44 years,9.1
2018,Prince Edward Island,Both sexes,25 to 44 years,8.2
2019,Prince Edward Island,Both sexes,25 to 44 years,7.3
2020,Prince Edward Island,Both sexes,25 to 44 years,9.7
2015,Prince Edward Island,Both sexes,45 to 64 years,9.4
2016,Prince Edward Island,Both sexes,45 to 64 years,10.5
2017,Prince Edward Island,Both sexes,45 to 64 years,9.1
2018,Prince Edward Island,Both sexes,45 to 64 years,9.3
2019,Prince Edward Island,Both sexes,45 to 64 years,9.1
2020,Prince Edward Island,Both sexes,45 to 64 years,8.6
2015,Prince Edward Island,Both sexes,45 years and over,9.6
2016,Prince Edward Island,Both sexes,45 years and over,10.8
2017,Prince Edward Island,Both sexes,45 years and over,9.4
2018,Prince Edward Island,Both sexes,45 years and over,9.3
2019,Prince Edward Island,Both sexes,45 years and over,9.3
2020,Prince Edward Island,Both sexes,45 years and over,8.9
2015,Prince Edward Island,Both sexes,25 to 54 years,8.9
2016,Prince Edward Island,Both sexes,25 to 54 years,9.0
2017,Prince Edward Island,Both sexes,25 to 54 years,8.7
2018,Prince Edward Island,Both sexes,25 to 54 years,8.2
2019,Prince Edward Island,Both sexes,25 to 54 years,7.5
2020,Prince Edward Island,Both sexes,25 to 54 years,9.2
2015,Prince Edward Island,Both sexes,55 years and over,11.5
2016,Prince Edward Island,Both sexes,55 years and over,13.0
2017,Prince Edward Island,Both sexes,55 years and over,10.6
2018,Prince Edward Island,Both sexes,55 years and over,10.8
2019,Prince Edward Island,Both sexes,55 years and over,10.6
2020,Prince Edward Island,Both sexes,55 years and over,9.4
2015,Prince Edward Island,Both sexes,15 to 64 years,10.5
2016,Prince Edward Island,Both sexes,15 to 64 years,10.8
2017,Prince Edward Island,Both sexes,15 to 64 years,9.8
2018,Prince Edward Island,Both sexes,15 to 64 years,9.4
2019,Prince Edward Island,Both sexes,15 to 64 years,8.6
2020,Prince Edward Island,Both sexes,15 to 64 years,10.4
2015,Prince Edward Island,Both sexes,15 to 19 years,20.0
2016,Prince Edward Island,Both sexes,15 to 19 years,18.0
2017,Prince Edward Island,Both sexes,15 to 19 years,18.4
2018,Prince Edward Island,Both sexes,15 to 19 years,14.3
2019,Prince Edward Island,Both sexes,15 to 19 years,12.0
2020,Prince Edward Island,Both sexes,15 to 19 years,20.0
2015,Prince Edward Island,Both sexes,20 to 24 years,12.5
2016,Prince Edward Island,Both sexes,20 to 24 years,13.5
2017,Prince Edward Island,Both sexes,20 to 24 years,10.5
2018,Prince Edward Island,Both sexes,20 to 24 years,12.0
2019,Prince Edward Island,Both sexes,20 to 24 years,9.8
2020,Prince Edward Island,Both sexes,20 to 24 years,14.6
2015,Prince Edward Island,Both sexes,25 to 29 years,11.3
2016,Prince Edward Island,Both sexes,25 to 29 years,8.3
2017,Prince Edward Island,Both sexes,25 to 29 years,10.5
2018,Prince Edward Island,Both sexes,25 to 29 years,8.9
2019,Prince Edward Island,Both sexes,25 to 29 years,7.1
2020,Prince Edward Island,Both sexes,25 to 29 years,12.6
2015,Prince Edward Island,Both sexes,30 to 34 years,9.7
2016,Prince Edward Island,Both sexes,30 to 34 years,8.3
2017,Prince Edward Island,Both sexes,30 to 34 years,8.0
2018,Prince Edward Island,Both sexes,30 to 34 years,10.5
2019,Prince Edward Island,Both sexes,30 to 34 years,9.0
2020,Prince Edward Island,Both sexes,30 to 34 years,7.7
2015,Prince Edward Island,Both sexes,35 to 39 years,9.7
2016,Prince Edward Island,Both sexes,35 to 39 years,9.2
2017,Prince Edward Island,Both sexes,35 to 39 years,7.8
2018,Prince Edward Island,Both sexes,35 to 39 years,6.8
2019,Prince Edward Island,Both sexes,35 to 39 years,7.5
2020,Prince Edward Island,Both sexes,35 to 39 years,10.3
2015,Prince Edward Island,Both sexes,40 to 44 years,8.2
2016,Prince Edward Island,Both sexes,40 to 44 years,9.4
2017,Prince Edward Island,Both sexes,40 to 44 years,10.0
2018,Prince Edward Island,Both sexes,40 to 44 years,6.7
2019,Prince Edward Island,Both sexes,40 to 44 years,5.7
2020,Prince Edward Island,Both sexes,40 to 44 years,7.9
2015,Prince Edward Island,Both sexes,45 to 49 years,8.2
2016,Prince Edward Island,Both sexes,45 to 49 years,7.9
2017,Prince Edward Island,Both sexes,45 to 49 years,9.5
2018,Prince Edward Island,Both sexes,45 to 49 years,8.1
2019,Prince Edward Island,Both sexes,45 to 49 years,8.2
2020,Prince Edward Island,Both sexes,45 to 49 years,8.3
2015,Prince Edward Island,Both sexes,50 to 54 years,8.3
2016,Prince Edward Island,Both sexes,50 to 54 years,9.4
