Year,Géographie,Genre,Groupe d'âge,Caractéristiques démographiques déterminées,GeoCode,Value
2016,Île-du-Prince-Édouard,Total,15 à 24 ans,Métis,11,65.2
2016,Île-du-Prince-Édouard,Total,15 à 24 ans,Inuk (Inuit),11,0.0
2016,Île-du-Prince-Édouard,Total,15 à 24 ans,Identité non autochtone,11,66.4
2016,Île-du-Prince-Édouard,Total,25 à 64 ans,Total,11,86.1
2016,Île-du-Prince-Édouard,Total,25 à 64 ans,Non-immigrants,11,85.4
2016,Île-du-Prince-Édouard,Total,25 à 64 ans,Immigrants,11,93.0
2016,Île-du-Prince-Édouard,Total,25 à 64 ans,Résidents non permanents,11,93.2
2016,Île-du-Prince-Édouard,Total,25 à 64 ans,Total de la population des minorités visibles,11,91.1
2016,Île-du-Prince-Édouard,Total,25 à 64 ans,Pas une minorité visible,11,85.8
2016,Île-du-Prince-Édouard,Total,25 à 64 ans,Identité autochtone,11,79.6
2016,Île-du-Prince-Édouard,Total,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),11,76.7
2016,Île-du-Prince-Édouard,Total,25 à 64 ans,Métis,11,86.1
2016,Île-du-Prince-Édouard,Total,25 à 64 ans,Inuk (Inuit),11,85.7
2016,Île-du-Prince-Édouard,Total,25 à 64 ans,Identité non autochtone,11,86.2
2016,Île-du-Prince-Édouard,Total,65 à 74 ans,Total,11,70.0
2016,Île-du-Prince-Édouard,Total,65 à 74 ans,Non-immigrants,11,68.5
2016,Île-du-Prince-Édouard,Total,65 à 74 ans,Immigrants,11,91.2
2016,Île-du-Prince-Édouard,Total,65 à 74 ans,Résidents non permanents,11,150.0
2016,Île-du-Prince-Édouard,Total,65 à 74 ans,Total de la population des minorités visibles,11,87.1
2016,Île-du-Prince-Édouard,Total,65 à 74 ans,Pas une minorité visible,11,69.9
2016,Île-du-Prince-Édouard,Total,65 à 74 ans,Identité autochtone,11,61.5
2016,Île-du-Prince-Édouard,Total,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),11,66.7
2016,Île-du-Prince-Édouard,Total,65 à 74 ans,Métis,11,62.5
2016,Île-du-Prince-Édouard,Total,65 à 74 ans,Inuk (Inuit),11,0.0
2016,Île-du-Prince-Édouard,Total,65 à 74 ans,Identité non autochtone,11,70.1
2016,Île-du-Prince-Édouard,Total,75 ans et plus,Total,11,55.7
2016,Île-du-Prince-Édouard,Total,75 ans et plus,Non-immigrants,11,53.8
2016,Île-du-Prince-Édouard,Total,75 ans et plus,Immigrants,11,80.0
2016,Île-du-Prince-Édouard,Total,75 ans et plus,Résidents non permanents,11,60.0
2016,Île-du-Prince-Édouard,Total,75 ans et plus,Total de la population des minorités visibles,11,61.5
2016,Île-du-Prince-Édouard,Total,75 ans et plus,Pas une minorité visible,11,55.7
2016,Île-du-Prince-Édouard,Total,75 ans et plus,Identité autochtone,11,28.6
2016,Île-du-Prince-Édouard,Total,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),11,0.0
2016,Île-du-Prince-Édouard,Total,75 ans et plus,Métis,11,0.0
2016,Île-du-Prince-Édouard,Total,75 ans et plus,Inuk (Inuit),11,0.0
2016,Île-du-Prince-Édouard,Total,75 ans et plus,Identité non autochtone,11,55.8
2016,Île-du-Prince-Édouard,Hommes,Total,Total,11,74.3
2016,Île-du-Prince-Édouard,Hommes,Total,Non-immigrants,11,73.1
2016,Île-du-Prince-Édouard,Hommes,Total,Immigrants,11,88.8
2016,Île-du-Prince-Édouard,Hommes,Total,Résidents non permanents,11,86.0
2016,Île-du-Prince-Édouard,Hommes,Total,Total de la population des minorités visibles,11,85.0
2016,Île-du-Prince-Édouard,Hommes,Total,Pas une minorité visible,11,73.8
2016,Île-du-Prince-Édouard,Hommes,Total,Identité autochtone,11,69.3
2016,Île-du-Prince-Édouard,Hommes,Total,Premières Nations (Indien de l'Amérique du Nord),11,66.9
2016,Île-du-Prince-Édouard,Hommes,Total,Métis,11,74.5
2016,Île-du-Prince-Édouard,Hommes,Total,Inuk (Inuit),11,100.0
2016,Île-du-Prince-Édouard,Hommes,Total,Identité non autochtone,11,74.4
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Total,11,64.9
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Non-immigrants,11,64.5
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Immigrants,11,64.6
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Résidents non permanents,11,80.0
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Total de la population des minorités visibles,11,66.7
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Pas une minorité visible,11,64.7
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Identité autochtone,11,61.8
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),11,61.0
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Métis,11,64.3
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Inuk (Inuit),11,0.0
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Identité non autochtone,11,65.0
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Total,11,81.6
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Non-immigrants,11,80.5
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Immigrants,11,93.6
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Résidents non permanents,11,90.1
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Total de la population des minorités visibles,11,91.0
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Pas une minorité visible,11,81.1
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Identité autochtone,11,76.1
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),11,70.9
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Métis,11,83.3
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Inuk (Inuit),11,100.0
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Identité non autochtone,11,81.7
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Total,11,64.8
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Non-immigrants,11,62.8
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Immigrants,11,89.7
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Résidents non permanents,11,0.0
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Total de la population des minorités visibles,11,81.3
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Pas une minorité visible,11,64.6
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Identité autochtone,11,50.0
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),11,42.9
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Métis,11,60.0
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Inuk (Inuit),11,0.0
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Identité non autochtone,11,64.9
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Total,11,49.9
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Non-immigrants,11,47.6
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Immigrants,11,80.7
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Résidents non permanents,11,66.7
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Total de la population des minorités visibles,11,60.0
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Pas une minorité visible,11,49.9
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Identité autochtone,11,0.0
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),11,0.0
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Métis,11,100.0
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Inuk (Inuit),11,0.0
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Identité non autochtone,11,49.9
2016,Île-du-Prince-Édouard,Femmes,Total,Total,11,82.4
2016,Île-du-Prince-Édouard,Femmes,Total,Non-immigrants,11,81.9
2016,Île-du-Prince-Édouard,Femmes,Total,Immigrants,11,88.0
2016,Île-du-Prince-Édouard,Femmes,Total,Résidents non permanents,11,89.8
2016,Île-du-Prince-Édouard,Femmes,Total,Total de la population des minorités visibles,11,84.6
2016,Île-du-Prince-Édouard,Femmes,Total,Pas une minorité visible,11,82.3
2016,Île-du-Prince-Édouard,Femmes,Total,Identité autochtone,11,77.3
2016,Île-du-Prince-Édouard,Femmes,Total,Premières Nations (Indien de l'Amérique du Nord),11,76.8
2016,Île-du-Prince-Édouard,Femmes,Total,Métis,11,82.5
2016,Île-du-Prince-Édouard,Femmes,Total,Inuk (Inuit),11,60.0
2016,Île-du-Prince-Édouard,Femmes,Total,Identité non autochtone,11,82.5
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Total,11,67.8
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Non-immigrants,11,68.1
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Immigrants,11,57.0
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Résidents non permanents,11,76.9
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Total de la population des minorités visibles,11,64.0
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Pas une minorité visible,11,68.1
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Identité autochtone,11,66.0
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),11,65.8
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Métis,11,60.0
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Inuk (Inuit),11,100.0
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Identité non autochtone,11,67.8
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Total,11,90.2
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Non-immigrants,11,90.0
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Immigrants,11,92.5
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Résidents non permanents,11,97.0
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Total de la population des minorités visibles,11,91.1
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Pas une minorité visible,11,90.2
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Identité autochtone,11,83.1
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),11,80.9
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Métis,11,88.1
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Inuk (Inuit),11,66.7
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Identité non autochtone,11,90.4
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Total,11,74.9
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Non-immigrants,11,73.7
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Immigrants,11,93.1
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Résidents non permanents,11,0.0
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Total de la population des minorités visibles,11,86.7
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Pas une minorité visible,11,74.8
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Identité autochtone,11,75.0
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),11,77.8
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Métis,11,66.7
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Inuk (Inuit),11,0.0
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Identité non autochtone,11,74.9
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Total,11,60.2
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Non-immigrants,11,58.7
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Immigrants,11,80.5
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Résidents non permanents,11,0.0
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Total de la population des minorités visibles,11,66.7
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Pas une minorité visible,11,60.3
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Identité autochtone,11,0.0
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),11,0.0
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Métis,11,0.0
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Inuk (Inuit),11,0.0
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Identité non autochtone,11,60.4
2016,Nouvelle-Écosse,Total,Total,Total,12,76.8
2016,Nouvelle-Écosse,Total,Total,Non-immigrants,12,75.9
2016,Nouvelle-Écosse,Total,Total,Immigrants,12,87.5
2016,Nouvelle-Écosse,Total,Total,Résidents non permanents,12,92.6
2016,Nouvelle-Écosse,Total,Total,Total de la population des minorités visibles,12,81.8
2016,Nouvelle-Écosse,Total,Total,Pas une minorité visible,12,76.5
2016,Nouvelle-Écosse,Total,Total,Identité autochtone,12,70.7
2016,Nouvelle-Écosse,Total,Total,Premières Nations (Indien de l'Amérique du Nord),12,69.6
2016,Nouvelle-Écosse,Total,Total,Métis,12,71.6
2016,Nouvelle-Écosse,Total,Total,Inuk (Inuit),12,79.5
2016,Nouvelle-Écosse,Total,Total,Identité non autochtone,12,77.2
2016,Nouvelle-Écosse,Total,15 à 24 ans,Total,12,63.0
2016,Nouvelle-Écosse,Total,15 à 24 ans,Non-immigrants,12,61.8
2016,Nouvelle-Écosse,Total,15 à 24 ans,Immigrants,12,67.8
2016,Nouvelle-Écosse,Total,15 à 24 ans,Résidents non permanents,12,87.9
2016,Nouvelle-Écosse,Total,15 à 24 ans,Total de la population des minorités visibles,12,71.6
2016,Nouvelle-Écosse,Total,15 à 24 ans,Pas une minorité visible,12,62.0
2016,Nouvelle-Écosse,Total,15 à 24 ans,Identité autochtone,12,56.4
2016,Nouvelle-Écosse,Total,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),12,53.2
2016,Nouvelle-Écosse,Total,15 à 24 ans,Métis,12,60.9
2016,Nouvelle-Écosse,Total,15 à 24 ans,Inuk (Inuit),12,69.2
2016,Nouvelle-Écosse,Total,15 à 24 ans,Identité non autochtone,12,63.6
2016,Nouvelle-Écosse,Total,25 à 64 ans,Total,12,84.9
2016,Nouvelle-Écosse,Total,25 à 64 ans,Non-immigrants,12,84.2
2016,Nouvelle-Écosse,Total,25 à 64 ans,Immigrants,12,92.1
2016,Nouvelle-Écosse,Total,25 à 64 ans,Résidents non permanents,12,96.7
2016,Nouvelle-Écosse,Total,25 à 64 ans,Total de la population des minorités visibles,12,88.7
2016,Nouvelle-Écosse,Total,25 à 64 ans,Pas une minorité visible,12,84.6
2016,Nouvelle-Écosse,Total,25 à 64 ans,Identité autochtone,12,79.2
2016,Nouvelle-Écosse,Total,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),12,77.8
2016,Nouvelle-Écosse,Total,25 à 64 ans,Métis,12,80.2
2016,Nouvelle-Écosse,Total,25 à 64 ans,Inuk (Inuit),12,85.5
2016,Nouvelle-Écosse,Total,25 à 64 ans,Identité non autochtone,12,85.2
2016,Nouvelle-Écosse,Total,65 à 74 ans,Total,12,67.9
2016,Nouvelle-Écosse,Total,65 à 74 ans,Non-immigrants,12,66.1
2016,Nouvelle-Écosse,Total,65 à 74 ans,Immigrants,12,87.3
2016,Nouvelle-Écosse,Total,65 à 74 ans,Résidents non permanents,12,80.0
2016,Nouvelle-Écosse,Total,65 à 74 ans,Total de la population des minorités visibles,12,64.6
2016,Nouvelle-Écosse,Total,65 à 74 ans,Pas une minorité visible,12,68.0
2016,Nouvelle-Écosse,Total,65 à 74 ans,Identité autochtone,12,55.1
2016,Nouvelle-Écosse,Total,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),12,58.7
2016,Nouvelle-Écosse,Total,65 à 74 ans,Métis,12,52.7
2016,Nouvelle-Écosse,Total,65 à 74 ans,Inuk (Inuit),12,54.5
2016,Nouvelle-Écosse,Total,65 à 74 ans,Identité non autochtone,12,68.3
2016,Nouvelle-Écosse,Total,75 ans et plus,Total,12,53.8
2016,Nouvelle-Écosse,Total,75 ans et plus,Non-immigrants,12,51.6
2016,Nouvelle-Écosse,Total,75 ans et plus,Immigrants,12,77.2
2016,Nouvelle-Écosse,Total,75 ans et plus,Résidents non permanents,12,60.0
2016,Nouvelle-Écosse,Total,75 ans et plus,Total de la population des minorités visibles,12,56.4
2016,Nouvelle-Écosse,Total,75 ans et plus,Pas une minorité visible,12,53.8
2016,Nouvelle-Écosse,Total,75 ans et plus,Identité autochtone,12,36.9
2016,Nouvelle-Écosse,Total,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),12,40.7
2016,Nouvelle-Écosse,Total,75 ans et plus,Métis,12,33.1
2016,Nouvelle-Écosse,Total,75 ans et plus,Inuk (Inuit),12,75.0
2016,Nouvelle-Écosse,Total,75 ans et plus,Identité non autochtone,12,54.2
2016,Nouvelle-Écosse,Hommes,Total,Total,12,73.9
2016,Nouvelle-Écosse,Hommes,Total,Non-immigrants,12,72.6
2016,Nouvelle-Écosse,Hommes,Total,Immigrants,12,87.8
2016,Nouvelle-Écosse,Hommes,Total,Résidents non permanents,12,92.6
2016,Nouvelle-Écosse,Hommes,Total,Total de la population des minorités visibles,12,81.1
2016,Nouvelle-Écosse,Hommes,Total,Pas une minorité visible,12,73.4
2016,Nouvelle-Écosse,Hommes,Total,Identité autochtone,12,65.6
2016,Nouvelle-Écosse,Hommes,Total,Premières Nations (Indien de l'Amérique du Nord),12,64.7
2016,Nouvelle-Écosse,Hommes,Total,Métis,12,66.1
2016,Nouvelle-Écosse,Hommes,Total,Inuk (Inuit),12,79.2
2016,Nouvelle-Écosse,Hommes,Total,Identité non autochtone,12,74.4
2016,Nouvelle-Écosse,Hommes,15 à 24 ans,Total,12,61.5
2016,Nouvelle-Écosse,Hommes,15 à 24 ans,Non-immigrants,12,59.8
2016,Nouvelle-Écosse,Hommes,15 à 24 ans,Immigrants,12,70.2
2016,Nouvelle-Écosse,Hommes,15 à 24 ans,Résidents non permanents,12,88.2
2016,Nouvelle-Écosse,Hommes,15 à 24 ans,Total de la population des minorités visibles,12,72.6
2016,Nouvelle-Écosse,Hommes,15 à 24 ans,Pas une minorité visible,12,60.1
2016,Nouvelle-Écosse,Hommes,15 à 24 ans,Identité autochtone,12,52.8
2016,Nouvelle-Écosse,Hommes,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),12,49.7
2016,Nouvelle-Écosse,Hommes,15 à 24 ans,Métis,12,57.6
2016,Nouvelle-Écosse,Hommes,15 à 24 ans,Inuk (Inuit),12,61.5
2016,Nouvelle-Écosse,Hommes,15 à 24 ans,Identité non autochtone,12,62.2
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Total,12,81.1
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Non-immigrants,12,80.1
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Immigrants,12,92.1
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Résidents non permanents,12,96.3
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Total de la population des minorités visibles,12,87.5
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Pas une minorité visible,12,80.7
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Identité autochtone,12,73.2
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Premières Nations (Indien de l'Amérique du Nord),12,72.1
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Métis,12,73.5
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Inuk (Inuit),12,87.9
2016,Nouvelle-Écosse,Hommes,25 à 64 ans,Identité non autochtone,12,81.6
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Total,12,65.9
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Non-immigrants,12,63.9
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Immigrants,12,87.1
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Résidents non permanents,12,77.8
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Total de la population des minorités visibles,12,63.9
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Pas une minorité visible,12,66.0
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Identité autochtone,12,54.1
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Premières Nations (Indien de l'Amérique du Nord),12,57.4
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Métis,12,51.6
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Inuk (Inuit),12,66.7
2016,Nouvelle-Écosse,Hommes,65 à 74 ans,Identité non autochtone,12,66.3
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Total,12,51.9
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Non-immigrants,12,48.9
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Immigrants,12,79.0
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Résidents non permanents,12,75.0
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Total de la population des minorités visibles,12,57.4
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Pas une minorité visible,12,51.7
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Identité autochtone,12,38.0
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Premières Nations (Indien de l'Amérique du Nord),12,39.0
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Métis,12,34.6
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Inuk (Inuit),12,66.7
2016,Nouvelle-Écosse,Hommes,75 ans et plus,Identité non autochtone,12,52.2
2016,Nouvelle-Écosse,Femmes,Total,Total,12,79.6
2016,Nouvelle-Écosse,Femmes,Total,Non-immigrants,12,78.9
2016,Nouvelle-Écosse,Femmes,Total,Immigrants,12,87.3
2016,Nouvelle-Écosse,Femmes,Total,Résidents non permanents,12,92.6
2016,Nouvelle-Écosse,Femmes,Total,Total de la population des minorités visibles,12,82.3
2016,Nouvelle-Écosse,Femmes,Total,Pas une minorité visible,12,79.4
2016,Nouvelle-Écosse,Femmes,Total,Identité autochtone,12,75.3
2016,Nouvelle-Écosse,Femmes,Total,Premières Nations (Indien de l'Amérique du Nord),12,74.0
2016,Nouvelle-Écosse,Femmes,Total,Métis,12,76.6
2016,Nouvelle-Écosse,Femmes,Total,Inuk (Inuit),12,78.1
2016,Nouvelle-Écosse,Femmes,Total,Identité non autochtone,12,79.8
2016,Nouvelle-Écosse,Femmes,15 à 24 ans,Total,12,64.6
2016,Nouvelle-Écosse,Femmes,15 à 24 ans,Non-immigrants,12,63.8
2016,Nouvelle-Écosse,Femmes,15 à 24 ans,Immigrants,12,65.6
2016,Nouvelle-Écosse,Femmes,15 à 24 ans,Résidents non permanents,12,86.9
2016,Nouvelle-Écosse,Femmes,15 à 24 ans,Total de la population des minorités visibles,12,70.5
2016,Nouvelle-Écosse,Femmes,15 à 24 ans,Pas une minorité visible,12,63.9
2016,Nouvelle-Écosse,Femmes,15 à 24 ans,Identité autochtone,12,60.2
2016,Nouvelle-Écosse,Femmes,15 à 24 ans,Premières Nations (Indien de l'Amérique du Nord),12,56.7
2016,Nouvelle-Écosse,Femmes,15 à 24 ans,Métis,12,64.0
2016,Nouvelle-Écosse,Femmes,15 à 24 ans,Inuk (Inuit),12,71.4
2016,Nouvelle-Écosse,Femmes,15 à 24 ans,Identité non autochtone,12,65.0
