Year,data.Geography,GeoCode,data.Population,data.Sex,data.Age group,Value
2019,data.Canada,,data.Total population,data.Females,data.30 to 34 years,5.1
2020,data.Canada,,data.Total population,data.Females,data.30 to 34 years,8.3
2021,data.Canada,,data.Total population,data.Females,data.30 to 34 years,5.8
2015,data.Canada,,data.Total population,data.Females,data.35 to 39 years,5.7
2016,data.Canada,,data.Total population,data.Females,data.35 to 39 years,5.5
2017,data.Canada,,data.Total population,data.Females,data.35 to 39 years,4.7
2018,data.Canada,,data.Total population,data.Females,data.35 to 39 years,5.0
2019,data.Canada,,data.Total population,data.Females,data.35 to 39 years,4.5
2020,data.Canada,,data.Total population,data.Females,data.35 to 39 years,8.0
2021,data.Canada,,data.Total population,data.Females,data.35 to 39 years,6.4
2015,data.Canada,,data.Total population,data.Females,data.40 to 44 years,5.5
2016,data.Canada,,data.Total population,data.Females,data.40 to 44 years,5.3
2017,data.Canada,,data.Total population,data.Females,data.40 to 44 years,5.2
2018,data.Canada,,data.Total population,data.Females,data.40 to 44 years,4.8
2019,data.Canada,,data.Total population,data.Females,data.40 to 44 years,4.2
2020,data.Canada,,data.Total population,data.Females,data.40 to 44 years,6.9
2021,data.Canada,,data.Total population,data.Females,data.40 to 44 years,5.2
2015,data.Canada,,data.Total population,data.Females,data.45 to 49 years,5.0
2016,data.Canada,,data.Total population,data.Females,data.45 to 49 years,5.2
2017,data.Canada,,data.Total population,data.Females,data.45 to 49 years,5.5
2018,data.Canada,,data.Total population,data.Females,data.45 to 49 years,5.1
2019,data.Canada,,data.Total population,data.Females,data.45 to 49 years,3.8
2020,data.Canada,,data.Total population,data.Females,data.45 to 49 years,7.0
2021,data.Canada,,data.Total population,data.Females,data.45 to 49 years,5.7
2015,data.Canada,,data.Total population,data.Females,data.50 to 54 years,5.1
2016,data.Canada,,data.Total population,data.Females,data.50 to 54 years,5.0
2017,data.Canada,,data.Total population,data.Females,data.50 to 54 years,4.7
2018,data.Canada,,data.Total population,data.Females,data.50 to 54 years,4.6
2019,data.Canada,,data.Total population,data.Females,data.50 to 54 years,4.1
2020,data.Canada,,data.Total population,data.Females,data.50 to 54 years,6.8
2021,data.Canada,,data.Total population,data.Females,data.50 to 54 years,5.6
2015,data.Canada,,data.Total population,data.Females,data.55 to 59 years,5.6
2016,data.Canada,,data.Total population,data.Females,data.55 to 59 years,5.5
2017,data.Canada,,data.Total population,data.Females,data.55 to 59 years,5.0
2018,data.Canada,,data.Total population,data.Females,data.55 to 59 years,4.8
2019,data.Canada,,data.Total population,data.Females,data.55 to 59 years,4.6
2020,data.Canada,,data.Total population,data.Females,data.55 to 59 years,7.3
2021,data.Canada,,data.Total population,data.Females,data.55 to 59 years,6.8
2015,data.Canada,,data.Total population,data.Females,data.60 to 64 years,5.6
2016,data.Canada,,data.Total population,data.Females,data.60 to 64 years,6.4
2017,data.Canada,,data.Total population,data.Females,data.60 to 64 years,6.1
2018,data.Canada,,data.Total population,data.Females,data.60 to 64 years,5.3
2019,data.Canada,,data.Total population,data.Females,data.60 to 64 years,5.3
2020,data.Canada,,data.Total population,data.Females,data.60 to 64 years,8.3
2021,data.Canada,,data.Total population,data.Females,data.60 to 64 years,8.5
2015,data.Canada,,data.Total population,data.Females,data.65 years and over,4.4
2016,data.Canada,,data.Total population,data.Females,data.65 years and over,3.5
2017,data.Canada,,data.Total population,data.Females,data.65 years and over,4.9
2018,data.Canada,,data.Total population,data.Females,data.65 years and over,3.8
2019,data.Canada,,data.Total population,data.Females,data.65 years and over,4.0
2020,data.Canada,,data.Total population,data.Females,data.65 years and over,8.2
2021,data.Canada,,data.Total population,data.Females,data.65 years and over,7.7
2015,data.Canada,,data.Total population,data.Females,data.65 to 69 years,4.5
2016,data.Canada,,data.Total population,data.Females,data.65 to 69 years,3.9
2017,data.Canada,,data.Total population,data.Females,data.65 to 69 years,5.1
2018,data.Canada,,data.Total population,data.Females,data.65 to 69 years,4.1
2019,data.Canada,,data.Total population,data.Females,data.65 to 69 years,3.8
2020,data.Canada,,data.Total population,data.Females,data.65 to 69 years,9.2
2021,data.Canada,,data.Total population,data.Females,data.65 to 69 years,8.4
2015,data.Canada,,data.Total population,data.Females,data.70 years and over,4.0
2016,data.Canada,,data.Total population,data.Females,data.70 years and over,2.7
2017,data.Canada,,data.Total population,data.Females,data.70 years and over,4.5
2018,data.Canada,,data.Total population,data.Females,data.70 years and over,3.3
2019,data.Canada,,data.Total population,data.Females,data.70 years and over,4.4
2020,data.Canada,,data.Total population,data.Females,data.70 years and over,6.5
2021,data.Canada,,data.Total population,data.Females,data.70 years and over,6.1
2015,data.Newfoundland and Labrador,10,data.Total population,data.Both sexes,data.15 years and over,13.1
2016,data.Newfoundland and Labrador,10,data.Total population,data.Both sexes,data.15 years and over,14.0
2017,data.Newfoundland and Labrador,10,data.Total population,data.Both sexes,data.15 years and over,15.1
2018,data.Newfoundland and Labrador,10,data.Total population,data.Both sexes,data.15 years and over,14.1
2019,data.Newfoundland and Labrador,10,data.Total population,data.Both sexes,data.15 years and over,12.3
2020,data.Newfoundland and Labrador,10,data.Total population,data.Both sexes,data.15 years and over,14.1
2021,data.Newfoundland and Labrador,10,data.Total population,data.Both sexes,data.15 years and over,12.9
2015,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 24 years,16.3
2016,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 24 years,17.2
2017,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 24 years,17.8
2018,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 24 years,18.7
2019,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 24 years,18.9
2020,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 24 years,19.3
2021,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 24 years,17.1
2015,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 years and over,12.6
2016,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 years and over,13.5
2017,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 years and over,14.7
2018,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 years and over,13.5
2019,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 years and over,11.3
2020,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 years and over,13.3
2021,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 years and over,12.3
2015,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 44 years,10.6
2016,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 44 years,12.9
2017,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 44 years,12.7
2018,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 44 years,11.7
2019,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 44 years,9.9
2020,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 44 years,11.9
2021,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 44 years,10.3
2015,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.45 to 64 years,14.2
2016,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.45 to 64 years,13.8
2017,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.45 to 64 years,16.3
2018,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.45 to 64 years,14.8
2019,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.45 to 64 years,12.5
2020,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.45 to 64 years,14.0
2021,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.45 to 64 years,13.7
2015,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.45 years and over,14.3
2016,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.45 years and over,14.0
2017,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.45 years and over,16.3
2018,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.45 years and over,15.0
2019,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.45 years and over,12.5
2020,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.45 years and over,14.4
2021,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.45 years and over,13.8
2015,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 54 years,11.3
2016,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 54 years,12.5
2017,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 54 years,13.3
2018,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 54 years,12.2
2019,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 54 years,10.1
2020,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 54 years,11.5
2021,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 54 years,10.5
2015,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.55 years and over,16.6
2016,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.55 years and over,16.7
2017,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.55 years and over,18.6
2018,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.55 years and over,17.1
2019,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.55 years and over,14.5
2020,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.55 years and over,18.2
2021,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.55 years and over,16.9
2015,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 64 years,13.0
2016,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 64 years,13.9
2017,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 64 years,15.0
2018,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 64 years,14.0
2019,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 64 years,12.3
2020,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 64 years,13.9
2021,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 64 years,12.8
2015,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 19 years,19.3
2016,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 19 years,18.5
2017,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 19 years,23.4
2018,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 19 years,21.4
2019,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 19 years,24.0
2020,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 19 years,22.0
2021,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.15 to 19 years,19.2
2015,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.20 to 24 years,14.5
2016,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.20 to 24 years,16.5
2017,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.20 to 24 years,14.5
2018,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.20 to 24 years,17.0
2019,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.20 to 24 years,15.9
2020,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.20 to 24 years,17.7
2021,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.20 to 24 years,15.8
2015,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 29 years,11.9
2016,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 29 years,15.2
2017,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 29 years,16.2
2018,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 29 years,14.0
2019,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 29 years,14.2
2020,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 29 years,14.2
2021,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.25 to 29 years,11.7
2015,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.30 to 34 years,10.4
2016,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.30 to 34 years,13.5
2017,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.30 to 34 years,12.5
2018,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.30 to 34 years,11.6
2019,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.30 to 34 years,8.3
2020,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.30 to 34 years,13.1
2021,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.30 to 34 years,11.0
2015,data.Newfoundland and Labrador,,data.Total population,data.Both sexes,data.35 to 39 years,10.0
