Year,Geography,Age group and family type,Statistics,GeoCode,Value
1999,British Columbia,Persons in an economic family,Persons who are asset resilient for at least 6 months,59,56.3
1999,British Columbia,Persons in a couple only family,Persons who are asset resilient for at least 1 month,59,85.9
1999,British Columbia,Persons in a couple only family,Persons who are asset resilient for at least 3 months,59,78.4
1999,British Columbia,Persons in a couple only family,Persons who are asset resilient for at least 6 months,59,70.5
1999,British Columbia,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,59,74.7
1999,British Columbia,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,59,62.1
1999,British Columbia,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,59,51.5
1999,British Columbia,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,59,40.6
1999,British Columbia,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,59,34.3
1999,British Columbia,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,59,24.3
1999,British Columbia,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,59,82.4
1999,British Columbia,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,59,69.6
1999,British Columbia,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,59,64.2
1999,British Columbia,Persons not in an economic family,Persons who are asset resilient for at least 1 month,59,69.3
1999,British Columbia,Persons not in an economic family,Persons who are asset resilient for at least 3 months,59,57.1
1999,British Columbia,Persons not in an economic family,Persons who are asset resilient for at least 6 months,59,49.7
2005,Canada,Persons all ages and family types,Persons who are asset resilient for at least 1 month,,76.7
2005,Canada,Persons all ages and family types,Persons who are asset resilient for at least 6 months,,55.3
2005,Canada,Persons under 18 years old,Persons who are asset resilient for at least 1 month,,70.4
2005,Canada,Persons under 18 years old,Persons who are asset resilient for at least 3 months,,56.0
2005,Canada,Persons under 18 years old,Persons who are asset resilient for at least 6 months,,45.1
2005,Canada,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,,76.9
2005,Canada,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,,65.2
2005,Canada,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,,55.4
2005,Canada,Persons 65 years and older,Persons who are asset resilient for at least 1 month,,86.4
2005,Canada,Persons 65 years and older,Persons who are asset resilient for at least 3 months,,80.3
2005,Canada,Persons 65 years and older,Persons who are asset resilient for at least 6 months,,72.1
2005,Canada,Persons in an economic family,Persons who are asset resilient for at least 1 month,,78.7
2005,Canada,Persons in an economic family,Persons who are asset resilient for at least 3 months,,66.8
2005,Canada,Persons in an economic family,Persons who are asset resilient for at least 6 months,,57.0
2005,Canada,Persons in a couple only family,Persons who are asset resilient for at least 1 month,,85.1
2005,Canada,Persons in a couple only family,Persons who are asset resilient for at least 3 months,,76.4
2005,Canada,Persons in a couple only family,Persons who are asset resilient for at least 6 months,,69.3
2005,Canada,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,,79.1
2005,Canada,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,,64.2
2005,Canada,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,,52.5
2005,Canada,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,,37.2
2005,Canada,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,,25.0
2005,Canada,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,,18.0
2005,Canada,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,,83.2
2005,Canada,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,,74.0
2005,Canada,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,,64.3
2005,Canada,Persons not in an economic family,Persons who are asset resilient for at least 1 month,,64.9
2005,Canada,Persons not in an economic family,Persons who are asset resilient for at least 3 months,,54.9
2005,Canada,Persons not in an economic family,Persons who are asset resilient for at least 6 months,,45.1
2005,Newfoundland and Labrador,Persons all ages and family types,Persons who are asset resilient for at least 1 month,10,58.5
2005,Newfoundland and Labrador,Persons all ages and family types,Persons who are asset resilient for at least 3 months,10,48.2
2005,Newfoundland and Labrador,Persons all ages and family types,Persons who are asset resilient for at least 6 months,10,39.2
2005,Newfoundland and Labrador,Persons under 18 years old,Persons who are asset resilient for at least 1 month,10,49.1
2005,Newfoundland and Labrador,Persons under 18 years old,Persons who are asset resilient for at least 3 months,10,37.5
2005,Newfoundland and Labrador,Persons under 18 years old,Persons who are asset resilient for at least 6 months,10,27.0
2005,Newfoundland and Labrador,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,10,59.7
2005,Newfoundland and Labrador,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,10,49.9
2005,Newfoundland and Labrador,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,10,40.7
2005,Newfoundland and Labrador,Persons 65 years and older,Persons who are asset resilient for at least 1 month,10,69.3
2005,Newfoundland and Labrador,Persons 65 years and older,Persons who are asset resilient for at least 3 months,10,59.2
2005,Newfoundland and Labrador,Persons 65 years and older,Persons who are asset resilient for at least 6 months,10,53.4
2005,Newfoundland and Labrador,Persons in an economic family,Persons who are asset resilient for at least 1 month,10,59.7
2005,Newfoundland and Labrador,Persons in an economic family,Persons who are asset resilient for at least 3 months,10,49.5
2005,Newfoundland and Labrador,Persons in an economic family,Persons who are asset resilient for at least 6 months,10,41.1
2005,Newfoundland and Labrador,Persons in a couple only family,Persons who are asset resilient for at least 1 month,10,71.2
2005,Newfoundland and Labrador,Persons in a couple only family,Persons who are asset resilient for at least 3 months,10,66.2
2005,Newfoundland and Labrador,Persons in a couple only family,Persons who are asset resilient for at least 6 months,10,61.4
2005,Newfoundland and Labrador,Persons in a couple with children family,Persons who are asset resilient for at least 1 month,10,48.3
2005,Newfoundland and Labrador,Persons in a couple with children family,Persons who are asset resilient for at least 3 months,10,35.8
2005,Newfoundland and Labrador,Persons in a couple with children family,Persons who are asset resilient for at least 6 months,10,25.8
2005,Newfoundland and Labrador,Persons in a lone-parent family,Persons who are asset resilient for at least 1 month,10,42.5
2005,Newfoundland and Labrador,Persons in a lone-parent family,Persons who are asset resilient for at least 3 months,10,42.5
2005,Newfoundland and Labrador,Persons in a lone-parent family,Persons who are asset resilient for at least 6 months,10,18.5
2005,Newfoundland and Labrador,Persons in an other economic family type,Persons who are asset resilient for at least 1 month,10,74.2
2005,Newfoundland and Labrador,Persons in an other economic family type,Persons who are asset resilient for at least 3 months,10,58.2
2005,Newfoundland and Labrador,Persons in an other economic family type,Persons who are asset resilient for at least 6 months,10,54.0
2005,Newfoundland and Labrador,Persons not in an economic family,Persons who are asset resilient for at least 1 month,10,43.8
2005,Newfoundland and Labrador,Persons not in an economic family,Persons who are asset resilient for at least 3 months,10,33.1
2005,Newfoundland and Labrador,Persons not in an economic family,Persons who are asset resilient for at least 6 months,10,16.0
2005,Prince Edward Island,Persons all ages and family types,Persons who are asset resilient for at least 1 month,11,67.7
2005,Prince Edward Island,Persons all ages and family types,Persons who are asset resilient for at least 3 months,11,54.0
2005,Prince Edward Island,Persons all ages and family types,Persons who are asset resilient for at least 6 months,11,37.0
2005,Prince Edward Island,Persons under 18 years old,Persons who are asset resilient for at least 1 month,11,65.9
2005,Prince Edward Island,Persons under 18 years old,Persons who are asset resilient for at least 3 months,11,43.9
2005,Prince Edward Island,Persons under 18 years old,Persons who are asset resilient for at least 6 months,11,25.4
2005,Prince Edward Island,Persons 18 to 64 years old,Persons who are asset resilient for at least 1 month,11,64.4
2005,Prince Edward Island,Persons 18 to 64 years old,Persons who are asset resilient for at least 3 months,11,50.2
2005,Prince Edward Island,Persons 18 to 64 years old,Persons who are asset resilient for at least 6 months,11,34.4
2005,Prince Edward Island,Persons 65 years and older,Persons who are asset resilient for at least 1 month,11,81.9
2005,Prince Edward Island,Persons 65 years and older,Persons who are asset resilient for at least 3 months,11,81.9
