Year,Geography,Type of work,National Occupational Classification (NOC),Age,GeoCode,Value
2015,Prince Edward Island,Full-time employees,"Total employees, all occupations",15 years and over,11,0.98
2015,Prince Edward Island,Full-time employees,"Total employees, all occupations",15 to 24 years,11,0.92
2015,Prince Edward Island,Full-time employees,"Total employees, all occupations",25 to 54 years,11,0.97
2015,Prince Edward Island,Full-time employees,"Total employees, all occupations",55 years and over,11,0.95
2015,Prince Edward Island,Full-time employees,Management occupations,15 years and over,11,0.84
2015,Prince Edward Island,Full-time employees,Management occupations,15 to 24 years,11,
2015,Prince Edward Island,Full-time employees,Management occupations,25 to 54 years,11,0.84
2015,Prince Edward Island,Full-time employees,Management occupations,55 years and over,11,0.78
2015,Prince Edward Island,Full-time employees,"Business, finance and administration occupations",15 years and over,11,0.92
2015,Prince Edward Island,Full-time employees,"Business, finance and administration occupations",15 to 24 years,11,
2015,Prince Edward Island,Full-time employees,"Business, finance and administration occupations",25 to 54 years,11,0.9
2015,Prince Edward Island,Full-time employees,"Business, finance and administration occupations",55 years and over,11,0.9
2015,Prince Edward Island,Full-time employees,Natural and applied sciences and related occupations,15 years and over,11,1.01
2015,Prince Edward Island,Full-time employees,Natural and applied sciences and related occupations,15 to 24 years,11,
2015,Prince Edward Island,Full-time employees,Natural and applied sciences and related occupations,25 to 54 years,11,0.95
2015,Prince Edward Island,Full-time employees,Natural and applied sciences and related occupations,55 years and over,11,
2015,Prince Edward Island,Full-time employees,Health occupations,15 years and over,11,0.89
2015,Prince Edward Island,Full-time employees,Health occupations,15 to 24 years,11,
2015,Prince Edward Island,Full-time employees,Health occupations,25 to 54 years,11,0.87
2015,Prince Edward Island,Full-time employees,Health occupations,55 years and over,11,
2015,Prince Edward Island,Full-time employees,"Occupations in education, law and social, community and government services",15 years and over,11,0.81
2015,Prince Edward Island,Full-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,11,
2015,Prince Edward Island,Full-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,11,0.81
2015,Prince Edward Island,Full-time employees,"Occupations in education, law and social, community and government services",55 years and over,11,
2015,Prince Edward Island,Full-time employees,"Occupations in art, culture, recreation and sport",15 years and over,11,0.73
2015,Prince Edward Island,Full-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,11,
2015,Prince Edward Island,Full-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,11,
2015,Prince Edward Island,Full-time employees,"Occupations in art, culture, recreation and sport",55 years and over,11,
2015,Prince Edward Island,Full-time employees,Sales and service occupations,15 years and over,11,0.9
2015,Prince Edward Island,Full-time employees,Sales and service occupations,15 to 24 years,11,1.0
2015,Prince Edward Island,Full-time employees,Sales and service occupations,25 to 54 years,11,0.89
2015,Prince Edward Island,Full-time employees,Sales and service occupations,55 years and over,11,0.74
2015,Prince Edward Island,Full-time employees,"Trades, transport and equipment operators and related occupations",15 years and over,11,0.91
2015,Prince Edward Island,Full-time employees,"Trades, transport and equipment operators and related occupations",15 to 24 years,11,
2015,Prince Edward Island,Full-time employees,"Trades, transport and equipment operators and related occupations",25 to 54 years,11,0.69
2015,Prince Edward Island,Full-time employees,"Trades, transport and equipment operators and related occupations",55 years and over,11,
2015,Prince Edward Island,Full-time employees,"Natural resources, agriculture and related production occupations",15 years and over,11,0.9
2015,Prince Edward Island,Full-time employees,"Natural resources, agriculture and related production occupations",15 to 24 years,11,
2015,Prince Edward Island,Full-time employees,"Natural resources, agriculture and related production occupations",25 to 54 years,11,0.88
2015,Prince Edward Island,Full-time employees,"Natural resources, agriculture and related production occupations",55 years and over,11,
2015,Prince Edward Island,Full-time employees,Occupations in manufacturing and utilities,15 years and over,11,0.88
2015,Prince Edward Island,Full-time employees,Occupations in manufacturing and utilities,15 to 24 years,11,
2015,Prince Edward Island,Full-time employees,Occupations in manufacturing and utilities,25 to 54 years,11,0.83
2015,Prince Edward Island,Full-time employees,Occupations in manufacturing and utilities,55 years and over,11,1.04
2015,Prince Edward Island,Part-time employees,"Total employees, all occupations",15 years and over,11,1.07
2015,Prince Edward Island,Part-time employees,"Total employees, all occupations",15 to 24 years,11,1.02
2015,Prince Edward Island,Part-time employees,"Total employees, all occupations",25 to 54 years,11,1.0
2015,Prince Edward Island,Part-time employees,"Total employees, all occupations",55 years and over,11,0.74
2015,Prince Edward Island,Part-time employees,Management occupations,15 years and over,11,
2015,Prince Edward Island,Part-time employees,Management occupations,15 to 24 years,11,
2015,Prince Edward Island,Part-time employees,Management occupations,25 to 54 years,11,
2015,Prince Edward Island,Part-time employees,Management occupations,55 years and over,11,
2015,Prince Edward Island,Part-time employees,"Business, finance and administration occupations",15 years and over,11,1.46
2015,Prince Edward Island,Part-time employees,"Business, finance and administration occupations",15 to 24 years,11,
2015,Prince Edward Island,Part-time employees,"Business, finance and administration occupations",25 to 54 years,11,
2015,Prince Edward Island,Part-time employees,"Business, finance and administration occupations",55 years and over,11,
2015,Prince Edward Island,Part-time employees,Natural and applied sciences and related occupations,15 years and over,11,
2015,Prince Edward Island,Part-time employees,Natural and applied sciences and related occupations,15 to 24 years,11,
2015,Prince Edward Island,Part-time employees,Natural and applied sciences and related occupations,25 to 54 years,11,
2015,Prince Edward Island,Part-time employees,Natural and applied sciences and related occupations,55 years and over,11,
2015,Prince Edward Island,Part-time employees,Health occupations,15 years and over,11,
2015,Prince Edward Island,Part-time employees,Health occupations,15 to 24 years,11,
2015,Prince Edward Island,Part-time employees,Health occupations,25 to 54 years,11,
2015,Prince Edward Island,Part-time employees,Health occupations,55 years and over,11,
2015,Prince Edward Island,Part-time employees,"Occupations in education, law and social, community and government services",15 years and over,11,0.83
2015,Prince Edward Island,Part-time employees,"Occupations in education, law and social, community and government services",15 to 24 years,11,
2015,Prince Edward Island,Part-time employees,"Occupations in education, law and social, community and government services",25 to 54 years,11,
2015,Prince Edward Island,Part-time employees,"Occupations in education, law and social, community and government services",55 years and over,11,
2015,Prince Edward Island,Part-time employees,"Occupations in art, culture, recreation and sport",15 years and over,11,
2015,Prince Edward Island,Part-time employees,"Occupations in art, culture, recreation and sport",15 to 24 years,11,
2015,Prince Edward Island,Part-time employees,"Occupations in art, culture, recreation and sport",25 to 54 years,11,
2015,Prince Edward Island,Part-time employees,"Occupations in art, culture, recreation and sport",55 years and over,11,
2015,Prince Edward Island,Part-time employees,Sales and service occupations,15 years and over,11,1.02
2015,Prince Edward Island,Part-time employees,Sales and service occupations,15 to 24 years,11,1.0
