Year,Units,Géographie,Type de combustible,Caractéristiques d’écoulement,Value
2017,Térajoules,Terre-Neuve-et-Labrador,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,5.0
2018,Térajoules,Terre-Neuve-et-Labrador,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0.0
2019,Térajoules,Terre-Neuve-et-Labrador,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0.0
2015,Térajoules,Terre-Neuve-et-Labrador,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,429.0
2016,Térajoules,Terre-Neuve-et-Labrador,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,375.0
2017,Térajoules,Terre-Neuve-et-Labrador,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,390.0
2018,Térajoules,Terre-Neuve-et-Labrador,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,408.0
2019,Térajoules,Terre-Neuve-et-Labrador,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,372.0
2015,Térajoules,Terre-Neuve-et-Labrador,Liquides de gaz naturel des usines de gaz (LGN),Administrations publiques,
2016,Térajoules,Terre-Neuve-et-Labrador,Liquides de gaz naturel des usines de gaz (LGN),Administrations publiques,
2015,Térajoules,Terre-Neuve-et-Labrador,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,1151.0
2016,Térajoules,Terre-Neuve-et-Labrador,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,1003.0
2017,Térajoules,Terre-Neuve-et-Labrador,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,1051.0
2018,Térajoules,Terre-Neuve-et-Labrador,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,1099.0
2019,Térajoules,Terre-Neuve-et-Labrador,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,1002.0
2015,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Consommation énergétique finale,36640.0
2016,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Consommation énergétique finale,36243.0
2017,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Consommation énergétique finale,37651.0
2018,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Consommation énergétique finale,37648.0
2019,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Consommation énergétique finale,37693.0
2015,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Total industriel,11804.0
2016,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Total industriel,11756.0
2017,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Total industriel,12885.0
2018,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Total industriel,13059.0
2019,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Total industriel,13140.0
2015,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Total transport,2.0
2016,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Total transport,4.0
2017,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Total transport,4.0
2018,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Total transport,9.0
2019,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Total transport,9.0
2015,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Agriculture,108.0
2016,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Agriculture,123.0
2017,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Agriculture,117.0
2018,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Agriculture,122.0
2019,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Agriculture,123.0
2015,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Résidentiel,15714.0
2016,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Résidentiel,15514.0
2017,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Résidentiel,15418.0
2018,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Résidentiel,15349.0
2019,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Résidentiel,15272.0
2015,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Administrations publiques,602.0
2016,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Administrations publiques,600.0
2017,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Administrations publiques,775.0
2018,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Administrations publiques,819.0
2019,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Administrations publiques,820.0
2015,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Commerces et autres institutions,8410.0
2016,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Commerces et autres institutions,8245.0
2017,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Commerces et autres institutions,8452.0
2018,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Commerces et autres institutions,8290.0
2019,Térajoules,Terre-Neuve-et-Labrador,Hydroélectricité,Commerces et autres institutions,8329.0
2015,Térajoules,Terre-Neuve-et-Labrador,Coke,Consommation énergétique finale,
2016,Térajoules,Terre-Neuve-et-Labrador,Coke,Consommation énergétique finale,
2017,Térajoules,Terre-Neuve-et-Labrador,Coke,Consommation énergétique finale,
2018,Térajoules,Terre-Neuve-et-Labrador,Coke,Consommation énergétique finale,0.0
2019,Térajoules,Terre-Neuve-et-Labrador,Coke,Consommation énergétique finale,0.0
2015,Térajoules,Terre-Neuve-et-Labrador,Coke,Total industriel,
2016,Térajoules,Terre-Neuve-et-Labrador,Coke,Total industriel,
2017,Térajoules,Terre-Neuve-et-Labrador,Coke,Total industriel,
2018,Térajoules,Terre-Neuve-et-Labrador,Coke,Total industriel,0.0
2019,Térajoules,Terre-Neuve-et-Labrador,Coke,Total industriel,0.0
2015,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Consommation énergétique finale,83673.0
2016,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Consommation énergétique finale,88079.0
2017,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Consommation énergétique finale,85857.0
2018,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Consommation énergétique finale,84822.0
2019,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Consommation énergétique finale,84192.0
2015,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Total industriel,13672.0
2016,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Total industriel,15563.0
2017,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Total industriel,14500.0
2018,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Total industriel,13640.0
2019,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Total industriel,13842.0
2015,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Total transport,52459.0
2016,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Total transport,53205.0
2017,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Total transport,53727.0
2018,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Total transport,53253.0
2019,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Total transport,52360.0
2015,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Agriculture,237.0
2016,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Agriculture,239.0
2017,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Agriculture,182.0
2018,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Agriculture,176.0
2019,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Agriculture,271.0
2015,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Résidentiel,3574.0
2016,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Résidentiel,4151.0
2017,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Résidentiel,5319.0
2018,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Résidentiel,5063.0
2019,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Résidentiel,4799.0
2015,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Administrations publiques,4187.0
2016,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Administrations publiques,3551.0
2017,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Administrations publiques,3374.0
2018,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Administrations publiques,2797.0
2019,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Administrations publiques,2584.0
2015,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Commerces et autres institutions,9544.0
2016,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Commerces et autres institutions,11371.0
2017,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Commerces et autres institutions,8755.0
2018,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Commerces et autres institutions,9893.0
2019,Térajoules,Terre-Neuve-et-Labrador,Total des produits pétroliers raffinés,Commerces et autres institutions,10337.0
2015,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Consommation énergétique finale,23029.0
2016,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Consommation énergétique finale,23586.0
2017,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Consommation énergétique finale,23792.0
2018,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Consommation énergétique finale,23418.0
2019,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Consommation énergétique finale,24178.0
2015,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total industriel,2577.0
2016,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total industriel,2527.0
2017,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total industriel,2709.0
2018,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total industriel,2292.0
2019,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total industriel,2803.0
2015,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total transport,10844.0
2016,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total transport,11657.0
2017,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total transport,11535.0
2018,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total transport,11428.0
2019,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Total transport,11428.0
2015,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Agriculture,2180.0
2016,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Agriculture,2286.0
2017,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Agriculture,2280.0
2018,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Agriculture,2426.0
2019,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Agriculture,2515.0
2015,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Résidentiel,3662.0
2016,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Résidentiel,3673.0
2017,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Résidentiel,3742.0
2018,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Résidentiel,3625.0
2019,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Résidentiel,3788.0
2015,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Administrations publiques,459.0
2016,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Administrations publiques,538.0
2017,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Administrations publiques,494.0
2018,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Administrations publiques,537.0
2019,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Administrations publiques,551.0
2015,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Commerces et autres institutions,3320.0
2016,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Commerces et autres institutions,2904.0
2017,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Commerces et autres institutions,3029.0
2018,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Commerces et autres institutions,3108.0
2019,Térajoules,Île-du-Prince-Édouard,Énergie primaire et secondaire totale,Commerces et autres institutions,3090.0
2015,Térajoules,Île-du-Prince-Édouard,Total charbon,Consommation énergétique finale,0.0
2016,Térajoules,Île-du-Prince-Édouard,Total charbon,Consommation énergétique finale,0.0
2017,Térajoules,Île-du-Prince-Édouard,Total charbon,Consommation énergétique finale,0.0
2018,Térajoules,Île-du-Prince-Édouard,Total charbon,Consommation énergétique finale,0.0
2019,Térajoules,Île-du-Prince-Édouard,Total charbon,Consommation énergétique finale,0.0
2015,Térajoules,Île-du-Prince-Édouard,Gaz naturel,Consommation énergétique finale,
2016,Térajoules,Île-du-Prince-Édouard,Gaz naturel,Consommation énergétique finale,
2017,Térajoules,Île-du-Prince-Édouard,Gaz naturel,Consommation énergétique finale,
2018,Térajoules,Île-du-Prince-Édouard,Gaz naturel,Consommation énergétique finale,772.0
2019,Térajoules,Île-du-Prince-Édouard,Gaz naturel,Consommation énergétique finale,1074.0
2015,Térajoules,Île-du-Prince-Édouard,Gaz naturel,Total industriel,
2016,Térajoules,Île-du-Prince-Édouard,Gaz naturel,Total industriel,
2017,Térajoules,Île-du-Prince-Édouard,Gaz naturel,Total industriel,
2018,Térajoules,Île-du-Prince-Édouard,Gaz naturel,Total industriel,772.0
2019,Térajoules,Île-du-Prince-Édouard,Gaz naturel,Total industriel,1074.0
2015,Térajoules,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,
2016,Térajoules,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,
2017,Térajoules,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,
2018,Térajoules,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,249.0
2019,Térajoules,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,306.0
2015,Térajoules,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,26.0
2016,Térajoules,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,48.0
2017,Térajoules,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,45.0
2018,Térajoules,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,44.0
2019,Térajoules,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,42.0
2015,Térajoules,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Total transport,
2016,Térajoules,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Total transport,
2017,Térajoules,Île-du-Prince-Édouard,Liquides de gaz naturel des usines de gaz (LGN),Total transport,0.0
