Year,Géographie,Sexe,Groupe d'âge,Value
2016,Terre-Neuve-et-Labrador,Les deux sexes,50 à 54 ans,12.6
2017,Terre-Neuve-et-Labrador,Les deux sexes,50 à 54 ans,16.1
2018,Terre-Neuve-et-Labrador,Les deux sexes,50 à 54 ans,13.7
2019,Terre-Neuve-et-Labrador,Les deux sexes,50 à 54 ans,11.6
2020,Terre-Neuve-et-Labrador,Les deux sexes,50 à 54 ans,11.6
2015,Terre-Neuve-et-Labrador,Les deux sexes,55 à 59 ans,15.3
2016,Terre-Neuve-et-Labrador,Les deux sexes,55 à 59 ans,13.9
2017,Terre-Neuve-et-Labrador,Les deux sexes,55 à 59 ans,16.7
2018,Terre-Neuve-et-Labrador,Les deux sexes,55 à 59 ans,15.0
2019,Terre-Neuve-et-Labrador,Les deux sexes,55 à 59 ans,13.8
2020,Terre-Neuve-et-Labrador,Les deux sexes,55 à 59 ans,16.0
2015,Terre-Neuve-et-Labrador,Les deux sexes,60 à 64 ans,18.8
2016,Terre-Neuve-et-Labrador,Les deux sexes,60 à 64 ans,20.7
2017,Terre-Neuve-et-Labrador,Les deux sexes,60 à 64 ans,22.4
2018,Terre-Neuve-et-Labrador,Les deux sexes,60 à 64 ans,20.3
2019,Terre-Neuve-et-Labrador,Les deux sexes,60 à 64 ans,16.9
2020,Terre-Neuve-et-Labrador,Les deux sexes,60 à 64 ans,21.3
2015,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,15.6
2016,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,16.8
2017,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,15.5
2018,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,16.7
2019,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,12.4
2020,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,18.6
2015,Terre-Neuve-et-Labrador,Les deux sexes,65 à 69 ans,16.9
2016,Terre-Neuve-et-Labrador,Les deux sexes,65 à 69 ans,18.1
2017,Terre-Neuve-et-Labrador,Les deux sexes,65 à 69 ans,16.7
2018,Terre-Neuve-et-Labrador,Les deux sexes,65 à 69 ans,17.3
2019,Terre-Neuve-et-Labrador,Les deux sexes,65 à 69 ans,13.3
2020,Terre-Neuve-et-Labrador,Les deux sexes,65 à 69 ans,20.9
2015,Terre-Neuve-et-Labrador,Les deux sexes,70 ans et plus,
2016,Terre-Neuve-et-Labrador,Les deux sexes,70 ans et plus,
2017,Terre-Neuve-et-Labrador,Les deux sexes,70 ans et plus,
2018,Terre-Neuve-et-Labrador,Les deux sexes,70 ans et plus,14.7
2019,Terre-Neuve-et-Labrador,Les deux sexes,70 ans et plus,
2020,Terre-Neuve-et-Labrador,Les deux sexes,70 ans et plus,
2015,Terre-Neuve-et-Labrador,Hommes,15 ans et plus,15.8
2016,Terre-Neuve-et-Labrador,Hommes,15 ans et plus,16.9
2017,Terre-Neuve-et-Labrador,Hommes,15 ans et plus,18.6
2018,Terre-Neuve-et-Labrador,Hommes,15 ans et plus,16.8
2019,Terre-Neuve-et-Labrador,Hommes,15 ans et plus,14.3
2020,Terre-Neuve-et-Labrador,Hommes,15 ans et plus,17.6
2015,Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,20.9
2016,Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,21.1
2017,Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,21.3
2018,Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,22.0
2019,Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,20.3
2020,Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,22.9
2015,Terre-Neuve-et-Labrador,Hommes,25 ans et plus,15.1
2016,Terre-Neuve-et-Labrador,Hommes,25 ans et plus,16.3
2017,Terre-Neuve-et-Labrador,Hommes,25 ans et plus,18.2
2018,Terre-Neuve-et-Labrador,Hommes,25 ans et plus,16.1
2019,Terre-Neuve-et-Labrador,Hommes,25 ans et plus,13.5
2020,Terre-Neuve-et-Labrador,Hommes,25 ans et plus,16.8
2015,Terre-Neuve-et-Labrador,Hommes,25 à 44 ans,12.4
2016,Terre-Neuve-et-Labrador,Hommes,25 à 44 ans,15.6
2017,Terre-Neuve-et-Labrador,Hommes,25 à 44 ans,16.5
2018,Terre-Neuve-et-Labrador,Hommes,25 à 44 ans,13.8
2019,Terre-Neuve-et-Labrador,Hommes,25 à 44 ans,11.5
2020,Terre-Neuve-et-Labrador,Hommes,25 à 44 ans,15.2
2015,Terre-Neuve-et-Labrador,Hommes,45 à 64 ans,17.1
2016,Terre-Neuve-et-Labrador,Hommes,45 à 64 ans,16.6
2017,Terre-Neuve-et-Labrador,Hommes,45 à 64 ans,19.6
2018,Terre-Neuve-et-Labrador,Hommes,45 à 64 ans,17.6
2019,Terre-Neuve-et-Labrador,Hommes,45 à 64 ans,14.9
2020,Terre-Neuve-et-Labrador,Hommes,45 à 64 ans,17.9
2015,Terre-Neuve-et-Labrador,Hommes,45 ans et plus,17.2
2016,Terre-Neuve-et-Labrador,Hommes,45 ans et plus,16.8
2017,Terre-Neuve-et-Labrador,Hommes,45 ans et plus,19.6
2018,Terre-Neuve-et-Labrador,Hommes,45 ans et plus,17.8
2019,Terre-Neuve-et-Labrador,Hommes,45 ans et plus,14.9
2020,Terre-Neuve-et-Labrador,Hommes,45 ans et plus,18.1
2015,Terre-Neuve-et-Labrador,Hommes,25 à 54 ans,13.5
2016,Terre-Neuve-et-Labrador,Hommes,25 à 54 ans,14.8
2017,Terre-Neuve-et-Labrador,Hommes,25 à 54 ans,17.1
2018,Terre-Neuve-et-Labrador,Hommes,25 à 54 ans,14.5
2019,Terre-Neuve-et-Labrador,Hommes,25 à 54 ans,12.1
2020,Terre-Neuve-et-Labrador,Hommes,25 à 54 ans,14.8
2015,Terre-Neuve-et-Labrador,Hommes,55 ans et plus,19.4
2016,Terre-Neuve-et-Labrador,Hommes,55 ans et plus,20.2
2017,Terre-Neuve-et-Labrador,Hommes,55 ans et plus,21.1
2018,Terre-Neuve-et-Labrador,Hommes,55 ans et plus,20.1
2019,Terre-Neuve-et-Labrador,Hommes,55 ans et plus,16.9
2020,Terre-Neuve-et-Labrador,Hommes,55 ans et plus,21.8
2015,Terre-Neuve-et-Labrador,Hommes,15 à 64 ans,15.7
2016,Terre-Neuve-et-Labrador,Hommes,15 à 64 ans,16.7
2017,Terre-Neuve-et-Labrador,Hommes,15 à 64 ans,18.6
2018,Terre-Neuve-et-Labrador,Hommes,15 à 64 ans,16.7
2019,Terre-Neuve-et-Labrador,Hommes,15 à 64 ans,14.3
2020,Terre-Neuve-et-Labrador,Hommes,15 à 64 ans,17.4
2015,Terre-Neuve-et-Labrador,Hommes,15 à 19 ans,25.0
2016,Terre-Neuve-et-Labrador,Hommes,15 à 19 ans,19.4
2017,Terre-Neuve-et-Labrador,Hommes,15 à 19 ans,29.2
2018,Terre-Neuve-et-Labrador,Hommes,15 à 19 ans,24.2
2019,Terre-Neuve-et-Labrador,Hommes,15 à 19 ans,25.4
2020,Terre-Neuve-et-Labrador,Hommes,15 à 19 ans,22.2
2015,Terre-Neuve-et-Labrador,Hommes,20 à 24 ans,18.6
2016,Terre-Neuve-et-Labrador,Hommes,20 à 24 ans,22.0
2017,Terre-Neuve-et-Labrador,Hommes,20 à 24 ans,17.8
2018,Terre-Neuve-et-Labrador,Hommes,20 à 24 ans,20.7
2019,Terre-Neuve-et-Labrador,Hommes,20 à 24 ans,17.5
2020,Terre-Neuve-et-Labrador,Hommes,20 à 24 ans,23.2
2015,Terre-Neuve-et-Labrador,Hommes,25 à 29 ans,13.7
2016,Terre-Neuve-et-Labrador,Hommes,25 à 29 ans,20.8
2017,Terre-Neuve-et-Labrador,Hommes,25 à 29 ans,20.3
2018,Terre-Neuve-et-Labrador,Hommes,25 à 29 ans,17.9
2019,Terre-Neuve-et-Labrador,Hommes,25 à 29 ans,16.9
2020,Terre-Neuve-et-Labrador,Hommes,25 à 29 ans,18.0
2015,Terre-Neuve-et-Labrador,Hommes,30 à 34 ans,11.8
2016,Terre-Neuve-et-Labrador,Hommes,30 à 34 ans,15.3
2017,Terre-Neuve-et-Labrador,Hommes,30 à 34 ans,16.0
2018,Terre-Neuve-et-Labrador,Hommes,30 à 34 ans,14.3
2019,Terre-Neuve-et-Labrador,Hommes,30 à 34 ans,9.5
2020,Terre-Neuve-et-Labrador,Hommes,30 à 34 ans,17.2
2015,Terre-Neuve-et-Labrador,Hommes,35 à 39 ans,11.7
2016,Terre-Neuve-et-Labrador,Hommes,35 à 39 ans,10.5
2017,Terre-Neuve-et-Labrador,Hommes,35 à 39 ans,13.6
2018,Terre-Neuve-et-Labrador,Hommes,35 à 39 ans,11.1
2019,Terre-Neuve-et-Labrador,Hommes,35 à 39 ans,8.9
2020,Terre-Neuve-et-Labrador,Hommes,35 à 39 ans,12.2
2015,Terre-Neuve-et-Labrador,Hommes,40 à 44 ans,11.7
2016,Terre-Neuve-et-Labrador,Hommes,40 à 44 ans,16.0
2017,Terre-Neuve-et-Labrador,Hommes,40 à 44 ans,15.9
2018,Terre-Neuve-et-Labrador,Hommes,40 à 44 ans,12.9
2019,Terre-Neuve-et-Labrador,Hommes,40 à 44 ans,10.6
2020,Terre-Neuve-et-Labrador,Hommes,40 à 44 ans,13.5
2015,Terre-Neuve-et-Labrador,Hommes,45 à 49 ans,13.6
2016,Terre-Neuve-et-Labrador,Hommes,45 à 49 ans,13.1
2017,Terre-Neuve-et-Labrador,Hommes,45 à 49 ans,15.6
2018,Terre-Neuve-et-Labrador,Hommes,45 à 49 ans,15.0
2019,Terre-Neuve-et-Labrador,Hommes,45 à 49 ans,11.0
2020,Terre-Neuve-et-Labrador,Hommes,45 à 49 ans,13.1
2015,Terre-Neuve-et-Labrador,Hommes,50 à 54 ans,16.6
2016,Terre-Neuve-et-Labrador,Hommes,50 à 54 ans,14.5
2017,Terre-Neuve-et-Labrador,Hommes,50 à 54 ans,20.2
2018,Terre-Neuve-et-Labrador,Hommes,50 à 54 ans,15.9
2019,Terre-Neuve-et-Labrador,Hommes,50 à 54 ans,14.3
2020,Terre-Neuve-et-Labrador,Hommes,50 à 54 ans,14.8
2015,Terre-Neuve-et-Labrador,Hommes,55 à 59 ans,17.8
2016,Terre-Neuve-et-Labrador,Hommes,55 à 59 ans,18.0
2017,Terre-Neuve-et-Labrador,Hommes,55 à 59 ans,20.4
2018,Terre-Neuve-et-Labrador,Hommes,55 à 59 ans,16.9
2019,Terre-Neuve-et-Labrador,Hommes,55 à 59 ans,16.1
2020,Terre-Neuve-et-Labrador,Hommes,55 à 59 ans,21.1
2015,Terre-Neuve-et-Labrador,Hommes,60 à 64 ans,21.1
2016,Terre-Neuve-et-Labrador,Hommes,60 à 64 ans,23.3
2017,Terre-Neuve-et-Labrador,Hommes,60 à 64 ans,23.2
2018,Terre-Neuve-et-Labrador,Hommes,60 à 64 ans,24.8
2019,Terre-Neuve-et-Labrador,Hommes,60 à 64 ans,18.6
2020,Terre-Neuve-et-Labrador,Hommes,60 à 64 ans,23.5
2015,Terre-Neuve-et-Labrador,Hommes,65 ans et plus,
2016,Terre-Neuve-et-Labrador,Hommes,65 ans et plus,
2017,Terre-Neuve-et-Labrador,Hommes,65 ans et plus,
2018,Terre-Neuve-et-Labrador,Hommes,65 ans et plus,19.7
2019,Terre-Neuve-et-Labrador,Hommes,65 ans et plus,
2020,Terre-Neuve-et-Labrador,Hommes,65 ans et plus,
2015,Terre-Neuve-et-Labrador,Hommes,65 à 69 ans,
2016,Terre-Neuve-et-Labrador,Hommes,65 à 69 ans,
2017,Terre-Neuve-et-Labrador,Hommes,65 à 69 ans,
2018,Terre-Neuve-et-Labrador,Hommes,65 à 69 ans,18.8
2019,Terre-Neuve-et-Labrador,Hommes,65 à 69 ans,
2020,Terre-Neuve-et-Labrador,Hommes,65 à 69 ans,
2015,Terre-Neuve-et-Labrador,Hommes,70 ans et plus,
2016,Terre-Neuve-et-Labrador,Hommes,70 ans et plus,
2017,Terre-Neuve-et-Labrador,Hommes,70 ans et plus,
2018,Terre-Neuve-et-Labrador,Hommes,70 ans et plus,
2019,Terre-Neuve-et-Labrador,Hommes,70 ans et plus,
2020,Terre-Neuve-et-Labrador,Hommes,70 ans et plus,
2015,Terre-Neuve-et-Labrador,Femmes,15 ans et plus,10.2
2016,Terre-Neuve-et-Labrador,Femmes,15 ans et plus,10.8
2017,Terre-Neuve-et-Labrador,Femmes,15 ans et plus,11.2
2018,Terre-Neuve-et-Labrador,Femmes,15 ans et plus,11.2
2019,Terre-Neuve-et-Labrador,Femmes,15 ans et plus,9.9
2020,Terre-Neuve-et-Labrador,Femmes,15 ans et plus,10.3
2015,Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,12.0
2016,Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,12.6
2017,Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,13.3
2018,Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,14.9
2019,Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,17.1
2020,Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,15.5
2015,Terre-Neuve-et-Labrador,Femmes,25 ans et plus,9.8
2016,Terre-Neuve-et-Labrador,Femmes,25 ans et plus,10.4
2017,Terre-Neuve-et-Labrador,Femmes,25 ans et plus,10.9
2018,Terre-Neuve-et-Labrador,Femmes,25 ans et plus,10.7
2019,Terre-Neuve-et-Labrador,Femmes,25 ans et plus,8.8
2020,Terre-Neuve-et-Labrador,Femmes,25 ans et plus,9.5
2015,Terre-Neuve-et-Labrador,Femmes,25 à 44 ans,8.9
2016,Terre-Neuve-et-Labrador,Femmes,25 à 44 ans,10.3
2017,Terre-Neuve-et-Labrador,Femmes,25 à 44 ans,8.9
2018,Terre-Neuve-et-Labrador,Femmes,25 à 44 ans,9.3
2019,Terre-Neuve-et-Labrador,Femmes,25 à 44 ans,8.1
2020,Terre-Neuve-et-Labrador,Femmes,25 à 44 ans,8.6
2015,Terre-Neuve-et-Labrador,Femmes,45 à 64 ans,10.8
2016,Terre-Neuve-et-Labrador,Femmes,45 à 64 ans,10.7
2017,Terre-Neuve-et-Labrador,Femmes,45 à 64 ans,12.6
2018,Terre-Neuve-et-Labrador,Femmes,45 à 64 ans,11.6
2019,Terre-Neuve-et-Labrador,Femmes,45 à 64 ans,9.8
2020,Terre-Neuve-et-Labrador,Femmes,45 à 64 ans,9.7
2015,Terre-Neuve-et-Labrador,Femmes,45 ans et plus,10.7
2016,Terre-Neuve-et-Labrador,Femmes,45 ans et plus,10.7
2017,Terre-Neuve-et-Labrador,Femmes,45 ans et plus,12.6
2018,Terre-Neuve-et-Labrador,Femmes,45 ans et plus,11.8
2019,Terre-Neuve-et-Labrador,Femmes,45 ans et plus,9.6
2020,Terre-Neuve-et-Labrador,Femmes,45 ans et plus,10.1
2015,Terre-Neuve-et-Labrador,Femmes,25 à 54 ans,9.0
2016,Terre-Neuve-et-Labrador,Femmes,25 à 54 ans,10.0
2017,Terre-Neuve-et-Labrador,Femmes,25 à 54 ans,9.5
2018,Terre-Neuve-et-Labrador,Femmes,25 à 54 ans,9.8
2019,Terre-Neuve-et-Labrador,Femmes,25 à 54 ans,8.1
2020,Terre-Neuve-et-Labrador,Femmes,25 à 54 ans,8.3
2015,Terre-Neuve-et-Labrador,Femmes,55 ans et plus,12.7
2016,Terre-Neuve-et-Labrador,Femmes,55 ans et plus,12.3
2017,Terre-Neuve-et-Labrador,Femmes,55 ans et plus,15.3
2018,Terre-Neuve-et-Labrador,Femmes,55 ans et plus,13.3
2019,Terre-Neuve-et-Labrador,Femmes,55 ans et plus,11.3
2020,Terre-Neuve-et-Labrador,Femmes,55 ans et plus,13.0
2015,Terre-Neuve-et-Labrador,Femmes,15 à 64 ans,10.2
2016,Terre-Neuve-et-Labrador,Femmes,15 à 64 ans,10.8
2017,Terre-Neuve-et-Labrador,Femmes,15 à 64 ans,11.2
2018,Terre-Neuve-et-Labrador,Femmes,15 à 64 ans,11.1
2019,Terre-Neuve-et-Labrador,Femmes,15 à 64 ans,10.1
2020,Terre-Neuve-et-Labrador,Femmes,15 à 64 ans,10.1
2015,Terre-Neuve-et-Labrador,Femmes,15 à 19 ans,14.5
2016,Terre-Neuve-et-Labrador,Femmes,15 à 19 ans,17.5
2017,Terre-Neuve-et-Labrador,Femmes,15 à 19 ans,17.5
2018,Terre-Neuve-et-Labrador,Femmes,15 à 19 ans,20.0
2019,Terre-Neuve-et-Labrador,Femmes,15 à 19 ans,22.4
2020,Terre-Neuve-et-Labrador,Femmes,15 à 19 ans,23.1
2015,Terre-Neuve-et-Labrador,Femmes,20 à 24 ans,10.3
2016,Terre-Neuve-et-Labrador,Femmes,20 à 24 ans,10.7
2017,Terre-Neuve-et-Labrador,Femmes,20 à 24 ans,10.8
2018,Terre-Neuve-et-Labrador,Femmes,20 à 24 ans,12.8
2019,Terre-Neuve-et-Labrador,Femmes,20 à 24 ans,14.0
2020,Terre-Neuve-et-Labrador,Femmes,20 à 24 ans,11.3
2015,Terre-Neuve-et-Labrador,Femmes,25 à 29 ans,9.1
2016,Terre-Neuve-et-Labrador,Femmes,25 à 29 ans,10.0
2017,Terre-Neuve-et-Labrador,Femmes,25 à 29 ans,11.5
2018,Terre-Neuve-et-Labrador,Femmes,25 à 29 ans,10.6
2019,Terre-Neuve-et-Labrador,Femmes,25 à 29 ans,11.0
2020,Terre-Neuve-et-Labrador,Femmes,25 à 29 ans,9.6
2015,Terre-Neuve-et-Labrador,Femmes,30 à 34 ans,8.9
2016,Terre-Neuve-et-Labrador,Femmes,30 à 34 ans,11.5
2017,Terre-Neuve-et-Labrador,Femmes,30 à 34 ans,9.7
2018,Terre-Neuve-et-Labrador,Femmes,30 à 34 ans,8.9
2019,Terre-Neuve-et-Labrador,Femmes,30 à 34 ans,6.1
2020,Terre-Neuve-et-Labrador,Femmes,30 à 34 ans,9.1
2015,Terre-Neuve-et-Labrador,Femmes,35 à 39 ans,8.0
2016,Terre-Neuve-et-Labrador,Femmes,35 à 39 ans,10.1
2017,Terre-Neuve-et-Labrador,Femmes,35 à 39 ans,7.6
2018,Terre-Neuve-et-Labrador,Femmes,35 à 39 ans,9.2
2019,Terre-Neuve-et-Labrador,Femmes,35 à 39 ans,7.2
2020,Terre-Neuve-et-Labrador,Femmes,35 à 39 ans,5.7
2015,Terre-Neuve-et-Labrador,Femmes,40 à 44 ans,9.4
2016,Terre-Neuve-et-Labrador,Femmes,40 à 44 ans,9.8
2017,Terre-Neuve-et-Labrador,Femmes,40 à 44 ans,7.4
2018,Terre-Neuve-et-Labrador,Femmes,40 à 44 ans,9.2
2019,Terre-Neuve-et-Labrador,Femmes,40 à 44 ans,7.8
2020,Terre-Neuve-et-Labrador,Femmes,40 à 44 ans,11.1
2015,Terre-Neuve-et-Labrador,Femmes,45 à 49 ans,7.5
2016,Terre-Neuve-et-Labrador,Femmes,45 à 49 ans,8.7
2017,Terre-Neuve-et-Labrador,Femmes,45 à 49 ans,9.5
2018,Terre-Neuve-et-Labrador,Femmes,45 à 49 ans,10.1
2019,Terre-Neuve-et-Labrador,Femmes,45 à 49 ans,7.6
2020,Terre-Neuve-et-Labrador,Femmes,45 à 49 ans,8.0
2015,Terre-Neuve-et-Labrador,Femmes,50 à 54 ans,10.4
2016,Terre-Neuve-et-Labrador,Femmes,50 à 54 ans,10.4
2017,Terre-Neuve-et-Labrador,Femmes,50 à 54 ans,11.7
2018,Terre-Neuve-et-Labrador,Femmes,50 à 54 ans,11.1
2019,Terre-Neuve-et-Labrador,Femmes,50 à 54 ans,8.6
2020,Terre-Neuve-et-Labrador,Femmes,50 à 54 ans,7.6
2015,Terre-Neuve-et-Labrador,Femmes,55 à 59 ans,12.0
2016,Terre-Neuve-et-Labrador,Femmes,55 à 59 ans,9.9
2017,Terre-Neuve-et-Labrador,Femmes,55 à 59 ans,13.3
2018,Terre-Neuve-et-Labrador,Femmes,55 à 59 ans,12.8
2019,Terre-Neuve-et-Labrador,Femmes,55 à 59 ans,10.9
2020,Terre-Neuve-et-Labrador,Femmes,55 à 59 ans,10.4
2015,Terre-Neuve-et-Labrador,Femmes,60 à 64 ans,15.7
2016,Terre-Neuve-et-Labrador,Femmes,60 à 64 ans,17.9
2017,Terre-Neuve-et-Labrador,Femmes,60 à 64 ans,21.3
2018,Terre-Neuve-et-Labrador,Femmes,60 à 64 ans,14.8
2019,Terre-Neuve-et-Labrador,Femmes,60 à 64 ans,13.6
2020,Terre-Neuve-et-Labrador,Femmes,60 à 64 ans,17.8
2015,Terre-Neuve-et-Labrador,Femmes,65 ans et plus,
2016,Terre-Neuve-et-Labrador,Femmes,65 ans et plus,
2017,Terre-Neuve-et-Labrador,Femmes,65 ans et plus,
2018,Terre-Neuve-et-Labrador,Femmes,65 ans et plus,14.0
2019,Terre-Neuve-et-Labrador,Femmes,65 ans et plus,
2020,Terre-Neuve-et-Labrador,Femmes,65 ans et plus,
2015,Terre-Neuve-et-Labrador,Femmes,65 à 69 ans,
2016,Terre-Neuve-et-Labrador,Femmes,65 à 69 ans,
2017,Terre-Neuve-et-Labrador,Femmes,65 à 69 ans,
2018,Terre-Neuve-et-Labrador,Femmes,65 à 69 ans,15.2
2019,Terre-Neuve-et-Labrador,Femmes,65 à 69 ans,
2020,Terre-Neuve-et-Labrador,Femmes,65 à 69 ans,
2015,Terre-Neuve-et-Labrador,Femmes,70 ans et plus,
2016,Terre-Neuve-et-Labrador,Femmes,70 ans et plus,
2017,Terre-Neuve-et-Labrador,Femmes,70 ans et plus,
2018,Terre-Neuve-et-Labrador,Femmes,70 ans et plus,
2019,Terre-Neuve-et-Labrador,Femmes,70 ans et plus,
2020,Terre-Neuve-et-Labrador,Femmes,70 ans et plus,
2015,Île-du-Prince-Édouard,Les deux sexes,15 ans et plus,10.5
2016,Île-du-Prince-Édouard,Les deux sexes,15 ans et plus,10.9
2017,Île-du-Prince-Édouard,Les deux sexes,15 ans et plus,9.9
2018,Île-du-Prince-Édouard,Les deux sexes,15 ans et plus,9.4
2019,Île-du-Prince-Édouard,Les deux sexes,15 ans et plus,8.8
2020,Île-du-Prince-Édouard,Les deux sexes,15 ans et plus,10.4
2015,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,15.4
2016,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,15.3
2017,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,13.5
2018,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,12.9
2019,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,10.6
2020,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,16.4
2015,Île-du-Prince-Édouard,Les deux sexes,25 ans et plus,9.6
2016,Île-du-Prince-Édouard,Les deux sexes,25 ans et plus,10.0
2017,Île-du-Prince-Édouard,Les deux sexes,25 ans et plus,9.3
2018,Île-du-Prince-Édouard,Les deux sexes,25 ans et plus,9.0
2019,Île-du-Prince-Édouard,Les deux sexes,25 ans et plus,8.4
2020,Île-du-Prince-Édouard,Les deux sexes,25 ans et plus,9.3
2015,Île-du-Prince-Édouard,Les deux sexes,25 à 44 ans,9.7
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 44 ans,8.8
2017,Île-du-Prince-Édouard,Les deux sexes,25 à 44 ans,9.1
2018,Île-du-Prince-Édouard,Les deux sexes,25 à 44 ans,8.2
2019,Île-du-Prince-Édouard,Les deux sexes,25 à 44 ans,7.3
2020,Île-du-Prince-Édouard,Les deux sexes,25 à 44 ans,9.7
2015,Île-du-Prince-Édouard,Les deux sexes,45 à 64 ans,9.4
2016,Île-du-Prince-Édouard,Les deux sexes,45 à 64 ans,10.5
2017,Île-du-Prince-Édouard,Les deux sexes,45 à 64 ans,9.1
2018,Île-du-Prince-Édouard,Les deux sexes,45 à 64 ans,9.3
2019,Île-du-Prince-Édouard,Les deux sexes,45 à 64 ans,9.1
2020,Île-du-Prince-Édouard,Les deux sexes,45 à 64 ans,8.6
2015,Île-du-Prince-Édouard,Les deux sexes,45 ans et plus,9.6
2016,Île-du-Prince-Édouard,Les deux sexes,45 ans et plus,10.8
2017,Île-du-Prince-Édouard,Les deux sexes,45 ans et plus,9.4
2018,Île-du-Prince-Édouard,Les deux sexes,45 ans et plus,9.3
2019,Île-du-Prince-Édouard,Les deux sexes,45 ans et plus,9.3
2020,Île-du-Prince-Édouard,Les deux sexes,45 ans et plus,8.9
2015,Île-du-Prince-Édouard,Les deux sexes,25 à 54 ans,8.9
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 54 ans,9.0
2017,Île-du-Prince-Édouard,Les deux sexes,25 à 54 ans,8.7
2018,Île-du-Prince-Édouard,Les deux sexes,25 à 54 ans,8.2
2019,Île-du-Prince-Édouard,Les deux sexes,25 à 54 ans,7.5
2020,Île-du-Prince-Édouard,Les deux sexes,25 à 54 ans,9.2
2015,Île-du-Prince-Édouard,Les deux sexes,55 ans et plus,11.5
2016,Île-du-Prince-Édouard,Les deux sexes,55 ans et plus,13.0
2017,Île-du-Prince-Édouard,Les deux sexes,55 ans et plus,10.6
2018,Île-du-Prince-Édouard,Les deux sexes,55 ans et plus,10.8
2019,Île-du-Prince-Édouard,Les deux sexes,55 ans et plus,10.6
2020,Île-du-Prince-Édouard,Les deux sexes,55 ans et plus,9.4
2015,Île-du-Prince-Édouard,Les deux sexes,15 à 64 ans,10.5
2016,Île-du-Prince-Édouard,Les deux sexes,15 à 64 ans,10.8
2017,Île-du-Prince-Édouard,Les deux sexes,15 à 64 ans,9.8
2018,Île-du-Prince-Édouard,Les deux sexes,15 à 64 ans,9.4
2019,Île-du-Prince-Édouard,Les deux sexes,15 à 64 ans,8.6
2020,Île-du-Prince-Édouard,Les deux sexes,15 à 64 ans,10.4
2015,Île-du-Prince-Édouard,Les deux sexes,15 à 19 ans,20.0
2016,Île-du-Prince-Édouard,Les deux sexes,15 à 19 ans,18.0
2017,Île-du-Prince-Édouard,Les deux sexes,15 à 19 ans,18.4
2018,Île-du-Prince-Édouard,Les deux sexes,15 à 19 ans,14.3
2019,Île-du-Prince-Édouard,Les deux sexes,15 à 19 ans,12.0
2020,Île-du-Prince-Édouard,Les deux sexes,15 à 19 ans,20.0
2015,Île-du-Prince-Édouard,Les deux sexes,20 à 24 ans,12.5
2016,Île-du-Prince-Édouard,Les deux sexes,20 à 24 ans,13.5
2017,Île-du-Prince-Édouard,Les deux sexes,20 à 24 ans,10.5
2018,Île-du-Prince-Édouard,Les deux sexes,20 à 24 ans,12.0
2019,Île-du-Prince-Édouard,Les deux sexes,20 à 24 ans,9.8
2020,Île-du-Prince-Édouard,Les deux sexes,20 à 24 ans,14.6
2015,Île-du-Prince-Édouard,Les deux sexes,25 à 29 ans,11.3
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 29 ans,8.3
2017,Île-du-Prince-Édouard,Les deux sexes,25 à 29 ans,10.5
2018,Île-du-Prince-Édouard,Les deux sexes,25 à 29 ans,8.9
2019,Île-du-Prince-Édouard,Les deux sexes,25 à 29 ans,7.1
2020,Île-du-Prince-Édouard,Les deux sexes,25 à 29 ans,12.6
2015,Île-du-Prince-Édouard,Les deux sexes,30 à 34 ans,9.7
2016,Île-du-Prince-Édouard,Les deux sexes,30 à 34 ans,8.3
2017,Île-du-Prince-Édouard,Les deux sexes,30 à 34 ans,8.0
2018,Île-du-Prince-Édouard,Les deux sexes,30 à 34 ans,10.5
2019,Île-du-Prince-Édouard,Les deux sexes,30 à 34 ans,9.0
2020,Île-du-Prince-Édouard,Les deux sexes,30 à 34 ans,7.7
2015,Île-du-Prince-Édouard,Les deux sexes,35 à 39 ans,9.7
