Year,Géographie,Genre de travail,Classification nationale des professions (CNP),Âge,GeoCode,Value
2015,Terre-Neuve-et-Labrador,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,10,
2015,Terre-Neuve-et-Labrador,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,10,
2015,Terre-Neuve-et-Labrador,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,10,
2015,Terre-Neuve-et-Labrador,Employés à temps partiel,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,10,
2015,Terre-Neuve-et-Labrador,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",15 ans et plus,10,
2015,Terre-Neuve-et-Labrador,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,10,
2015,Terre-Neuve-et-Labrador,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,10,
2015,Terre-Neuve-et-Labrador,Employés à temps partiel,"Ressources naturelles, agriculture et production connexe",55 ans et plus,10,
2015,Terre-Neuve-et-Labrador,Employés à temps partiel,Fabrication et services d'utilité publique,15 ans et plus,10,
2015,Terre-Neuve-et-Labrador,Employés à temps partiel,Fabrication et services d'utilité publique,15 à 24 ans,10,
2015,Terre-Neuve-et-Labrador,Employés à temps partiel,Fabrication et services d'utilité publique,25 à 54 ans,10,
2015,Terre-Neuve-et-Labrador,Employés à temps partiel,Fabrication et services d'utilité publique,55 ans et plus,10,
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",15 ans et plus,11,0.95
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",15 à 24 ans,11,1.01
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",25 à 54 ans,11,0.96
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Total des employés, toutes les professions",55 ans et plus,11,0.91
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,15 ans et plus,11,0.84
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,25 à 54 ans,11,0.84
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Gestion,55 ans et plus,11,0.8
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",15 ans et plus,11,0.92
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",15 à 24 ans,11,0.93
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",25 à 54 ans,11,0.92
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Affaires, finance et administration",55 ans et plus,11,0.88
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,11,1.01
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,11,0.95
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,11,
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,15 ans et plus,11,0.89
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,25 à 54 ans,11,0.93
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Secteur de la santé,55 ans et plus,11,
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,11,0.79
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,11,0.81
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,11,0.85
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",15 ans et plus,11,0.73
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",25 à 54 ans,11,0.69
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Arts, culture, sports et loisirs",55 ans et plus,11,
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Vente et services,15 ans et plus,11,0.95
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Vente et services,15 à 24 ans,11,1.01
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Vente et services,25 à 54 ans,11,0.87
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Vente et services,55 ans et plus,11,0.74
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,11,0.87
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,11,0.79
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,11,1.0
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",15 ans et plus,11,0.91
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,11,0.88
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,"Ressources naturelles, agriculture et production connexe",55 ans et plus,11,
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,15 ans et plus,11,0.86
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,25 à 54 ans,11,0.8
2015,Île-du-Prince-Édouard,Ensemble des employés à temps plein et à temps partiel,Fabrication et services d'utilité publique,55 ans et plus,11,0.93
2015,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",15 ans et plus,11,0.98
2015,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",15 à 24 ans,11,0.92
2015,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",25 à 54 ans,11,0.97
2015,Île-du-Prince-Édouard,Employés à temps plein,"Total des employés, toutes les professions",55 ans et plus,11,0.95
2015,Île-du-Prince-Édouard,Employés à temps plein,Gestion,15 ans et plus,11,0.84
2015,Île-du-Prince-Édouard,Employés à temps plein,Gestion,15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Employés à temps plein,Gestion,25 à 54 ans,11,0.84
2015,Île-du-Prince-Édouard,Employés à temps plein,Gestion,55 ans et plus,11,0.78
2015,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration",15 ans et plus,11,0.92
2015,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration",15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration",25 à 54 ans,11,0.9
2015,Île-du-Prince-Édouard,Employés à temps plein,"Affaires, finance et administration",55 ans et plus,11,0.9
2015,Île-du-Prince-Édouard,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,11,1.01
2015,Île-du-Prince-Édouard,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,11,0.95
2015,Île-du-Prince-Édouard,Employés à temps plein,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,11,
2015,Île-du-Prince-Édouard,Employés à temps plein,Secteur de la santé,15 ans et plus,11,0.89
2015,Île-du-Prince-Édouard,Employés à temps plein,Secteur de la santé,15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Employés à temps plein,Secteur de la santé,25 à 54 ans,11,0.87
2015,Île-du-Prince-Édouard,Employés à temps plein,Secteur de la santé,55 ans et plus,11,
2015,Île-du-Prince-Édouard,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 ans et plus,11,0.81
2015,Île-du-Prince-Édouard,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",25 à 54 ans,11,0.81
2015,Île-du-Prince-Édouard,Employés à temps plein,"Enseignement, droit et services sociaux, communautaires et gouvernementaux",55 ans et plus,11,
2015,Île-du-Prince-Édouard,Employés à temps plein,"Arts, culture, sports et loisirs",15 ans et plus,11,0.73
2015,Île-du-Prince-Édouard,Employés à temps plein,"Arts, culture, sports et loisirs",15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Employés à temps plein,"Arts, culture, sports et loisirs",25 à 54 ans,11,
2015,Île-du-Prince-Édouard,Employés à temps plein,"Arts, culture, sports et loisirs",55 ans et plus,11,
2015,Île-du-Prince-Édouard,Employés à temps plein,Vente et services,15 ans et plus,11,0.9
2015,Île-du-Prince-Édouard,Employés à temps plein,Vente et services,15 à 24 ans,11,1.0
2015,Île-du-Prince-Édouard,Employés à temps plein,Vente et services,25 à 54 ans,11,0.89
2015,Île-du-Prince-Édouard,Employés à temps plein,Vente et services,55 ans et plus,11,0.74
2015,Île-du-Prince-Édouard,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",15 ans et plus,11,0.91
2015,Île-du-Prince-Édouard,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",25 à 54 ans,11,0.69
2015,Île-du-Prince-Édouard,Employés à temps plein,"Métiers, transport, machinerie et domaines apparentés",55 ans et plus,11,
2015,Île-du-Prince-Édouard,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",15 ans et plus,11,0.9
2015,Île-du-Prince-Édouard,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",25 à 54 ans,11,0.88
2015,Île-du-Prince-Édouard,Employés à temps plein,"Ressources naturelles, agriculture et production connexe",55 ans et plus,11,
2015,Île-du-Prince-Édouard,Employés à temps plein,Fabrication et services d'utilité publique,15 ans et plus,11,0.88
2015,Île-du-Prince-Édouard,Employés à temps plein,Fabrication et services d'utilité publique,15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Employés à temps plein,Fabrication et services d'utilité publique,25 à 54 ans,11,0.83
2015,Île-du-Prince-Édouard,Employés à temps plein,Fabrication et services d'utilité publique,55 ans et plus,11,1.04
2015,Île-du-Prince-Édouard,Employés à temps partiel,"Total des employés, toutes les professions",15 ans et plus,11,1.07
2015,Île-du-Prince-Édouard,Employés à temps partiel,"Total des employés, toutes les professions",15 à 24 ans,11,1.02
2015,Île-du-Prince-Édouard,Employés à temps partiel,"Total des employés, toutes les professions",25 à 54 ans,11,1.0
2015,Île-du-Prince-Édouard,Employés à temps partiel,"Total des employés, toutes les professions",55 ans et plus,11,0.74
2015,Île-du-Prince-Édouard,Employés à temps partiel,Gestion,15 ans et plus,11,
2015,Île-du-Prince-Édouard,Employés à temps partiel,Gestion,15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Employés à temps partiel,Gestion,25 à 54 ans,11,
2015,Île-du-Prince-Édouard,Employés à temps partiel,Gestion,55 ans et plus,11,
2015,Île-du-Prince-Édouard,Employés à temps partiel,"Affaires, finance et administration",15 ans et plus,11,1.46
2015,Île-du-Prince-Édouard,Employés à temps partiel,"Affaires, finance et administration",15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Employés à temps partiel,"Affaires, finance et administration",25 à 54 ans,11,
2015,Île-du-Prince-Édouard,Employés à temps partiel,"Affaires, finance et administration",55 ans et plus,11,
2015,Île-du-Prince-Édouard,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 ans et plus,11,
2015,Île-du-Prince-Édouard,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,15 à 24 ans,11,
2015,Île-du-Prince-Édouard,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,25 à 54 ans,11,
2015,Île-du-Prince-Édouard,Employés à temps partiel,Sciences naturelles et appliquées et domaines apparentés,55 ans et plus,11,
