Year,Géographie,Sexe,Groupe d'âge,Caractéristiques démographiques déterminées,GeoCode,Value
2016,Terre-Neuve-et-Labrador,Femmes,25 à 64 ans,Pas une minorité visible,10,84.4
2016,Terre-Neuve-et-Labrador,Femmes,25 à 64 ans,data.Total Aboriginal identity,10,80.9
2016,Terre-Neuve-et-Labrador,Femmes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),10,81.7
2016,Terre-Neuve-et-Labrador,Femmes,25 à 64 ans,Métis,10,84.6
2016,Terre-Neuve-et-Labrador,Femmes,25 à 64 ans,Inuk (Inuit),10,75.3
2016,Terre-Neuve-et-Labrador,Femmes,25 à 64 ans,data.Non-Aboriginal identity,10,84.9
2016,Terre-Neuve-et-Labrador,Femmes,65 à 74 ans,"Total, toutes les personnes",10,61.6
2016,Terre-Neuve-et-Labrador,Femmes,65 à 74 ans,Non-immigrants,10,61.0
2016,Terre-Neuve-et-Labrador,Femmes,65 à 74 ans,Immigrants,10,86.4
2016,Terre-Neuve-et-Labrador,Femmes,65 à 74 ans,Résidents non permanents,10,0.0
2016,Terre-Neuve-et-Labrador,Femmes,65 à 74 ans,Total de la population des minorités visibles,10,62.9
2016,Terre-Neuve-et-Labrador,Femmes,65 à 74 ans,Pas une minorité visible,10,61.6
2016,Terre-Neuve-et-Labrador,Femmes,65 à 74 ans,data.Total Aboriginal identity,10,51.7
2016,Terre-Neuve-et-Labrador,Femmes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),10,51.7
2016,Terre-Neuve-et-Labrador,Femmes,65 à 74 ans,Métis,10,51.0
2016,Terre-Neuve-et-Labrador,Femmes,65 à 74 ans,Inuk (Inuit),10,51.2
2016,Terre-Neuve-et-Labrador,Femmes,65 à 74 ans,data.Non-Aboriginal identity,10,62.2
2016,Terre-Neuve-et-Labrador,Femmes,75 ans et plus,"Total, toutes les personnes",10,46.7
2016,Terre-Neuve-et-Labrador,Femmes,75 ans et plus,Non-immigrants,10,46.0
2016,Terre-Neuve-et-Labrador,Femmes,75 ans et plus,Immigrants,10,74.1
2016,Terre-Neuve-et-Labrador,Femmes,75 ans et plus,Résidents non permanents,10,0.0
2016,Terre-Neuve-et-Labrador,Femmes,75 ans et plus,Total de la population des minorités visibles,10,68.8
2016,Terre-Neuve-et-Labrador,Femmes,75 ans et plus,Pas une minorité visible,10,46.6
2016,Terre-Neuve-et-Labrador,Femmes,75 ans et plus,data.Total Aboriginal identity,10,34.8
2016,Terre-Neuve-et-Labrador,Femmes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),10,37.9
2016,Terre-Neuve-et-Labrador,Femmes,75 ans et plus,Métis,10,14.3
2016,Terre-Neuve-et-Labrador,Femmes,75 ans et plus,Inuk (Inuit),10,36.8
2016,Terre-Neuve-et-Labrador,Femmes,75 ans et plus,data.Non-Aboriginal identity,10,47.3
2016,Île-du-Prince-Édouard,Les deux sexes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",11,78.5
2016,Île-du-Prince-Édouard,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,11,77.7
2016,Île-du-Prince-Édouard,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Immigrants,11,88.4
2016,Île-du-Prince-Édouard,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,11,87.8
2016,Île-du-Prince-Édouard,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,11,84.8
2016,Île-du-Prince-Édouard,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,11,78.2
2016,Île-du-Prince-Édouard,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,11,73.5
2016,Île-du-Prince-Édouard,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),11,72.0
2016,Île-du-Prince-Édouard,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Métis,11,79.6
2016,Île-du-Prince-Édouard,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),11,80.0
2016,Île-du-Prince-Édouard,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,11,78.6
2016,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,"Total, toutes les personnes",11,66.3
2016,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,Non-immigrants,11,66.3
2016,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,Immigrants,11,60.6
2016,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,Résidents non permanents,11,78.8
2016,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,Total de la population des minorités visibles,11,65.4
2016,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,Pas une minorité visible,11,66.4
2016,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,data.Total Aboriginal identity,11,64.8
2016,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),11,62.0
2016,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,Métis,11,65.2
2016,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,Inuk (Inuit),11,0.0
2016,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,data.Non-Aboriginal identity,11,66.4
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 64 ans,"Total, toutes les personnes",11,86.1
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 64 ans,Non-immigrants,11,85.4
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 64 ans,Immigrants,11,93.0
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 64 ans,Résidents non permanents,11,93.2
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 64 ans,Total de la population des minorités visibles,11,91.1
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 64 ans,Pas une minorité visible,11,85.8
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 64 ans,data.Total Aboriginal identity,11,79.6
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),11,76.7
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 64 ans,Métis,11,86.1
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 64 ans,Inuk (Inuit),11,85.7
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 64 ans,data.Non-Aboriginal identity,11,86.2
2016,Île-du-Prince-Édouard,Les deux sexes,65 à 74 ans,"Total, toutes les personnes",11,70.0
2016,Île-du-Prince-Édouard,Les deux sexes,65 à 74 ans,Non-immigrants,11,68.5
2016,Île-du-Prince-Édouard,Les deux sexes,65 à 74 ans,Immigrants,11,91.2
2016,Île-du-Prince-Édouard,Les deux sexes,65 à 74 ans,Résidents non permanents,11,150.0
2016,Île-du-Prince-Édouard,Les deux sexes,65 à 74 ans,Total de la population des minorités visibles,11,87.1
2016,Île-du-Prince-Édouard,Les deux sexes,65 à 74 ans,Pas une minorité visible,11,69.9
2016,Île-du-Prince-Édouard,Les deux sexes,65 à 74 ans,data.Total Aboriginal identity,11,61.5
2016,Île-du-Prince-Édouard,Les deux sexes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),11,66.7
2016,Île-du-Prince-Édouard,Les deux sexes,65 à 74 ans,Métis,11,62.5
2016,Île-du-Prince-Édouard,Les deux sexes,65 à 74 ans,Inuk (Inuit),11,0.0
2016,Île-du-Prince-Édouard,Les deux sexes,65 à 74 ans,data.Non-Aboriginal identity,11,70.1
2016,Île-du-Prince-Édouard,Les deux sexes,75 ans et plus,"Total, toutes les personnes",11,55.7
2016,Île-du-Prince-Édouard,Les deux sexes,75 ans et plus,Non-immigrants,11,53.8
2016,Île-du-Prince-Édouard,Les deux sexes,75 ans et plus,Immigrants,11,80.0
2016,Île-du-Prince-Édouard,Les deux sexes,75 ans et plus,Résidents non permanents,11,60.0
2016,Île-du-Prince-Édouard,Les deux sexes,75 ans et plus,Total de la population des minorités visibles,11,61.5
2016,Île-du-Prince-Édouard,Les deux sexes,75 ans et plus,Pas une minorité visible,11,55.7
2016,Île-du-Prince-Édouard,Les deux sexes,75 ans et plus,data.Total Aboriginal identity,11,28.6
2016,Île-du-Prince-Édouard,Les deux sexes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),11,0.0
2016,Île-du-Prince-Édouard,Les deux sexes,75 ans et plus,Métis,11,0.0
2016,Île-du-Prince-Édouard,Les deux sexes,75 ans et plus,Inuk (Inuit),11,0.0
2016,Île-du-Prince-Édouard,Les deux sexes,75 ans et plus,data.Non-Aboriginal identity,11,55.8
2016,Île-du-Prince-Édouard,Hommes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",11,74.3
2016,Île-du-Prince-Édouard,Hommes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,11,73.1
2016,Île-du-Prince-Édouard,Hommes,"Total, personnes âgées de 15 ans et plus",Immigrants,11,88.8
2016,Île-du-Prince-Édouard,Hommes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,11,86.0
2016,Île-du-Prince-Édouard,Hommes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,11,85.0
2016,Île-du-Prince-Édouard,Hommes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,11,73.8
2016,Île-du-Prince-Édouard,Hommes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,11,69.3
2016,Île-du-Prince-Édouard,Hommes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),11,66.9
2016,Île-du-Prince-Édouard,Hommes,"Total, personnes âgées de 15 ans et plus",Métis,11,74.5
2016,Île-du-Prince-Édouard,Hommes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),11,100.0
2016,Île-du-Prince-Édouard,Hommes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,11,74.4
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,"Total, toutes les personnes",11,64.9
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Non-immigrants,11,64.5
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Immigrants,11,64.6
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Résidents non permanents,11,80.0
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Total de la population des minorités visibles,11,66.7
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Pas une minorité visible,11,64.7
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,data.Total Aboriginal identity,11,61.8
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),11,61.0
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Métis,11,64.3
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,Inuk (Inuit),11,0.0
2016,Île-du-Prince-Édouard,Hommes,15 à 24 ans,data.Non-Aboriginal identity,11,65.0
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,"Total, toutes les personnes",11,81.6
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Non-immigrants,11,80.5
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Immigrants,11,93.6
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Résidents non permanents,11,90.1
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Total de la population des minorités visibles,11,91.0
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Pas une minorité visible,11,81.1
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,data.Total Aboriginal identity,11,76.1
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),11,70.9
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Métis,11,83.3
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,Inuk (Inuit),11,100.0
2016,Île-du-Prince-Édouard,Hommes,25 à 64 ans,data.Non-Aboriginal identity,11,81.7
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,"Total, toutes les personnes",11,64.8
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Non-immigrants,11,62.8
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Immigrants,11,89.7
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Résidents non permanents,11,0.0
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Total de la population des minorités visibles,11,81.3
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Pas une minorité visible,11,64.6
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,data.Total Aboriginal identity,11,50.0
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),11,42.9
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Métis,11,60.0
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,Inuk (Inuit),11,0.0
2016,Île-du-Prince-Édouard,Hommes,65 à 74 ans,data.Non-Aboriginal identity,11,64.9
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,"Total, toutes les personnes",11,49.9
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Non-immigrants,11,47.6
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Immigrants,11,80.7
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Résidents non permanents,11,66.7
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Total de la population des minorités visibles,11,60.0
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Pas une minorité visible,11,49.9
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,data.Total Aboriginal identity,11,0.0
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),11,0.0
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Métis,11,100.0
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,Inuk (Inuit),11,0.0
2016,Île-du-Prince-Édouard,Hommes,75 ans et plus,data.Non-Aboriginal identity,11,49.9
2016,Île-du-Prince-Édouard,Femmes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",11,82.4
2016,Île-du-Prince-Édouard,Femmes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,11,81.9
2016,Île-du-Prince-Édouard,Femmes,"Total, personnes âgées de 15 ans et plus",Immigrants,11,88.0
2016,Île-du-Prince-Édouard,Femmes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,11,89.8
2016,Île-du-Prince-Édouard,Femmes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,11,84.6
2016,Île-du-Prince-Édouard,Femmes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,11,82.3
2016,Île-du-Prince-Édouard,Femmes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,11,77.3
2016,Île-du-Prince-Édouard,Femmes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),11,76.8
2016,Île-du-Prince-Édouard,Femmes,"Total, personnes âgées de 15 ans et plus",Métis,11,82.5
2016,Île-du-Prince-Édouard,Femmes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),11,60.0
2016,Île-du-Prince-Édouard,Femmes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,11,82.5
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,"Total, toutes les personnes",11,67.8
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Non-immigrants,11,68.1
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Immigrants,11,57.0
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Résidents non permanents,11,76.9
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Total de la population des minorités visibles,11,64.0
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Pas une minorité visible,11,68.1
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,data.Total Aboriginal identity,11,66.0
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),11,65.8
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Métis,11,60.0
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,Inuk (Inuit),11,100.0
2016,Île-du-Prince-Édouard,Femmes,15 à 24 ans,data.Non-Aboriginal identity,11,67.8
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,"Total, toutes les personnes",11,90.2
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Non-immigrants,11,90.0
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Immigrants,11,92.5
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Résidents non permanents,11,97.0
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Total de la population des minorités visibles,11,91.1
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Pas une minorité visible,11,90.2
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,data.Total Aboriginal identity,11,83.1
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),11,80.9
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Métis,11,88.1
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,Inuk (Inuit),11,66.7
2016,Île-du-Prince-Édouard,Femmes,25 à 64 ans,data.Non-Aboriginal identity,11,90.4
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,"Total, toutes les personnes",11,74.9
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Non-immigrants,11,73.7
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Immigrants,11,93.1
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Résidents non permanents,11,0.0
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Total de la population des minorités visibles,11,86.7
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Pas une minorité visible,11,74.8
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,data.Total Aboriginal identity,11,75.0
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),11,77.8
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Métis,11,66.7
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,Inuk (Inuit),11,0.0
2016,Île-du-Prince-Édouard,Femmes,65 à 74 ans,data.Non-Aboriginal identity,11,74.9
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,"Total, toutes les personnes",11,60.2
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Non-immigrants,11,58.7
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Immigrants,11,80.5
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Résidents non permanents,11,0.0
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Total de la population des minorités visibles,11,66.7
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Pas une minorité visible,11,60.3
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,data.Total Aboriginal identity,11,0.0
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),11,0.0
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Métis,11,0.0
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,Inuk (Inuit),11,0.0
2016,Île-du-Prince-Édouard,Femmes,75 ans et plus,data.Non-Aboriginal identity,11,60.4
2016,Nouvelle-Écosse,Les deux sexes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",12,76.8
2016,Nouvelle-Écosse,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,12,75.9
2016,Nouvelle-Écosse,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Immigrants,12,87.5
2016,Nouvelle-Écosse,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,12,92.6
2016,Nouvelle-Écosse,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,12,81.8
2016,Nouvelle-Écosse,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,12,76.5
2016,Nouvelle-Écosse,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.Total Aboriginal identity,12,70.7
2016,Nouvelle-Écosse,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),12,69.6
2016,Nouvelle-Écosse,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Métis,12,71.6
2016,Nouvelle-Écosse,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),12,79.5
2016,Nouvelle-Écosse,Les deux sexes,"Total, personnes âgées de 15 ans et plus",data.Non-Aboriginal identity,12,77.2
2016,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,"Total, toutes les personnes",12,63.0
2016,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,Non-immigrants,12,61.8
2016,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,Immigrants,12,67.8
2016,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,Résidents non permanents,12,87.9
2016,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,Total de la population des minorités visibles,12,71.6
2016,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,Pas une minorité visible,12,62.0
2016,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,data.Total Aboriginal identity,12,56.4
2016,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),12,53.2
2016,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,Métis,12,60.9
2016,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,Inuk (Inuit),12,69.2
2016,Nouvelle-Écosse,Les deux sexes,15 à 24 ans,data.Non-Aboriginal identity,12,63.6
2016,Nouvelle-Écosse,Les deux sexes,25 à 64 ans,"Total, toutes les personnes",12,84.9
2016,Nouvelle-Écosse,Les deux sexes,25 à 64 ans,Non-immigrants,12,84.2
2016,Nouvelle-Écosse,Les deux sexes,25 à 64 ans,Immigrants,12,92.1
2016,Nouvelle-Écosse,Les deux sexes,25 à 64 ans,Résidents non permanents,12,96.7
