Year,Géographie,Groupe d'âge,Sexe,Type de famille économique,GeoCode,Value
2017,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,9.2
2017,Provinces de l'Atlantique,18 à 64 ans,Homme,Personnes dans les familles économiques,,7.8
2017,Provinces de l'Atlantique,18 à 64 ans,Femme,Personnes dans les familles économiques,,10.4
2017,Provinces de l'Atlantique,Total,Les deux sexes,Personnes hors famille économique,,32.9
2017,Provinces de l'Atlantique,Total,Homme,Personnes hors famille économique,,31.5
2017,Provinces de l'Atlantique,Total,Femme,Personnes hors famille économique,,34.2
2017,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,17.3
2017,Provinces de l'Atlantique,65 ans et plus,Homme,Personnes âgées hors famille économique,,16.6
2017,Provinces de l'Atlantique,65 ans et plus,Femme,Personnes âgées hors famille économique,,17.7
2017,Provinces de l'Atlantique,,Les deux sexes,Personnes non âgées hors famille économique,,40.5
2017,Provinces de l'Atlantique,,Homme,Personnes non âgées hors famille économique,,35.9
2017,Provinces de l'Atlantique,,Femme,Personnes non âgées hors famille économique,,46.1
2018,Provinces de l'Atlantique,Total,Les deux sexes,Total,,12.3
2018,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Total,,13.4
2018,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Total,,13.7
2018,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Total,,7.0
2018,Provinces de l'Atlantique,Total,Homme,Total,,12.1
2018,Provinces de l'Atlantique,Moins de 18 ans,Homme,Total,,13.9
2018,Provinces de l'Atlantique,18 à 64 ans,Homme,Total,,13.8
2018,Provinces de l'Atlantique,65 ans et plus,Homme,Total,,5.2
2018,Provinces de l'Atlantique,Total,Femme,Total,,12.5
2018,Provinces de l'Atlantique,Moins de 18 ans,Femme,Total,,12.9
2018,Provinces de l'Atlantique,18 à 64 ans,Femme,Total,,13.7
2018,Provinces de l'Atlantique,65 ans et plus,Femme,Total,,8.7
2018,Provinces de l'Atlantique,Total,Les deux sexes,Personnes dans les familles économiques,,8.3
2018,Provinces de l'Atlantique,Total,Homme,Personnes dans les familles économiques,,7.9
2018,Provinces de l'Atlantique,Total,Femme,Personnes dans les familles économiques,,8.6
2018,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,2.6
2018,Provinces de l'Atlantique,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,1.8
2018,Provinces de l'Atlantique,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,3.3
2018,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,13.2
2018,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,7.6
2018,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,37.2
2018,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,19.8
2018,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,8.2
2018,Provinces de l'Atlantique,18 à 64 ans,Homme,Personnes dans les familles économiques,,7.6
2018,Provinces de l'Atlantique,18 à 64 ans,Femme,Personnes dans les familles économiques,,8.7
2018,Provinces de l'Atlantique,Total,Les deux sexes,Personnes hors famille économique,,31.8
2018,Provinces de l'Atlantique,Total,Homme,Personnes hors famille économique,,32.9
2018,Provinces de l'Atlantique,Total,Femme,Personnes hors famille économique,,30.8
2018,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,18.3
2018,Provinces de l'Atlantique,65 ans et plus,Homme,Personnes âgées hors famille économique,,17.4
2018,Provinces de l'Atlantique,65 ans et plus,Femme,Personnes âgées hors famille économique,,18.7
2018,Provinces de l'Atlantique,,Les deux sexes,Personnes non âgées hors famille économique,,38.8
2018,Provinces de l'Atlantique,,Homme,Personnes non âgées hors famille économique,,37.9
2018,Provinces de l'Atlantique,,Femme,Personnes non âgées hors famille économique,,39.9
2019,Provinces de l'Atlantique,Total,Les deux sexes,Total,,11.2
2019,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Total,,12.6
2019,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Total,,12.2
2019,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Total,,6.9
2019,Provinces de l'Atlantique,Total,Homme,Total,,9.9
2019,Provinces de l'Atlantique,Moins de 18 ans,Homme,Total,,11.9
2019,Provinces de l'Atlantique,18 à 64 ans,Homme,Total,,10.9
2019,Provinces de l'Atlantique,65 ans et plus,Homme,Total,,4.8
2019,Provinces de l'Atlantique,Total,Femme,Total,,12.4
2019,Provinces de l'Atlantique,Moins de 18 ans,Femme,Total,,13.2
2019,Provinces de l'Atlantique,18 à 64 ans,Femme,Total,,13.5
2019,Provinces de l'Atlantique,65 ans et plus,Femme,Total,,8.8
2019,Provinces de l'Atlantique,Total,Les deux sexes,Personnes dans les familles économiques,,7.6
2019,Provinces de l'Atlantique,Total,Homme,Personnes dans les familles économiques,,7.0
2019,Provinces de l'Atlantique,Total,Femme,Personnes dans les familles économiques,,8.3
2019,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,3.1
2019,Provinces de l'Atlantique,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,3.0
2019,Provinces de l'Atlantique,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,3.3
2019,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,12.0
2019,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,8.5
2019,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,31.2
2019,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,12.0
2019,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.4
2019,Provinces de l'Atlantique,18 à 64 ans,Homme,Personnes dans les familles économiques,,6.5
2019,Provinces de l'Atlantique,18 à 64 ans,Femme,Personnes dans les familles économiques,,8.3
2019,Provinces de l'Atlantique,Total,Les deux sexes,Personnes hors famille économique,,28.2
2019,Provinces de l'Atlantique,Total,Homme,Personnes hors famille économique,,25.0
2019,Provinces de l'Atlantique,Total,Femme,Personnes hors famille économique,,31.0
2019,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,15.9
2019,Provinces de l'Atlantique,65 ans et plus,Homme,Personnes âgées hors famille économique,,11.3
2019,Provinces de l'Atlantique,65 ans et plus,Femme,Personnes âgées hors famille économique,,18.3
2019,Provinces de l'Atlantique,,Les deux sexes,Personnes non âgées hors famille économique,,35.2
2019,Provinces de l'Atlantique,,Homme,Personnes non âgées hors famille économique,,30.0
2019,Provinces de l'Atlantique,,Femme,Personnes non âgées hors famille économique,,40.9
2020,Provinces de l'Atlantique,Total,Les deux sexes,Total,,7.5
2020,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Total,,6.3
2020,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Total,,9.0
2020,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Total,,4.4
2020,Provinces de l'Atlantique,Total,Homme,Total,,6.9
2020,Provinces de l'Atlantique,Moins de 18 ans,Homme,Total,,5.4
2020,Provinces de l'Atlantique,18 à 64 ans,Homme,Total,,8.4
2020,Provinces de l'Atlantique,65 ans et plus,Homme,Total,,3.8
2020,Provinces de l'Atlantique,Total,Femme,Total,,8.1
2020,Provinces de l'Atlantique,Moins de 18 ans,Femme,Total,,7.3
2020,Provinces de l'Atlantique,18 à 64 ans,Femme,Total,,9.5
2020,Provinces de l'Atlantique,65 ans et plus,Femme,Total,,5.0
2020,Provinces de l'Atlantique,Total,Les deux sexes,Personnes dans les familles économiques,,4.5
2020,Provinces de l'Atlantique,Total,Homme,Personnes dans les familles économiques,,4.0
2020,Provinces de l'Atlantique,Total,Femme,Personnes dans les familles économiques,,5.1
2020,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,1.1
2020,Provinces de l'Atlantique,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,1.4
2020,Provinces de l'Atlantique,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,0.9
2020,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,6.2
2020,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,3.1
2020,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,20.5
2020,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,5.0
2020,Provinces de l'Atlantique,18 à 64 ans,Homme,Personnes dans les familles économiques,,4.4
2020,Provinces de l'Atlantique,18 à 64 ans,Femme,Personnes dans les familles économiques,,5.5
2020,Provinces de l'Atlantique,Total,Les deux sexes,Personnes hors famille économique,,21.6
2020,Provinces de l'Atlantique,Total,Homme,Personnes hors famille économique,,21.6
2020,Provinces de l'Atlantique,Total,Femme,Personnes hors famille économique,,21.7
2020,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,12.3
2020,Provinces de l'Atlantique,65 ans et plus,Homme,Personnes âgées hors famille économique,,12.2
2020,Provinces de l'Atlantique,65 ans et plus,Femme,Personnes âgées hors famille économique,,12.3
2020,Provinces de l'Atlantique,,Les deux sexes,Personnes non âgées hors famille économique,,27.1
2020,Provinces de l'Atlantique,,Homme,Personnes non âgées hors famille économique,,25.3
2020,Provinces de l'Atlantique,,Femme,Personnes non âgées hors famille économique,,29.1
2021,Provinces de l'Atlantique,Total,Les deux sexes,Total,,7.8
2021,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Total,,7.1
2021,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Total,,8.4
2021,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Total,,6.8
2021,Provinces de l'Atlantique,Total,Homme,Total,,6.7
2021,Provinces de l'Atlantique,Moins de 18 ans,Homme,Total,,6.0
2021,Provinces de l'Atlantique,18 à 64 ans,Homme,Total,,7.3
2021,Provinces de l'Atlantique,65 ans et plus,Homme,Total,,5.8
2021,Provinces de l'Atlantique,Total,Femme,Total,,8.8
2021,Provinces de l'Atlantique,Moins de 18 ans,Femme,Total,,8.3
2021,Provinces de l'Atlantique,18 à 64 ans,Femme,Total,,9.4
2021,Provinces de l'Atlantique,65 ans et plus,Femme,Total,,7.6
2021,Provinces de l'Atlantique,Total,Les deux sexes,Personnes dans les familles économiques,,4.5
2021,Provinces de l'Atlantique,Total,Homme,Personnes dans les familles économiques,,3.8
2021,Provinces de l'Atlantique,Total,Femme,Personnes dans les familles économiques,,5.2
2021,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,2.1
2021,Provinces de l'Atlantique,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,2.3
2021,Provinces de l'Atlantique,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,1.9
2021,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,6.8
2021,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,2.4
2021,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,33.3
2021,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,4.5
2021,Provinces de l'Atlantique,18 à 64 ans,Homme,Personnes dans les familles économiques,,3.6
2021,Provinces de l'Atlantique,18 à 64 ans,Femme,Personnes dans les familles économiques,,5.5
2021,Provinces de l'Atlantique,Total,Les deux sexes,Personnes hors famille économique,,23.0
2021,Provinces de l'Atlantique,Total,Homme,Personnes hors famille économique,,21.2
2021,Provinces de l'Atlantique,Total,Femme,Personnes hors famille économique,,24.5
2021,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,18.6
2021,Provinces de l'Atlantique,65 ans et plus,Homme,Personnes âgées hors famille économique,,18.9
2021,Provinces de l'Atlantique,65 ans et plus,Femme,Personnes âgées hors famille économique,,18.4
2021,Provinces de l'Atlantique,,Les deux sexes,Personnes non âgées hors famille économique,,25.4
2021,Provinces de l'Atlantique,,Homme,Personnes non âgées hors famille économique,,22.0
2021,Provinces de l'Atlantique,,Femme,Personnes non âgées hors famille économique,,29.2
2022,Provinces de l'Atlantique,Total,Les deux sexes,Total,,11.5
2022,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Total,,12.1
2022,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Total,,12.4
2022,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Total,,8.5
2022,Provinces de l'Atlantique,Total,Homme,Total,,11.1
2022,Provinces de l'Atlantique,Moins de 18 ans,Homme,Total,,12.4
2022,Provinces de l'Atlantique,18 à 64 ans,Homme,Total,,12.1
2022,Provinces de l'Atlantique,65 ans et plus,Homme,Total,,7.2
2022,Provinces de l'Atlantique,Total,Femme,Total,,11.8
2022,Provinces de l'Atlantique,Moins de 18 ans,Femme,Total,,11.8
2022,Provinces de l'Atlantique,18 à 64 ans,Femme,Total,,12.7
2022,Provinces de l'Atlantique,65 ans et plus,Femme,Total,,9.7
2022,Provinces de l'Atlantique,Total,Les deux sexes,Personnes dans les familles économiques,,7.4
2022,Provinces de l'Atlantique,Total,Homme,Personnes dans les familles économiques,,7.0
2022,Provinces de l'Atlantique,Total,Femme,Personnes dans les familles économiques,,7.8
2022,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,3.9
2022,Provinces de l'Atlantique,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,4.1
2022,Provinces de l'Atlantique,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,3.7
2022,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,11.8
2022,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,6.6
2022,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles monoparentales ayant une femme à leur tête,,33.9
2022,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans l'ensemble des autres familles économiques,,15.4
2022,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Personnes dans les familles économiques,,7.0
2022,Provinces de l'Atlantique,18 à 64 ans,Homme,Personnes dans les familles économiques,,6.1
2022,Provinces de l'Atlantique,18 à 64 ans,Femme,Personnes dans les familles économiques,,7.9
2022,Provinces de l'Atlantique,Total,Les deux sexes,Personnes hors famille économique,,30.1
2022,Provinces de l'Atlantique,Total,Homme,Personnes hors famille économique,,30.8
2022,Provinces de l'Atlantique,Total,Femme,Personnes hors famille économique,,29.4
2022,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées hors famille économique,,21.5
2022,Provinces de l'Atlantique,65 ans et plus,Homme,Personnes âgées hors famille économique,,21.1
2022,Provinces de l'Atlantique,65 ans et plus,Femme,Personnes âgées hors famille économique,,21.8
2022,Provinces de l'Atlantique,,Les deux sexes,Personnes non âgées hors famille économique,,34.2
2022,Provinces de l'Atlantique,,Homme,Personnes non âgées hors famille économique,,33.7
2022,Provinces de l'Atlantique,,Femme,Personnes non âgées hors famille économique,,34.8
2023,Provinces de l'Atlantique,Total,Les deux sexes,Total,,12.1
2023,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Total,,14.9
2023,Provinces de l'Atlantique,18 à 64 ans,Les deux sexes,Total,,13.1
2023,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Total,,7.2
2023,Provinces de l'Atlantique,Total,Homme,Total,,11.8
2023,Provinces de l'Atlantique,Moins de 18 ans,Homme,Total,,15.5
2023,Provinces de l'Atlantique,18 à 64 ans,Homme,Total,,12.7
2023,Provinces de l'Atlantique,65 ans et plus,Homme,Total,,6.3
2023,Provinces de l'Atlantique,Total,Femme,Total,,12.3
2023,Provinces de l'Atlantique,Moins de 18 ans,Femme,Total,,14.2
2023,Provinces de l'Atlantique,18 à 64 ans,Femme,Total,,13.6
2023,Provinces de l'Atlantique,65 ans et plus,Femme,Total,,8.0
2023,Provinces de l'Atlantique,Total,Les deux sexes,Personnes dans les familles économiques,,8.5
2023,Provinces de l'Atlantique,Total,Homme,Personnes dans les familles économiques,,8.3
2023,Provinces de l'Atlantique,Total,Femme,Personnes dans les familles économiques,,8.8
2023,Provinces de l'Atlantique,65 ans et plus,Les deux sexes,Personnes âgées dans les familles économiques,,3.2
2023,Provinces de l'Atlantique,65 ans et plus,Homme,Personnes âgées dans les familles économiques,,3.3
2023,Provinces de l'Atlantique,65 ans et plus,Femme,Personnes âgées dans les familles économiques,,3.0
2023,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles économiques,,14.8
2023,Provinces de l'Atlantique,Moins de 18 ans,Les deux sexes,Personnes dans les familles comptant un couple avec des enfants,,9.6
