Year,Units,Géographie,Infractions,Âge de l'accusé,Sexe de l'accusé,Value
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Hommes,190.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Hommes,184.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Femmes,143.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Femmes,145.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Femmes,155.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Femmes,154.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Femmes,155.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Sociétés,247.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Sociétés,97.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Sociétés,419.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Sociétés,479.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Sociétés,162.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Sexe inconnu,199.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Sexe inconnu,198.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Sexe inconnu,190.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Sexe inconnu,180.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,"Total, l'âge de l'accusé",Sexe inconnu,175.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,"Total, le sexe de l'accusé",194.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,"Total, le sexe de l'accusé",192.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,"Total, le sexe de l'accusé",206.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,"Total, le sexe de l'accusé",206.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,"Total, le sexe de l'accusé",203.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,Hommes,203.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,Hommes,200.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,Hommes,218.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,Hommes,217.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,Hommes,216.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,Femmes,157.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,Femmes,154.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,Femmes,167.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,Femmes,172.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,Femmes,163.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,Sexe inconnu,220.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,Sexe inconnu,221.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,Sexe inconnu,204.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,Sexe inconnu,199.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,18 à 24 ans,Sexe inconnu,194.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,"Total, le sexe de l'accusé",171.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,"Total, le sexe de l'accusé",172.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,"Total, le sexe de l'accusé",179.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,"Total, le sexe de l'accusé",181.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,"Total, le sexe de l'accusé",178.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,Hommes,176.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,Hommes,176.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,Hommes,184.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,Hommes,189.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,Hommes,185.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,Femmes,142.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,Femmes,148.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,Femmes,155.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,Femmes,154.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,Femmes,157.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,Sexe inconnu,197.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,Sexe inconnu,198.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,Sexe inconnu,180.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,Sexe inconnu,175.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,25 à 34 ans,Sexe inconnu,172.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",169.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",169.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",176.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",177.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,"Total, le sexe de l'accusé",170.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,Hommes,173.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,Hommes,172.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,Hommes,182.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,Hommes,185.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,Hommes,175.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,Femmes,142.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,Femmes,145.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,Femmes,155.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,Femmes,147.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,Femmes,151.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,Sexe inconnu,194.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,Sexe inconnu,192.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,Sexe inconnu,186.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,Sexe inconnu,165.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,35 à 44 ans,Sexe inconnu,163.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",164.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",162.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",176.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",177.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,"Total, le sexe de l'accusé",175.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,Hommes,169.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,Hommes,165.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,Hommes,182.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,Hommes,183.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,Hommes,179.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,Femmes,134.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,Femmes,141.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,Femmes,148.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,Femmes,152.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,Femmes,155.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,Sexe inconnu,194.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,Sexe inconnu,189.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,Sexe inconnu,183.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,Sexe inconnu,169.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,45 à 54 ans,Sexe inconnu,168.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,"Total, le sexe de l'accusé",159.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,"Total, le sexe de l'accusé",163.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,"Total, le sexe de l'accusé",169.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,"Total, le sexe de l'accusé",171.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,"Total, le sexe de l'accusé",164.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,Hommes,161.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,Hommes,166.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,Hommes,172.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,Hommes,174.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,Hommes,168.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,Femmes,139.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,Femmes,128.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,Femmes,135.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,Femmes,134.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,Femmes,142.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,Sexe inconnu,184.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,Sexe inconnu,204.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,Sexe inconnu,207.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,Sexe inconnu,196.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre la personne,55 ans et plus,Sexe inconnu,169.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",106.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",112.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",122.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",125.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé","Total, le sexe de l'accusé",129.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,106.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,110.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,122.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,123.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Hommes,129.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,99.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,106.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,118.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,122.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Femmes,127.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,88.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,103.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,192.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,226.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Sociétés,351.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,160.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,157.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,171.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,167.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre les biens,"Total, l'âge de l'accusé",Sexe inconnu,155.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,"Total, le sexe de l'accusé",116.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,"Total, le sexe de l'accusé",121.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,"Total, le sexe de l'accusé",134.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,"Total, le sexe de l'accusé",137.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,"Total, le sexe de l'accusé",143.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,Hommes,117.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,Hommes,123.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,Hommes,135.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,Hommes,138.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,Hommes,145.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,Femmes,101.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,Femmes,107.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,Femmes,120.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,Femmes,127.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,Femmes,131.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,Sexe inconnu,170.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,Sexe inconnu,155.0
2016/2017,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,Sexe inconnu,177.0
2017/2018,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,Sexe inconnu,183.0
2018/2019,Tribunaux pour adultes,Canada,Infractions contre les biens,18 à 24 ans,Sexe inconnu,171.0
2014/2015,Tribunaux pour adultes,Canada,Infractions contre les biens,25 à 34 ans,"Total, le sexe de l'accusé",106.0
2015/2016,Tribunaux pour adultes,Canada,Infractions contre les biens,25 à 34 ans,"Total, le sexe de l'accusé",113.0
