Year,Géographie,Caractéristiques de la population,Niveau de scolarité,Groupe d'âge,Sexe,GeoCode,Value
2010,Nouvelle-Écosse,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,12,11.0
2010,Nouvelle-Écosse,Population totale,Baccalauréat,55 à 64 ans,Homme,12,10.0
2010,Nouvelle-Écosse,Population totale,Baccalauréat,55 à 64 ans,Femme,12,12.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,12,9.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,12,9.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,12,9.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,12,10.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,12,8.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,12,11.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,12,10.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,12,8.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,12,13.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,12,9.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,12,8.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,12,10.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,12,7.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,12,8.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,12,7.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,12,10.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,12,11.0
2010,Nouvelle-Écosse,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,12,9.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,13,46.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,13,40.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,13,51.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,13,58.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,25 à 34 ans,Homme,13,50.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,25 à 34 ans,Femme,13,65.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,13,58.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,30 à 34 ans,Homme,13,51.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,30 à 34 ans,Femme,13,65.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,13,52.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,35 à 44 ans,Homme,13,47.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,35 à 44 ans,Femme,13,57.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,13,39.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,45 à 54 ans,Homme,13,34.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,45 à 54 ans,Femme,13,45.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,13,37.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,55 à 64 ans,Homme,13,34.0
2010,Nouveau-Brunswick,Population totale,Études tertiaires,55 à 64 ans,Femme,13,40.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,13,27.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,13,23.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,13,30.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,13,31.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,13,30.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,13,33.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,13,35.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,13,33.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,13,36.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,13,31.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,13,28.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,13,33.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,13,25.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,13,21.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,13,30.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,13,21.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,13,17.0
2010,Nouveau-Brunswick,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,13,25.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,13,14.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,13,12.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,13,16.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,13,22.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,25 à 34 ans,Homme,13,15.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,25 à 34 ans,Femme,13,29.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,13,18.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,30 à 34 ans,Homme,13,12.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,30 à 34 ans,Femme,13,23.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,13,16.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,35 à 44 ans,Homme,13,14.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,35 à 44 ans,Femme,13,18.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,13,10.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,45 à 54 ans,Homme,13,9.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,45 à 54 ans,Femme,13,11.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,13,10.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,55 à 64 ans,Homme,13,10.0
2010,Nouveau-Brunswick,Population totale,Baccalauréat,55 à 64 ans,Femme,13,10.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,13,5.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,13,5.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,13,4.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,13,4.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,13,5.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,13,4.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,13,6.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,13,5.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,13,6.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,13,5.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,13,5.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,13,5.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,13,4.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,13,4.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,13,4.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,13,6.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,13,7.0
2010,Nouveau-Brunswick,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,13,5.0
2010,Québec,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,24,47.0
2010,Québec,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,24,44.0
2010,Québec,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,24,51.0
2010,Québec,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,24,55.0
2010,Québec,Population totale,Études tertiaires,25 à 34 ans,Homme,24,48.0
2010,Québec,Population totale,Études tertiaires,25 à 34 ans,Femme,24,63.0
2010,Québec,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,24,56.0
2010,Québec,Population totale,Études tertiaires,30 à 34 ans,Homme,24,48.0
2010,Québec,Population totale,Études tertiaires,30 à 34 ans,Femme,24,63.0
2010,Québec,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,24,56.0
2010,Québec,Population totale,Études tertiaires,35 à 44 ans,Homme,24,51.0
2010,Québec,Population totale,Études tertiaires,35 à 44 ans,Femme,24,62.0
2010,Québec,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,24,44.0
2010,Québec,Population totale,Études tertiaires,45 à 54 ans,Homme,24,42.0
2010,Québec,Population totale,Études tertiaires,45 à 54 ans,Femme,24,45.0
2010,Québec,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,24,35.0
2010,Québec,Population totale,Études tertiaires,55 à 64 ans,Homme,24,36.0
2010,Québec,Population totale,Études tertiaires,55 à 64 ans,Femme,24,33.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,24,24.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,24,22.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,24,26.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,24,26.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,24,23.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,24,29.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,24,26.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,24,22.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,24,30.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,24,26.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,24,24.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,24,29.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,24,24.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,24,22.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,24,26.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,24,18.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,24,17.0
2010,Québec,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,24,19.0
2010,Québec,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,24,17.0
2010,Québec,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,24,15.0
2010,Québec,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,24,18.0
2010,Québec,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,24,21.0
2010,Québec,Population totale,Baccalauréat,25 à 34 ans,Homme,24,17.0
2010,Québec,Population totale,Baccalauréat,25 à 34 ans,Femme,24,26.0
2010,Québec,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,24,21.0
2010,Québec,Population totale,Baccalauréat,30 à 34 ans,Homme,24,17.0
2010,Québec,Population totale,Baccalauréat,30 à 34 ans,Femme,24,25.0
2010,Québec,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,24,21.0
2010,Québec,Population totale,Baccalauréat,35 à 44 ans,Homme,24,19.0
2010,Québec,Population totale,Baccalauréat,35 à 44 ans,Femme,24,24.0
2010,Québec,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,24,14.0
2010,Québec,Population totale,Baccalauréat,45 à 54 ans,Homme,24,14.0
2010,Québec,Population totale,Baccalauréat,45 à 54 ans,Femme,24,14.0
2010,Québec,Population totale,Baccalauréat,55 à 64 ans,Les deux sexes,24,11.0
2010,Québec,Population totale,Baccalauréat,55 à 64 ans,Homme,24,12.0
2010,Québec,Population totale,Baccalauréat,55 à 64 ans,Femme,24,10.0
2010,Québec,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Les deux sexes,24,7.0
2010,Québec,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Homme,24,7.0
2010,Québec,Population totale,Maîtrise ou doctorat,"Total, 25 à 64 ans",Femme,24,7.0
2010,Québec,Population totale,Maîtrise ou doctorat,25 à 34 ans,Les deux sexes,24,8.0
2010,Québec,Population totale,Maîtrise ou doctorat,25 à 34 ans,Homme,24,8.0
2010,Québec,Population totale,Maîtrise ou doctorat,25 à 34 ans,Femme,24,8.0
2010,Québec,Population totale,Maîtrise ou doctorat,30 à 34 ans,Les deux sexes,24,9.0
2010,Québec,Population totale,Maîtrise ou doctorat,30 à 34 ans,Homme,24,10.0
2010,Québec,Population totale,Maîtrise ou doctorat,30 à 34 ans,Femme,24,7.0
2010,Québec,Population totale,Maîtrise ou doctorat,35 à 44 ans,Les deux sexes,24,9.0
2010,Québec,Population totale,Maîtrise ou doctorat,35 à 44 ans,Homme,24,8.0
2010,Québec,Population totale,Maîtrise ou doctorat,35 à 44 ans,Femme,24,9.0
2010,Québec,Population totale,Maîtrise ou doctorat,45 à 54 ans,Les deux sexes,24,6.0
2010,Québec,Population totale,Maîtrise ou doctorat,45 à 54 ans,Homme,24,6.0
2010,Québec,Population totale,Maîtrise ou doctorat,45 à 54 ans,Femme,24,6.0
2010,Québec,Population totale,Maîtrise ou doctorat,55 à 64 ans,Les deux sexes,24,6.0
2010,Québec,Population totale,Maîtrise ou doctorat,55 à 64 ans,Homme,24,7.0
2010,Québec,Population totale,Maîtrise ou doctorat,55 à 64 ans,Femme,24,4.0
2010,Ontario,Population totale,Études tertiaires,"Total, 25 à 64 ans",Les deux sexes,35,57.0
2010,Ontario,Population totale,Études tertiaires,"Total, 25 à 64 ans",Homme,35,52.0
2010,Ontario,Population totale,Études tertiaires,"Total, 25 à 64 ans",Femme,35,61.0
2010,Ontario,Population totale,Études tertiaires,25 à 34 ans,Les deux sexes,35,64.0
2010,Ontario,Population totale,Études tertiaires,25 à 34 ans,Homme,35,57.0
2010,Ontario,Population totale,Études tertiaires,25 à 34 ans,Femme,35,71.0
2010,Ontario,Population totale,Études tertiaires,30 à 34 ans,Les deux sexes,35,66.0
2010,Ontario,Population totale,Études tertiaires,30 à 34 ans,Homme,35,61.0
2010,Ontario,Population totale,Études tertiaires,30 à 34 ans,Femme,35,71.0
2010,Ontario,Population totale,Études tertiaires,35 à 44 ans,Les deux sexes,35,61.0
2010,Ontario,Population totale,Études tertiaires,35 à 44 ans,Homme,35,56.0
2010,Ontario,Population totale,Études tertiaires,35 à 44 ans,Femme,35,67.0
2010,Ontario,Population totale,Études tertiaires,45 à 54 ans,Les deux sexes,35,52.0
2010,Ontario,Population totale,Études tertiaires,45 à 54 ans,Homme,35,49.0
2010,Ontario,Population totale,Études tertiaires,45 à 54 ans,Femme,35,56.0
2010,Ontario,Population totale,Études tertiaires,55 à 64 ans,Les deux sexes,35,48.0
2010,Ontario,Population totale,Études tertiaires,55 à 64 ans,Homme,35,47.0
2010,Ontario,Population totale,Études tertiaires,55 à 64 ans,Femme,35,49.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Les deux sexes,35,27.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Homme,35,24.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,"Total, 25 à 64 ans",Femme,35,30.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Les deux sexes,35,30.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Homme,35,27.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,25 à 34 ans,Femme,35,32.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Les deux sexes,35,31.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Homme,35,28.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,30 à 34 ans,Femme,35,33.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Les deux sexes,35,28.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Homme,35,25.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,35 à 44 ans,Femme,35,32.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Les deux sexes,35,27.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Homme,35,23.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,45 à 54 ans,Femme,35,30.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Les deux sexes,35,24.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Homme,35,20.0
2010,Ontario,Population totale,Enseignement tertiaire de cycle court,55 à 64 ans,Femme,35,27.0
2010,Ontario,Population totale,Baccalauréat,"Total, 25 à 64 ans",Les deux sexes,35,19.0
2010,Ontario,Population totale,Baccalauréat,"Total, 25 à 64 ans",Homme,35,18.0
2010,Ontario,Population totale,Baccalauréat,"Total, 25 à 64 ans",Femme,35,21.0
2010,Ontario,Population totale,Baccalauréat,25 à 34 ans,Les deux sexes,35,25.0
2010,Ontario,Population totale,Baccalauréat,25 à 34 ans,Homme,35,22.0
2010,Ontario,Population totale,Baccalauréat,25 à 34 ans,Femme,35,27.0
2010,Ontario,Population totale,Baccalauréat,30 à 34 ans,Les deux sexes,35,24.0
2010,Ontario,Population totale,Baccalauréat,30 à 34 ans,Homme,35,22.0
2010,Ontario,Population totale,Baccalauréat,30 à 34 ans,Femme,35,25.0
2010,Ontario,Population totale,Baccalauréat,35 à 44 ans,Les deux sexes,35,22.0
2010,Ontario,Population totale,Baccalauréat,35 à 44 ans,Homme,35,20.0
2010,Ontario,Population totale,Baccalauréat,35 à 44 ans,Femme,35,24.0
2010,Ontario,Population totale,Baccalauréat,45 à 54 ans,Les deux sexes,35,16.0
2010,Ontario,Population totale,Baccalauréat,45 à 54 ans,Homme,35,16.0
2010,Ontario,Population totale,Baccalauréat,45 à 54 ans,Femme,35,17.0
