Year,Geography,Population characteristics,Education attainment level,Age group,Gender,GeoCode,Value
2010,New Brunswick,Total population,Short-cycle tertiary,30 to 34 years,Men+,13,33.0
2010,New Brunswick,Total population,Short-cycle tertiary,30 to 34 years,Women+,13,36.0
2010,New Brunswick,Total population,Short-cycle tertiary,35 to 44 years,Total - Gender,13,31.0
2010,New Brunswick,Total population,Short-cycle tertiary,35 to 44 years,Men+,13,28.0
2010,New Brunswick,Total population,Short-cycle tertiary,35 to 44 years,Women+,13,34.0
2010,New Brunswick,Total population,Short-cycle tertiary,45 to 54 years,Total - Gender,13,25.0
2010,New Brunswick,Total population,Short-cycle tertiary,45 to 54 years,Men+,13,20.0
2010,New Brunswick,Total population,Short-cycle tertiary,45 to 54 years,Women+,13,30.0
2010,New Brunswick,Total population,Short-cycle tertiary,55 to 64 years,Total - Gender,13,21.0
2010,New Brunswick,Total population,Short-cycle tertiary,55 to 64 years,Men+,13,17.0
2010,New Brunswick,Total population,Short-cycle tertiary,55 to 64 years,Women+,13,25.0
2010,New Brunswick,Total population,Bachelor's level,"Total, 25 to 64 years",Total - Gender,13,14.0
2010,New Brunswick,Total population,Bachelor's level,"Total, 25 to 64 years",Men+,13,12.0
2010,New Brunswick,Total population,Bachelor's level,"Total, 25 to 64 years",Women+,13,16.0
2010,New Brunswick,Total population,Bachelor's level,25 to 34 years,Total - Gender,13,22.0
2010,New Brunswick,Total population,Bachelor's level,25 to 34 years,Men+,13,15.0
2010,New Brunswick,Total population,Bachelor's level,25 to 34 years,Women+,13,29.0
2010,New Brunswick,Total population,Bachelor's level,30 to 34 years,Total - Gender,13,18.0
2010,New Brunswick,Total population,Bachelor's level,30 to 34 years,Men+,13,12.0
2010,New Brunswick,Total population,Bachelor's level,30 to 34 years,Women+,13,23.0
2010,New Brunswick,Total population,Bachelor's level,35 to 44 years,Total - Gender,13,16.0
2010,New Brunswick,Total population,Bachelor's level,35 to 44 years,Men+,13,14.0
2010,New Brunswick,Total population,Bachelor's level,35 to 44 years,Women+,13,19.0
2010,New Brunswick,Total population,Bachelor's level,45 to 54 years,Total - Gender,13,10.0
2010,New Brunswick,Total population,Bachelor's level,45 to 54 years,Men+,13,9.0
2010,New Brunswick,Total population,Bachelor's level,45 to 54 years,Women+,13,11.0
2010,New Brunswick,Total population,Bachelor's level,55 to 64 years,Total - Gender,13,10.0
2010,New Brunswick,Total population,Bachelor's level,55 to 64 years,Men+,13,10.0
2010,New Brunswick,Total population,Bachelor's level,55 to 64 years,Women+,13,10.0
2010,New Brunswick,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Total - Gender,13,5.0
2010,New Brunswick,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Men+,13,5.0
2010,New Brunswick,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Women+,13,4.0
2010,New Brunswick,Total population,Master's or Doctoral level,25 to 34 years,Total - Gender,13,4.0
2010,New Brunswick,Total population,Master's or Doctoral level,25 to 34 years,Men+,13,5.0
2010,New Brunswick,Total population,Master's or Doctoral level,25 to 34 years,Women+,13,4.0
2010,New Brunswick,Total population,Master's or Doctoral level,30 to 34 years,Total - Gender,13,6.0
2010,New Brunswick,Total population,Master's or Doctoral level,30 to 34 years,Men+,13,5.0
2010,New Brunswick,Total population,Master's or Doctoral level,30 to 34 years,Women+,13,6.0
2010,New Brunswick,Total population,Master's or Doctoral level,35 to 44 years,Total - Gender,13,5.0
2010,New Brunswick,Total population,Master's or Doctoral level,35 to 44 years,Men+,13,5.0
2010,New Brunswick,Total population,Master's or Doctoral level,35 to 44 years,Women+,13,5.0
2010,New Brunswick,Total population,Master's or Doctoral level,45 to 54 years,Total - Gender,13,4.0
2010,New Brunswick,Total population,Master's or Doctoral level,45 to 54 years,Men+,13,4.0
2010,New Brunswick,Total population,Master's or Doctoral level,45 to 54 years,Women+,13,4.0
2010,New Brunswick,Total population,Master's or Doctoral level,55 to 64 years,Total - Gender,13,6.0
2010,New Brunswick,Total population,Master's or Doctoral level,55 to 64 years,Men+,13,7.0
2010,New Brunswick,Total population,Master's or Doctoral level,55 to 64 years,Women+,13,5.0
2010,Quebec,Total population,Tertiary education,"Total, 25 to 64 years",Total - Gender,24,47.0
2010,Quebec,Total population,Tertiary education,"Total, 25 to 64 years",Men+,24,44.0
2010,Quebec,Total population,Tertiary education,"Total, 25 to 64 years",Women+,24,51.0
2010,Quebec,Total population,Tertiary education,25 to 34 years,Total - Gender,24,55.0
2010,Quebec,Total population,Tertiary education,25 to 34 years,Men+,24,48.0
2010,Quebec,Total population,Tertiary education,25 to 34 years,Women+,24,63.0
2010,Quebec,Total population,Tertiary education,30 to 34 years,Total - Gender,24,55.0
2010,Quebec,Total population,Tertiary education,30 to 34 years,Men+,24,48.0
2010,Quebec,Total population,Tertiary education,30 to 34 years,Women+,24,63.0
2010,Quebec,Total population,Tertiary education,35 to 44 years,Total - Gender,24,56.0
2010,Quebec,Total population,Tertiary education,35 to 44 years,Men+,24,51.0
2010,Quebec,Total population,Tertiary education,35 to 44 years,Women+,24,62.0
2010,Quebec,Total population,Tertiary education,45 to 54 years,Total - Gender,24,43.0
2010,Quebec,Total population,Tertiary education,45 to 54 years,Men+,24,42.0
2010,Quebec,Total population,Tertiary education,45 to 54 years,Women+,24,45.0
2010,Quebec,Total population,Tertiary education,55 to 64 years,Total - Gender,24,35.0
2010,Quebec,Total population,Tertiary education,55 to 64 years,Men+,24,36.0
2010,Quebec,Total population,Tertiary education,55 to 64 years,Women+,24,33.0
2010,Quebec,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Total - Gender,24,24.0
2010,Quebec,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Men+,24,22.0
2010,Quebec,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Women+,24,26.0
2010,Quebec,Total population,Short-cycle tertiary,25 to 34 years,Total - Gender,24,26.0
2010,Quebec,Total population,Short-cycle tertiary,25 to 34 years,Men+,24,23.0
2010,Quebec,Total population,Short-cycle tertiary,25 to 34 years,Women+,24,29.0
2010,Quebec,Total population,Short-cycle tertiary,30 to 34 years,Total - Gender,24,26.0
2010,Quebec,Total population,Short-cycle tertiary,30 to 34 years,Men+,24,22.0
2010,Quebec,Total population,Short-cycle tertiary,30 to 34 years,Women+,24,30.0
2010,Quebec,Total population,Short-cycle tertiary,35 to 44 years,Total - Gender,24,26.0
2010,Quebec,Total population,Short-cycle tertiary,35 to 44 years,Men+,24,24.0
2010,Quebec,Total population,Short-cycle tertiary,35 to 44 years,Women+,24,29.0
2010,Quebec,Total population,Short-cycle tertiary,45 to 54 years,Total - Gender,24,24.0
2010,Quebec,Total population,Short-cycle tertiary,45 to 54 years,Men+,24,22.0
2010,Quebec,Total population,Short-cycle tertiary,45 to 54 years,Women+,24,26.0
2010,Quebec,Total population,Short-cycle tertiary,55 to 64 years,Total - Gender,24,18.0
2010,Quebec,Total population,Short-cycle tertiary,55 to 64 years,Men+,24,17.0
2010,Quebec,Total population,Short-cycle tertiary,55 to 64 years,Women+,24,19.0
2010,Quebec,Total population,Bachelor's level,"Total, 25 to 64 years",Total - Gender,24,17.0
2010,Quebec,Total population,Bachelor's level,"Total, 25 to 64 years",Men+,24,15.0
2010,Quebec,Total population,Bachelor's level,"Total, 25 to 64 years",Women+,24,18.0
2010,Quebec,Total population,Bachelor's level,25 to 34 years,Total - Gender,24,21.0
2010,Quebec,Total population,Bachelor's level,25 to 34 years,Men+,24,17.0
2010,Quebec,Total population,Bachelor's level,25 to 34 years,Women+,24,26.0
2010,Quebec,Total population,Bachelor's level,30 to 34 years,Total - Gender,24,21.0
2010,Quebec,Total population,Bachelor's level,30 to 34 years,Men+,24,17.0
2010,Quebec,Total population,Bachelor's level,30 to 34 years,Women+,24,25.0
2010,Quebec,Total population,Bachelor's level,35 to 44 years,Total - Gender,24,21.0
2010,Quebec,Total population,Bachelor's level,35 to 44 years,Men+,24,19.0
2010,Quebec,Total population,Bachelor's level,35 to 44 years,Women+,24,24.0
2010,Quebec,Total population,Bachelor's level,45 to 54 years,Total - Gender,24,14.0
2010,Quebec,Total population,Bachelor's level,45 to 54 years,Men+,24,14.0
2010,Quebec,Total population,Bachelor's level,45 to 54 years,Women+,24,14.0
2010,Quebec,Total population,Bachelor's level,55 to 64 years,Total - Gender,24,11.0
2010,Quebec,Total population,Bachelor's level,55 to 64 years,Men+,24,12.0
2010,Quebec,Total population,Bachelor's level,55 to 64 years,Women+,24,10.0
2010,Quebec,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Total - Gender,24,7.0
2010,Quebec,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Men+,24,7.0
2010,Quebec,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Women+,24,7.0
2010,Quebec,Total population,Master's or Doctoral level,25 to 34 years,Total - Gender,24,8.0
2010,Quebec,Total population,Master's or Doctoral level,25 to 34 years,Men+,24,8.0
2010,Quebec,Total population,Master's or Doctoral level,25 to 34 years,Women+,24,8.0
2010,Quebec,Total population,Master's or Doctoral level,30 to 34 years,Total - Gender,24,9.0
2010,Quebec,Total population,Master's or Doctoral level,30 to 34 years,Men+,24,10.0
2010,Quebec,Total population,Master's or Doctoral level,30 to 34 years,Women+,24,7.0
2010,Quebec,Total population,Master's or Doctoral level,35 to 44 years,Total - Gender,24,9.0
2010,Quebec,Total population,Master's or Doctoral level,35 to 44 years,Men+,24,8.0
2010,Quebec,Total population,Master's or Doctoral level,35 to 44 years,Women+,24,9.0
2010,Quebec,Total population,Master's or Doctoral level,45 to 54 years,Total - Gender,24,6.0
2010,Quebec,Total population,Master's or Doctoral level,45 to 54 years,Men+,24,6.0
2010,Quebec,Total population,Master's or Doctoral level,45 to 54 years,Women+,24,6.0
2010,Quebec,Total population,Master's or Doctoral level,55 to 64 years,Total - Gender,24,6.0
2010,Quebec,Total population,Master's or Doctoral level,55 to 64 years,Men+,24,7.0
2010,Quebec,Total population,Master's or Doctoral level,55 to 64 years,Women+,24,4.0
2010,Ontario,Total population,Tertiary education,"Total, 25 to 64 years",Total - Gender,35,57.0
2010,Ontario,Total population,Tertiary education,"Total, 25 to 64 years",Men+,35,52.0
2010,Ontario,Total population,Tertiary education,"Total, 25 to 64 years",Women+,35,61.0
2010,Ontario,Total population,Tertiary education,25 to 34 years,Total - Gender,35,65.0
2010,Ontario,Total population,Tertiary education,25 to 34 years,Men+,35,58.0
2010,Ontario,Total population,Tertiary education,25 to 34 years,Women+,35,71.0
2010,Ontario,Total population,Tertiary education,30 to 34 years,Total - Gender,35,66.0
2010,Ontario,Total population,Tertiary education,30 to 34 years,Men+,35,61.0
2010,Ontario,Total population,Tertiary education,30 to 34 years,Women+,35,71.0
2010,Ontario,Total population,Tertiary education,35 to 44 years,Total - Gender,35,62.0
2010,Ontario,Total population,Tertiary education,35 to 44 years,Men+,35,56.0
2010,Ontario,Total population,Tertiary education,35 to 44 years,Women+,35,67.0
2010,Ontario,Total population,Tertiary education,45 to 54 years,Total - Gender,35,52.0
2010,Ontario,Total population,Tertiary education,45 to 54 years,Men+,35,49.0
2010,Ontario,Total population,Tertiary education,45 to 54 years,Women+,35,56.0
2010,Ontario,Total population,Tertiary education,55 to 64 years,Total - Gender,35,48.0
2010,Ontario,Total population,Tertiary education,55 to 64 years,Men+,35,47.0
2010,Ontario,Total population,Tertiary education,55 to 64 years,Women+,35,49.0
2010,Ontario,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Total - Gender,35,27.0
2010,Ontario,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Men+,35,24.0
2010,Ontario,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Women+,35,30.0
2010,Ontario,Total population,Short-cycle tertiary,25 to 34 years,Total - Gender,35,30.0
2010,Ontario,Total population,Short-cycle tertiary,25 to 34 years,Men+,35,27.0
2010,Ontario,Total population,Short-cycle tertiary,25 to 34 years,Women+,35,32.0
2010,Ontario,Total population,Short-cycle tertiary,30 to 34 years,Total - Gender,35,31.0
2010,Ontario,Total population,Short-cycle tertiary,30 to 34 years,Men+,35,28.0
2010,Ontario,Total population,Short-cycle tertiary,30 to 34 years,Women+,35,33.0
2010,Ontario,Total population,Short-cycle tertiary,35 to 44 years,Total - Gender,35,28.0
2010,Ontario,Total population,Short-cycle tertiary,35 to 44 years,Men+,35,25.0
2010,Ontario,Total population,Short-cycle tertiary,35 to 44 years,Women+,35,32.0
2010,Ontario,Total population,Short-cycle tertiary,45 to 54 years,Total - Gender,35,27.0
2010,Ontario,Total population,Short-cycle tertiary,45 to 54 years,Men+,35,23.0
2010,Ontario,Total population,Short-cycle tertiary,45 to 54 years,Women+,35,30.0
2010,Ontario,Total population,Short-cycle tertiary,55 to 64 years,Total - Gender,35,24.0
2010,Ontario,Total population,Short-cycle tertiary,55 to 64 years,Men+,35,20.0
2010,Ontario,Total population,Short-cycle tertiary,55 to 64 years,Women+,35,27.0
2010,Ontario,Total population,Bachelor's level,"Total, 25 to 64 years",Total - Gender,35,19.0
2010,Ontario,Total population,Bachelor's level,"Total, 25 to 64 years",Men+,35,18.0
2010,Ontario,Total population,Bachelor's level,"Total, 25 to 64 years",Women+,35,21.0
2010,Ontario,Total population,Bachelor's level,25 to 34 years,Total - Gender,35,25.0
2010,Ontario,Total population,Bachelor's level,25 to 34 years,Men+,35,22.0
2010,Ontario,Total population,Bachelor's level,25 to 34 years,Women+,35,27.0
2010,Ontario,Total population,Bachelor's level,30 to 34 years,Total - Gender,35,24.0
2010,Ontario,Total population,Bachelor's level,30 to 34 years,Men+,35,22.0
2010,Ontario,Total population,Bachelor's level,30 to 34 years,Women+,35,25.0
2010,Ontario,Total population,Bachelor's level,35 to 44 years,Total - Gender,35,22.0
2010,Ontario,Total population,Bachelor's level,35 to 44 years,Men+,35,20.0
2010,Ontario,Total population,Bachelor's level,35 to 44 years,Women+,35,24.0
2010,Ontario,Total population,Bachelor's level,45 to 54 years,Total - Gender,35,16.0
2010,Ontario,Total population,Bachelor's level,45 to 54 years,Men+,35,16.0
2010,Ontario,Total population,Bachelor's level,45 to 54 years,Women+,35,17.0
2010,Ontario,Total population,Bachelor's level,55 to 64 years,Total - Gender,35,15.0
2010,Ontario,Total population,Bachelor's level,55 to 64 years,Men+,35,16.0
2010,Ontario,Total population,Bachelor's level,55 to 64 years,Women+,35,14.0
2010,Ontario,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Total - Gender,35,10.0
2010,Ontario,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Men+,35,10.0
2010,Ontario,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Women+,35,9.0
2010,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Total - Gender,35,10.0
2010,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Men+,35,8.0
2010,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Women+,35,11.0
2010,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Total - Gender,35,12.0
2010,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Men+,35,10.0
2010,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Women+,35,13.0
2010,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Total - Gender,35,11.0
2010,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Men+,35,11.0
2010,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Women+,35,11.0
2010,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Total - Gender,35,10.0
2010,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Men+,35,10.0
