Year,Geography,Age group,Gender,Indigenous group,Educational attainment,Visible minority,Immigrant status,GeoCode,Value
2020,"Moncton-Richibucto, New Brunswick",,,,,,,,57.6
2020,"Saint John-St. Stephen, New Brunswick",,,,,,,,55.5
2020,"Fredericton-Oromocto, New Brunswick",,,,,,,,55.8
2020,"Edmundston-Woodstock, New Brunswick",,,,,,,,55.1
2020,"Gaspésie-Îles-de-la-Madeleine, Quebec",,,,,,,,40.5
2020,"Bas-Saint-Laurent, Quebec",,,,,,,,51.9
2020,"Capitale-Nationale, Quebec",,,,,,,,59.0
2020,"Chaudière-Appalaches, Quebec",,,,,,,,63.1
2020,"Estrie, Quebec",,,,,,,,57.4
2020,"Centre-du-Québec, Quebec",,,,,,,,58.8
2020,"Montérégie, Quebec",,,,,,,,60.4
2020,"Montréal, Quebec",,,,,,,,57.9
2020,"Laval, Quebec",,,,,,,,58.4
2020,"Lanaudière, Quebec",,,,,,,,63.1
2020,"Laurentides, Quebec",,,,,,,,54.0
2020,"Outaouais, Quebec",,,,,,,,57.8
2020,"Abitibi-Témiscamingue, Quebec",,,,,,,,57.9
2020,"Mauricie, Quebec",,,,,,,,54.1
2020,"Saguenay-Lac-Saint-Jean, Quebec",,,,,,,,53.7
2020,"Côte-Nord and Nord-du-Québec, Quebec",,,,,,,,58.2
2020,"Ottawa, Ontario",,,,,,,,59.5
2020,"Kingston-Pembroke, Ontario",,,,,,,,51.6
2020,"Muskoka-Kawarthas, Ontario",,,,,,,,50.0
2020,"Toronto, Ontario",,,,,,,,58.9
2020,"Kitchener-Waterloo-Barrie, Ontario",,,,,,,,61.2
2020,"Hamilton-Niagara Peninsula, Ontario",,,,,,,,55.8
2020,"London, Ontario",,,,,,,,56.8
2020,"Windsor-Sarnia, Ontario",,,,,,,,48.9
2020,"Stratford-Bruce Peninsula, Ontario",,,,,,,,59.2
2020,"Northeast, Ontario",,,,,,,,53.3
2020,"Northwest, Ontario",,,,,,,,54.3
2020,"Southeast, Manitoba",,,,,,,,60.5
2020,"South Central and North Central, Manitoba",,,,,,,,61.9
2020,"Southwest, Manitoba",,,,,,,,60.1
2020,"Winnipeg, Manitoba",,,,,,,,60.9
2020,"Interlake, Manitoba",,,,,,,,55.3
2020,"Parklands and Northern, Manitoba",,,,,,,,58.4
2020,"Regina-Moose Mountain, Saskatchewan",,,,,,,,62.3
2020,"Swift Current-Moose Jaw, Saskatchewan",,,,,,,,63.2
2020,"Saskatoon-Biggar, Saskatchewan",,,,,,,,62.1
2020,"Yorkton-Melville, Saskatchewan",,,,,,,,58.6
2020,"Prince Albert and Northern, Saskatchewan",,,,,,,,60.2
2020,"Lethbridge-Medicine Hat, Alberta",,,,,,,,57.3
2020,"Camrose-Drumheller, Alberta",,,,,,,,56.9
2020,"Calgary, Alberta",,,,,,,,62.5
2020,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",,,,,,,,62.3
2020,"Red Deer, Alberta",,,,,,,,58.9
2020,"Edmonton, Alberta",,,,,,,,60.2
2020,"Wood Buffalo-Cold Lake, Alberta",,,,,,,,67.7
2020,"Vancouver Island and Coast, British Columbia",,,,,,,,54.3
2020,"Lower Mainland-Southwest, British Columbia",,,,,,,,59.7
2020,"Thompson-Okanagan, British Columbia",,,,,,,,57.8
2020,"Kootenay, British Columbia",,,,,,,,56.5
2020,"Cariboo, British Columbia",,,,,,,,59.6
2020,"North Coast and Nechako, British Columbia",,,,,,,,59.4
2020,"Northeast, British Columbia",,,,,,,,69.3
2021,"Avalon Peninsula, Newfoundland and Labrador",,,,,,,,54.5
2021,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",,,,,,,,41.7
2021,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",,,,,,,,49.4
2021,"Cape Breton, Nova Scotia",,,,,,,,45.2
2021,"North Shore, Nova Scotia",,,,,,,,54.3
2021,"Annapolis Valley, Nova Scotia",,,,,,,,55.1
2021,"Southern, Nova Scotia",,,,,,,,51.5
2021,"Halifax, Nova Scotia",,,,,,,,63.6
2021,"Campbellton-Miramichi, New Brunswick",,,,,,,,46.1
2021,"Moncton-Richibucto, New Brunswick",,,,,,,,60.1
2021,"Saint John-St. Stephen, New Brunswick",,,,,,,,56.5
2021,"Fredericton-Oromocto, New Brunswick",,,,,,,,59.4
2021,"Edmundston-Woodstock, New Brunswick",,,,,,,,54.0
2021,"Gaspésie-Îles-de-la-Madeleine, Quebec",,,,,,,,44.6
2021,"Bas-Saint-Laurent, Quebec",,,,,,,,53.1
2021,"Capitale-Nationale, Quebec",,,,,,,,61.1
2021,"Chaudière-Appalaches, Quebec",,,,,,,,60.8
2021,"Estrie, Quebec",,,,,,,,57.9
2021,"Centre-du-Québec, Quebec",,,,,,,,62.8
2021,"Montérégie, Quebec",,,,,,,,61.9
2021,"Montréal, Quebec",,,,,,,,61.5
2021,"Laval, Quebec",,,,,,,,62.6
2021,"Lanaudière, Quebec",,,,,,,,60.8
2021,"Laurentides, Quebec",,,,,,,,60.6
2021,"Outaouais, Quebec",,,,,,,,60.6
2021,"Abitibi-Témiscamingue, Quebec",,,,,,,,61.5
2021,"Mauricie, Quebec",,,,,,,,53.2
2021,"Saguenay-Lac-Saint-Jean, Quebec",,,,,,,,54.0
2021,"Côte-Nord and Nord-du-Québec, Quebec",,,,,,,,58.0
2021,"Ottawa, Ontario",,,,,,,,61.3
2021,"Kingston-Pembroke, Ontario",,,,,,,,54.6
2021,"Muskoka-Kawarthas, Ontario",,,,,,,,50.7
2021,"Toronto, Ontario",,,,,,,,61.4
2021,"Kitchener-Waterloo-Barrie, Ontario",,,,,,,,62.9
2021,"Hamilton-Niagara Peninsula, Ontario",,,,,,,,58.6
2021,"London, Ontario",,,,,,,,60.6
2021,"Windsor-Sarnia, Ontario",,,,,,,,54.0
2021,"Stratford-Bruce Peninsula, Ontario",,,,,,,,60.1
2021,"Northeast, Ontario",,,,,,,,53.1
2021,"Northwest, Ontario",,,,,,,,56.7
2021,"Southeast, Manitoba",,,,,,,,63.0
2021,"South Central and North Central, Manitoba",,,,,,,,62.1
2021,"Southwest, Manitoba",,,,,,,,60.9
2021,"Winnipeg, Manitoba",,,,,,,,63.6
2021,"Interlake, Manitoba",,,,,,,,57.3
2021,"Parklands and Northern, Manitoba",,,,,,,,59.4
2021,"Regina-Moose Mountain, Saskatchewan",,,,,,,,64.6
2021,"Swift Current-Moose Jaw, Saskatchewan",,,,,,,,62.7
2021,"Saskatoon-Biggar, Saskatchewan",,,,,,,,63.3
2021,"Yorkton-Melville, Saskatchewan",,,,,,,,57.2
2021,"Prince Albert and Northern, Saskatchewan",,,,,,,,62.5
2021,"Lethbridge-Medicine Hat, Alberta",,,,,,,,58.0
2021,"Camrose-Drumheller, Alberta",,,,,,,,58.2
2021,"Calgary, Alberta",,,,,,,,64.2
2021,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",,,,,,,,65.3
2021,"Red Deer, Alberta",,,,,,,,61.4
2021,"Edmonton, Alberta",,,,,,,,64.5
2021,"Wood Buffalo-Cold Lake, Alberta",,,,,,,,68.5
2021,"Vancouver Island and Coast, British Columbia",,,,,,,,55.8
2021,"Lower Mainland-Southwest, British Columbia",,,,,,,,63.8
2021,"Thompson-Okanagan, British Columbia",,,,,,,,58.2
2021,"Kootenay, British Columbia",,,,,,,,57.7
2021,"Cariboo, British Columbia",,,,,,,,62.3
2021,"North Coast and Nechako, British Columbia",,,,,,,,63.0
2021,"Northeast, British Columbia",,,,,,,,68.5
2022,"Avalon Peninsula, Newfoundland and Labrador",,,,,,,,57.7
2022,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",,,,,,,,41.5
2022,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",,,,,,,,49.3
2022,"Cape Breton, Nova Scotia",,,,,,,,47.9
2022,"North Shore, Nova Scotia",,,,,,,,51.3
2022,"Annapolis Valley, Nova Scotia",,,,,,,,57.5
2022,"Southern, Nova Scotia",,,,,,,,51.4
2022,"Halifax, Nova Scotia",,,,,,,,64.4
2022,"Campbellton-Miramichi, New Brunswick",,,,,,,,47.2
2022,"Moncton-Richibucto, New Brunswick",,,,,,,,59.4
2022,"Saint John-St. Stephen, New Brunswick",,,,,,,,57.1
2022,"Fredericton-Oromocto, New Brunswick",,,,,,,,60.0
2022,"Edmundston-Woodstock, New Brunswick",,,,,,,,55.4
2022,"Gaspésie-Îles-de-la-Madeleine, Quebec",,,,,,,,44.8
2022,"Bas-Saint-Laurent, Quebec",,,,,,,,54.3
2022,"Capitale-Nationale, Quebec",,,,,,,,62.0
2022,"Chaudière-Appalaches, Quebec",,,,,,,,64.5
2022,"Estrie, Quebec",,,,,,,,57.6
2022,"Centre-du-Québec, Quebec",,,,,,,,61.7
2022,"Montérégie, Quebec",,,,,,,,63.1
2022,"Montréal, Quebec",,,,,,,,64.0
2022,"Laval, Quebec",,,,,,,,61.4
2022,"Lanaudière, Quebec",,,,,,,,64.4
2022,"Laurentides, Quebec",,,,,,,,60.5
2022,"Outaouais, Quebec",,,,,,,,63.4
2022,"Abitibi-Témiscamingue, Quebec",,,,,,,,61.6
2022,"Mauricie, Quebec",,,,,,,,51.2
2022,"Saguenay-Lac-Saint-Jean, Quebec",,,,,,,,54.8
2022,"Côte-Nord and Nord-du-Québec, Quebec",,,,,,,,55.1
2022,"Ottawa, Ontario",,,,,,,,62.6
2022,"Kingston-Pembroke, Ontario",,,,,,,,58.3
2022,"Muskoka-Kawarthas, Ontario",,,,,,,,52.7
2022,"Toronto, Ontario",,,,,,,,63.2
2022,"Kitchener-Waterloo-Barrie, Ontario",,,,,,,,65.0
2022,"Hamilton-Niagara Peninsula, Ontario",,,,,,,,60.8
2022,"London, Ontario",,,,,,,,62.8
2022,"Windsor-Sarnia, Ontario",,,,,,,,55.3
2022,"Stratford-Bruce Peninsula, Ontario",,,,,,,,60.1
2022,"Northeast, Ontario",,,,,,,,55.8
2022,"Northwest, Ontario",,,,,,,,57.3
2022,"Southeast, Manitoba",,,,,,,,64.5
2022,"South Central and North Central, Manitoba",,,,,,,,63.5
2022,"Southwest, Manitoba",,,,,,,,62.2
2022,"Winnipeg, Manitoba",,,,,,,,65.0
2022,"Interlake, Manitoba",,,,,,,,57.4
2022,"Parklands and Northern, Manitoba",,,,,,,,59.2
2022,"Regina-Moose Mountain, Saskatchewan",,,,,,,,64.5
2022,"Swift Current-Moose Jaw, Saskatchewan",,,,,,,,62.6
2022,"Saskatoon-Biggar, Saskatchewan",,,,,,,,67.4
2022,"Yorkton-Melville, Saskatchewan",,,,,,,,61.3
2022,"Prince Albert and Northern, Saskatchewan",,,,,,,,61.8
2022,"Lethbridge-Medicine Hat, Alberta",,,,,,,,60.8
2022,"Camrose-Drumheller, Alberta",,,,,,,,61.7
2022,"Calgary, Alberta",,,,,,,,67.1
2022,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",,,,,,,,66.4
2022,"Red Deer, Alberta",,,,,,,,60.2
2022,"Edmonton, Alberta",,,,,,,,65.4
2022,"Wood Buffalo-Cold Lake, Alberta",,,,,,,,69.6
2022,"Vancouver Island and Coast, British Columbia",,,,,,,,57.3
2022,"Lower Mainland-Southwest, British Columbia",,,,,,,,64.7
2022,"Thompson-Okanagan, British Columbia",,,,,,,,59.2
2022,"Kootenay, British Columbia",,,,,,,,57.3
2022,"Cariboo, British Columbia",,,,,,,,62.7
2022,"North Coast and Nechako, British Columbia",,,,,,,,60.7
2022,"Northeast, British Columbia",,,,,,,,67.3
2023,"Avalon Peninsula, Newfoundland and Labrador",,,,,,,,56.8
2023,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",,,,,,,,43.0
2023,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",,,,,,,,50.1
2023,"Cape Breton, Nova Scotia",,,,,,,,44.9
2023,"North Shore, Nova Scotia",,,,,,,,52.2
2023,"Annapolis Valley, Nova Scotia",,,,,,,,57.6
2023,"Southern, Nova Scotia",,,,,,,,51.8
2023,"Halifax, Nova Scotia",,,,,,,,64.6
2023,"Campbellton-Miramichi, New Brunswick",,,,,,,,48.1
2023,"Moncton-Richibucto, New Brunswick",,,,,,,,60.2
2023,"Saint John-St. Stephen, New Brunswick",,,,,,,,56.7
2023,"Fredericton-Oromocto, New Brunswick",,,,,,,,59.6
2023,"Edmundston-Woodstock, New Brunswick",,,,,,,,55.1
2023,"Gaspésie-Îles-de-la-Madeleine, Quebec",,,,,,,,47.9
2023,"Bas-Saint-Laurent, Quebec",,,,,,,,56.1
2023,"Capitale-Nationale, Quebec",,,,,,,,64.0
2023,"Chaudière-Appalaches, Quebec",,,,,,,,63.4
2023,"Estrie, Quebec",,,,,,,,56.7
2023,"Centre-du-Québec, Quebec",,,,,,,,60.9
2023,"Montérégie, Quebec",,,,,,,,63.6
2023,"Montréal, Quebec",,,,,,,,64.0
2023,"Laval, Quebec",,,,,,,,63.8
2023,"Lanaudière, Quebec",,,,,,,,63.1
2023,"Laurentides, Quebec",,,,,,,,64.9
2023,"Outaouais, Quebec",,,,,,,,62.7
2023,"Abitibi-Témiscamingue, Quebec",,,,,,,,60.6
2023,"Mauricie, Quebec",,,,,,,,53.7
2023,"Saguenay-Lac-Saint-Jean, Quebec",,,,,,,,56.5
2023,"Côte-Nord and Nord-du-Québec, Quebec",,,,,,,,58.2
2023,"Ottawa, Ontario",,,,,,,,64.3
2023,"Kingston-Pembroke, Ontario",,,,,,,,55.9
2023,"Muskoka-Kawarthas, Ontario",,,,,,,,54.3
2023,"Toronto, Ontario",,,,,,,,63.3
2023,"Kitchener-Waterloo-Barrie, Ontario",,,,,,,,66.1
2023,"Hamilton-Niagara Peninsula, Ontario",,,,,,,,59.9
2023,"London, Ontario",,,,,,,,61.7
2023,"Windsor-Sarnia, Ontario",,,,,,,,58.1
2023,"Stratford-Bruce Peninsula, Ontario",,,,,,,,57.0
2023,"Northeast, Ontario",,,,,,,,54.5
2023,"Northwest, Ontario",,,,,,,,58.9
2023,"Southeast, Manitoba",,,,,,,,66.3
2023,"South Central and North Central, Manitoba",,,,,,,,65.3
2023,"Southwest, Manitoba",,,,,,,,61.8
2023,"Winnipeg, Manitoba",,,,,,,,64.6
2023,"Interlake, Manitoba",,,,,,,,57.7
2023,"Parklands and Northern, Manitoba",,,,,,,,59.5
2023,"Regina-Moose Mountain, Saskatchewan",,,,,,,,64.6
2023,"Swift Current-Moose Jaw, Saskatchewan",,,,,,,,59.5
2023,"Saskatoon-Biggar, Saskatchewan",,,,,,,,66.7
2023,"Yorkton-Melville, Saskatchewan",,,,,,,,62.5
2023,"Prince Albert and Northern, Saskatchewan",,,,,,,,60.6
2023,"Lethbridge-Medicine Hat, Alberta",,,,,,,,61.8
2023,"Camrose-Drumheller, Alberta",,,,,,,,62.3
2023,"Calgary, Alberta",,,,,,,,66.1
2023,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",,,,,,,,67.0
2023,"Red Deer, Alberta",,,,,,,,60.0
2023,"Edmonton, Alberta",,,,,,,,65.7
2023,"Wood Buffalo-Cold Lake, Alberta",,,,,,,,70.3
2023,"Vancouver Island and Coast, British Columbia",,,,,,,,57.3
2023,"Lower Mainland-Southwest, British Columbia",,,,,,,,64.9
2023,"Thompson-Okanagan, British Columbia",,,,,,,,58.2
2023,"Kootenay, British Columbia",,,,,,,,57.5
2023,"Cariboo, British Columbia",,,,,,,,59.2
2023,"North Coast and Nechako, British Columbia",,,,,,,,62.8
2023,"Northeast, British Columbia",,,,,,,,65.2
2024,"Avalon Peninsula, Newfoundland and Labrador",,,,,,,,56.7
2024,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",,,,,,,,43.6
2024,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",,,,,,,,52.6
2024,"Cape Breton, Nova Scotia",,,,,,,,47.8
2024,"North Shore, Nova Scotia",,,,,,,,51.7
2024,"Annapolis Valley, Nova Scotia",,,,,,,,56.8
2024,"Southern, Nova Scotia",,,,,,,,48.8
2024,"Halifax, Nova Scotia",,,,,,,,65.1
2024,"Campbellton-Miramichi, New Brunswick",,,,,,,,45.0
2024,"Moncton-Richibucto, New Brunswick",,,,,,,,60.4
2024,"Saint John-St. Stephen, New Brunswick",,,,,,,,58.7
2024,"Fredericton-Oromocto, New Brunswick",,,,,,,,59.4
2024,"Edmundston-Woodstock, New Brunswick",,,,,,,,54.7
2024,"Gaspésie-Îles-de-la-Madeleine, Quebec",,,,,,,,47.0
2024,"Bas-Saint-Laurent, Quebec",,,,,,,,58.0
2024,"Capitale-Nationale, Quebec",,,,,,,,63.0
2024,"Chaudière-Appalaches, Quebec",,,,,,,,64.4
2024,"Estrie, Quebec",,,,,,,,58.1
2024,"Centre-du-Québec, Quebec",,,,,,,,61.0
2024,"Montérégie, Quebec",,,,,,,,62.5
2024,"Montréal, Quebec",,,,,,,,60.7
2024,"Laval, Quebec",,,,,,,,63.2
2024,"Lanaudière, Quebec",,,,,,,,62.6
2024,"Laurentides, Quebec",,,,,,,,64.7
2024,"Outaouais, Quebec",,,,,,,,62.3
2024,"Abitibi-Témiscamingue, Quebec",,,,,,,,63.0
2024,"Mauricie, Quebec",,,,,,,,55.5
2024,"Saguenay-Lac-Saint-Jean, Quebec",,,,,,,,55.1
2024,"Côte-Nord and Nord-du-Québec, Quebec",,,,,,,,58.8
2024,"Ottawa, Ontario",,,,,,,,64.0
2024,"Kingston-Pembroke, Ontario",,,,,,,,54.2
2024,"Muskoka-Kawarthas, Ontario",,,,,,,,51.7
2024,"Toronto, Ontario",,,,,,,,61.6
2024,"Kitchener-Waterloo-Barrie, Ontario",,,,,,,,64.4
2024,"Hamilton-Niagara Peninsula, Ontario",,,,,,,,58.9
2024,"London, Ontario",,,,,,,,61.1
2024,"Windsor-Sarnia, Ontario",,,,,,,,57.9
2024,"Stratford-Bruce Peninsula, Ontario",,,,,,,,58.5
2024,"Northeast, Ontario",,,,,,,,54.1
2024,"Northwest, Ontario",,,,,,,,56.8
2024,"Southeast, Manitoba",,,,,,,,65.6
2024,"South Central and North Central, Manitoba",,,,,,,,61.6
2024,"Southwest, Manitoba",,,,,,,,63.7
2024,"Winnipeg, Manitoba",,,,,,,,63.9
2024,"Interlake, Manitoba",,,,,,,,57.6
2024,"Parklands and Northern, Manitoba",,,,,,,,57.8
2024,"Regina-Moose Mountain, Saskatchewan",,,,,,,,64.1
2024,"Swift Current-Moose Jaw, Saskatchewan",,,,,,,,60.4
2024,"Saskatoon-Biggar, Saskatchewan",,,,,,,,67.2
2024,"Yorkton-Melville, Saskatchewan",,,,,,,,56.1
2024,"Prince Albert and Northern, Saskatchewan",,,,,,,,60.7
2024,"Lethbridge-Medicine Hat, Alberta",,,,,,,,62.1
2024,"Camrose-Drumheller, Alberta",,,,,,,,61.8
2024,"Calgary, Alberta",,,,,,,,65.2
2024,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",,,,,,,,69.7
2024,"Red Deer, Alberta",,,,,,,,61.7
2024,"Edmonton, Alberta",,,,,,,,63.1
2024,"Wood Buffalo-Cold Lake, Alberta",,,,,,,,67.9
2024,"Vancouver Island and Coast, British Columbia",,,,,,,,59.0
2024,"Lower Mainland-Southwest, British Columbia",,,,,,,,63.4
2024,"Thompson-Okanagan, British Columbia",,,,,,,,55.6
2024,"Kootenay, British Columbia",,,,,,,,58.4
2024,"Cariboo, British Columbia",,,,,,,,59.5
2024,"North Coast and Nechako, British Columbia",,,,,,,,65.7
2024,"Northeast, British Columbia",,,,,,,,65.8
2025,"Avalon Peninsula, Newfoundland and Labrador",,,,,,,,56.4
2025,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",,,,,,,,42.1
2025,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",,,,,,,,52.6
2025,"Cape Breton, Nova Scotia",,,,,,,,48.0
2025,"North Shore, Nova Scotia",,,,,,,,52.0
2025,"Annapolis Valley, Nova Scotia",,,,,,,,53.5
2025,"Southern, Nova Scotia",,,,,,,,49.9
2025,"Halifax, Nova Scotia",,,,,,,,64.3
2025,"Campbellton-Miramichi, New Brunswick",,,,,,,,48.7
2025,"Moncton-Richibucto, New Brunswick",,,,,,,,60.4
2025,"Saint John-St. Stephen, New Brunswick",,,,,,,,55.3
2025,"Fredericton-Oromocto, New Brunswick",,,,,,,,59.4
2025,"Edmundston-Woodstock, New Brunswick",,,,,,,,53.4
2025,"Gaspésie-Îles-de-la-Madeleine, Quebec",,,,,,,,47.8
2025,"Bas-Saint-Laurent, Quebec",,,,,,,,53.7
2025,"Capitale-Nationale, Quebec",,,,,,,,63.9
2025,"Chaudière-Appalaches, Quebec",,,,,,,,65.2
2025,"Estrie, Quebec",,,,,,,,56.8
2025,"Centre-du-Québec, Quebec",,,,,,,,62.5
2025,"Montérégie, Quebec",,,,,,,,62.1
2025,"Montréal, Quebec",,,,,,,,61.7
2025,"Laval, Quebec",,,,,,,,62.7
2025,"Lanaudière, Quebec",,,,,,,,60.2
2025,"Laurentides, Quebec",,,,,,,,63.5
2025,"Outaouais, Quebec",,,,,,,,60.1
2025,"Abitibi-Témiscamingue, Quebec",,,,,,,,58.8
2025,"Mauricie, Quebec",,,,,,,,57.8
2025,"Saguenay-Lac-Saint-Jean, Quebec",,,,,,,,56.9
2025,"Côte-Nord and Nord-du-Québec, Quebec",,,,,,,,58.0
2025,"Ottawa, Ontario",,,,,,,,61.9
2025,"Kingston-Pembroke, Ontario",,,,,,,,53.1
2025,"Muskoka-Kawarthas, Ontario",,,,,,,,50.0
2025,"Toronto, Ontario",,,,,,,,61.1
2025,"Kitchener-Waterloo-Barrie, Ontario",,,,,,,,63.2
2025,"Hamilton-Niagara Peninsula, Ontario",,,,,,,,59.1
2025,"London, Ontario",,,,,,,,60.7
2025,"Windsor-Sarnia, Ontario",,,,,,,,57.0
2025,"Stratford-Bruce Peninsula, Ontario",,,,,,,,57.5
2025,"Northeast, Ontario",,,,,,,,55.1
2025,"Northwest, Ontario",,,,,,,,58.3
2025,"Southeast, Manitoba",,,,,,,,65.8
2025,"South Central and North Central, Manitoba",,,,,,,,61.4
2025,"Southwest, Manitoba",,,,,,,,61.9
2025,"Winnipeg, Manitoba",,,,,,,,63.8
2025,"Interlake, Manitoba",,,,,,,,55.5
2025,"Parklands and Northern, Manitoba",,,,,,,,56.6
2025,"Regina-Moose Mountain, Saskatchewan",,,,,,,,65.2
2025,"Swift Current-Moose Jaw, Saskatchewan",,,,,,,,59.8
2025,"Saskatoon-Biggar, Saskatchewan",,,,,,,,65.8
2025,"Yorkton-Melville, Saskatchewan",,,,,,,,61.1
2025,"Prince Albert and Northern, Saskatchewan",,,,,,,,61.0
2025,"Lethbridge-Medicine Hat, Alberta",,,,,,,,59.4
2025,"Camrose-Drumheller, Alberta",,,,,,,,64.1
2025,"Calgary, Alberta",,,,,,,,64.5
2025,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",,,,,,,,65.2
2025,"Red Deer, Alberta",,,,,,,,64.2
2025,"Edmonton, Alberta",,,,,,,,63.2
2025,"Wood Buffalo-Cold Lake, Alberta",,,,,,,,68.7
2025,"Vancouver Island and Coast, British Columbia",,,,,,,,58.5
2025,"Lower Mainland-Southwest, British Columbia",,,,,,,,62.8
2025,"Thompson-Okanagan, British Columbia",,,,,,,,56.3
2025,"Kootenay, British Columbia",,,,,,,,56.0
2025,"Cariboo, British Columbia",,,,,,,,55.7
2025,"North Coast and Nechako, British Columbia",,,,,,,,59.0
2025,"Northeast, British Columbia",,,,,,,,67.7
2015,Canada,"Total, 15 years and over",Men+,,,,,,65.6
2015,Canada,"Total, 15 years and over",Women+,,,,,,57.4
2015,Newfoundland and Labrador,"Total, 15 years and over",Men+,,,,,10,55.7
2015,Newfoundland and Labrador,"Total, 15 years and over",Women+,,,,,10,51.8
2015,Prince Edward Island,"Total, 15 years and over",Men+,,,,,11,63.3
2015,Prince Edward Island,"Total, 15 years and over",Women+,,,,,11,58.4
2015,Nova Scotia,"Total, 15 years and over",Men+,,,,,12,59.4
2015,Nova Scotia,"Total, 15 years and over",Women+,,,,,12,54.9
2015,New Brunswick,"Total, 15 years and over",Men+,,,,,13,58.6
2015,New Brunswick,"Total, 15 years and over",Women+,,,,,13,54.6
2015,Quebec,"Total, 15 years and over",Men+,,,,,24,63.3
2015,Quebec,"Total, 15 years and over",Women+,,,,,24,56.6
2015,Ontario,"Total, 15 years and over",Men+,,,,,35,65.3
2015,Ontario,"Total, 15 years and over",Women+,,,,,35,56.7
2015,Manitoba,"Total, 15 years and over",Men+,,,,,46,69.8
2015,Manitoba,"Total, 15 years and over",Women+,,,,,46,59.9
2015,Saskatchewan,"Total, 15 years and over",Men+,,,,,47,71.3
2015,Saskatchewan,"Total, 15 years and over",Women+,,,,,47,61.2
2015,Alberta,"Total, 15 years and over",Men+,,,,,48,74.3
2015,Alberta,"Total, 15 years and over",Women+,,,,,48,63.3
2015,British Columbia,"Total, 15 years and over",Men+,,,,,59,64.5
2015,British Columbia,"Total, 15 years and over",Women+,,,,,59,56.1
2016,Canada,"Total, 15 years and over",Men+,,,,,,65.1
2016,Canada,"Total, 15 years and over",Women+,,,,,,57.3
2016,Newfoundland and Labrador,"Total, 15 years and over",Men+,,,,,10,54.4
2016,Newfoundland and Labrador,"Total, 15 years and over",Women+,,,,,10,50.6
2016,Prince Edward Island,"Total, 15 years and over",Men+,,,,,11,62.1
2016,Prince Edward Island,"Total, 15 years and over",Women+,,,,,11,57.1
2016,Nova Scotia,"Total, 15 years and over",Men+,,,,,12,58.6
2016,Nova Scotia,"Total, 15 years and over",Women+,,,,,12,54.6
2016,New Brunswick,"Total, 15 years and over",Men+,,,,,13,58.7
2016,New Brunswick,"Total, 15 years and over",Women+,,,,,13,54.8
2016,Quebec,"Total, 15 years and over",Men+,,,,,24,62.9
2016,Quebec,"Total, 15 years and over",Women+,,,,,24,56.9
2016,Ontario,"Total, 15 years and over",Men+,,,,,35,65.1
2016,Ontario,"Total, 15 years and over",Women+,,,,,35,56.5
2016,Manitoba,"Total, 15 years and over",Men+,,,,,46,68.8
2016,Manitoba,"Total, 15 years and over",Women+,,,,,46,59.0
2016,Saskatchewan,"Total, 15 years and over",Men+,,,,,47,70.1
2016,Saskatchewan,"Total, 15 years and over",Women+,,,,,47,60.3
2016,Alberta,"Total, 15 years and over",Men+,,,,,48,71.4
2016,Alberta,"Total, 15 years and over",Women+,,,,,48,61.2
2016,British Columbia,"Total, 15 years and over",Men+,,,,,59,65.0
2016,British Columbia,"Total, 15 years and over",Women+,,,,,59,57.6
2017,Canada,"Total, 15 years and over",Men+,,,,,,65.8
2017,Canada,"Total, 15 years and over",Women+,,,,,,57.7
2017,Newfoundland and Labrador,"Total, 15 years and over",Men+,,,,,10,50.9
2017,Newfoundland and Labrador,"Total, 15 years and over",Women+,,,,,10,50.2
2017,Prince Edward Island,"Total, 15 years and over",Men+,,,,,11,63.1
2017,Prince Edward Island,"Total, 15 years and over",Women+,,,,,11,57.2
2017,Nova Scotia,"Total, 15 years and over",Men+,,,,,12,58.1
2017,Nova Scotia,"Total, 15 years and over",Women+,,,,,12,54.7
2017,New Brunswick,"Total, 15 years and over",Men+,,,,,13,59.1
2017,New Brunswick,"Total, 15 years and over",Women+,,,,,13,54.6
2017,Quebec,"Total, 15 years and over",Men+,,,,,24,64.6
2017,Quebec,"Total, 15 years and over",Women+,,,,,24,57.3
